,,pid1263-01,pid52932-01,pid9048-01,pid9050-01,pid9054-01,pid9055-01,pid9058-01,pid9059-01,pid9062-01,pid9063-01,pid9066-01,pid9067-01,pid9068-01,pid9072-01,pid9075-01,pid9088-01,pid9093-01,pid9097-09,pid9099-01,pid9101-01,pid9103-01,pid9104-01,pid9105-01,pid9118-01,pid9137-01,pid9138-01,pid9139-01,pid9150-15,pid9153-01,pid9166c-03,pid9173-06,pid9174-01,pid9186c-01,pid9192-01
108,1,0.37364939,0.53165561,0.4677763,0.32434948,0.57374233,0.5563409,0.30307221,0.57670871,0.2916536,0.58488126,0.68505976,0.65115905,0.47659516,0.38260612,0.36047722,0.61431365,0.38581521,0.3338723,0.42412867,0.64180989,0.37253774,0.60304079,0.77181949,0.74643448,0.57420794,0.60369291,0.42107064,0.55881427,0.34054493,0.4914471,0.28491118,0.56989515,0.62628028,0.48797814
108,2,0.42592964,0.58471085,0.51283569,0.37604807,0.63808453,0.5581611,0.30513935,0.59481272,0.31071659,0.56648767,0.71467463,0.66033968,0.54445963,0.40828434,0.39425163,0.64739244,0.33586284,0.3612845,0.42763957,0.66276778,0.39726096,0.65696108,0.79784717,0.73767687,0.60369754,0.6059949,0.41374906,0.58672534,0.38550181,0.5451688,0.34387017,0.62488893,0.63057035,0.511895
109,0,0.49107948,0.61115229,0.55699131,0.4340712,0.66548739,0.54866888,0.29876684,0.57464281,0.29620954,0.49888065,0.70564409,0.6189274,0.60403061,0.41470794,0.43318149,0.66124045,0.27588506,0.36944424,0.39366247,0.64888002,0.39452193,0.68433757,0.73674403,0.67760055,0.57336106,0.6038326,0.39099742,0.58338119,0.39508811,0.5579623,0.42362015,0.66031633,0.62399318,0.51794496
109,1,0.51974541,0.59153667,0.57255982,0.46403144,0.64586912,0.53187038,0.27133081,0.52721071,0.25393341,0.35883376,0.65678619,0.54023411,0.62341167,0.37889003,0.47208966,0.6311883,0.22703604,0.36342784,0.32739016,0.59389102,0.38386053,0.67863024,0.62272733,0.5643707,0.46894518,0.6045068,0.33369067,0.55021769,0.37416573,0.55104719,0.45889319,0.65801493,0.62822644,0.49996097
109,2,0.50163376,0.52005516,0.55919694,0.45223166,0.58705521,0.4931275,0.23268943,0.42518986,0.22882044,0.20224626,0.58213811,0.4036187,0.60898347,0.30581414,0.50496746,0.53846154,0.1889665,0.34300218,0.26162947,0.48438544,0.38593098,0.6336265,0.51287898,0.42507063,0.30919471,0.60355321,0.26125037,0.50474294,0.31704787,0.5519295,0.48390233,0.61918429,0.6314511,0.48644614
110,0,0.41820186,0.35489959,0.52955543,0.38359234,0.51837082,0.44309773,0.2518141,0.32544729,0.28891451,0.22390712,0.47320717,0.30465917,0.53779205,0.27267677,0.51412871,0.41053269,0.21722496,0.32307287,0.23375967,0.38045125,0.39396837,0.48225112,0.44684738,0.36962077,0.20315312,0.59818999,0.23309308,0.45418249,0.26571679,0.56182241,0.49143943,0.56831349,0.62365225,0.49799961
110,1,0.3276937,0.25326209,0.48569031,0.33367365,0.46255624,0.46314536,0.26508661,0.32092933,0.33989671,0.29286038,0.50152722,0.28928162,0.44879082,0.29095518,0.52007954,0.37669957,0.24666614,0.32429119,0.22966682,0.37732345,0.39213515,0.39081213,0.41706818,0.40637347,0.24292628,0.58332726,0.27625847,0.4127837,0.26322335,0.54608419,0.457782,0.54281144,0.61475247,0.52406323
110,2,0.28409341,0.2574679,0.43856516,0.33267076,0.42739605,0.50951773,0.27694775,0.34191016,0.3874389,0.34099229,0.56413015,0.29742177,0.43436945,0.31968071,0.50187997,0.3711585,0.27244007,0.32066632,0.22957089,0.38770872,0.37895758,0.36738398,0.41234813,0.45101703,0.28243478,0.55592201,0.32657437,0.37786012,0.28274591,0.52462198,0.43220996,0.53033588,0.5869664,0.52731265
111,0,0.27030169,0.34223046,0.39301085,0.32488254,0.38379005,0.54353151,0.29112553,0.34284979,0.41151895,0.3497126,0.6139907,0.30456736,0.46125154,0.3312227,0.43840202,0.35008381,0.26720908,0.29366022,0.22024685,0.38278895,0.37864845,0.3333271,0.38861304,0.49991558,0.29466163,0.49908892,0.37186096,0.36343678,0.28388326,0.50062313,0.40595804,0.52181447,0.53103914,0.49554059
111,1,0.26845745,0.37197277,0.34309907,0.30862848,0.32079755,0.54604916,0.26100934,0.31477668,0.38059578,0.31016488,0.63460159,0.29765129,0.44836726,0.31460008,0.3433261,0.26103557,0.25296079,0.24463413,0.20190574,0.35669952,0.38591661,0.32835891,0.36260988,0.55550052,0.27463894,0.41641764,0.38934379,0.36378879,0.25769279,0.44140905,0.3571533,0.4821308,0.48077278,0.4287178
111,2,0.26443821,0.36438852,0.29702832,0.30234008,0.30787321,0.49863911,0.20650795,0.27706269,0.3037628,0.27607019,0.60404382,0.25219188,0.42431343,0.25741869,0.26989877,0.218225,0.24774567,0.20743777,0.17491207,0.30847112,0.41557872,0.35242328,0.39648387,0.58193095,0.27085066,0.32655491,0.36272609,0.36143585,0.2216223,0.39247389,0.3073982,0.39269593,0.43215427,0.39396956
112,0,0.24905282,0.33226752,0.24389955,0.2725515,0.30549421,0.40682147,0.16038919,0.24346763,0.2124781,0.25515051,0.49877158,0.17238926,0.37919798,0.19439081,0.23287057,0.21399702,0.25549294,0.17125667,0.1511671,0.26310988,0.44380302,0.34884918,0.40410951,0.56878328,0.27029112,0.24441205,0.28166412,0.3422881,0.20391201,0.35079573,0.25009138,0.30381198,0.37256197,0.35272248
112,1,0.20740704,0.31341894,0.19241694,0.22964402,0.28139741,0.29133282,0.140067,0.20175055,0.18927419,0.19820753,0.30766268,0.12959988,0.30398962,0.1772612,0.18678236,0.2083442,0.24101445,0.12689328,0.13780776,0.22188645,0.38205607,0.29920472,0.36951218,0.45115211,0.25804915,0.18036929,0.17899094,0.31023622,0.16546057,0.31607681,0.22769208,0.24521948,0.30683287,0.25172717
112,2,0.16237346,0.20407653,0.1619147,0.17266896,0.21402863,0.21253721,0.14385915,0.16079933,0.14617726,0.16608682,0.24913015,0.11742024,0.24150157,0.18357154,0.13518438,0.19090147,0.22151135,0.089403625,0.12490247,0.19308463,0.27867002,0.26773952,0.34109382,0.29180409,0.21810964,0.14073737,0.16600141,0.29329319,0.084014498,0.32773434,0.2112362,0.22154789,0.27729952,0.20271272
113,0,0.14480305,0.19095062,0.15515794,0.12396097,0.27976142,0.21957982,0.11959512,0.14801133,0.13010237,0.14608985,0.27942231,0.16218346,0.19579177,0.15279111,0.14335503,0.16661389,0.17664709,0.1167707,0.12048986,0.1997475,0.17078361,0.20830838,0.30544215,0.26814278,0.17656711,0.17642736,0.20201629,0.30409449,0.066435446,0.29967685,0.15608597,0.20271903,0.2089495,0.21131928
113,1,0.1339581,0.20000862,0.14550697,0.077715938,0.26170416,0.19429276,0.092273148,0.1585661,0.12436595,0.14810165,0.22531208,0.17553362,0.15714578,0.090297179,0.16439624,0.1569566,0.15316717,0.1413928,0.090324231,0.18747251,0.17950395,0.1941991,0.26324371,0.29909835,0.16597353,0.19212221,0.19033825,0.23590551,0.079865017,0.25084095,0.13179326,0.15614892,0.17617729,0.22204333
113,2,0.12922722,0.075287426,0.077548847,0.06055927,0.043822086,0.071239262,0.0365999,0.040854679,0.024857512,0.060999849,0.067689243,0.04174585,0.044040853,0.035242436,0.063998554,0.066937977,0.033846642,0.091373994,0.036377822,0.046256414,0.057094896,0.069425524,0.18790687,0.084213785,0.027482798,0.045823615,0.10443514,0.046932839,0.015728659,0.076004456,0.076460268,0.065159055,0.077469991,0.087763466
