,,pid1263b-10,pid52932-22,pid58917-04,pid610003b-14,pid9048b-14,pid9049b-10,pid9049b-25,pid9050b-10,pid9054b-10,pid9055b-10,pid9056-16,pid9057j-06,pid9058b-10,pid9059b-14,pid9060b-08,pid9061b-07,pid9062b-13,pid9063b-14,pid9066b-10,pid9069-10,pid9070b-22,pid9072b-14,pid9073b-14,pid9074g-10,pid9075b-10,pid9088-20,pid9089-05,pid9093b-16,pid9094b-10,pid9099b-14,pid9101c-04,pid9104b-10,pid9111b-12,pid9114-32,pid9118b-14,pid9138b-10,pid9139b-10,pid9153b-10,pid9166l-08,pid9170b-10,pid9174b-10,pid9192b-10
68,0,0.54173398,0.47591461,0.29697263,0.27655351,0.36274633,0.52745552,0.48282209,0.20761616,0.35102014,0.47071085,0.60280142,0.27917034,0.22544546,0.41835557,0.56555947,0.30177938,0.41200441,0.20616587,0.70768953,0.32205512,0.50951077,0.61603613,0.2334216,0.37644829,0.46625039,0.58967638,0.38394241,0.34273106,0.7194217,0.58474849,0.51735525,0.34950549,0.35420863,0.33296636,0.53004061,0.59578081,0.3670525,0.35467908,0.39829614,0.5490882,0.25586449,0.33172865
68,1,0.65618381,0.54666968,0.33380269,0.36942055,0.4394124,0.53028548,0.55697765,0.30321056,0.39571084,0.53349368,0.7338082,0.31805825,0.25859047,0.43551941,0.55344124,0.35731563,0.47181322,0.21483057,0.76655235,0.38737392,0.54989047,0.69218183,0.32301873,0.41296355,0.49854935,0.67322623,0.39730303,0.43206495,0.72105034,0.64274324,0.56694065,0.37558337,0.39640288,0.41310175,0.54901494,0.70028299,0.44962206,0.405835,0.44749412,0.63690163,0.2251324,0.36964876
68,2,0.74827679,0.60650223,0.34783948,0.47255066,0.52837693,0.50708316,0.58406318,0.42304468,0.46790301,0.57028327,0.79287695,0.37760812,0.27553238,0.41915755,0.52430683,0.41121846,0.50473235,0.22477951,0.77562274,0.42885447,0.56425094,0.73378989,0.43378097,0.43393139,0.49906023,0.72562072,0.41664961,0.55532057,0.72058004,0.69724319,0.58116817,0.38643177,0.43260432,0.41768326,0.55117054,0.78730383,0.49148353,0.43286801,0.48062308,0.71107312,0.19613707,0.38844353
69,0,0.79238018,0.63134193,0.36224589,0.54404255,0.63629523,0.49165081,0.58450744,0.52027111,0.51839515,0.60558525,0.77056124,0.4170609,0.28118934,0.38453755,0.52363125,0.43489956,0.52331821,0.23830265,0.67474729,0.47731448,0.55512961,0.72802251,0.52567619,0.46062922,0.49853043,0.75181797,0.42848999,0.6625562,0.72849678,0.74263296,0.5748618,0.4043579,0.49376978,0.5129308,0.56038199,0.83046051,0.53518835,0.44873329,0.49811792,0.77417149,0.17600467,0.45189394
69,1,0.81137139,0.64147243,0.39350524,0.64956988,0.67639735,0.50060405,0.53021649,0.61172746,0.58298677,0.63446464,0.66836218,0.44261253,0.29091699,0.32940339,0.57991555,0.38246333,0.55738637,0.26548816,0.5234296,0.57775576,0.58828039,0.68926483,0.60716853,0.5029566,0.5166509,0.75568453,0.47192662,0.803597,0.78332172,0.79279837,0.59870527,0.41190697,0.55830216,0.79027626,0.63793363,0.84190893,0.61912755,0.48827092,0.55495117,0.8558215,0.23939252,0.57257576
69,2,0.80944175,0.62753262,0.40682918,0.6652017,0.66425116,0.49011998,0.49478175,0.63374654,0.6064533,0.63257616,0.56721484,0.46825243,0.29943503,0.33829261,0.57915552,0.33006881,0.58198984,0.28135541,0.59755415,0.62635086,0.63204332,0.66515881,0.63240023,0.52208604,0.51053295,0.74646783,0.49683526,0.80712739,0.83851245,0.78539316,0.63581612,0.38962293,0.56751799,0.82303063,0.67065621,0.84087986,0.64513006,0.51812542,0.60114779,0.89181133,0.28408879,0.62655647
70,0,0.80250404,0.61806593,0.44267359,0.65666163,0.65003583,0.48486554,0.47081306,0.62473022,0.62368816,0.63125779,0.49506645,0.52713151,0.32999421,0.37801679,0.554905,0.28397164,0.60776602,0.29511837,0.68923285,0.66240994,0.69885603,0.65883616,0.63263666,0.53879588,0.50891202,0.7291798,0.50971349,0.7840383,0.84486152,0.7629061,0.6812991,0.37662649,0.56444604,0.81954322,0.69780178,0.84358117,0.66315161,0.55367457,0.65272688,0.92302297,0.33196262,0.66885675
70,1,0.80522348,0.61581806,0.5177946,0.63064188,0.65332318,0.5072983,0.45359989,0.59162579,0.64412359,0.63169428,0.50000956,0.60496911,0.38888889,0.44090841,0.52735398,0.24766803,0.64109975,0.31384032,0.76036101,0.70099964,0.76049653,0.66988228,0.60947607,0.55832965,0.51757805,0.71046199,0.5228183,0.74278102,0.83175405,0.72108745,0.72083212,0.38453098,0.55510072,0.81496171,0.74424754,0.84776177,0.67810434,0.60412143,0.70653026,0.93249167,0.36076324,0.7046832
70,2,0.84754084,0.63665988,0.55444865,0.62041627,0.71020244,0.61083161,0.45135745,0.57054312,0.72289942,0.63296811,0.60517258,0.71729921,0.49918152,0.47988308,0.50878958,0.27032043,0.67124699,0.3514467,0.79430505,0.76798451,0.81033224,0.71004664,0.59727634,0.57473624,0.51745822,0.72932585,0.54247186,0.69777685,0.81450967,0.70898295,0.73778004,0.40835265,0.55684892,0.83144147,0.79812513,0.86847183,0.69408687,0.67621686,0.73351394,0.8977731,0.36362928,0.7369146
71,0,0.909711,0.66370974,0.56458682,0.68159515,0.77030634,0.71353744,0.46525633,0.61420672,0.80314191,0.62536968,0.68818243,0.79242718,0.55289005,0.49774397,0.57193526,0.32265239,0.68388633,0.40019341,0.81183213,0.81773235,0.8253012,0.74938921,0.62983734,0.58058627,0.54175339,0.80774848,0.55108171,0.6846045,0.85020031,0.75358385,0.75334594,0.47022871,0.61053237,0.86487965,0.84612492,0.88686648,0.73442424,0.70978654,0.6982605,0.86515869,0.3514486,0.75915978
71,1,0.90764674,0.68919816,0.58078852,0.73812942,0.79768004,0.7793794,0.48614343,0.65897619,0.83547357,0.60709959,0.71490582,0.77967343,0.57195422,0.51149003,0.64377199,0.35616876,0.69576754,0.44972923,0.81863718,0.86243696,0.80449069,0.75420153,0.65855873,0.57438246,0.61426679,0.86924437,0.55771817,0.68764363,0.9306741,0.79739588,0.80222578,0.53799258,0.67952518,0.86481127,0.86154,0.88242861,0.76264083,0.6997341,0.66196621,0.85867964,0.36007009,0.76590909
71,2,0.89849219,0.69322622,0.57392414,0.74710649,0.79671265,0.79542408,0.5321416,0.66397039,0.81298481,0.58463389,0.68714982,0.68556046,0.55746777,0.51436816,0.63856439,0.36470425,0.68502351,0.46384806,0.82772563,0.87337896,0.76128757,0.72695639,0.64772082,0.55819066,0.64692526,0.90068414,0.56393071,0.69633639,0.97840098,0.79610654,0.83561245,0.53669448,0.71971223,0.84634847,0.83003309,0.8505274,0.74831627,0.6788463,0.6319384,0.83631422,0.38468069,0.73050964
72,0,0.90172321,0.66634985,0.59363724,0.6957412,0.77841276,0.78588333,0.55130104,0.61931686,0.76611694,0.57202031,0.60131944,0.54091792,0.53765754,0.54771399,0.58878255,0.35767707,0.67564174,0.45005415,0.83175993,0.86738112,0.7411464,0.69101207,0.61497068,0.53452524,0.6807947,0.87155047,0.54647712,0.68762698,0.97047553,0.77984562,0.85270585,0.53552774,0.71381295,0.82631291,0.80257419,0.83592745,0.73416679,0.66049191,0.63953803,0.80877608,0.40313084,0.67592287
72,1,0.90423622,0.64408237,0.62972806,0.64130448,0.75738982,0.75265205,0.56554545,0.5773388,0.73476305,0.57471049,0.50366192,0.42795234,0.51546429,0.57648029,0.52969036,0.35056648,0.68707282,0.439378,0.82874549,0.85504323,0.72690763,0.66613608,0.59016455,0.50589424,0.70665405,0.80797909,0.52394387,0.68256453,0.90959763,0.76679956,0.85823392,0.55579509,0.69131655,0.83082604,0.7706537,0.83110368,0.73733858,0.64119211,0.66469666,0.80281431,0.40408879,0.62648072
72,2,0.90755699,0.63982047,0.65374461,0.59811719,0.7546847,0.7162681,0.5805726,0.55908321,0.72668014,0.58654017,0.42983077,0.40600177,0.50599739,0.58469495,0.5143209,0.36216028,0.71480354,0.44990716,0.82055054,0.83788725,0.69496166,0.64808618,0.58093437,0.49344242,0.72153895,0.69736336,0.50095015,0.68621982,0.79920746,0.77178726,0.83175735,0.59948231,0.68709353,0.86419584,0.72254111,0.83901466,0.77250633,0.6223207,0.68284737,0.80142907,0.38385514,0.60573691
73,0,0.90576198,0.66111488,0.64854352,0.60986603,0.76383017,0.70417873,0.6002045,0.58118256,0.75158073,0.60235168,0.45356153,0.45448367,0.51885412,0.59695698,0.57827586,0.39931188,0.75465239,0.49582237,0.82838448,0.8399946,0.67098698,0.6520841,0.58783809,0.52048771,0.72406181,0.67617803,0.4776787,0.69562032,0.75798641,0.79402833,0.7928426,0.64103693,0.70727338,0.89496718,0.7036169,0.86641369,0.82703437,0.62434449,0.6800385,0.80583026,0.36595016,0.61811983
73,1,0.86675642,0.68951497,0.67373053,0.66261721,0.76968828,0.71399255,0.624011,0.62712031,0.82145884,0.60766079,0.52330051,0.50601059,0.53681733,0.62827912,0.67275158,0.45367346,0.80749594,0.56852855,0.85957581,0.87345101,0.67427285,0.66607685,0.62400227,0.59593784,0.73730684,0.75003459,0.45582517,0.71309742,0.75842188,0.81959454,0.79182427,0.66489723,0.72798561,0.98037473,0.72420794,0.91413687,0.87264433,0.64190117,0.67146218,0.81735052,0.38098131,0.65099174
73,2,0.82966254,0.70941389,0.67606266,0.70480566,0.77754389,0.72104261,0.63591425,0.67414608,0.84759794,0.59211652,0.56750167,0.52602824,0.54927568,0.63859241,0.70682618,0.46353653,0.81122733,0.59841405,0.89004513,0.87986311,0.67640258,0.67429481,0.65313032,0.63971192,0.75421003,0.75232531,0.43872972,0.71920899,0.75371016,0.81877174,0.79967995,0.65076495,0.73705036,1,0.71602416,0.94713146,0.85548782,0.64245513,0.67208241,0.81738559,0.40095016,0.66391873
74,0,0.76303177,0.73224711,0.67524421,0.72393343,0.7716589,0.70660323,0.65131514,0.6909926,0.84838016,0.55567433,0.59231284,0.50578111,0.56243662,0.6383076,0.69161154,0.47154375,0.74621827,0.6087266,0.92481949,0.82726045,0.66471948,0.68345302,0.66946283,0.65506349,0.75786818,0.71207625,0.4257857,0.70024147,0.73893921,0.78799729,0.78091359,0.60472106,0.70976978,0.96033917,0.68531933,0.95607152,0.79295821,0.61592437,0.66374849,0.80440996,0.41154206,0.66911846
74,1,0.7450368,0.74472354,0.67333451,0.71109835,0.76187746,0.68781961,0.66089839,0.67191653,0.83364839,0.50073045,0.62119706,0.4440865,0.58008837,0.64073602,0.64868403,0.46093696,0.65597792,0.60500542,0.95442238,0.75200829,0.65029816,0.69785297,0.66119728,0.64855645,0.74664144,0.68231993,0.41994591,0.67407993,0.72000523,0.75165833,0.75065464,0.5862077,0.674,0.90132659,0.66237217,0.93754824,0.74946965,0.5807002,0.63583803,0.78753288,0.41243769,0.66163912
74,2,0.74821397,0.75114279,0.64736425,0.69552895,0.75646722,0.67276789,0.67640505,0.64218318,0.82445734,0.43831285,0.64488001,0.33390997,0.58665797,0.63518963,0.57014778,0.44078682,0.57541549,0.62723194,0.94404332,0.6579701,0.60782524,0.71115718,0.65339512,0.60761893,0.7183223,0.63755093,0.4317132,0.65234804,0.67903675,0.70151836,0.71790806,0.58963839,0.62957554,0.7645651,0.62545117,0.89857216,0.72607254,0.53295664,0.57578955,0.78392074,0.40633178,0.65261708
75,0,0.75316819,0.75182168,0.61641292,0.68364277,0.75061806,0.68620604,0.69842042,0.62112726,0.87471482,0.38980937,0.64553973,0.27947043,0.5851876,0.63554939,0.56815623,0.4473066,0.55043296,0.67952963,0.89894404,0.59553314,0.55806255,0.71077219,0.65420844,0.58711858,0.71415957,0.64789761,0.45414413,0.6284846,0.65438948,0.71227415,0.71666424,0.60690002,0.60751799,0.72128009,0.59917034,0.84782609,0.76186847,0.52554103,0.53680759,0.79829914,0.40885514,0.66017906
75,1,0.75455035,0.73549823,0.62909443,0.66990873,0.743488,0.73114605,0.74148509,0.60453046,0.92836191,0.38830394,0.64496606,0.27605472,0.59875416,0.65768251,0.63139338,0.48556336,0.57265544,0.76169735,0.8283213,0.57894452,0.54986005,0.72145554,0.65383015,0.60403689,0.73888363,0.70236759,0.50385908,0.60352206,0.67974221,0.77009925,0.74505383,0.60729408,0.62823741,0.70069748,0.63152948,0.77804219,0.85962762,0.53992171,0.52320525,0.82166404,0.44660436,0.67311295
75,2,0.73056004,0.71872218,0.71140544,0.66329142,0.74083662,0.78316922,0.76997391,0.60461964,0.95984616,0.43630857,0.65255761,0.28349515,0.65181081,0.67744716,0.77325827,0.53517759,0.64941542,0.81641652,0.76777978,0.60247659,0.6409882,0.75442363,0.6604407,0.62670415,0.77981709,0.76700746,0.51974857,0.59762698,0.753475,0.85002969,0.77116672,0.58781487,0.67096403,0.67088348,0.71894426,0.73777978,0.88485778,0.57346185,0.56808298,0.82332106,0.51274143,0.68390496
76,0,0.67548017,0.70872746,0.7803309,0.65646186,0.74541383,0.81276789,0.81108525,0.61247659,0.97731569,0.50310885,0.68154699,0.27409532,0.69595104,0.67839155,0.79204785,0.59660805,0.71565643,0.8266285,0.71747292,0.62632385,0.70402823,0.76760198,0.66661623,0.61821972,0.8226427,0.77500192,0.51858646,0.60319734,0.82016199,0.89880397,0.79495199,0.58403647,0.68672662,0.67215536,0.78450221,0.74125289,0.8571458,0.61222395,0.63319313,0.78730493,0.58606698,0.69524793
76,1,0.63011129,0.70386965,0.86445481,0.6569488,0.76450197,0.88738105,0.84577956,0.62999197,0.98103122,0.58315518,0.75898269,0.23343336,0.76640591,0.66048568,0.7296974,0.68461806,0.84396877,0.81192944,0.63377256,0.66495857,0.77467446,0.82246243,0.64470399,0.58794617,0.85115106,0.73097855,0.50635141,0.59442964,0.90315276,0.93061328,0.81364562,0.63054397,0.70716547,0.64243709,0.87479948,0.75405197,0.83516981,0.66750868,0.70483354,0.6666842,0.70894081,0.68055096
76,2,0.66405493,0.71648186,0.89360204,0.71315845,0.80162128,0.95051717,0.8985262,0.67436012,0.92523304,0.63909674,0.89200688,0.21317741,0.80972041,0.65568131,0.62724138,0.73017307,0.89411152,0.81107845,0.62149819,0.71313941,0.77607399,0.87954394,0.64845848,0.62619875,0.82718385,0.71747252,0.51044438,0.61042465,0.9500958,0.92102808,0.82295607,0.67692783,0.7757554,0.62584108,0.87179166,0.76929509,0.81670546,0.70390723,0.69878092,0.59582676,0.77352025,0.66761019
77,0,0.81462036,0.75256091,0.87120479,0.80645,0.86580975,0.97368639,0.95945279,0.74528672,0.84140538,0.69892215,0.98967397,0.22596646,0.84608141,0.68234897,0.55771288,0.74191979,0.87565595,0.85293207,0.64872744,0.75221542,0.74376293,0.91796846,0.69928126,0.70484554,0.82024598,0.79737105,0.53263412,0.65050791,0.96533705,0.91475104,0.85372418,0.72862772,0.86568345,0.62893873,0.87635352,0.81779007,0.8154079,0.74466356,0.66660726,0.64251271,0.78309969,0.69910468
77,1,0.93250763,0.8204722,0.83851976,0.90647123,0.91042637,0.95374431,0.96502362,0.86675288,0.819047,0.8012382,1,0.26023831,0.8878024,0.71133263,0.58809993,0.79648294,0.87630747,0.86082315,0.75860108,0.82480187,0.71601558,0.92648256,0.81402497,0.78950028,0.83576159,0.93304635,0.58519222,0.68860949,0.90158509,0.89396895,0.89874891,0.7570391,0.94388489,0.65891001,0.93760026,0.87477489,0.86919449,0.77753158,0.6368361,0.71420305,0.75184579,0.74724518
77,2,0.95934303,0.84717508,0.81804981,0.96206909,0.91723397,0.9333885,0.94838164,0.93712655,0.83358321,0.84878853,0.96682283,0.26997352,0.93879473,0.72067156,0.6424912,0.82143602,0.91010318,0.84194646,0.86347473,0.92381124,0.72648168,0.91152736,0.90064309,0.82165645,0.84049196,0.9992313,0.61947084,0.71512073,0.85981536,0.8808211,0.91904277,0.76280328,0.96453237,0.69974015,0.95296521,0.89046823,0.86946224,0.80124086,0.63432666,0.73869893,0.74869159,0.78794766
78,0,0.93879016,0.86361922,0.77104638,1,0.90845575,0.87149359,0.90120584,1,0.85822306,0.90619989,0.86045511,0.29437776,0.96472548,0.73603658,0.71104856,0.86216723,0.91623924,0.78593532,1,0.98928314,0.74358038,0.87606426,1,0.79234317,0.84806055,1,0.64166788,0.75537885,0.81448354,0.89439308,0.93780914,0.8041261,0.97093525,0.75335066,0.93369009,0.88107795,0.85579676,0.84371076,0.68146432,0.75869718,0.75286604,0.82431129
78,1,0.90998025,0.85637776,0.75961454,0.9701472,0.90066284,0.82388084,0.8772301,0.98055828,0.87901701,0.91270265,0.80734296,0.31945278,0.92046936,0.73796282,0.71055595,0.86995204,0.91230647,0.75318737,0.98285199,0.99279539,0.73445296,0.83549271,0.99905428,0.77503317,0.85159256,0.9132908,0.63717293,0.77009992,0.79068107,0.91882263,0.9242799,0.83758306,0.93294964,0.79984956,0.90525366,0.84840494,0.8524602,0.8791639,0.71633279,0.75760126,0.73991433,0.82548209
78,2,0.84676001,0.83880214,0.73375869,0.87109985,0.8930043,0.75990898,0.85508779,0.88501739,0.90743759,0.90272582,0.74590305,0.36879082,0.81153122,0.73068505,0.71653765,0.86522555,0.89133963,0.72149157,0.91245487,0.96947046,0.69605696,0.79358851,0.92035181,0.77522269,0.85480921,0.74111,0.62785411,0.79235637,0.78956628,0.95487319,0.87634565,0.88232113,0.84115108,0.86549508,0.81370313,0.77418317,0.84535456,0.9285767,0.7498396,0.74523935,0.69810748,0.81129477
79,0,0.82684437,0.83427623,0.71823462,0.75237536,0.88324077,0.72638808,0.8580495,0.75586373,0.88775178,0.87003385,0.71639736,0.41839365,0.64565406,0.73396792,0.77311752,0.83888232,0.86947251,0.7251818,0.8090704,0.94074207,0.65309724,0.77293255,0.78529412,0.8192558,0.92866604,0.65641479,0.61089022,0.79418818,0.81717471,0.97090508,0.83488507,0.91747798,0.75359712,0.90064278,0.74507469,0.6900566,0.82811567,0.95235985,0.75825194,0.77014729,0.65120717,0.77341598
79,1,0.8228056,0.83208871,0.74408167,0.67786199,0.85823182,0.70676045,0.84852972,0.69480068,0.80001304,0.84378229,0.70954202,0.43302736,0.55713458,0.73788038,0.85679099,0.84520748,0.87733804,0.76139564,0.71111913,0.92444164,0.64171839,0.78966462,0.69713448,0.84850591,1,0.67062034,0.59086391,0.77477935,0.89557568,0.98311986,0.8074629,0.91716891,0.74625899,0.89072757,0.75491277,0.66079238,0.81052664,0.9368491,0.74691666,0.81972646,0.66018692,0.73250689
79,2,0.8268713,0.84227201,0.75758162,0.67411634,0.84253852,0.71803062,0.81736126,0.69324891,0.70477805,0.84220559,0.68204417,0.42453663,0.55877879,0.69504572,0.89507389,0.8899006,0.89689525,0.76385579,0.70810469,0.94659582,0.63977121,0.82660843,0.68420654,0.82551014,0.96474298,0.78637866,0.57780295,0.72894255,0.89156941,0.97260158,0.82608379,0.89244321,0.75244604,0.86823031,0.75761981,0.72253666,0.81606698,0.8840387,0.71889927,0.80418201,0.69839564,0.66426997
80,0,0.84047747,0.85064494,0.76033618,0.70036083,0.84588857,0.74338436,0.77617939,0.72046731,0.67596636,0.8582398,0.65530165,0.40809356,0.60998117,0.6589267,0.88705137,0.90832001,0.88007439,0.73076745,0.77107401,0.96505764,0.65924303,0.84682017,0.71448837,0.77604397,0.91699779,0.85540779,0.56273206,0.71209825,0.85680195,0.9494444,0.87830957,0.86524494,0.75755396,0.83561269,0.74696711,0.79116285,0.82061871,0.84238127,0.7006131,0.77107663,0.71277259,0.62716942
80,1,0.86409083,0.85441653,0.75965854,0.73956526,0.87775887,0.7748945,0.75171003,0.75127085,0.68431002,0.86982897,0.62323358,0.39246249,0.65731566,0.6489282,0.83413089,0.88809342,0.8511591,0.69266594,0.79814982,0.98586095,0.67841061,0.84474717,0.75200492,0.72411397,0.85979186,0.90944731,0.54009648,0.7146378,0.82262672,0.92170668,0.92646203,0.82514295,0.75201439,0.79157549,0.73320634,0.83065346,0.82144255,0.79481498,0.69520211,0.73439418,0.70813084,0.59528926
80,2,0.90351822,0.85185185,0.74658101,0.75695754,0.94607668,0.80007447,0.77357027,0.75734415,0.77198357,0.87693747,0.59363228,0.38961165,0.67574243,0.6781592,0.74433498,0.80656148,0.83580711,0.66934086,0.81298736,1,0.68443471,0.82001925,0.767439,0.66207594,0.79943236,0.9599508,0.49696682,0.77544546,0.80923184,0.90067012,0.92646203,0.78573636,0.73230216,0.77030908,0.73720423,0.83895035,0.83245114,0.75987887,0.71697441,0.70653165,0.67669003,0.60008953
81,0,0.9372644,0.83819869,0.7410015,0.76433646,0.99435686,0.79627638,0.80692476,0.76138411,0.84166612,0.87299127,0.58702553,0.42672551,0.67590903,0.71295908,0.70654469,0.74449155,0.85107618,0.70117592,0.83691336,0.98613112,0.68175733,0.80661879,0.75979762,0.64925137,0.77029328,0.96317934,0.46989475,0.84704413,0.80171573,0.90211214,0.91249636,0.75854582,0.73582734,0.77776258,0.7885377,0.81688963,0.8274463,0.75854938,0.73707849,0.72280379,0.65954829,0.64039256
81,1,0.95288099,0.82492268,0.75639356,0.81891052,1,0.79594539,0.82970171,0.81706947,0.89420507,0.86016391,0.59027632,0.46536628,0.69454585,0.74847099,0.70144968,0.71363036,0.88095097,0.74939657,0.88619134,0.94263329,0.67652428,0.7912934,0.80625118,0.66239181,0.78587196,0.92635867,0.47036252,0.94321399,0.80587877,0.90380864,0.90973232,0.75173853,0.76776978,0.7887035,0.86427211,0.79187034,0.80515107,0.77191816,0.74000143,0.77150622,0.6789486,0.6976584
81,2,0.93986717,0.82364034,0.81321834,0.89909231,0.97339663,0.81212247,0.84119597,0.8987782,0.93168633,0.79225904,0.58796252,0.4940865,0.73598435,0.78683855,0.68245602,0.72614166,0.88341487,0.79343958,0.9166065,0.83674352,0.6683096,0.76560302,0.90484207,0.72171331,0.81103753,0.85855946,0.50423184,1,0.83520293,0.89558063,0.86950829,0.75240303,0.81676259,0.77666849,0.92388961,0.77894263,0.76650258,0.7694069,0.71152064,0.81386113,0.74304517,0.72796143
82,0,0.91186502,0.82537527,0.85247734,0.93616171,0.9279828,0.84311129,0.82906706,0.93730491,0.93455446,0.70754498,0.57315231,0.47973522,0.73337679,0.78818768,0.65086559,0.7719469,0.84231038,0.80535355,0.9150722,0.67166787,0.6626506,0.76508477,0.96302251,0.75443806,0.82150741,0.81605043,0.53355504,0.97993339,0.85036579,0.88429892,0.85081466,0.75740226,0.83244604,0.71314278,0.93835222,0.78016465,0.73074784,0.73927173,0.67090611,0.81109942,0.75898754,0.72334711
82,1,0.8860079,0.8344271,0.87739153,0.92458767,0.8574167,0.89755896,0.77970524,0.91447427,0.91786715,0.36929449,0.55037767,0.44276258,0.70441837,0.76262929,0.61670654,0.82644054,0.77002807,0.81045954,0.88005415,0.51542687,0.6577218,0.7892204,0.95583507,0.78798408,0.82119205,0.76856791,0.57703552,0.87235637,0.82908901,0.855204,0.84412278,0.76210787,0.83992806,0.6250547,0.93006818,0.77804219,0.6928923,0.69813132,0.59759036,0.77126074,0.7416433,0.67584022
82,2,0.89415724,0.84355435,0.86825662,0.83393056,0.80425475,0.9628465,0.7248431,0.80065103,0.90535167,0.25619099,0.52199063,0.45443071,0.57261336,0.71419577,0.61657987,0.85674567,0.72025255,0.81796379,0.81519856,0.49964878,0.64895947,0.82327682,0.8404199,0.83106956,0.82724693,0.76584672,0.63513375,0.72397169,0.7627591,0.83369243,0.85925225,0.75896307,0.83820144,0.58851887,0.8811911,0.73578595,0.68077153,0.65475294,0.53921009,0.69468701,0.71557632,0.61509642
83,0,0.91850655,0.84340348,0.84370325,0.75719476,0.80071659,1,0.71165644,0.71112102,0.88012515,0.22825583,0.52023138,0.46038835,0.4478053,0.67612802,0.63439127,0.84096754,0.74279487,0.83761411,0.76305957,0.61353566,0.65352318,0.84319242,0.71980329,0.87276518,0.8444024,0.78753171,0.66602836,0.64276436,0.73742379,0.84266689,0.89598487,0.74554165,0.84791367,0.5862965,0.8449218,0.69816054,0.69502399,0.64555728,0.50851216,0.62394354,0.71433022,0.60406336
83,1,0.92299408,0.83797239,0.77953005,0.72079957,0.83743282,0.98129913,0.72117622,0.66443414,0.82973731,0.29755033,0.54353189,0.51394528,0.36739823,0.62405187,0.66470795,0.78612636,0.83219417,0.88194337,0.70769856,0.75080151,0.68321772,0.8489672,0.6266881,0.92109419,0.83632923,0.75956645,0.64598012,0.61955037,0.71833304,0.86088727,0.94959267,0.7091176,0.88956835,0.54355853,0.83647483,0.67519938,0.72098532,0.65362287,0.51087189,0.61652639,0.74851246,0.62666667
83,2,0.91518578,0.8377461,0.75848808,0.73549499,0.87971157,0.9230451,0.71130386,0.67469901,0.79271234,0.35832888,0.5718998,0.54356575,0.38432566,0.56735122,0.65836735,0.75220685,0.90219027,0.90515241,0.68877256,0.83568984,0.71522453,0.81187532,0.6401551,0.88603197,0.79854935,0.65073411,0.60844175,0.63792673,0.68992336,0.86266859,0.91860634,0.69938958,0.92467626,0.53843682,0.83908161,0.64098919,0.72640208,0.66851318,0.54586155,0.67311064,0.77226636,0.65212121
84,0,0.89965895,0.81896357,0.75284696,0.75890527,0.90639556,0.8355813,0.62941259,0.70235441,0.76135845,0.43567611,0.60479969,0.56196823,0.45659134,0.50617599,0.62425053,0.73455203,0.94464516,0.90925267,0.69290614,0.81348163,0.73335767,0.76167913,0.68479289,0.84730558,0.71403343,0.51662695,0.56961702,0.64455454,0.65303954,0.82085843,0.84986907,0.69826147,0.93086331,0.54419447,0.83554742,0.59739516,0.71292196,0.67876505,0.58873601,0.74411713,0.78154206,0.67257576
84,1,0.87899838,0.78207739,0.76660213,0.74463436,0.90979936,0.77516756,0.55594105,0.68953001,0.76702953,0.43223766,0.63858878,0.55909974,0.56477618,0.48441013,0.60348346,0.73990408,0.91852545,0.89811233,0.70728339,0.74622659,0.72648168,0.72330643,0.68081142,0.83214353,0.6082813,0.46937505,0.53406666,0.62439634,0.6431545,0.78186445,0.76600233,0.69297636,0.92057554,0.55448578,0.83148687,0.55778235,0.70501308,0.68659428,0.61390176,0.78065053,0.76518692,0.67269284
84,2,0.8637408,0.74390134,0.80592273,0.67572697,0.93013257,0.77262722,0.40536634,0.62032462,0.8237403,0.36044896,0.67813366,0.57227714,0.64925395,0.48570679,0.60687544,0.77076527,0.85740177,0.87057094,0.7249278,0.74972983,0.69690885,0.71101651,0.61906563,0.87744014,0.62909492,0.54459221,0.51987283,0.60641132,0.66673053,0.79282382,0.54701047,0.69227322,0.93992806,0.56886625,0.83742731,0.49430152,0.72533108,0.70171357,0.61723105,0.73769946,0.72538941,0.65199725
85,0,0.9091725,0.70840311,0.82013553,0.65133033,0.94580795,0.79741829,0.48316762,0.60496745,0.88820807,0.35261892,0.69709341,0.61389232,0.68635376,0.51422575,0.60274455,0.79523181,0.83665999,0.85664552,0.75145307,0.85018912,0.66928319,0.72858518,0.59094004,0.94945985,0.71258278,0.65118764,0.52816109,0.61186511,0.70078384,0.83810332,0.68143003,0.70105857,0.96100719,0.57309218,0.85320584,0.46042578,0.77663584,0.71176601,0.6036002,0.69073295,0.69847352,0.64726584
85,1,0.93026387,0.6724372,0.82753674,0.71267152,0.95915442,0.81836161,0.55981243,0.68582003,0.93488039,0.4021468,0.70923606,0.63646072,0.69611763,0.55371758,0.59814919,0.81997637,0.8747083,0.85672288,0.79857401,0.90985231,0.65766095,0.76552898,0.65010403,1,0.78656575,0.72741179,0.5354188,0.62494588,0.73711026,0.9098312,0.78047716,0.71889198,0.98057554,0.56440782,0.85914628,0.44342681,0.8305769,0.71683285,0.57628859,0.68080835,0.70880062,0.64412534
