,,pid1263b-06,pid52932-21,pid53576-04,pid610003b-10,pid9048b-10,pid9049b-06,pid9049b-24,pid9050b-06,pid9052b-11,pid9054b-06,pid9055b-06,pid9058b-06,pid9059b-10,pid9060b-04,pid9061b-03,pid9062b-09,pid9063b-10,pid9064-17,pid9065-22,pid9066b-06,pid9069-06,pid9070b-18,pid9072b-10,pid9073b-10,pid9074g-06,pid9075b-06,pid9076-16,pid9077-04,pid9085-20,pid9089-13,pid9090-17,pid9093b-12,pid9094b-06,pid9099b-10,pid9104b-06,pid9111b-08,pid9115-10,pid9116-12,pid9118b-10,pid9119-10,pid9137-18,pid9138b-06,pid9139b-06,pid9153b-06,pid9158-03,pid9166k-07,pid9170b-06,pid9174b-06,pid9179-08,pid9182-06,pid9192b-06
51,1,0.94321382,0.93825328,1,0.72963845,0.8703763,0.69820872,0.64540546,0.86654133,0.59957183,0.78350967,0.74876014,0.57104233,0.78109867,0.82884975,0.92028853,0.52173262,0.69000752,0.44743489,0.63800019,0.86853965,0.73107934,0.78130502,0.6087739,0.78747909,0.55239327,0.87943641,0.49574527,0.47136067,0.6153592,0.86260128,0.68837479,0.83569576,0.48212203,0.85876993,0.56150716,0.79181574,0.67959674,0.48425134,0.68612969,0.62105461,0.57861943,0.74536327,0.62090047,0.69829891,0.7539425,0.63503777,0.86798611,0.88812,0.5720335,0.98748212,0.64634991
51,2,0.95701145,0.96279476,0.99767948,0.75157682,0.87349333,0.73033489,0.67496866,0.90425944,0.64431531,0.80671288,0.75083293,0.61331504,0.79962676,0.86387613,0.93498904,0.54021079,0.7255744,0.48685872,0.66800366,0.87607633,0.75344057,0.79283239,0.63181243,0.80955074,0.59535091,0.89421173,0.50956821,0.48313557,0.63681318,0.87024081,0.68414594,0.85005439,0.49730581,0.87370286,0.57947108,0.78881932,0.68743209,0.54149152,0.7000807,0.62147796,0.61926843,0.78368163,0.64040479,0.73378696,0.77944777,0.656227,0.87173611,0.91675479,0.59726404,1,0.66727902
52,0,0.95034729,0.97275109,0.97989251,0.7725626,0.85616593,0.75876168,0.69816797,0.93409318,0.68664271,0.82918643,0.72851548,0.65326015,0.81725524,0.89169644,0.94083272,0.55757237,0.75796641,0.52367009,0.71127183,0.8715409,0.77306127,0.79962772,0.64678009,0.81523113,0.64074224,0.90129474,0.52386464,0.49422654,0.65659313,0.87252026,0.66556385,0.84729311,0.53450606,0.88509238,0.6058553,0.77574911,0.68610531,0.59210755,0.70920356,0.61865563,0.66473694,0.80970612,0.66768012,0.76470636,0.80083499,0.67475305,0.86631944,0.93573856,0.62448245,0.99704936,0.68286044
52,1,0.93155622,0.97248908,0.94749286,0.77931731,0.83048296,0.77920561,0.71038473,0.93807649,0.73939904,0.83319956,0.70102241,0.68401687,0.82272945,0.90062957,0.93791088,0.56213405,0.77898738,0.54017364,0.73536936,0.85669767,0.78052825,0.79775508,0.65029528,0.81003213,0.67130498,0.90114242,0.53380769,0.50260461,0.66843247,0.8701731,0.64227197,0.83235712,0.54924544,0.89285413,0.60845569,0.76026386,0.67533431,0.63441803,0.71401803,0.61042382,0.69126344,0.83673469,0.68688809,0.78316727,0.81487807,0.68194848,0.85263889,0.94479409,0.63632728,0.97934549,0.68749639
52,2,0.90419561,0.96532751,0.91570617,0.77892762,0.79561481,0.78407321,0.71342204,0.93390518,0.78614573,0.82517329,0.66349602,0.71081974,0.82373433,0.89348307,0.93051497,0.56311446,0.79247222,0.54550118,0.75463475,0.83501774,0.78136233,0.79122888,0.64776434,0.80064506,0.69605433,0.8966489,0.54384281,0.51029876,0.67285983,0.86348146,0.62372305,0.81514518,0.55534673,0.89707247,0.60838493,0.74665698,0.66010238,0.6653573,0.72154063,0.60021638,0.71287442,0.85395918,0.70375818,0.79949777,0.82207989,0.68749758,0.83659722,0.94894198,0.64083231,0.94760372,0.68574589
53,0,0.87702271,0.95737991,0.88962226,0.77391932,0.76200296,0.77680426,0.70962299,0.92685506,0.82422204,0.80766144,0.62258704,0.73068049,0.82271988,0.88165731,0.92412345,0.56361829,0.80056813,0.53898185,0.76433061,0.81356794,0.77457055,0.78071071,0.64332818,0.79125799,0.71013098,0.88682407,0.5549827,0.51948614,0.67204485,0.85420569,0.61104478,0.79753995,0.55839274,0.89867544,0.60893331,0.73282648,0.64791057,0.68018553,0.73026685,0.5891152,0.72578725,0.86661224,0.71801598,0.81150263,0.8233988,0.69158435,0.82458333,0.94835676,0.64069116,0.92650215,0.68053285
53,1,0.85003754,0.94838428,0.8498889,0.76095836,0.72862815,0.74422378,0.69113875,0.91202632,0.85816958,0.76439256,0.56583331,0.75007369,0.82048043,0.86727922,0.91645362,0.56728124,0.80534715,0.50717443,0.77607934,0.77510787,0.75795849,0.75969679,0.64062148,0.77838085,0.71401197,0.85628332,0.57622348,0.53674384,0.66796991,0.82827417,0.60926202,0.77934901,0.56239237,0.8969881,0.6177251,0.70911225,0.63108023,0.68550515,0.74336985,0.57359236,0.73524386,0.87126531,0.73921061,0.82138518,0.81839833,0.69484796,0.81104167,0.94556412,0.63573915,0.90647353,0.66892373
53,2,0.82566172,0.94593886,0.83056951,0.74931082,0.69669926,0.69593718,0.66117057,0.89089948,0.88752963,0.72182415,0.50525191,0.7668852,0.82286343,0.85664455,0.90669284,0.57931861,0.80678419,0.47310971,0.78686479,0.76803145,0.73305531,0.73275098,0.65206693,0.76773013,0.70528784,0.81584158,0.61191851,0.56714427,0.66364167,0.78828229,0.6357131,0.77663794,0.56976206,0.89530077,0.62468601,0.67485465,0.62413289,0.66735034,0.75834667,0.55957477,0.74675499,0.87012245,0.7702946,0.82624544,0.80267578,0.69625218,0.80756944,0.94042033,0.63344547,0.88711552,0.64951428
54,0,0.80891684,0.95764192,0.82550159,0.74773761,0.68393481,0.67056075,0.64985054,0.86513131,0.91558988,0.70896753,0.49051349,0.78820958,0.83400325,0.85016165,0.9017805,0.58977641,0.80986716,0.46323599,0.80496163,0.77315179,0.72743521,0.71635699,0.68373172,0.75895683,0.70583765,0.79489718,0.65604409,0.60658391,0.66649412,0.77268726,0.66814262,0.79278721,0.58902879,0.90272505,0.62128958,0.66402057,0.63382783,0.6504276,0.77318671,0.55449457,0.75718126,0.86922449,0.80760197,0.83240178,0.797514,0.69556459,0.81305556,0.93361328,0.6403971,0.88043634,0.63672213
54,1,0.80297541,0.96951965,0.83123721,0.75377066,0.68795259,0.66458982,0.64821136,0.84926855,0.93929199,0.72359723,0.51365752,0.82227982,0.85114365,0.85409222,0.9065924,0.59994826,0.81934163,0.47453039,0.82332691,0.78152268,0.73647106,0.71529172,0.72469066,0.7583912,0.71694696,0.79306931,0.68767509,0.63633462,0.67706693,0.77528267,0.69681592,0.81485231,0.62018332,0.92196069,0.62863082,0.66896243,0.64807773,0.64337585,0.78864224,0.5590103,0.76956605,0.87077551,0.84036528,0.84439044,0.81374893,0.69967073,0.82159722,0.93050237,0.65195963,0.88654328,0.63595268
54,2,0.80550028,0.98681223,0.84998741,0.76175218,0.70610963,0.67640187,0.65841288,0.84106692,0.96521141,0.75184239,0.54839899,0.8567058,0.87371997,0.86651353,0.9222973,0.61940685,0.83484836,0.50108129,0.84564002,0.78960591,0.75815708,0.7335135,0.76750562,0.76615359,0.73920602,0.8053313,0.71692555,0.66777234,0.6983447,0.7934054,0.72286899,0.84720944,0.65705027,0.94322113,0.64938086,0.68523032,0.66714375,0.6497101,0.81034836,0.57632062,0.78261329,0.87583673,0.87694824,0.86277845,0.8449758,0.71306411,0.83534722,0.93446545,0.66433377,0.90334406,0.64647494
55,0,0.8137507,0.99737991,0.88275922,0.76980587,0.73662815,0.70865784,0.6866551,0.85769344,0.98929582,0.79248449,0.59609858,0.89646796,0.90089961,0.88931428,0.94612856,0.65291811,0.85529284,0.56265193,0.87213783,0.79886854,0.79904677,0.76757981,0.81390607,0.82577353,0.77232374,0.83054075,0.74278274,0.69544848,0.73233185,0.83471755,0.74608624,0.88695507,0.71616517,0.96600017,0.72017513,0.72454159,0.67950272,0.68091752,0.84999932,0.61037678,0.79184908,0.88383673,0.9177789,0.89169704,0.88434387,0.74451869,0.84895833,0.95263812,0.67550814,0.93320815,0.67504088
55,1,0.8249296,1,0.94372749,0.7775709,0.79096889,0.77771288,0.73246553,0.92056871,1,0.86457497,0.66961266,0.93571174,0.93547708,0.91858091,0.98566472,0.70719519,0.87826886,0.62707972,0.90206234,0.80162048,0.83934068,0.80049115,0.856018,0.88326333,0.8070262,0.86839299,0.75901253,0.71489473,0.77110981,0.91110158,0.77082919,0.93732742,0.75475419,0.99164768,0.83354856,0.79570662,0.68493523,0.73474417,0.90070165,0.65017169,0.79264593,0.88889796,0.96977214,0.93406237,0.93587627,0.78182258,0.86166667,0.98477397,0.68595323,0.95395207,0.73022987
55,2,0.83179088,0.98759825,0.9693079,0.78402252,0.82455704,0.81574507,0.76660881,0.96371541,0.99610062,0.90076614,0.71970294,0.96003456,0.95274189,0.93882933,0.99863039,0.75085106,0.8944774,0.66718232,0.91264252,0.79330712,0.86922848,0.81473217,0.88758436,0.93768428,0.83295602,0.89146992,0.76077493,0.71891849,0.78696902,0.96581959,0.77936982,0.96728307,0.7781224,1,0.88528215,0.82464222,0.68169662,0.78663574,0.92462353,0.66846982,0.78381336,0.88269388,0.99152654,0.95431349,0.97865073,0.81065272,0.86652778,1,0.69483391,0.95851216,0.75077426
56,0,0.83110569,0.96454148,0.98290261,0.78970917,0.84792889,0.83021807,0.77966445,1,0.97966205,0.9178402,0.73403444,0.9673934,0.95523974,0.94844308,1,0.7719573,0.90099424,0.68380426,0.90604175,0.77685301,0.87652666,0.81305016,0.90684758,0.96631485,0.84872251,0.89535415,0.75568503,0.7151797,0.78878622,1,0.76985075,0.98209355,0.79059346,0.99603476,0.9044755,0.83411225,0.67320309,0.82475721,0.92865838,0.683193,0.76783794,0.87036735,1,0.96217092,1,0.82810382,0.86319444,0.9946714,0.70235015,0.94027182,0.76143118
56,1,0.81880045,0.92305677,0.98156722,0.79750307,0.85189926,0.83443666,0.77236525,0.98319723,0.96031807,0.91338927,0.71274702,0.95358032,0.93753469,0.94861324,0.98584733,0.77563387,0.89456095,0.68200474,0.88494457,0.75131844,0.8665773,0.79346034,0.91570585,0.95224628,0.85559508,0.87319117,0.74116502,0.70293746,0.77550414,0.99972917,0.73963516,0.9795833,0.79238034,0.97612419,0.8888201,0.82365832,0.65868157,0.84802145,0.90743096,0.68690907,0.74329877,0.83926531,0.9916802,0.95220737,1,0.83141584,0.84472222,0.97210444,0.71339513,0.89672747,0.76115226
56,2,0.79347663,0.86560699,0.96147068,0.80476294,0.83830519,0.80957944,0.74743998,0.94107279,0.92208884,0.88347318,0.67564028,0.91529197,0.90859412,0.93491577,0.95060263,0.75537188,0.87125073,0.66550118,0.84987209,0.7179883,0.83965843,0.76112089,0.9109252,0.91164117,0.84783312,0.84242193,0.71775413,0.67854415,0.75007434,0.97048004,0.69617745,0.95933395,0.78574206,0.94009955,0.85451972,0.79982111,0.64244672,0.85729816,0.86987266,0.67754833,0.71601382,0.79474286,0.95840102,0.92604293,0.98519784,0.81599845,0.80423611,0.9295578,0.72502823,0.82652003,0.74753294
57,0,0.76152619,0.79132751,0.93434692,0.81158981,0.80554667,0.76025441,0.70481149,0.87396745,0.86061626,0.82977016,0.62039981,0.84972303,0.86495358,0.91254041,0.89999087,0.69865737,0.83346144,0.63210734,0.80747244,0.67836801,0.79667362,0.71358728,0.88976378,0.84903662,0.82163648,0.79817212,0.68713585,0.6473686,0.71789337,0.9200501,0.62005804,0.92168019,0.77282659,0.88213954,0.81367416,0.75609347,0.62470748,0.85316713,0.81382244,0.65130063,0.67983871,0.74032653,0.91088598,0.88351559,0.951039,0.78644199,0.75118056,0.87787349,0.73616731,0.73699034,0.72189093
57,1,0.70527501,0.68353712,0.88769579,0.81423107,0.75595852,0.66465472,0.63662135,0.72629105,0.77314779,0.70890186,0.53550446,0.71995731,0.7629821,0.87289433,0.81256392,0.59481467,0.76726544,0.5564562,0.74459148,0.56867389,0.71583755,0.65140896,0.83956693,0.69909619,0.75540103,0.70163747,0.63676298,0.59874158,0.67412637,0.82519353,0.51297678,0.84277466,0.73919082,0.76369695,0.69579869,0.66422182,0.59056623,0.82917814,0.71611068,0.5931135,0.63541667,0.65475102,0.82307811,0.8109356,0.88621311,0.73539609,0.63154861,0.81456688,0.74615367,0.61841023,0.67872463
57,2,0.60247794,0.52744105,0.8363708,0.80945371,0.6582163,0.54208204,0.55752579,0.58617003,0.63823687,0.59658519,0.42348483,0.54780708,0.66594889,0.79908967,0.70281227,0.46731937,0.65919459,0.47169692,0.65398099,0.52495925,0.60143978,0.57056033,0.75773341,0.56250226,0.67072283,0.59767708,0.56547815,0.52462698,0.62276016,0.71865761,0.42424544,0.7558698,0.69904638,0.59343626,0.6060322,0.56514982,0.55458629,0.79141905,0.62452642,0.51201844,0.56162634,0.55806531,0.69150898,0.70767112,0.79575861,0.67166376,0.4674375,0.71593138,0.74527148,0.48149142,0.6178513
58,0,0.47175709,0.30818341,0.78408258,0.79795049,0.55697778,0.43124351,0.45707261,0.39506492,0.49736983,0.46078074,0.36177166,0.3631143,0.5526749,0.72320061,0.5895179,0.33085051,0.50212215,0.4109708,0.5448473,0.50879279,0.46848377,0.44065307,0.61204303,0.36134211,0.57125647,0.51624524,0.48158037,0.44359334,0.57582132,0.5760455,0.36667496,0.6341394,0.65524488,0.38440057,0.50960552,0.48216682,0.51567071,0.7585882,0.53048022,0.40502846,0.41394009,0.46314286,0.48300918,0.52114216,0.68209508,0.58766221,0.31717361,0.57375332,0.73335607,0.34761266,0.55889199
58,1,0.32813967,0.22812227,0.70637813,0.78149672,0.47576889,0.4077622,0.41910134,0.2801598,0.40935851,0.38821598,0.34768178,0.28845861,0.50021055,0.65981793,0.4556702,0.28938697,0.37440053,0.40299921,0.48149259,0.51091188,0.3844504,0.3271398,0.50661558,0.24206612,0.47434508,0.49319878,0.43156261,0.39702949,0.56106345,0.47066059,0.32619403,0.55535102,0.61521155,0.28377626,0.41558465,0.47909213,0.4786565,0.73083056,0.48269118,0.35331859,0.32995392,0.39025306,0.31364973,0.42793034,0.60288452,0.53914391,0.28042361,0.50598055,0.7124306,0.31096209,0.52911417
58,2,0.28058945,0.23742358,0.64385556,0.75942845,0.43895704,0.43025701,0.42024877,0.25447389,0.39658231,0.38910617,0.35022508,0.27975809,0.4762561,0.60574273,0.42157597,0.29264141,0.33986131,0.41027624,0.4629694,0.53968741,0.34051236,0.26951412,0.47732002,0.20638321,0.42546087,0.50025133,0.39676193,0.36537519,0.5607771,0.42033221,0.31330017,0.51774747,0.59073234,0.2674344,0.38152309,0.4979763,0.46305892,0.73010581,0.46406248,0.32061715,0.28299731,0.3656898,0.27528867,0.33663832,0.57627858,0.52858803,0.28136806,0.41556895,0.68202456,0.25851216,0.49688372
59,0,0.25012202,0.24479476,0.56620585,0.74160352,0.42928593,0.44410696,0.43447112,0.2616415,0.39369218,0.40070777,0.35892317,0.29037963,0.4784477,0.56083886,0.39716947,0.30364389,0.33904253,0.42381215,0.45700028,0.55042669,0.30993943,0.2530977,0.43169291,0.20999362,0.38750809,0.51956588,0.38104507,0.35216405,0.56638289,0.40939764,0.30291045,0.49702954,0.58136284,0.27519615,0.36443481,0.51784436,0.44961346,0.73902015,0.45685446,0.31430923,0.26637865,0.37181224,0.26062475,0.27854192,0.57145839,0.53067015,0.3008125,0.3853941,0.65724099,0.23643598,0.48027316
59,1,0.23176272,0.25381659,0.50421962,0.72647759,0.43236741,0.46821132,0.47113104,0.27949004,0.3953131,0.42323969,0.37235179,0.31182599,0.49329122,0.52361749,0.38300767,0.31878591,0.3474058,0.44805051,0.45979534,0.56594113,0.30367392,0.24854506,0.39215411,0.22402609,0.36356727,0.54258187,0.37510029,0.34687504,0.57527065,0.41080819,0.29291874,0.48252029,0.57422461,0.29865857,0.3580842,0.54336986,0.44272879,0.76532831,0.4593164,0.31852392,0.25241935,0.38997551,0.25413795,0.23255569,0.58000759,0.54004455,0.32729861,0.36431586,0.63497459,0.22226395,0.46571126
59,2,0.22424442,0.2648821,0.4098009,0.70972072,0.45659259,0.49595016,0.51990165,0.30119264,0.40510742,0.45571689,0.4090516,0.33975708,0.53308451,0.49270887,0.3815011,0.33539857,0.3632885,0.48243094,0.47891861,0.58221306,0.31673121,0.25741486,0.36955146,0.24423237,0.35049321,0.58769231,0.37753344,0.35048844,0.58340951,0.42718184,0.28883085,0.4776002,0.56968799,0.34015861,0.36714134,0.56913014,0.44214375,0.82091607,0.47337683,0.33636107,0.25281298,0.43497143,0.26886772,0.20531389,0.59348135,0.55894829,0.37009722,0.35936714,0.6094147,0.21959943,0.46850053
60,0,0.2287967,0.27560699,0.34756291,0.70225879,0.48046222,0.51439512,0.57108283,0.31787792,0.41465708,0.48562568,0.43749841,0.35766631,0.56971959,0.47963247,0.38983747,0.35325036,0.37841925,0.50493291,0.49175694,0.59788091,0.33819879,0.27579363,0.36325225,0.25885454,0.35430951,0.62095963,0.38683203,0.35839916,0.58651527,0.44881401,0.2905141,0.484654,0.56793815,0.3712056,0.38407041,0.59229651,0.44625992,0.86882157,0.49327753,0.35820594,0.26128072,0.47342857,0.28611099,0.1963143,0.59895626,0.57850087,0.40136111,0.37133851,0.59582902,0.2246334,0.47787823
60,1,0.23693448,0.28419214,0.30155759,0.70007938,0.50635852,0.52869289,0.6182721,0.3321779,0.42574356,0.51805181,0.46881915,0.3748234,0.6135324,0.47742045,0.40782505,0.3707345,0.38890467,0.52910024,0.50143701,0.60392176,0.36570351,0.30323282,0.37228628,0.27358502,0.37296248,0.65178979,0.40085226,0.37215744,0.581339,0.47907874,0.29766998,0.49838507,0.56868808,0.39889479,0.40303379,0.6226856,0.45886962,0.90737788,0.5205367,0.38687615,0.27064132,0.51996735,0.30695438,0.20075334,0.59695417,0.6024017,0.44091667,0.39432643,0.58914793,0.2323319,0.49361354
60,2,0.25042238,0.29876856,0.27688569,0.70120517,0.54345481,0.53814901,0.6733584,0.34223606,0.43922318,0.54944911,0.50410743,0.3815419,0.66026414,0.48540071,0.42974799,0.39265775,0.39794469,0.54982636,0.50750087,0.60953112,0.38879952,0.34576526,0.39131046,0.28614925,0.40094599,0.67978675,0.42086989,0.38906177,0.5625943,0.51175833,0.31082919,0.52002343,0.57023424,0.42466886,0.42859544,0.65336538,0.4742687,0.93288882,0.55463461,0.41492544,0.2796179,0.57283265,0.33054177,0.21748076,0.58494165,0.61520434,0.48120833,0.42596947,0.58650136,0.24155043,0.5124459
61,0,0.26284963,0.30996507,0.27285763,0.70235982,0.56920889,0.53843458,0.70677852,0.34565537,0.44775594,0.58003648,0.53853099,0.38044417,0.6995502,0.49652033,0.4627374,0.4177946,0.40103601,0.55932912,0.50625336,0.61789242,0.40990964,0.39024883,0.41915776,0.29495866,0.4231727,0.69816451,0.43220707,0.40001596,0.52676792,0.53731748,0.31947761,0.53998829,0.57045644,0.44547372,0.45812843,0.68554338,0.49546594,0.94636904,0.58025249,0.44125312,0.28538786,0.6088,0.35417307,0.24152288,0.56482588,0.62843308,0.5143125,0.45617511,0.58503105,0.2485068,0.52629605
61,1,0.27624366,0.32495197,0.28131875,0.69960309,0.58896593,0.53112669,0.78723363,0.34861642,0.44970563,0.59938709,0.57947811,0.37259745,0.7333429,0.50586183,0.50469321,0.44406166,0.40165427,0.56449092,0.49598901,0.63852718,0.423662,0.42975364,0.45955427,0.30140926,0.43786384,0.71810358,0.44574067,0.41193904,0.47132678,0.56744679,0.33320066,0.55629654,0.56393852,0.46451531,0.49965505,0.72617397,0.51761387,0.94825337,0.60450262,0.45882685,0.28895929,0.65291429,0.37951662,0.26868368,0.53838125,0.62914003,0.53879167,0.48473804,0.57943211,0.25138591,0.5378186
61,2,0.28584569,0.35036681,0.30417364,0.69140507,0.61722074,0.514804,0.84758461,0.353904,0.43951372,0.61273258,0.629721,0.36168115,0.76335535,0.51215756,0.52715486,0.46466407,0.40465369,0.55679558,0.47463917,0.65832774,0.43000695,0.46680272,0.4855315,0.30586211,0.45161708,0.72944402,0.45974774,0.42466003,0.39804403,0.59553364,0.34042289,0.5715254,0.5493658,0.47236986,0.54450734,0.74956395,0.54154827,0.93991883,0.61291426,0.47307023,0.29287634,0.67960816,0.40432234,0.28934791,0.52419584,0.62729034,0.55511806,0.50629883,0.56519949,0.25250358,0.54533038
62,0,0.29319504,0.38260262,0.33454832,0.67923793,0.63841185,0.50997534,0.88079259,0.36583044,0.41872467,0.61654141,0.66286019,0.34497129,0.78277347,0.51767909,0.54343499,0.48301969,0.41060239,0.54219416,0.44079841,0.68528143,0.43327376,0.50320143,0.5019896,0.3134199,0.46206339,0.73464585,0.46648166,0.4312827,0.3466558,0.61769618,0.34325871,0.57647059,0.52747894,0.47583734,0.5771891,0.76499329,0.55238195,0.92448181,0.61257232,0.47410508,0.30144009,0.7127102,0.42515476,0.30592143,0.52486004,0.61283169,0.57385417,0.52439963,0.55203726,0.25336195,0.55236126
62,1,0.29901445,0.4030917,0.36227411,0.65797792,0.65957926,0.51655633,0.89860187,0.3816697,0.39949537,0.61447647,0.67313513,0.33382121,0.78870705,0.52206058,0.55477538,0.50401699,0.41665135,0.52819258,0.41306888,0.70352862,0.43335319,0.52557216,0.51396935,0.32529816,0.47121604,0.73492765,0.4682309,0.43445155,0.31133603,0.63059424,0.34711443,0.57901431,0.49646329,0.47293512,0.58819211,0.7744186,0.55340577,0.9008552,0.60970005,0.46934004,0.30871736,0.73389388,0.44475787,0.31547995,0.5394155,0.59338563,0.58195139,0.52957423,0.52138421,0.25525751,0.55882466
62,2,0.30217759,0.42041048,0.37291345,0.64788915,0.67701333,0.52641485,0.90147527,0.39401915,0.3838061,0.60833273,0.67494087,0.32714337,0.78817112,0.52564233,0.55778853,0.52265857,0.42096249,0.51353591,0.39873038,0.71453639,0.43036441,0.53591092,0.52272919,0.33268747,0.47692432,0.73695354,0.4679284,0.43515827,0.29131378,0.63529983,0.34893864,0.5802778,0.47648366,0.46878427,0.59094286,0.78167487,0.55125366,0.8783157,0.60647217,0.46160685,0.31393049,0.75044082,0.45611801,0.3200405,0.54876174,0.57636064,0.58270833,0.52640171,0.50719864,0.25721567,0.56411465
63,0,0.30258119,0.43524891,0.37668976,0.63938803,0.6930963,0.5372339,0.89626844,0.40139827,0.36916431,0.59821963,0.67551311,0.3228236,0.7853096,0.52671431,0.55966034,0.53210872,0.42286741,0.49977901,0.39110318,0.72065395,0.42456558,0.5417531,0.5275239,0.33626178,0.47884056,0.74239147,0.46805992,0.43600178,0.27488188,0.6348146,0.34919569,0.58098067,0.46265161,0.46329199,0.58983725,0.79103309,0.54934183,0.85512393,0.60074132,0.44968719,0.31801075,0.76776327,0.46164991,0.32165249,0.55426511,0.56231842,0.58005556,0.52141192,0.49477745,0.25841381,0.56794268
63,1,0.29954008,0.44735371,0.37190644,0.62890958,0.71428741,0.54607996,0.88061903,0.40417132,0.3548207,0.57964976,0.67630153,0.32236621,0.78087855,0.52532755,0.5620252,0.54426863,0.42419584,0.4829045,0.38221268,0.71961837,0.41355377,0.54460131,0.52866985,0.33677927,0.47549321,0.7500457,0.46937514,0.43773439,0.2514455,0.63167754,0.34402985,0.58107271,0.45109712,0.45497342,0.58476915,0.80800537,0.54921646,0.82417742,0.59133123,0.43186886,0.32353111,0.78377143,0.46379023,0.3181774,0.55664674,0.5528375,0.576,0.51373217,0.48129764,0.25579399,0.57037607
63,2,0.28987235,0.45675109,0.35617728,0.61163311,0.74724741,0.55196002,0.85651335,0.40057576,0.34538573,0.55357899,0.67853964,0.32753977,0.77461958,0.52347286,0.56599708,0.54784989,0.42584176,0.44454617,0.37839118,0.7066737,0.39934465,0.54071026,0.52327053,0.333217,0.46431113,0.76359482,0.47205819,0.44045869,0.22776683,0.62768286,0.33401327,0.57997657,0.44565318,0.44889901,0.57603927,0.82277504,0.55094024,0.77503986,0.57542434,0.4048356,0.33238287,0.81311837,0.46173772,0.30848117,0.55057406,0.55035832,0.57143056,0.50420436,0.46273643,0.24956187,0.56891411
