,,pid1263b-06,pid52932-21,pid53576-04,pid610003b-10,pid9048b-10,pid9049b-06,pid9049b-24,pid9050b-06,pid9052b-11,pid9054b-06,pid9055b-06,pid9058b-06,pid9059b-10,pid9060b-04,pid9061b-03,pid9062b-09,pid9063b-10,pid9064-17,pid9065-22,pid9066b-06,pid9069-06,pid9070b-18,pid9072b-10,pid9073b-10,pid9074g-06,pid9075b-06,pid9076-16,pid9077-04,pid9085-20,pid9089-13,pid9090-17,pid9093b-12,pid9094b-06,pid9099b-10,pid9104b-06,pid9111b-08,pid9115-10,pid9116-12,pid9118b-10,pid9119-10,pid9137-18,pid9138b-06,pid9139b-06,pid9153b-06,pid9158-03,pid9166k-07,pid9170b-06,pid9174b-06,pid9179-08,pid9182-06,pid9192b-06
169,0,0.2599587,0.4330655,0.35414135,0.56100166,0.46187852,0.29445093,0.22499277,0.384431,0.22605704,0.38796789,0.35598566,0.26080195,0.54342999,0.42443424,0.49506939,0.2043084,0.42626786,0.22812944,0.33166472,0.24386806,0.34471254,0.35594703,0.23686024,0.38223436,0.33956177,0.46020564,0.28194337,0.24911945,0.36195333,0.46679004,0.29633499,0.46617019,0.18510323,0.25552181,0.34394127,0.79893784,0.24528834,0.1746485,0.46651074,0.28026718,0.32871544,0.26524898,0.29142337,0.23006885,0.43421577,0.39020918,0.34172917,0.29945893,0.40404159,0.31405579,0.21661056
169,1,0.2516238,0.43048035,0.38651912,0.52361983,0.4262163,0.29445093,0.20242985,0.31264908,0.21743253,0.35532287,0.34215011,0.2288357,0.50423964,0.39176451,0.50018262,0.19903864,0.37783441,0.18857143,0.30549853,0.2488158,0.37666567,0.36921248,0.20146935,0.3089791,0.3295359,0.4527342,0.26282009,0.2287613,0.37428826,0.469566,0.25220564,0.44063258,0.18577909,0.25240867,0.34600212,0.7477415,0.21762432,0.16543702,0.42229152,0.27172492,0.33730799,0.2728898,0.26884577,0.20763872,0.39964892,0.38720705,0.2784375,0.29954106,0.37687024,0.31106938,0.20764644
169,2,0.2542707,0.44273362,0.3878764,0.50146496,0.41429333,0.295723,0.20595892,0.26017273,0.2576726,0.35198103,0.33694906,0.22462774,0.48551058,0.35632125,0.50267531,0.21027261,0.35121564,0.19561168,0.29190222,0.32171829,0.4281402,0.39786273,0.18190382,0.24941933,0.31798189,0.4621706,0.26070259,0.2251479,0.42654655,0.48179828,0.2321393,0.4090369,0.20054625,0.25378385,0.36064921,0.72354651,0.20908901,0.16908972,0.41642389,0.27008796,0.35680684,0.29948571,0.2613821,0.20766302,0.38925894,0.39454774,0.23540278,0.31301143,0.34947539,0.32434728,0.22233337
170,0,0.27018021,0.46304803,0.39192636,0.47684203,0.40293926,0.295723,0.2230836,0.24890429,0.28855417,0.37330171,0.33969582,0.23941658,0.47736626,0.33061936,0.49704164,0.23525967,0.33903417,0.22722968,0.28602786,0.3646083,0.4596763,0.43296067,0.18262795,0.23707171,0.3155401,0.48901752,0.27402575,0.23591971,0.50442185,0.5334695,0.22834163,0.38253703,0.22818258,0.2661689,0.38713073,0.67458631,0.24914333,0.18503406,0.43094935,0.27269392,0.38515745,0.32721633,0.26578347,0.23074119,0.37979884,0.40668216,0.23593056,0.33356605,0.32697375,0.3526377,0.25957488
170,1,0.28776047,0.47531004,0.43898248,0.4668976,0.39425185,0.295723,0.24611899,0.25353387,0.31496292,0.40007297,0.34398128,0.26206231,0.47421763,0.28170835,0.47458912,0.26596585,0.33524939,0.2682794,0.28061144,0.41873622,0.47867143,0.44763902,0.20924494,0.24296872,0.31452943,0.51815689,0.29122881,0.25219711,0.53804557,0.56922973,0.23026534,0.35071542,0.26075363,0.27846959,0.41257739,0.62374776,0.31262014,0.19968836,0.44533804,0.27433087,0.41875,0.34258776,0.27087632,0.24562981,0.37804346,0.41825489,0.24974306,0.35404881,0.31414087,0.38386981,0.30728095
170,2,0.29177774,0.47398253,0.46277871,0.45908927,0.38522074,0.295723,0.25799826,0.25683567,0.33087392,0.41597957,0.34112007,0.27191137,0.46457077,0.25929045,0.44648466,0.2841853,0.33101345,0.29811365,0.27075767,0.49144693,0.48924635,0.44676437,0.23416057,0.24766226,0.30956501,0.52366337,0.30127708,0.26209121,0.5488056,0.58624659,0.23257877,0.33992971,0.27900194,0.28585168,0.41424023,0.57814177,0.37279565,0.20305117,0.45463871,0.27250106,0.43629032,0.34431837,0.27193002,0.24893479,0.37595597,0.42292272,0.25706944,0.35673878,0.30662464,0.390549,0.33793402
171,0,0.29678994,0.46827074,0.47903326,0.44885617,0.37347556,0.295723,0.26311831,0.25884496,0.34211331,0.42469172,0.33401155,0.27721706,0.45138291,0.24726901,0.41230825,0.29148397,0.32598379,0.33434096,0.26099864,0.5403682,0.49522391,0.43651532,0.25738892,0.25174202,0.30130983,0.5195735,0.30593295,0.26660511,0.54720867,0.5925997,0.23749585,0.33279223,0.28892695,0.29170674,0.40341412,0.53964669,0.39838069,0.20311639,0.46098505,0.26514888,0.44238671,0.34438367,0.27123853,0.24716889,0.371781,0.42025954,0.25994444,0.35420282,0.29753223,0.38820637,0.36061364
171,1,0.30002816,0.45784279,0.48149608,0.42905391,0.35866074,0.29700805,0.25116189,0.2583162,0.34657084,0.42852244,0.31999797,0.27816232,0.4255144,0.2369236,0.37975712,0.29559629,0.31492188,0.3519337,0.25103433,0.59859047,0.50064542,0.41777773,0.2760194,0.25375182,0.29123545,0.50564356,0.30640643,0.26690148,0.53814469,0.59218218,0.24414594,0.32971299,0.29204703,0.29809331,0.37243941,0.49230769,0.40889051,0.20067401,0.46515668,0.25251423,0.44076421,0.34670204,0.26745182,0.24064804,0.36675206,0.41301569,0.25904861,0.33677964,0.2821116,0.37611767,0.38032125
171,2,0.29787873,0.43388646,0.48368524,0.40842895,0.3453037,0.29700805,0.22385498,0.25351037,0.33824451,0.42385261,0.30172436,0.27206383,0.40152168,0.2307725,0.36209825,0.29511969,0.30343387,0.35920284,0.24441777,0.62760571,0.50449806,0.39901771,0.27147778,0.25083942,0.27916397,0.49194212,0.30015914,0.26122491,0.52453221,0.58633686,0.25171642,0.32967116,0.28908434,0.30318907,0.34360517,0.42278623,0.4065817,0.19196985,0.46279048,0.23532151,0.43314132,0.3539102,0.26062475,0.22879708,0.36330771,0.40383498,0.25615278,0.30509553,0.26766726,0.36019313,0.38779456
172,0,0.29067017,0.39915284,0.48368524,0.38833802,0.33020444,0.29700805,0.19847652,0.2431232,0.31450417,0.4103247,0.28627381,0.26352594,0.37297349,0.2342862,0.3481008,0.29164738,0.29170357,0.35942384,0.24225437,0.65372519,0.50728825,0.38586439,0.25341676,0.24385929,0.2623868,0.47142422,0.29017663,0.25191214,0.50923468,0.57234422,0.26167496,0.33025688,0.28304787,0.30885008,0.31359455,0.38762299,0.39384664,0.18303377,0.45028928,0.2141446,0.41754992,0.36244898,0.25273302,0.2144674,0.36137205,0.3906934,0.25277083,0.28222056,0.2531053,0.33856402,0.3853804
172,1,0.27499531,0.37047162,0.48409024,0.36393159,0.31621926,0.29829958,0.1852184,0.22562717,0.27914214,0.38716527,0.27103945,0.25039386,0.3365011,0.24832397,0.33141892,0.284907,0.28999081,0.35201263,0.24277548,0.68117749,0.5085493,0.38163693,0.21473566,0.23072942,0.24842335,0.4381112,0.27148738,0.23541816,0.49276974,0.55228058,0.27322554,0.32710233,0.27036386,0.31625749,0.26592075,0.35057021,0.37213748,0.16747355,0.42445256,0.19185286,0.39326037,0.37377959,0.24596084,0.19680842,0.35914223,0.37417199,0.25128472,0.26022854,0.23461466,0.31874106,0.37376166
172,2,0.25949878,0.33012227,0.48523955,0.33438695,0.30379852,0.29829958,0.22831935,0.20795488,0.2286184,0.34725283,0.25678425,0.21047924,0.30671835,0.28070444,0.31458181,0.2816117,0.30740246,0.3326835,0.25179231,0.70406559,0.50813226,0.39168414,0.16220472,0.21881506,0.23380498,0.41370906,0.23748899,0.20458457,0.48378286,0.51497438,0.29067164,0.31153042,0.23479307,0.32600186,0.22563241,0.29495751,0.32556415,0.15445717,0.39158563,0.17423679,0.34428763,0.39260408,0.24476446,0.17260429,0.35807951,0.34708503,0.26179167,0.25491021,0.21038393,0.30198498,0.35385207
173,0,0.25228083,0.31399127,0.49129259,0.32441365,0.30454519,0.2996041,0.30888053,0.20365431,0.18538115,0.31669464,0.25949287,0.18574986,0.30458417,0.3289008,0.3088477,0.29136142,0.33521597,0.31961326,0.27697944,0.72634001,0.50798332,0.41861873,0.14783465,0.22003057,0.23038486,0.41215537,0.2198256,0.18874033,0.4874503,0.49316166,0.30800166,0.29135637,0.20078696,0.33464946,0.21198479,0.27065072,0.2958107,0.16456008,0.37288854,0.17650877,0.30798771,0.40220408,0.25436844,0.16633455,0.35949331,0.3291013,0.27400694,0.2734217,0.2016444,0.29637876,0.34828316
173,1,0.24160879,0.32448035,0.49129259,0.32522191,0.32622222,0.34853972,0.42357535,0.24240644,0.20162856,0.30651587,0.31506396,0.1646999,0.3356972,0.40240769,0.30384405,0.32883521,0.37097502,0.30949487,0.35279348,0.75308275,0.51250124,0.47190482,0.17301744,0.25889064,0.24101714,0.4480198,0.21006668,0.18000889,0.52577672,0.49662597,0.32927032,0.25959334,0.14813443,0.35271239,0.22477446,0.29626565,0.28104889,0.20639223,0.36875795,0.19602992,0.23718318,0.43488163,0.28464021,0.18217902,0.3709555,0.31870037,0.31519444,0.32391503,0.20106803,0.306402,0.35711263
173,2,0.23937488,0.34398253,0.49136921,0.35332323,0.34960593,0.42103453,0.52619805,0.27677575,0.23790045,0.35792776,0.35073374,0.16128475,0.37131783,0.45833759,0.30042001,0.38040252,0.40142869,0.30550908,0.41914853,0.76718765,0.52182504,0.50197917,0.19924775,0.29217864,0.26266979,0.50079208,0.21702419,0.18631239,0.5839822,0.51911576,0.34897181,0.26573508,0.15380057,0.3743103,0.24422431,0.34654517,0.29896573,0.25687056,0.37771669,0.21867915,0.21778994,0.45762449,0.31148747,0.20797894,0.38698169,0.3286655,0.35343056,0.36691342,0.22117013,0.32558119,0.37153987
174,0,0.24757837,0.38183406,0.49136921,0.40827019,0.38916741,0.48901869,0.59887185,0.31837142,0.29874608,0.43948194,0.3938681,0.18148092,0.42674897,0.51531394,0.29779949,0.43357662,0.42947615,0.30529597,0.5001895,0.78438968,0.54060173,0.53353368,0.25447835,0.33208574,0.29141332,0.59720487,0.23508214,0.20372967,0.649049,0.57356293,0.37386401,0.31564723,0.16569762,0.4074749,0.28880241,0.42420617,0.33915587,0.30839977,0.39500499,0.25214733,0.21316244,0.49437551,0.35385477,0.25057108,0.41790492,0.34596165,0.39694444,0.43111326,0.26459725,0.36508405,0.39679715
174,1,0.26390088,0.42416594,0.49136921,0.46037382,0.45880889,0.58291796,0.67090927,0.38424299,0.35636517,0.61539584,0.44699763,0.22455659,0.49890899,0.57568487,0.30024653,0.49542471,0.4492773,0.31007103,0.61191296,0.81547608,0.56514745,0.53995896,0.30445022,0.38229454,0.32801585,0.69718964,0.28264043,0.24739824,0.73942444,0.64555734,0.40187396,0.3729144,0.18038145,0.47413313,0.37363347,0.55438283,0.3903364,0.38275837,0.42408327,0.28454772,0.2281874,0.53545306,0.40600167,0.29400567,0.47547206,0.38496029,0.44852778,0.47544636,0.3075774,0.41276824,0.43594306
174,2,0.28012014,0.44308297,0.49148962,0.46331818,0.48990815,0.63308022,0.70465722,0.40965866,0.3704641,0.6823568,0.47182024,0.24491538,0.55127763,0.62122682,0.30539627,0.55924726,0.45825048,0.312794,0.68671636,0.83343561,0.58672426,0.52339676,0.3257874,0.40315069,0.35457633,0.75875857,0.30348664,0.26635434,0.80810361,0.67743574,0.40752902,0.39923019,0.18841774,0.52393487,0.40147709,0.60014535,0.41254701,0.43615741,0.43447814,0.30987347,0.23807604,0.5561551,0.43361725,0.30567031,0.50658506,0.41835173,0.47959722,0.50612429,0.31307048,0.44814914,0.4570453
175,0,0.29994368,0.45847162,0.49158813,0.45985423,0.52906667,0.65667186,0.72941857,0.43595558,0.37733007,0.75425027,0.48283273,0.28203486,0.58275433,0.6506551,0.31820672,0.60457801,0.46079038,0.31484609,0.73167419,0.83673411,0.62088174,0.49637246,0.34049494,0.42230994,0.38234961,0.79809596,0.32609525,0.28684927,0.85098955,0.68729829,0.40402156,0.42421555,0.19508379,0.56536742,0.43047055,0.630322,0.42859382,0.49407885,0.44446268,0.33200997,0.24768625,0.56740408,0.45723756,0.31104091,0.5189202,0.46523339,0.505375,0.53310609,0.31391738,0.48179542,0.47469462
175,1,0.31649146,0.46185153,0.49051544,0.44923144,0.54503111,0.66270768,0.73515572,0.45174784,0.37324719,0.8120394,0.48143391,0.30806525,0.60475644,0.66815552,0.32895362,0.66010785,0.45156655,0.30842147,0.76619398,0.83003164,0.63248933,0.45788807,0.3420135,0.43199788,0.40291074,0.81964966,0.34458722,0.30345724,0.88082468,0.67151143,0.38609453,0.43753661,0.20360152,0.60737366,0.44400318,0.64129025,0.43716047,0.54297,0.4491814,0.34762218,0.25604839,0.56414694,0.47599552,0.30754151,0.51989752,0.48832074,0.52710417,0.55393793,0.31128258,0.50002682,0.48289891
175,2,0.32343721,0.44854148,0.47683315,0.43491376,0.54509037,0.63590992,0.70246842,0.45578991,0.35644162,0.84377964,0.46443195,0.33200183,0.60860369,0.66918496,0.34044923,0.69353741,0.42434623,0.29377269,0.75956163,0.81099818,0.62306623,0.39781787,0.33682508,0.43143225,0.40864327,0.82063976,0.35819973,0.31573368,0.88054935,0.62750231,0.35330017,0.44454021,0.22789557,0.62981524,0.44685123,0.62152281,0.43519641,0.56154515,0.44439429,0.35083494,0.26230799,0.53909388,0.4737674,0.29507493,0.49981023,0.49438311,0.52852778,0.5551597,0.30316646,0.5043902,0.47734924
176,0,0.3195795,0.4231179,0.43920139,0.41954247,0.53775407,0.60153167,0.63466397,0.44559074,0.33062161,0.84370668,0.44299194,0.3561112,0.59778926,0.65189723,0.35308619,0.70542498,0.38502799,0.27943173,0.72936866,0.78329658,0.59724953,0.35654134,0.32055681,0.4158473,0.39875485,0.7980198,0.36177712,0.31933568,0.8569808,0.57505247,0.31990879,0.44091708,0.23584853,0.62827132,0.44036795,0.59913909,0.42487463,0.55496449,0.43014238,0.33921163,0.27244624,0.50236735,0.457951,0.27616849,0.47661068,0.48400155,0.50859722,0.54337314,0.29099228,0.49159514,0.46686544
176,1,0.29320443,0.38525764,0.36429908,0.38706791,0.52571259,0.53434579,0.52592807,0.41186769,0.29177307,0.81116381,0.41126427,0.35475936,0.5715858,0.61936362,0.34665814,0.68107792,0.3314312,0.24512234,0.67531504,0.73860389,0.53952934,0.30541944,0.29155652,0.37870819,0.37934994,0.74635948,0.35458288,0.31422905,0.78735449,0.51775034,0.27993367,0.43158731,0.23869086,0.61347338,0.41467362,0.54752907,0.40188048,0.53420786,0.40300631,0.30383837,0.26362327,0.43017143,0.42470475,0.24438234,0.4430686,0.45643037,0.46792361,0.5197692,0.27186647,0.45891452,0.44017505
176,2,0.25701145,0.32813974,0.30342933,0.33174569,0.51416889,0.49124481,0.4368624,0.35623054,0.24114229,0.72286027,0.38162212,0.33302841,0.52678725,0.58580058,0.32670745,0.62904763,0.27355669,0.20198895,0.49101475,0.66789721,0.44237911,0.26943563,0.25018279,0.32015934,0.34492238,0.66583397,0.33177699,0.29432685,0.67471007,0.46577445,0.25276949,0.41120408,0.23563559,0.59037375,0.36937025,0.44850179,0.35231926,0.49959414,0.37633526,0.26453737,0.24348118,0.37497143,0.36308557,0.20286756,0.39832052,0.42349409,0.36828472,0.48848551,0.2333796,0.41147175,0.38872752
177,0,0.22191665,0.29682969,0.21750457,0.24589738,0.50179556,0.42583723,0.36318581,0.26938488,0.16778806,0.60966071,0.35209441,0.2515729,0.49006604,0.55302025,0.28649562,0.54695117,0.21804662,0.13984215,0.38582889,0.56508774,0.3445636,0.23040178,0.17762233,0.23752903,0.29788972,0.59695354,0.23848855,0.21079689,0.51063338,0.42617753,0.22996683,0.37535771,0.23030275,0.5563486,0.28524677,0.21965564,0.29372127,0.46318307,0.3544103,0.21351898,0.18803763,0.30243265,0.27853756,0.14195221,0.35550811,0.37392989,0.28043056,0.44154457,0.16848593,0.34527897,0.30873329
177,1,0.19185283,0.28628821,0.18707517,0.17345746,0.48941037,0.37540888,0.34946485,0.19829622,0.13327472,0.50425392,0.33872937,0.20971693,0.4341181,0.5234048,0.25356099,0.45357989,0.18908848,0.10951855,0.30046111,0.37505034,0.27767848,0.23754471,0.13278262,0.18062893,0.26087484,0.52286367,0.17683111,0.15521663,0.33727244,0.40879957,0.24513267,0.33342817,0.22701602,0.51565848,0.24493189,0.12743739,0.2368575,0.41675605,0.34562937,0.15901971,0.16107911,0.27422857,0.21837819,0.097910085,0.3151058,0.32389115,0.1710625,0.41239643,0.12824645,0.29698677,0.23235549
177,2,0.1921438,0.30186026,0.1985245,0.15024897,0.47739259,0.36147456,0.37929804,0.15858058,0.14313785,0.43952572,0.34480785,0.18238553,0.40303378,0.49675855,0.23988313,0.38589014,0.19058401,0.096606156,0.24612324,0.341212,0.24609274,0.2768589,0.11848285,0.14908596,0.2292044,0.49250571,0.11469494,0.098513604,0.20702871,0.42194588,0.26710614,0.30050205,0.22405333,0.48740403,0.22422607,0.10406194,0.22485374,0.37740977,0.3567765,0.13955031,0.11942204,0.29063673,0.18827106,0.091526934,0.29412658,0.27749371,0.13881944,0.40823828,0.10393926,0.27445458,0.21872656
178,0,0.20444903,0.33041921,0.26312679,0.16960381,0.47131259,0.39056334,0.44070967,0.15959109,0.21581925,0.40957315,0.36562476,0.16361234,0.39808594,0.4880211,0.24624726,0.36009968,0.21072771,0.11148382,0.22273632,0.33676287,0.26097706,0.39685352,0.13302868,0.15570505,0.21259702,0.5002361,0.13857141,0.11722463,0.11997929,0.4540951,0.28963516,0.28079659,0.21543376,0.47190585,0.2158323,0.16483676,0.24078562,0.36987245,0.40375857,0.1331342,0.11926843,0.35035918,0.19121263,0.1654516,0.29799791,0.25109433,0.21558333,0.41877227,0.10725628,0.27359621,0.24907185
178,1,0.22802703,0.36429694,0.31673946,0.23243126,0.46759111,0.45207684,0.53521358,0.18951883,0.30347886,0.41166727,0.39288893,0.16867409,0.41548474,0.4873575,0.2642805,0.36975408,0.23540814,0.14258879,0.2193254,0.36734107,0.28523483,0.45126095,0.17005062,0.19514279,0.21076164,0.53928408,0.22335039,0.19361899,0.1062721,0.48386332,0.34105307,0.27938248,0.21637811,0.46962794,0.23736069,0.24190519,0.28087129,0.36068271,0.43494317,0.14879816,0.13966974,0.44106122,0.20988278,0.2181531,0.32081791,0.25127833,0.28709028,0.43497367,0.15246542,0.28390558,0.28969895
178,2,0.24908016,0.39456769,0.36237262,0.29101537,0.46674963,0.49471703,0.58675152,0.21916456,0.3485817,0.42733309,0.4115949,0.17997662,0.43368743,0.48943338,0.28140979,0.38955309,0.25670482,0.16721389,0.22540505,0.46015917,0.30780459,0.50021866,0.2045838,0.22332808,0.21680142,0.5734425,0.2794576,0.24312371,0.10661902,0.50619513,0.37859867,0.28316459,0.22483103,0.4882477,0.25141518,0.28163014,0.32188675,0.36652413,0.4552542,0.16562867,0.17359831,0.50688163,0.22917856,0.26235723,0.34476706,0.26947511,0.34284722,0.44933726,0.19785687,0.30284335,0.32444936
179,0,0.28474751,0.44342358,0.45312449,0.3729956,0.46955852,0.53156802,0.63628387,0.25788144,0.39196422,0.46641372,0.43189043,0.21903745,0.45566083,0.49179854,0.30546932,0.41509845,0.28024898,0.19490923,0.2452863,0.54471186,0.33810942,0.55044349,0.26354753,0.26709831,0.2295925,0.61766184,0.3321058,0.29128338,0.11786473,0.52809813,0.40704809,0.29154046,0.24109805,0.51676369,0.26951176,0.35262746,0.3653364,0.38473692,0.47366405,0.19967543,0.23470622,0.57836735,0.25662949,0.32021871,0.36747319,0.31260895,0.38034028,0.47092886,0.26026866,0.33257332,0.36241223
179,1,0.31417308,0.48421834,0.57723924,0.45301292,0.47958519,0.57765447,0.66847941,0.30823101,0.42715039,0.5372054,0.45854422,0.25895208,0.48414202,0.49338948,0.33592038,0.44851439,0.30785362,0.25049724,0.27767426,0.63589989,0.3639162,0.61381043,0.31271091,0.31938912,0.24653946,0.66077685,0.36614365,0.3210113,0.13590458,0.55488727,0.44392206,0.3086771,0.27402092,0.54678984,0.29981426,0.3993627,0.41124112,0.42978693,0.48792964,0.22023143,0.27424155,0.63853061,0.29998463,0.36928311,0.39224784,0.35580089,0.41534722,0.48918367,0.32390374,0.36783798,0.41160912
179,2,0.32952882,0.51209607,0.63585416,0.48788338,0.49640296,0.59163422,0.66773696,0.34248282,0.45124245,0.57777453,0.46907348,0.29458759,0.50704374,0.49180704,0.36150475,0.47657888,0.32544072,0.27880821,0.30818305,0.67224087,0.38008142,0.64721515,0.3511811,0.34776696,0.26621119,0.68313024,0.38050583,0.33332193,0.14945099,0.57269404,0.46990879,0.3211112,0.29665772,0.56336792,0.31016275,0.39504696,0.42758044,0.4657849,0.4942076,0.23284726,0.29518049,0.67437551,0.32922466,0.40460105,0.41027612,0.37398799,0.43595833,0.49625766,0.36047332,0.39368741,0.44478215
180,0,0.33390276,0.53264629,0.69117438,0.52307137,0.51986963,0.59174455,0.64495227,0.36406792,0.46222953,0.60161255,0.46956942,0.31160238,0.52182027,0.48700017,0.38448685,0.48575669,0.33366196,0.29384373,0.32523766,0.67549142,0.3879158,0.67158187,0.3742829,0.37154754,0.28114489,0.68436405,0.37970355,0.33103079,0.16635646,0.58261301,0.48140133,0.33353694,0.30819369,0.57344976,0.3157527,0.38312835,0.42586711,0.48813596,0.49638231,0.24253728,0.30379224,0.68475918,0.35193397,0.4327825,0.41774362,0.37914972,0.44623611,0.49701742,0.38477463,0.41393062,0.44305088
180,1,0.32455416,0.55682096,0.78044856,0.55900989,0.5549037,0.56655633,0.58542089,0.38243346,0.4635752,0.62002919,0.45864595,0.32789551,0.53629055,0.47537009,0.40911249,0.47346061,0.33112207,0.30037096,0.33916559,0.62090325,0.37526561,0.68713486,0.38652278,0.38891363,0.29028137,0.64894897,0.36083017,0.31273581,0.16934107,0.5833465,0.49231343,0.3475023,0.31743357,0.55925082,0.31700867,0.35519902,0.40180735,0.49684012,0.49552063,0.25195917,0.30481951,0.67794286,0.3768275,0.4600648,0.42022013,0.36709278,0.44710417,0.49122681,0.41987391,0.43122318,0.41301337
180,2,0.30615731,0.57825328,0.83974212,0.5827091,0.58069333,0.5123702,0.51505159,0.38680454,0.4510513,0.6202189,0.43691345,0.34278599,0.53629055,0.45968181,0.43098977,0.42772134,0.31314228,0.3048382,0.34734548,0.56350561,0.35952736,0.688088,0.38951069,0.39270456,0.28939198,0.57668698,0.33086949,0.28545863,0.1654864,0.57222009,0.49116915,0.35261484,0.32104435,0.54091791,0.31292234,0.32586091,0.36259925,0.49200609,0.49293559,0.25704408,0.30065284,0.65782857,0.39857093,0.47614419,0.41528608,0.34550649,0.43006944,0.47769484,0.44545733,0.43707082,0.37784938
181,0,0.26222076,0.5949345,0.89719677,0.5951216,0.61704296,0.41191589,0.42036448,0.38221021,0.42222647,0.61465888,0.40401587,0.3679321,0.51899703,0.4389059,0.44394631,0.37268172,0.25373883,0.30622731,0.34886145,0.47082175,0.33431635,0.67976766,0.38499719,0.38471351,0.2771588,0.51132521,0.28823011,0.24710187,0.15743565,0.55275452,0.46893035,0.35541796,0.32808073,0.50939846,0.30222006,0.28340787,0.31383201,0.47680823,0.4836486,0.25867162,0.29478687,0.61243265,0.41293849,0.48710409,0.410371,0.30025179,0.39429167,0.46235588,0.46612402,0.43099964,0.35264018
181,1,0.218425,0.60151092,0.94813866,0.61655481,0.64817778,0.27059969,0.36579886,0.36660596,0.39894487,0.61125866,0.36474732,0.39330182,0.46583405,0.39840905,0.44721512,0.30589068,0.20421923,0.30367009,0.34770868,0.41963755,0.33156588,0.66108613,0.3720613,0.35942859,0.26429495,0.35479056,0.26460879,0.22633337,0.1443408,0.51469227,0.46143449,0.35720023,0.33751504,0.47886611,0.29826641,0.23014311,0.27285834,0.45732715,0.45509007,0.25434875,0.290649,0.56270204,0.41659349,0.49594978,0.40354872,0.27252566,0.34117361,0.42759166,0.50571657,0.41563841,0.35088968
181,2,0.20408297,0.59979039,0.95781477,0.6225157,0.65167407,0.20647715,0.34768103,0.3601316,0.39460203,0.61344765,0.35444696,0.39948163,0.42262417,0.38957802,0.45025566,0.26927476,0.18308965,0.29110497,0.34614534,0.42553457,0.34637077,0.6534498,0.36349128,0.34976472,0.24785737,0.31530845,0.25365302,0.21770452,0.1411249,0.50662394,0.46097015,0.36160154,0.35530044,0.47275795,0.29934548,0.21271243,0.26426034,0.45005073,0.44124848,0.25305518,0.28766321,0.52853878,0.41092989,0.49486432,0.40496252,0.26889405,0.32786806,0.41842319,0.51062153,0.41109621,0.35406367
182,0,0.20385771,0.59215721,0.97513108,0.64286642,0.6738963,0.15639927,0.38791823,0.35183597,0.4172108,0.62736957,0.34527836,0.43142756,0.38136664,0.38037264,0.46352264,0.24427408,0.19022475,0.28694554,0.35356726,0.4428229,0.38655546,0.64477063,0.35120922,0.33856041,0.23518758,0.26854532,0.2658977,0.22916025,0.14352581,0.50111715,0.4718325,0.3796335,0.38863994,0.45083101,0.30911905,0.23805903,0.26625575,0.44713002,0.44130319,0.2571946,0.29951997,0.49791837,0.39683672,0.48798704,0.4143562,0.2818129,0.31258333,0.40957299,0.54626188,0.40574034,0.36841397
182,1,0.207049,0.58137118,0.97294191,0.65627481,0.69700741,0.16438863,0.49441712,0.35220022,0.46765808,0.64005837,0.36960503,0.46102556,0.38102211,0.38004084,0.48139153,0.25435061,0.2205531,0.29410418,0.37439598,0.48198293,0.42241088,0.65279943,0.35206693,0.33850023,0.23063551,0.2875476,0.30065892,0.25944671,0.16918689,0.51446659,0.50148425,0.41511171,0.42938617,0.44552434,0.33234566,0.27309928,0.29248851,0.4647775,0.46901372,0.28138671,0.32953149,0.5029551,0.39250121,0.48828676,0.43041085,0.3104203,0.34152778,0.4252097,0.56989273,0.41138233,0.39045879
182,2,0.21070959,0.57858515,0.96846507,0.6643718,0.70858667,0.21002077,0.58649118,0.36184713,0.51733313,0.66342941,0.40811058,0.48807237,0.4013207,0.38512847,0.5116691,0.27843896,0.2556521,0.31629834,0.39151375,0.51357752,0.44938934,0.65541215,0.35986361,0.34627466,0.23591527,0.3363671,0.33535439,0.28963057,0.19078404,0.53745289,0.518267,0.43845703,0.47067864,0.46029697,0.36271007,0.30601521,0.32554325,0.47824322,0.48181582,0.29733289,0.35841014,0.52333878,0.39685867,0.49690563,0.44246133,0.34520628,0.37678472,0.44645222,0.58298438,0.42215665,0.40652111
183,0,0.21748639,0.57636681,0.95809937,0.67226672,0.72227556,0.26042965,0.6771671,0.37924916,0.54844407,0.68242977,0.45410616,0.53363826,0.43096947,0.39493789,0.54060446,0.30109752,0.2886958,0.34351223,0.41126867,0.55235401,0.47615927,0.66948497,0.37392435,0.3615106,0.24589263,0.39418888,0.37250931,0.32119368,0.22788797,0.56076644,0.55583748,0.46473098,0.519563,0.48517675,0.39033257,0.37447451,0.36325742,0.51118278,0.5016071,0.32736723,0.38871928,0.56097143,0.40541994,0.51102471,0.45625771,0.38399187,0.41492361,0.48220208,0.59527618,0.44412554,0.42712321
