,,pid1263-21,pid50848-05,pid51495-04,pid5667249-16,pid5667291-17,pid9048-21,pid9049-21,pid9050-21,pid9054-21,pid9055-21,pid9058-21,pid9059-21,pid9060-21,pid9061-21,pid9062-21,pid9063-21,pid9064-11,pid9065-16,pid9066-21,pid9070b-04,pid9072-21,pid9074f-21,pid9075-21,pid9081-12,pid9088-16,pid9089-16,pid9093-21,pid9094-21,pid9099-21,pid9100b-21,pid9101b-03,pid9103-11,pid9104-21,pid9105b-04,pid9111-21,pid9113-17,pid9114b-11,pid9116-09,pid9118-21,pid9122-05,pid9123-04,pid9129-16,pid9130-05,pid9138-21,pid9139-21,pid9153-21,pid915411-09,pid9158-12,pid9166f-18,pid9170-21,pid9174-21,pid9185-10,pid9186c-21,pid918904-06,pid9192-21
110,0,0.37110246,0.28262995,0.3796039,0.2830828,0.58260936,0.38679949,0.25705576,0.2363528,0.43633646,0.43529116,0.27354333,0.30687618,0.45090204,0.45857938,0.3483517,0.52781943,0.58369055,0.34364371,0.56332941,0.20637671,0.36124878,0.2892869,0.32199844,0.30127893,0.32085968,0.38738766,0.41212847,0.39349856,0.35546986,0.37086644,0.49180356,0.3711295,0.52598259,0.53560527,0.64716195,0.64545125,0.36771797,0.2133597,0.35540042,0.57158542,0.3360895,0.37881183,0.39924686,0.5327236,0.41670047,0.28051702,0.21110671,0.43351918,0.36734672,0.52897086,0.3838228,0.38427269,0.29510186,0.38619649,0.39006369
110,1,0.39807999,0.32733745,0.40439254,0.31669994,0.62509002,0.43736288,0.28475036,0.25381865,0.47612842,0.46407954,0.31605245,0.34166545,0.44231853,0.48437038,0.39187005,0.57994898,0.6373241,0.37630914,0.61922546,0.21701349,0.3714092,0.29918559,0.35656827,0.33835003,0.36640745,0.40612703,0.43796235,0.42473569,0.38047922,0.40703746,0.52065189,0.38910791,0.56984194,0.60490049,0.70650061,0.68668409,0.40411828,0.24000494,0.36632871,0.61217391,0.38384794,0.37991671,0.42472423,0.58837392,0.43893557,0.31285624,0.23162207,0.46189568,0.37381709,0.56694449,0.42103036,0.41450869,0.31309151,0.41019549,0.4527992
110,2,0.42743762,0.38733917,0.42401004,0.36015854,0.65827013,0.47967316,0.32858207,0.27629046,0.51039637,0.47671589,0.37273644,0.38296631,0.42808316,0.50895638,0.4180061,0.63415011,0.69413293,0.41590335,0.66491022,0.25699741,0.38417564,0.31841356,0.39525041,0.38886426,0.41492053,0.46468001,0.45555647,0.45226555,0.41434669,0.44997162,0.54484137,0.39641007,0.59835179,0.65157115,0.74770873,0.72663908,0.45021157,0.28616449,0.39151225,0.64447958,0.42440452,0.37372089,0.46136934,0.63264505,0.46386555,0.34834805,0.27022134,0.4833908,0.38938472,0.59803748,0.44945246,0.45945579,0.32783064,0.44171224,0.51777405
111,0,0.44320474,0.44175673,0.44120027,0.38262478,0.67546924,0.51523767,0.38193889,0.28874118,0.52834938,0.47489512,0.42697649,0.42236401,0.4194926,0.52784864,0.43453465,0.6713844,0.72634769,0.44579054,0.6949097,0.36551755,0.40656775,0.35194994,0.42284014,0.42862842,0.46192104,0.51816068,0.46103864,0.47414527,0.45472857,0.48293606,0.57297697,0.3921223,0.61838391,0.67333533,0.79139906,0.76461192,0.50432986,0.32643515,0.42932705,0.67152394,0.46650092,0.37602414,0.48595664,0.67282011,0.47923307,0.37508197,0.32061447,0.49575233,0.41764548,0.62221434,0.45522648,0.51086117,0.34069864,0.47827645,0.5761113
111,1,0.44903557,0.49628581,0.45273859,0.39554903,0.68958094,0.55436161,0.43555992,0.29757037,0.54901058,0.47507971,0.47541314,0.46284818,0.43214235,0.55519696,0.45369274,0.69890237,0.75088403,0.48048493,0.71573131,0.46487452,0.44239663,0.38123552,0.43482835,0.47445474,0.5110323,0.56184898,0.45576288,0.51110806,0.49355298,0.51809497,0.60576271,0.39405036,0.64977601,0.67552746,0.82549905,0.79888187,0.56735879,0.38675771,0.48616766,0.69569609,0.52053894,0.39858066,0.5099962,0.70160476,0.48801314,0.40346784,0.38824579,0.50053554,0.44940518,0.65307088,0.45197445,0.55661165,0.36711157,0.52120184,0.65292658
111,2,0.451106,0.53224395,0.46466388,0.40465649,0.7020072,0.59497052,0.47286092,0.30621619,0.57799366,0.49310287,0.51218093,0.49763016,0.46001409,0.58277077,0.48606684,0.71233671,0.76668832,0.49790369,0.73233744,0.54831651,0.46948106,0.41201086,0.43818914,0.50173996,0.54475303,0.60344394,0.45018164,0.55074832,0.53775365,0.53506432,0.62624946,0.40573381,0.68048348,0.67066437,0.82859747,0.8242213,0.62138359,0.43250324,0.52985824,0.69889328,0.56614003,0.42539521,0.53393686,0.71428571,0.49024437,0.4302396,0.44212752,0.50244296,0.48192927,0.67334634,0.44456612,0.59011331,0.39559997,0.55278773,0.70351995
112,0,0.45713148,0.56729285,0.479591,0.42038168,0.71873899,0.66055518,0.51841339,0.31697075,0.62001554,0.52810035,0.54581426,0.52891935,0.5046723,0.60761046,0.52467899,0.72829095,0.78833802,0.51220744,0.74624239,0.62956149,0.49752956,0.44263391,0.44268623,0.53528682,0.57891813,0.6719302,0.46619055,0.60359055,0.59303632,0.55311199,0.65189917,0.43653957,0.71427605,0.66437977,0.82331193,0.84367966,0.67260382,0.488525,0.58083434,0.69481774,0.62486166,0.47593065,0.56388741,0.72455392,0.49612673,0.46192938,0.49657086,0.50925097,0.53823545,0.68771059,0.43916542,0.62564948,0.450182,0.58729021,0.75172645
112,1,0.47894178,0.61197461,0.49039059,0.4458485,0.738811,0.71681218,0.56160152,0.33283213,0.66246189,0.5625021,0.58642253,0.56418988,0.55890768,0.63642449,0.58277935,0.75248512,0.81078155,0.52875063,0.75025324,0.72172903,0.52636138,0.47032378,0.4553478,0.57334427,0.61114339,0.7440194,0.50699306,0.65111904,0.64351179,0.57612561,0.6789309,0.49611511,0.74887161,0.65808769,0.8086183,0.85827343,0.71575477,0.55712167,0.63168638,0.69752306,0.69569332,0.52571817,0.60270825,0.73908652,0.51416981,0.50239596,0.55194582,0.52035067,0.60034451,0.68836082,0.44507218,0.65694969,0.519484,0.62143441,0.78478042
112,2,0.52071315,0.66519986,0.50410994,0.49339401,0.7560331,0.77113648,0.58765666,0.35992482,0.69970706,0.60892767,0.63806346,0.59028001,0.6115222,0.67251779,0.62245014,0.78302543,0.82838998,0.56070045,0.74698931,0.80638564,0.56088725,0.50185394,0.47307762,0.620301,0.64359938,0.81684329,0.57494221,0.68907044,0.69773867,0.62310821,0.70656236,0.56622302,0.77754205,0.65728715,0.79720535,0.8640819,0.75560913,0.61683248,0.6666817,0.71249012,0.75577031,0.5827384,0.63733739,0.76237235,0.5486912,0.55619798,0.59242154,0.52897073,0.66155999,0.6790211,0.47363531,0.67966321,0.5870426,0.65654661,0.80315119
113,0,0.57854362,0.71968605,0.5197289,0.56453905,0.76649046,0.83628087,0.60434252,0.41686073,0.72523465,0.66818258,0.69155093,0.60864081,0.65706131,0.70460151,0.65005464,0.81309423,0.83625604,0.57669641,0.74393001,0.87237653,0.60952775,0.51685758,0.49135454,0.68404779,0.68813878,0.85699908,0.62680812,0.72154332,0.73502059,0.65230798,0.74127771,0.61523022,0.80660975,0.66263654,0.78587051,0.85507878,0.78390081,0.6910338,0.69062468,0.73380764,0.8186703,0.62668706,0.67562571,0.78885647,0.59955568,0.59855612,0.61828213,0.54353312,0.72829843,0.67157297,0.54508047,0.68867767,0.64640143,0.70236973,0.8138116
113,1,0.62515484,0.75577286,0.52579121,0.64715208,0.75839271,0.88694874,0.614728,0.47985697,0.75548514,0.74634167,0.72831872,0.61823684,0.68496124,0.72785568,0.67440352,0.82291103,0.83387458,0.55905876,0.73855835,0.89461463,0.63780221,0.519612,0.50767751,0.72445474,0.70936592,0.8608637,0.67871532,0.75820404,0.75477349,0.64083428,0.76775315,0.65884892,0.84285352,0.67641029,0.78673841,0.8242213,0.80372958,0.75752333,0.71971038,0.7512253,0.86109552,0.65914499,0.70372765,0.82403771,0.6559548,0.61181589,0.62099769,0.56354633,0.76780966,0.67943489,0.62230795,0.68428521,0.68490964,0.74391854,0.81320818
113,2,0.64938949,0.77492709,0.53226393,0.72906635,0.74311652,0.91821506,0.62764718,0.52473641,0.78519758,0.77644739,0.74760649,0.63153712,0.67808316,0.74688183,0.69402832,0.82144237,0.82608068,0.55532918,0.74077864,0.90131285,0.65456052,0.52577634,0.52679613,0.75322502,0.71893693,0.86776768,0.70096598,0.78518468,0.76473231,0.64077753,0.75045632,0.675,0.86298707,0.69589256,0.81783545,0.78530458,0.8209998,0.7724155,0.73688662,0.74995169,0.8837116,0.67700153,0.7215291,0.8396364,0.68506713,0.61031526,0.61222993,0.58532023,0.79160252,0.68416386,0.65131906,0.69429084,0.70898525,0.7805016,0.82111968
114,0,0.67358875,0.79086464,0.55012254,0.78109219,0.73126484,0.94627267,0.65393943,0.57946273,0.82094817,0.78862225,0.76202188,0.65526469,0.66293164,0.77612571,0.72404608,0.82267914,0.81359602,0.55955548,0.73889599,0.92453336,0.67380432,0.5545587,0.55819155,0.78207288,0.72920014,0.89011,0.71856836,0.81772621,0.77918383,0.65159856,0.73893959,0.68792086,0.87659539,0.7167365,0.84136435,0.75996515,0.82739618,0.74924303,0.75438992,0.77027668,0.89758601,0.70104539,0.73957398,0.836382,0.72315271,0.60790668,0.6027552,0.61274301,0.81458793,0.67435124,0.67000166,0.70410867,0.73625391,0.80545603,0.83613812
114,1,0.70364537,0.80738549,0.57242528,0.82953611,0.71797288,0.97030072,0.714247,0.6387916,0.86076403,0.78856352,0.7784157,0.69474989,0.64149401,0.81290959,0.74455878,0.83636083,0.79367829,0.56867318,0.7149537,0.95793516,0.69911125,0.60506522,0.60842903,0.80869315,0.74440267,0.90351539,0.70902411,0.83543869,0.79333583,0.66606129,0.72639722,0.69893525,0.87524301,0.7215921,0.8722444,0.73513396,0.8311356,0.67385528,0.78115238,0.80751866,0.91178122,0.72425633,0.76637505,0.81073954,0.75833092,0.60412989,0.60552362,0.63974763,0.82708726,0.6395342,0.67848017,0.70753083,0.76716265,0.83311333,0.83754609
114,2,0.73771899,0.81501973,0.58967414,0.84480329,0.71035777,0.97627043,0.76221123,0.69726781,0.87684582,0.77690049,0.78493289,0.71435759,0.65140944,0.84398562,0.74656224,0.850429,0.77635852,0.57028961,0.68293856,0.98258462,0.71740604,0.63613852,0.64630554,0.82772187,0.75260639,0.89550436,0.67278732,0.8424413,0.79842756,0.66897465,0.71975663,0.6971223,0.84507649,0.70225198,0.88717237,0.72780077,0.83138162,0.60248409,0.79608431,0.82004392,0.9129842,0.74127996,0.78934956,0.77325777,0.77607457,0.60050441,0.61296333,0.65389186,0.82263013,0.57751965,0.67757591,0.70015441,0.77980714,0.84970771,0.8246061
115,0,0.7608034,0.81244639,0.59822235,0.81174398,0.69695855,0.9733602,0.80922702,0.75092143,0.87224248,0.75690552,0.78151912,0.71391279,0.67090909,0.87005849,0.71097805,0.85955013,0.75492531,0.55110288,0.6434747,0.98490667,0.72663252,0.62917301,0.66674683,0.82119425,0.74323193,0.87776134,0.60631605,0.84566799,0.78704605,0.64420166,0.70537158,0.6741295,0.79932381,0.66155918,0.8896025,0.72874465,0.82488683,0.5141074,0.8001218,0.81277119,0.90039297,0.74754377,0.81004184,0.69941645,0.77443253,0.6058512,0.61353155,0.66831487,0.79144103,0.47545664,0.67542724,0.67470734,0.77801903,0.86014206,0.80455917
115,1,0.76195364,0.80089209,0.59130404,0.76382854,0.67991266,0.9723155,0.82514735,0.77939855,0.85036169,0.72906528,0.76912096,0.69934374,0.68360113,0.88450426,0.66149485,0.85174306,0.73067764,0.52007914,0.63292577,0.96213271,0.72438051,0.5944713,0.65766849,0.80423796,0.72376517,0.86559383,0.5650677,0.84951256,0.76053912,0.60547673,0.6812864,0.64599281,0.74646268,0.62590902,0.86379969,0.73389966,0.80835465,0.45143669,0.80117065,0.80726394,0.87416794,0.74951555,0.81331305,0.62866121,0.76604849,0.61482976,0.60092501,0.6812633,0.76913388,0.42424189,0.68320889,0.63187822,0.76812057,0.86020492,0.78927254
115,2,0.72600425,0.73950077,0.54530317,0.56408103,0.64760591,0.94769047,0.79987806,0.773925,0.76008848,0.62243665,0.7096594,0.63237567,0.67919662,0.8588542,0.55700756,0.80289093,0.65769647,0.45959758,0.58948176,0.80864517,0.69456956,0.47356154,0.57616185,0.76669031,0.63392582,0.82297233,0.50746367,0.83537004,0.6817222,0.54928112,0.62558887,0.54472662,0.64268447,0.53107138,0.76761847,0.71841284,0.77893131,0.40325032,0.78112982,0.79566096,0.82155746,0.74402516,0.78318752,0.52365054,0.74061625,0.61903531,0.54218698,0.68194557,0.74239113,0.35536443,0.68460262,0.49070384,0.73606233,0.7846502,0.73409319
116,0,0.67880021,0.68703894,0.50277319,0.4655138,0.61578181,0.87478546,0.73260619,0.70795819,0.67985891,0.52723611,0.65943828,0.55635117,0.63849894,0.82101332,0.51068892,0.76482183,0.59359169,0.43786833,0.55081598,0.64017147,0.66036755,0.34595776,0.51453135,0.73076071,0.55082037,0.77836821,0.47908686,0.80111218,0.60484463,0.50838063,0.5635289,0.44051079,0.57545431,0.48532845,0.66765319,0.68771509,0.75373942,0.38272879,0.73809336,0.76958278,0.76492902,0.7172446,0.74441232,0.48933902,0.69635854,0.59806431,0.456518,0.66518964,0.72006244,0.33420228,0.65330181,0.35615466,0.70943228,0.68483248,0.66659068
116,1,0.5649885,0.58567507,0.43858538,0.37499119,0.57713169,0.75636147,0.57435811,0.5596406,0.5425958,0.45594059,0.5632167,0.40528657,0.51879493,0.74589529,0.4280234,0.68514339,0.4729956,0.3760229,0.51318361,0.46099848,0.58535061,0.28457922,0.39264715,0.62230694,0.43401128,0.65728692,0.41770145,0.7233283,0.50197679,0.43976542,0.45398522,0.33151079,0.48418561,0.4182852,0.57000521,0.64384666,0.71491832,0.32192424,0.63985158,0.64797541,0.64457454,0.62304946,0.68342335,0.45782179,0.61439196,0.53206179,0.34855633,0.5964346,0.67425311,0.31295738,0.55212378,0.2724892,0.6102497,0.57915645,0.56040228
116,2,0.43570165,0.4273203,0.37567571,0.30839695,0.5459358,0.64769793,0.39625364,0.34751077,0.40101034,0.34648431,0.41367833,0.31090856,0.3920155,0.67265168,0.31849331,0.63561104,0.32833947,0.31757872,0.48659129,0.343467,0.47662122,0.22872277,0.29771539,0.5049539,0.30170911,0.4973783,0.33996863,0.66773994,0.39653313,0.37222853,0.2934724,0.26689209,0.41611867,0.36875655,0.47844124,0.60148842,0.67181657,0.26136069,0.53418895,0.57653052,0.53023498,0.51441441,0.61117535,0.43600045,0.47636434,0.42989281,0.22656095,0.50003668,0.60770846,0.27412662,0.40520989,0.24343217,0.48987164,0.45097115,0.44511566
117,0,0.27608388,0.2336936,0.29297264,0.28537874,0.49673638,0.48009104,0.21636068,0.1812139,0.23758594,0.28169156,0.23084801,0.19130815,0.34322058,0.59303079,0.23085329,0.59710134,0.28406582,0.23374305,0.45004348,0.27002769,0.35643594,0.16400715,0.18779535,0.22097482,0.15622116,0.39872991,0.28483322,0.59463133,0.28046425,0.26510594,0.2124033,0.26405755,0.36395064,0.30767619,0.38381357,0.55372831,0.60898445,0.15582401,0.34631044,0.446491,0.4025423,0.36765256,0.43655382,0.41236674,0.34528156,0.22569357,0.19056492,0.37681021,0.52867524,0.22293551,0.26498258,0.18637189,0.35926304,0.32141555,0.37387194
117,1,0.22481862,0.15781438,0.25960061,0.32958896,0.48640925,0.35679427,0.16833548,0.14264234,0.21245292,0.2726632,0.15635038,0.1589106,0.34959126,0.54389402,0.19681723,0.58089974,0.32093527,0.19753325,0.41828414,0.24008216,0.34670483,0.16057075,0.15914147,0.19127361,0.1012391,0.46255648,0.25080911,0.52481807,0.21964807,0.21519107,0.24670143,0.28002158,0.32556842,0.28009128,0.38180871,0.54484862,0.54634914,0.14300809,0.24043352,0.31630215,0.32361857,0.28801632,0.34654241,0.41514981,0.28611997,0.13030265,0.19189296,0.30627247,0.46658772,0.20913874,0.24798407,0.17146255,0.31240181,0.26405179,0.33799531
117,2,0.25516723,0.19266598,0.25921366,0.39032296,0.50139432,0.29893292,0.21590001,0.15407536,0.24096969,0.30880181,0.18357514,0.19504156,0.37498238,0.52696075,0.19684,0.5976115,0.37584614,0.20771174,0.45927252,0.23752791,0.40558861,0.18783023,0.19283954,0.22356814,0.10741754,0.57324155,0.27194518,0.53220514,0.21168851,0.23245365,0.29838331,0.29556115,0.28814132,0.279388,0.43929873,0.56207072,0.47736174,0.17030217,0.26324871,0.31579271,0.31589542,0.2490651,0.32482313,0.43512513,0.27667343,0.11604666,0.22000661,0.31517864,0.36937073,0.23880712,0.27672142,0.18802037,0.30578581,0.2803256,0.33633926
118,0,0.30076978,0.24178247,0.27428149,0.41638285,0.51372098,0.32893814,0.27246122,0.19205098,0.27502242,0.34533479,0.23480487,0.26124398,0.40503876,0.52911,0.21113742,0.62214578,0.40508768,0.23761576,0.50838492,0.24021613,0.46223544,0.20766073,0.23558588,0.26198023,0.18648949,0.65976269,0.3180895,0.57063023,0.25060277,0.2791241,0.33923512,0.30898561,0.28793847,0.31601077,0.48702482,0.57341901,0.41465263,0.20329358,0.38299744,0.36515591,0.33835913,0.25280469,0.33474325,0.46756256,0.29798126,0.12651324,0.25777998,0.36681828,0.29286752,0.2824969,0.30638792,0.22156376,0.29682611,0.30043372,0.34742876
118,1,0.33846222,0.26301252,0.2949426,0.45707575,0.51641002,0.37784494,0.31426055,0.23527093,0.2891433,0.37224367,0.25516332,0.30628555,0.40741367,0.53818617,0.2275066,0.64586071,0.43748286,0.27686479,0.54418581,0.24754845,0.49633953,0.21822155,0.26336199,0.2910719,0.23306272,0.68702636,0.34870376,0.60836194,0.29532759,0.31281687,0.36638853,0.32041727,0.30472488,0.35267844,0.51465891,0.57421767,0.36981893,0.21891491,0.48446469,0.39486166,0.35922688,0.27199558,0.34554583,0.47677589,0.31900898,0.1519483,0.29336637,0.39815861,0.28640792,0.30601762,0.34379459,0.26085596,0.29330736,0.3228047,0.35867918
118,2,0.35978588,0.27490993,0.31981332,0.48770405,0.51270206,0.40234311,0.33682,0.29693775,0.28115024,0.40469877,0.26656839,0.33350591,0.38636364,0.54598689,0.24129178,0.6628662,0.48120805,0.30552282,0.56526321,0.27213539,0.51998946,0.24113752,0.29645283,0.31966486,0.25491369,0.66842789,0.36164135,0.63674997,0.34339948,0.34404086,0.38190352,0.32141007,0.32518807,0.40401018,0.51340045,0.56689901,0.34660008,0.22686152,0.56927449,0.41048748,0.37201861,0.27572667,0.34474705,0.4634665,0.33957307,0.18421816,0.32648167,0.40314724,0.29606503,0.33326831,0.3807035,0.30087849,0.29333291,0.33680935,0.34551793
119,0,0.36928862,0.27685709,0.34645466,0.50968291,0.49105953,0.41040967,0.34007181,0.32559824,0.27360555,0.42575096,0.26853131,0.34252589,0.35698379,0.54967233,0.25160505,0.66409523,0.50807534,0.32646068,0.56541669,0.32389033,0.53707163,0.26500033,0.33131726,0.34233975,0.26903093,0.60692612,0.3650677,0.65667307,0.38299513,0.36905978,0.38771838,0.32197122,0.34841518,0.44980548,0.49417636,0.53936688,0.34541429,0.23641476,0.60821708,0.40538428,0.37218702,0.26391297,0.29650818,0.43013691,0.35161789,0.20393443,0.3517476,0.39478395,0.31517468,0.34747887,0.40544218,0.34686894,0.29071461,0.34509397,0.30679182
119,1,0.37133251,0.28414822,0.38322721,0.54311803,0.46763196,0.41325274,0.33379175,0.33428074,0.27579961,0.43196006,0.27506401,0.33798308,0.35372093,0.54695229,0.26228258,0.65131793,0.51203002,0.33957737,0.50985829,0.3922122,0.54766137,0.28404953,0.36318163,0.35682463,0.27500427,0.55404929,0.36398613,0.66061376,0.38941969,0.38763715,0.3805389,0.32494245,0.37838729,0.51613048,0.47150668,0.51466638,0.36142984,0.23974541,0.6155026,0.3821256,0.36346138,0.23837328,0.25720806,0.40597576,0.35384913,0.22605927,0.36922365,0.3943291,0.32823384,0.35310634,0.41655882,0.38598377,0.28865828,0.34713056,0.25506537
119,2,0.36580251,0.32092126,0.42942742,0.56479154,0.4501877,0.4182076,0.31609647,0.31912533,0.28312907,0.42627958,0.308387,0.32364737,0.37244538,0.53117469,0.27795738,0.62178248,0.49337519,0.34151372,0.40057298,0.51453961,0.53744822,0.30613785,0.3785667,0.37225153,0.28124252,0.52261908,0.37289465,0.65200467,0.34224635,0.39259364,0.3712299,0.32622302,0.39307751,0.57724076,0.47745183,0.49591229,0.40666207,0.22786257,0.61939347,0.38122969,0.34954688,0.22515723,0.2332674,0.45112221,0.34620883,0.25737074,0.38428807,0.40685203,0.32943963,0.3474966,0.42894475,0.44336749,0.29261766,0.34623169,0.23062689
120,0,0.35568926,0.37407789,0.44613689,0.59812096,0.44647974,0.42753526,0.31261432,0.3161731,0.29970706,0.42139621,0.36179688,0.34719265,0.42410148,0.51970968,0.28706402,0.58963438,0.46769142,0.33809564,0.41752699,0.60461731,0.52196279,0.30727008,0.37781519,0.39542513,0.33824133,0.52200517,0.40097424,0.63138816,0.32780981,0.39054105,0.37366362,0.33148201,0.41481701,0.65131677,0.48709425,0.49377768,0.44426786,0.22267194,0.66065931,0.41069829,0.3301227,0.25032296,0.26947128,0.50444395,0.34143726,0.28319042,0.39340601,0.41966107,0.3245411,0.34712419,0.45140202,0.47649354,0.31162271,0.34360425,0.22870935
120,1,0.34297469,0.41505404,0.48056425,0.63852026,0.44029725,0.42556526,0.32193618,0.32487393,0.3109404,0.41971807,0.39955,0.38091002,0.46365751,0.5028962,0.29136691,0.55365232,0.45189435,0.32893585,0.44860081,0.65680986,0.50820969,0.29305436,0.37322191,0.41462009,0.37550846,0.51505087,0.43124174,0.61380612,0.34517409,0.38013621,0.37495871,0.33143885,0.42215366,0.71375879,0.50750738,0.487824,0.45144657,0.24132732,0.70083118,0.46567413,0.30635977,0.27378038,0.29983264,0.52755022,0.33623104,0.31308323,0.38500826,0.42381337,0.3234968,0.34911036,0.4690974,0.50774159,0.32680248,0.33441448,0.24798525
120,2,0.32526986,0.44811288,0.50054526,0.66241926,0.42286831,0.40982016,0.32414471,0.35076556,0.31303282,0.42013761,0.42996353,0.41068981,0.48046512,0.4835741,0.29319962,0.51836593,0.40847947,0.31681259,0.47290121,0.68589801,0.4827446,0.28604251,0.3552456,0.41583917,0.40206802,0.48802874,0.44352708,0.60438006,0.38056908,0.36478434,0.36451108,0.32382014,0.41274618,0.76919048,0.51310536,0.46973789,0.4340927,0.25824631,0.72900337,0.4761704,0.27557142,0.28431073,0.33176113,0.52118169,0.31955955,0.34116646,0.35378262,0.41478248,0.32285084,0.3518177,0.48397213,0.52956827,0.33931924,0.32355899,0.26981562
121,0,0.31380287,0.46809058,0.50487213,0.67709924,0.39466023,0.37900903,0.30875957,0.39367379,0.31332576,0.43423393,0.44835907,0.42719119,0.47653982,0.47071383,0.29513478,0.48314911,0.3594501,0.29772689,0.47679951,0.6974904,0.40123522,0.29361716,0.30257921,0.40497828,0.42056913,0.45940642,0.44550859,0.60604833,0.43423437,0.336521,0.34095611,0.32165468,0.39349167,0.81729762,0.50473876,0.43919988,0.40170734,0.27709325,0.73944671,0.46770312,0.22608068,0.28031617,0.31923165,0.46720907,0.29618468,0.35334805,0.28496862,0.3498276,0.32411046,0.35993379,0.49351253,0.53428416,0.34741682,0.31012006,0.27314113
121,1,0.30106176,0.4708269,0.48425792,0.67204932,0.37425879,0.35153347,0.27519138,0.44777666,0.32401507,0.44885048,0.45148576,0.39596762,0.45573643,0.44472553,0.29261907,0.4580892,0.39401746,0.27490318,0.44095769,0.65123694,0.32435791,0.31089188,0.24799495,0.39051556,0.38494274,0.4667029,0.43361129,0.61577647,0.459079,0.30727393,0.3221382,0.33000719,0.37509932,0.88762532,0.46885089,0.41723662,0.34782031,0.28468146,0.74255941,0.41729469,0.204435,0.25440252,0.26802587,0.35147009,0.28324157,0.34303279,0.21396762,0.29979459,0.32083759,0.36978188,0.49148001,0.50472633,0.34483045,0.30407945,0.25833054
121,2,0.29278889,0.45945274,0.47038614,0.65748679,0.36409255,0.32495336,0.2506673,0.46846062,0.32840318,0.44884209,0.44023586,0.34283214,0.44479211,0.43273201,0.28935206,0.45044446,0.44559428,0.25184374,0.39741137,0.57140305,0.28611132,0.31979077,0.22005651,0.36491489,0.29447103,0.47740104,0.40054491,0.6150968,0.44040434,0.28520621,0.31076054,0.3211223,0.36932635,0.92623073,0.42340739,0.40280985,0.32317457,0.27722301,0.72602601,0.37253404,0.20554976,0.22442631,0.25003423,0.35905622,0.26892688,0.335,0.19219029,0.30184139,0.32162351,0.36430218,0.48479343,0.49035954,0.33881474,0.29877428,0.24688569
122,0,0.29201026,0.37737176,0.43085799,0.64298297,0.35944993,0.29530632,0.23609512,0.49298616,0.33507503,0.4499077,0.36109861,0.26050751,0.44242424,0.42100627,0.31441809,0.43568834,0.4531789,0.23392827,0.3849184,0.47556488,0.28349778,0.35649209,0.21619672,0.30691994,0.19471885,0.53247185,0.36836196,0.59698613,0.34002246,0.25904275,0.30649283,0.3038777,0.35292029,0.97598384,0.39052248,0.39469251,0.28094863,0.20052524,0.658009,0.34871322,0.20201299,0.18233894,0.24048688,0.47477275,0.25169516,0.32015763,0.16925669,0.3234759,0.31062066,0.33926819,0.45910901,0.48052084,0.34332971,0.30160915,0.21940999
122,1,0.30041586,0.32967061,0.37702419,0.58022314,0.36993795,0.29742557,0.2440756,0.53531677,0.31736713,0.45128377,0.31816277,0.27307861,0.44824524,0.40665915,0.34444723,0.42344438,0.41943422,0.22362351,0.43707986,0.41483433,0.28629962,0.37819638,0.22146336,0.27090168,0.23106307,0.54982237,0.34024108,0.58412055,0.3242456,0.24817442,0.33622773,0.2897482,0.35973291,1,0.44862871,0.40146664,0.27186085,0.18629426,0.65985858,0.38809838,0.20214933,0.21235764,0.24613922,0.49955112,0.24601565,0.2880454,0.16150644,0.33845646,0.30160952,0.31332388,0.45652066,0.45139077,0.35916725,0.30624804,0.20563191
122,2,0.30576004,0.2858981,0.30234167,0.51699941,0.37778289,0.3027386,0.26584242,0.59523242,0.27222455,0.44400067,0.27725968,0.31156482,0.45668076,0.38711155,0.36291094,0.41108449,0.37959876,0.21919515,0.46336522,0.3481111,0.28525269,0.38130835,0.24218121,0.25080903,0.26115194,0.54594769,0.34141347,0.58928326,0.37055784,0.24943246,0.38550196,0.28931655,0.37008706,0.97740536,0.48732859,0.40860379,0.27668766,0.22309831,0.70001917,0.42944225,0.21437966,0.27355941,0.26971472,0.49614521,0.24095431,0.24395965,0.15534853,0.33611621,0.31024385,0.28189986,0.45701012,0.41028316,0.37780829,0.30839148,0.21754609
123,0,0.29141745,0.26339852,0.21094968,0.34613623,0.3720141,0.2848071,0.28511618,0.67672137,0.21240509,0.42657325,0.25552797,0.36975354,0.44569415,0.36137693,0.37372507,0.38521296,0.3627192,0.21935511,0.48226326,0.29274806,0.27267455,0.36107396,0.26059039,0.24788323,0.28354982,0.44711814,0.34948811,0.62405602,0.47529015,0.26049943,0.45500217,0.30182014,0.35854957,0.90924734,0.49053984,0.40630219,0.25932887,0.30643886,0.77397963,0.46577953,0.20792365,0.30554989,0.26379612,0.42990125,0.24561963,0.1993947,0.14642881,0.30779106,0.33789094,0.25616835,0.45804712,0.36481439,0.38634651,0.30680118,0.23322159
