,measure_number,beat_number,pid1263-25,pid50848-12,pid51495-05,pid5667230-13,pid5667269b-39,pid6100022-10,pid610003-27,pid9048-25,pid9049-25,pid9050-25,pid9054-25,pid9055-25,pid9057f-02,pid9057j-04,pid9058-25,pid9059-25,pid9060-25,pid9061-25,pid9062-25,pid9063-25,pid9065-19,pid9066-25,pid9067-24,pid9068-15,pid9070b-08,pid9071b-04,pid9072-25,pid9073-27,pid9074f-25,pid9075-25,pid9080-08,pid9089-09,pid9090-12,pid9092-12,pid9093-25,pid9094-25,pid9097-02,pid9098-09,pid9099-25,pid9101b-07,pid9103-13,pid9104-25,pid9105b-08,pid9111-25,pid9113-13,pid9118-25,pid9125-13,pid9127-08,pid9129-19,pid9133-14,pid9138-25,pid9139-25,pid9153-25,pid9165-05,pid9166g-04,pid9170-25,pid9174-25,pid917509-02,pid917813-04,pid9181-05,pid918726-08,pid918904-09,pid9192-25
30,11,2,0.55943155,0.52367194,0.34729974,0.54889478,0.43647128,0.49408670000000005,0.33724185,0.22299136,0.54995664,0.24068363,0.29785192,0.41864650000000003,0.50758577,0.3177439,0.52184981,0.37967761,1.0,0.6901871,0.28878159,0.45038707,0.54173696,0.7199631999999999,0.29737838,0.47641691,0.75744475,0.35410081,0.42457407,0.26166051,0.54494698,0.47640253,0.44978056,0.98276701,0.34141061,0.71382132,0.35422627,0.27221055,0.49854518,0.6750762,0.3784139,0.50386713,0.39060079,0.34654265,0.43797758,0.59725615,0.45342440000000006,0.70080396,0.71371141,0.4079687,0.38270335,0.41279626,0.56306778,0.32161597,0.33644176,0.35649053,0.40042906,0.29377316,0.45774336,0.44678075,0.32284018,0.57770802,0.26843468,0.53920473,0.48202322
31,12,0,0.54098151,0.50154521,0.32478036,0.53940012,0.43267219,0.48715763,0.34792627,0.23108551,0.56835525,0.24738238,0.3007475,0.43145488,0.52203543,0.27708962,0.50058256,0.38779505,0.99601759,0.6881298,0.28162806,0.44530083,0.57243882,0.73307873,0.2976284,0.47498971,0.76729311,0.3901538,0.41499790000000003,0.26909839,0.54489068,0.48511368,0.45146082,0.96431701,0.35282821,0.72922842,0.36318967,0.2761368,0.48437979,0.6849714,0.37947276,0.53196827,0.37085221,0.35798572,0.44575882,0.59034956,0.44898194,0.70815142,0.70117552,0.41139843,0.38217851,0.39091778,0.6097561,0.32288666,0.3436028,0.33991151,0.40644529,0.28993413,0.44609145,0.47236456,0.31731816,0.56829098,0.26564358,0.49791225,0.50025061
32,12,1,0.51002164,0.44602725,0.29410853,0.51507856,0.42220249,0.47132233,0.35931046,0.24180157,0.57211302,0.25524998,0.30220316,0.43540047,0.52555914,0.21535387,0.44800894,0.39815774,0.9897120999999999,0.65932769,0.26850975,0.43279234,0.59586097,0.72959124,0.29569969,0.45811033,0.76841426,0.41821476,0.39973143,0.27729181,0.53482218,0.48778421,0.43959875,0.90648428,0.36681215,0.72548591,0.36426714,0.26283913,0.47290391,0.69815457,0.37864758,0.55748141,0.35612484,0.37245396,0.44056744,0.56964856,0.44337780000000004,0.70622138,0.67076454,0.41228309,0.37933387,0.32687188,0.6491769000000001,0.32070677,0.34617282,0.30597713,0.40774182,0.2798837,0.41632559,0.49458258,0.30205839,0.54256104,0.25952427,0.44999679,0.52509398
33,12,2,0.44375492,0.40425162,0.27288114,0.48122152,0.40447997,0.45438962,0.36499403,0.25031284,0.56040613,0.25718495,0.2995751,0.43014532,0.51003279,0.18060187,0.40266539,0.39917756,0.98340662,0.63013741,0.25364514,0.40911992,0.60452728,0.70928678,0.29218516,0.43812268,0.75166962,0.43965119,0.37169115,0.27908831,0.52408745,0.48179066,0.39371787,0.8354688,0.37980098,0.69633808,0.35522943,0.24515667,0.44569296,0.70830028,0.37429531,0.57477442,0.33685865,0.3843198,0.43158459999999993,0.53347115,0.44000128,0.68991588,0.64154702,0.40668935,0.37518763,0.29090745,0.68259649,0.31705901,0.3434198,0.28237749,0.39912322,0.26515541,0.38280789,0.50851848,0.28630381,0.49826607,0.25466142,0.4054153,0.54152535
34,13,0,0.40104249,0.35929414,0.25595607,0.4382439,0.39038879,0.43606022,0.36792968,0.26977853,0.54043937,0.25727335,0.29424029999999995,0.4175735,0.47600695,0.16298767,0.35949246,0.39084629,0.97262092,0.59315271,0.23732879,0.37782154,0.60455039,0.67525702,0.28628473,0.41042953,0.70734796,0.45085781,0.33947965,0.27693922,0.51004035,0.46638639,0.35656426,0.73383312,0.38819832,0.65152364,0.33521271,0.22243982,0.40677642,0.7147091999999999,0.36519644,0.58382747,0.32121035,0.39451334,0.42498163,0.50184176,0.4383545,0.65631988,0.60043073,0.3956788,0.36759843,0.26471272,0.70555525,0.31266637,0.3366725,0.27932215,0.38783696,0.24770996,0.34787058,0.51289591,0.26728352,0.45444943,0.2515634,0.36505428,0.55281096
35,13,1,0.35241935,0.31444637,0.25241602,0.36582329999999996,0.36665679999999995,0.41944495,0.36494282,0.28631443,0.50691574,0.24264807,0.29007003,0.39657824,0.41297166,0.16081732,0.31316734,0.37250596,0.95021986,0.53153482,0.21864546,0.34521934,0.5911465,0.59545129,0.2778627,0.38905585,0.6464833000000001,0.46348524,0.31334452,0.25768133,0.48661912,0.43703754,0.31479624,0.61064161,0.38949895,0.57649598,0.29153818,0.20463317,0.33924196,0.71816417,0.3417117,0.58247893,0.30356673,0.40346674,0.42119017,0.47710957,0.44076083,0.59557023,0.56484207,0.38449132,0.35620939,0.26975266,0.72532071,0.31042075,0.32721992,0.29332999,0.3760097,0.22678057,0.31509034,0.50306325,0.25592281,0.38134529,0.24812008,0.33079591,0.56083869
36,13,2,0.24370574,0.26851970000000003,0.27726098,0.26991770000000004,0.34192816,0.41754943,0.3259942,0.32067733,0.44880763,0.21933995,0.29815092,0.37096147,0.39613615,0.14955534,0.27040938,0.32950901,0.90234796,0.46089589,0.20129815,0.28781747,0.55660835,0.5115376,0.26841917,0.36277618,0.54626553,0.47105104,0.28537138,0.22343855,0.43200713,0.37297861,0.26559248,0.44707429,0.38409567,0.43508666,0.21420212,0.21777799,0.25161753,0.71641059,0.30763108,0.54966782,0.28560152,0.39263435,0.42091018,0.48794399999999993,0.4633178,0.45720637,0.52140165,0.36058523,0.33634942,0.41233103,0.72548588,0.31657702,0.32757798,0.31964271,0.3773342,0.21004014,0.31790192,0.45147963,0.26645225,0.2831988,0.24770765,0.29443695,0.56985214
37,14,0,0.19921322,0.24297339,0.31169251,0.21166429,0.33255378,0.43782877,0.30640041,0.3553481,0.37889146,0.20236715,0.31483201,0.35452856,0.44795184,0.14422212,0.24556699,0.30185871,0.86451506,0.422933,0.19615393,0.27041288,0.53227335,0.41007948,0.26925495,0.35150268,0.46593805,0.44085888,0.29729752,0.20400437,0.39634043,0.31615095,0.25677743,0.44222568,0.38732542,0.27637168,0.19622887,0.25226404,0.11707504,0.71156737,0.30279685,0.49296976,0.29101009,0.37525366,0.42887808,0.53785003,0.47407927,0.35206581,0.46975951,0.34461381,0.32018432,0.47909074,0.70891373,0.32696163,0.34503501,0.31982636,0.39487921,0.21730136,0.3591722,0.38540229,0.2739139,0.21159940000000002,0.26577786,0.30513908,0.58099574
38,14,1,0.17772423,0.25393618,0.34735142,0.22108413,0.3309552,0.47478687,0.30952381,0.40243321,0.31083972,0.19634613,0.35086159,0.36630618,0.50420888,0.14835107,0.25594127,0.27931573,0.80388285,0.41425355,0.19994109,0.28650686,0.5144323000000001,0.40045145,0.28547039,0.36331824,0.36320374,0.40613789,0.33154847,0.19534923,0.36892184,0.29173281,0.2682884,0.48016746,0.40763792,0.24087252,0.23851941,0.3066966,0.14581738,0.70506451,0.32512779,0.45121468,0.30603713,0.36073844,0.44281898,0.59773539,0.49662986,0.30846023,0.43074300000000004,0.34257911,0.31163992,0.54981779,0.68298189,0.34827854,0.37620942,0.31772268,0.40962597,0.23514306,0.42715708,0.29906401,0.27820881,0.17753861,0.30160176,0.33927539,0.6090218000000001
39,14,2,0.17458694,0.28696169,0.36365633,0.25658029,0.33685613,0.49982768,0.35376344,0.42768895,0.25648215,0.22413319,0.38924384,0.40192633,0.52073851,0.19279022,0.28828505,0.25913315,0.75703974,0.42099216,0.21373267,0.32505772,0.50521134,0.40724456,0.30890064,0.37875669,0.33576383,0.41340177,0.34640369,0.2203996,0.35097119,0.28456881,0.28537931,0.52352254,0.43711592,0.27146818,0.27610998,0.35075468,0.15022014,0.69688113,0.35676939,0.42705007,0.31484432,0.38514656,0.45743651,0.64916369,0.51284228,0.33063572,0.4152369000000001,0.35433821,0.31580715,0.57163165,0.653141,0.36382259,0.39148631,0.32160447,0.42066039,0.25236208,0.46330199,0.27480382,0.30034636,0.19460887,0.31866488,0.37697694,0.6290619000000001
40,15,0,0.1838808,0.34014812,0.37170543,0.2944025,0.34436550000000005,0.51879195,0.39551118,0.44600258,0.24016476,0.26344171,0.40783697,0.44076546,0.53133412,0.25305701,0.34207964,0.24725718,0.73118726,0.43463240000000003,0.22084412,0.37066413,0.49734233,0.43043743,0.32811629,0.40079594,0.31030811,0.44123184,0.37856483,0.26011585,0.34829689,0.2847908,0.29882132,0.58145263,0.46534567,0.31644653,0.33114434,0.38094192,0.15878637,0.67760219,0.3792902,0.41487357,0.33862739,0.41022172,0.48067523,0.69538621,0.52032297,0.36444468,0.40449569,0.37309289,0.32528578,0.57740818,0.63541265,0.37703338,0.40115372,0.34244929,0.42401828,0.27017806,0.49413717,0.26082065,0.32476002,0.23153961,0.33147899,0.41613028,0.64159218
41,15,1,0.19478757,0.390683,0.37273902,0.37151602,0.34517466,0.52006167,0.43287250000000005,0.45556659,0.24054054,0.29472547,0.42141002,0.47152754,0.52186414,0.27828066,0.39103024,0.23174603,0.69678088,0.44102166,0.24453492,0.41806329,0.47945506,0.46833981,0.34241732,0.42881158,0.32873044,0.47211665,0.39752413,0.29299026,0.35220982,0.28949953,0.32581818,0.63218771,0.48740398,0.35373499,0.38347576,0.39139282,0.17106623,0.63218655,0.40732438,0.40568171,0.37129075,0.41822623,0.50376229,0.72665852,0.51078062,0.38958844,0.39246231,0.38920721,0.32677632,0.52339045,0.62137312,0.37468917,0.4045592,0.37416312,0.42220875,0.27659016,0.51014934,0.25954429,0.35873330000000003,0.26953662,0.33636102,0.47875634,0.65222621
42,15,2,0.20236035,0.41545213,0.36900517,0.44528328,0.34155319,0.51510067,0.48914491,0.45541762,0.25433589,0.34736273,0.43624989999999997,0.51024839,0.4956076,0.28578424,0.41557737,0.21969734,0.68234464,0.44443754,0.25540197,0.44750102,0.47170159999999994,0.49165035,0.34175298,0.43957047,0.33549766,0.50461763,0.40105749,0.35064641,0.35665759999999996,0.29768599,0.33099687,0.64293642,0.51347765,0.39864505,0.40195059,0.38542224,0.17847435,0.60207298,0.42287863,0.40167576,0.38434439,0.40921646,0.51847315,0.74729374,0.4896215,0.43624215,0.38821788,0.41687649,0.32110804,0.49748003,0.5943951999999999,0.358937,0.40216423,0.38590033,0.41442962,0.26951420000000004,0.50966077,0.25920393,0.38555171,0.294858,0.33998657,0.49547119,0.64995406
43,16,0,0.20541896,0.42474170000000006,0.36745478,0.49870095,0.33341228,0.50195901,0.51616317,0.44560532,0.2644385,0.37271388,0.44190731,0.51686381,0.46240151,0.28578424,0.42497007,0.20865203,0.66287231,0.44157286,0.25577016,0.46470868,0.45930299999999996,0.4982937,0.33502393,0.43887059,0.36372802,0.51836394,0.39615611,0.37893721,0.35770855,0.30510561,0.33104702,0.63680265,0.52170915,0.42320353,0.40726361,0.37112151,0.17727795,0.5966348000000001,0.43072148,0.39929598,0.39038883,0.39639233,0.52138966,0.74838376,0.46528372,0.45458418,0.38672828,0.42605648,0.31517734,0.48336823,0.57000496,0.33720383,0.39271165,0.38590033,0.39589591,0.25792507,0.50080199,0.2590243,0.39605146,0.30304933,0.34212546,0.52460333,0.64181773
44,16,1,0.20494689,0.42657036,0.35572351,0.55366932,0.31563055,0.47061491,0.53415259,0.42364684,0.27248157,0.39115018,0.44662051,0.50933592,0.43548427,0.28578424,0.42648631,0.20151328,0.62575292,0.43256735,0.26752088,0.47379465,0.43041529,0.50525798,0.32071577,0.42739811,0.39932247,0.51907434,0.37803609,0.40403794,0.35292296,0.31322481,0.32660815,0.6109336999999999,0.51903806,0.46002759,0.40199703,0.34021781,0.18164242,0.55735669,0.43689937,0.39787804,0.40197340000000004,0.38620819,0.50335398,0.72427175,0.42624625,0.46693643,0.38690775,0.43168425,0.3034524,0.40651573,0.5143974,0.31366320000000003,0.37510344,0.38590033,0.36462084,0.23755146,0.48056785,0.26739151,0.4035329,0.31002491,0.34279685,0.5550909,0.61854482
45,16,2,0.20425846,0.42170614,0.34516796,0.60097259,0.30494375,0.44468529,0.5384878000000001,0.4044493,0.27622489,0.39696493,0.44843025,0.49685705,0.41643420000000003,0.28669737,0.42184981,0.20092113,0.59503858,0.42393448,0.27534768,0.47437186,0.38770770000000004,0.51081015,0.30499321,0.41382599,0.43882884,0.51383512,0.35858162,0.41302048,0.34473116,0.31957487,0.32145455,0.5898744,0.50603177,0.47432833,0.39069292,0.31593428,0.20096669,0.51759843,0.43613261,0.39763014,0.40747698,0.38666855,0.48237847,0.69055629,0.39651497,0.46251729999999996,0.39447236,0.42960191,0.29246224,0.36016128,0.47293399,0.29662939,0.35282463,0.38654312,0.3426546,0.22242178,0.45589971,0.27948379,0.4058288,0.31116094,0.34246115,0.57393204,0.58664272
46,17,0,0.20366837,0.40712261,0.32795866,0.63482283,0.28998421,0.38854526,0.53847073,0.37710796,0.27772800000000003,0.3971712,0.44723424,0.47066577,0.41373024,0.28669737,0.40833932,0.20937577,0.5694267,0.41444764,0.28009215,0.46992394,0.34275843,0.51896188,0.28797057,0.39051736,0.47176964,0.47836819999999997,0.32966009,0.41589154,0.33347096,0.3224741,0.32126646,0.55456139,0.48345845,0.48846516,0.37816273,0.29187046,0.23310681,0.4820258,0.42983058,0.39963312,0.41578717,0.38851935,0.44729873,0.63927833,0.37055595,0.45308008,0.41880833,0.4241919,0.27731533,0.32240056,0.42080053,0.28184119,0.32422024,0.38654312,0.31914933,0.21380198,0.41264749,0.30412215,0.40541316,0.30972596,0.34076348,0.58692747,0.55190878
47,17,1,0.20411094,0.37024778,0.31396641,0.65238387,0.27522202,0.3215672,0.53154122,0.34455259,0.27687527,0.38650427,0.44276497,0.43931227,0.43831058,0.30053994,0.37429575,0.23415577,0.52021903,0.40838444,0.28388984,0.45422382,0.31122461,0.5370090999999999,0.27912708,0.35509126,0.5367156,0.45059141,0.29352077,0.40910007,0.31206719,0.32620745,0.34430094,0.52174082,0.45606669,0.50062147,0.35770946,0.28117119,0.28297282,0.44644274,0.39909449,0.40980664,0.42122497,0.38381248,0.42144682,0.59403308,0.34097147,0.44240496,0.45391242,0.423246,0.26652461,0.301375,0.37787259999999995,0.27722946,0.29661044,0.39762918,0.30127787,0.20870729,0.36013090000000003,0.32500709,0.40134587,0.30481315,0.34089776,0.6016701999999999,0.49388522
48,17,2,0.20487805,0.34163847,0.30466408,0.65260151,0.27156108,0.29195538,0.52172726,0.31212633,0.27353664,0.37324428,0.43682429999999994,0.40433423,0.46695297,0.30294849,0.34733062,0.2510815,0.49420061,0.40679295,0.2869932,0.42634796,0.29210095,0.57742546,0.27912708,0.32431728,0.56966446,0.41645651,0.26659673,0.39497146,0.2753683,0.33298803,0.37205016,0.48524973,0.42898045,0.51915643,0.33797139,0.2800535,0.30929364,0.44264331,0.37739886,0.44152702,0.42381962,0.37824126,0.42739649,0.5442398,0.33078445,0.42603290000000005,0.4815865,0.43354883,0.26406836,0.31087333,0.33279194,0.28390058,0.2883275,0.39976626,0.28939465,0.21205228,0.32299041,0.32935615,0.39343889,0.29755855,0.34492615,0.61076636,0.43978782
49,18,0,0.20608773,0.28781201,0.30157623,0.64150173,0.26781133,0.28120805,0.51024066,0.28740689,0.27915884,0.35219527,0.42907388,0.33643123,0.5052611,0.30374252,0.30426143,0.27259643,0.45684892,0.40544212,0.29100128,0.40308298,0.27420212,0.60463002,0.28658476,0.30114588,0.62576222,0.38720563,0.25519094,0.37211216,0.25869382,0.33658012,0.41018182,0.47489047,0.39807961,0.5552156,0.33220323,0.28119985,0.34066807,0.44349923,0.34780926,0.48261775,0.42582225,0.38171740000000004,0.45661989,0.50249953,0.3210187,0.41466564,0.50364322,0.44318476,0.26559039,0.32715619,0.3212575,0.28919147,0.29003024,0.39976626,0.28681093,0.21801667,0.31116335,0.3355772,0.38248392,0.28680618,0.35117974,0.61501895,0.40372567
50,18,1,0.20771046,0.26638018,0.30497416,0.61341903,0.26504835,0.27604752,0.49655231,0.25662926,0.2949776,0.34117474,0.42019828,0.27777121,0.55527823,0.30980361,0.27249222,0.29640595,0.42886418,0.40360219999999997,0.29611395,0.38206573,0.26518916,0.63279737,0.29894278,0.28633182,0.67572996,0.37926686,0.24792279,0.36261753,0.25416158,0.33781111,0.45085893,0.47168727,0.38028979999999996,0.57676915,0.33159948,0.28567062,0.37142994,0.44716296,0.32287863,0.52994546,0.42550797,0.39508643,0.48564496,0.47833114,0.30835514,0.40719838,0.51584709,0.4501395,0.27000955,0.34098369,0.334785,0.29555587,0.29411999,0.39976626,0.28589684,0.22516468,0.31364307,0.34608112,0.36914399,0.27632287,0.36285248,0.61412604,0.37493108
51,18,2,0.21076908,0.23121514,0.31302326,0.59938108,0.26343991,0.27347179,0.48428059,0.24560532,0.31597052,0.32333759,0.41570541,0.25653092,0.60885577,0.30980361,0.23807358,0.31987006,0.41515805,0.40411459,0.29964864,0.36426049,0.2590303,0.64673663,0.31207943,0.27895567,0.7002823,0.38145136,0.24056232,0.34672599,0.25706109,0.33861832,0.50008777,0.47921332,0.36728352,0.59003182,0.33480401,0.30062094,0.39560681,0.45180786,0.3085658,0.5605057,0.42251864,0.41446825,0.52516945,0.45284721,0.29701283,0.40762432,0.52172469,0.45541341,0.27851197,0.35482412,0.35736387,0.30228176,0.30145608,0.39976626,0.28694152,0.23326472,0.32503687,0.36132174,0.35376546,0.26571998,0.37501439,0.6062504,0.35385515
52,19,0,0.21305075,0.20620828,0.32028424,0.58427532,0.26318334,0.27501359999999997,0.47098481,0.24066938,0.34278075,0.31043119999999996,0.41531985,0.25602399,0.65612,0.30980361,0.21171495,0.34293939,0.40742554,0.40876485,0.30321488,0.35418308,0.25661529,0.66247312,0.32234445,0.27551805,0.70821907,0.38828899,0.23791020000000004,0.33505709,0.26322605,0.33948608,0.52568025,0.50128517,0.35934008,0.59952467,0.33899313,0.3119125,0.40234495,0.45536721,0.30492917,0.58162618,0.41795790000000005,0.42857009,0.55401953,0.43359331,0.287796,0.40942125,0.52405779,0.46127935,0.28425373,0.36270709,0.38248637,0.30902957,0.30910248,0.39976626,0.29178248,0.24016056,0.34188791,0.3787747,0.34365166,0.25876432,0.38421255,0.5969293999999999,0.34366385
53,19,1,0.21930566,0.18017738,0.32746770000000003,0.56509556,0.26588711,0.28108108,0.45087899,0.23969610000000002,0.37066773,0.29493174,0.42075694,0.26943224,0.68889786,0.30980361,0.18782220000000002,0.36589358,0.40944163,0.42282431,0.30629721,0.34854679,0.25593354,0.68390085,0.33739553,0.27822835,0.70930795,0.40885518,0.23932018,0.3197448,0.27163367,0.34159155,0.56193103,0.53607244,0.35161487,0.61459031,0.35035296,0.34039931,0.40625,0.4609724,0.30628743,0.60496777,0.40184184,0.4703401,0.58866762,0.40844766,0.27695155,0.42173357,0.5267229,0.47181354,0.30287508,0.37519061,0.41877443,0.32171455,0.32322565,0.39976626,0.30043839,0.24967579,0.37390302,0.40668432,0.33296388,0.24896861,0.39522348,0.58062568,0.33756578
54,19,2,0.22492132,0.17595319,0.33232558,0.55604979,0.27253799,0.29064029999999996,0.44027991,0.24576423,0.39563521,0.28957863,0.43181210000000003,0.28401487,0.70049675,0.30980361,0.18357673,0.38549223,0.42011118,0.43816474,0.30811715,0.34820725,0.26046313,0.69997967,0.35046789,0.2848909,0.6978303000000001,0.42888857,0.2440705,0.31501847,0.27660693,0.34370375,0.58163009,0.5700516,0.35541201,0.62341387,0.36314323,0.36038403,0.40083270000000004,0.46446912,0.31074923,0.6219534000000001,0.38395702,0.4966366,0.61611778,0.38917497,0.27242612,0.43170323,0.52933417,0.48036067,0.3120178,0.38373265,0.44778396,0.33147477,0.3375557,0.39976626,0.31051208,0.25672602,0.43850479,0.42747471,0.33004453,0.24914798,0.40340495,0.5643862,0.35215103
55,20,0,0.22987805,0.17925391,0.33536176,0.55060872,0.28081705,0.30047161,0.43346988,0.25330221,0.40997254,0.28926432,0.44202534,0.30724062,0.69012137,0.30980361,0.18658527,0.39378238,0.43327802,0.45690552,0.3092007,0.35066549,0.26897922,0.72104368,0.36133295,0.29198573,0.67447975,0.44995205,0.25054133,0.3151276,0.27945951,0.34475313,0.59579937,0.60052575,0.36648918,0.6302979000000001,0.37821847,0.37633741,0.38975881,0.46690117,0.31221703,0.63241448,0.37452127,0.50701804,0.64005646,0.37835933,0.27306440000000004,0.44566606,0.534458,0.48852671,0.32244114,0.39001318,0.47605021,0.34430216,0.3528485,0.39976626,0.32237664,0.26051359,0.48508481,0.44632694,0.331905,0.25395117,0.4080376,0.54619387,0.3775708
56,20,1,0.2313926,0.18424614,0.33715762,0.54518806,0.28690547,0.30778161,0.43137054,0.25748336,0.41597774,0.29241725,0.45165631,0.32135857,0.67000685,0.30980361,0.19182029,0.39328070000000004,0.44455322,0.47458272,0.30939006,0.35235638,0.27803841,0.73597783,0.36899064,0.29690545,0.63287627,0.46282812,0.25486362,0.31760409999999994,0.28024772,0.34350868,0.59839498,0.62640444,0.37721718,0.63405406,0.38583504,0.38074131,0.37592841,0.46712037,0.31043523,0.63489341,0.36657652,0.51094513,0.64940095,0.37525841,0.27580264,0.45246779,0.53816403,0.49430419,0.32490789,0.39205500000000004,0.49034301,0.35248497,0.36257957,0.39976626,0.33114448,0.26152738,0.50940265,0.45462797,0.33437902,0.258286,0.40540955,0.53452174,0.39054381
57,20,2,0.2304288,0.19417573,0.33883721,0.53492485,0.29734557,0.31681479999999995,0.43225806,0.26072102,0.41907790000000006,0.29837933,0.46165709,0.33698885,0.63506338,0.30980361,0.19987232,0.38679990000000003,0.45820128,0.48703517,0.30807507,0.35292001,0.28894641,0.75076222,0.37239803,0.30168794,0.58460236,0.47444322,0.25789341,0.3230272,0.28067937,0.33729988,0.59153605,0.64472787,0.38894029,0.63173207,0.38973621,0.37814291,0.35545559,0.46308087,0.30644808,0.62673277,0.35673147,0.50559,0.65108086,0.37419658,0.27850259,0.46219785,0.5431083999999999,0.49504593,0.32393169,0.38916027,0.51443044,0.35929849,0.36722629,0.39976626,0.33693685,0.25997839,0.53491888,0.45858939,0.3346858,0.26116592,0.38991943,0.52248346,0.40542979
58,21,0,0.22515736,0.19914968,0.33875969,0.52197511,0.30183541,0.31995284,0.43454514,0.25946966,0.41670762,0.30309400000000003,0.46548902,0.34432241,0.60018108,0.30980361,0.20428537,0.37705403,0.46351946,0.49431721,0.30463506,0.3516094,0.29249382,0.75942745,0.37055504,0.30424729,0.54685433,0.47724932,0.25718842,0.32735897,0.28232148,0.32992735,0.57992476,0.65072534,0.39432612,0.62484805,0.38867732,0.37373901,0.34322358,0.45751743,0.30201548,0.61515121,0.34551235,0.49996242,0.64173637,0.37414959999999997,0.27905151,0.46591151,0.5485821999999999,0.49083362,0.32146494,0.38392649,0.5282111999999999,0.36002147,0.36716264,0.39976626,0.33961384,0.25641210000000003,0.54952987,0.45674577,0.33091539,0.26140508,0.37764243,0.51435087,0.41299808
59,21,1,0.21420142,0.20139892,0.33693798,0.49893219,0.30261496,0.31939053,0.43739546,0.25230907,0.40807198,0.30687555,0.46592966,0.35043934,0.55652621,0.30980361,0.20502753,0.36209392,0.46702066,0.49684031,0.29707126,0.34726334,0.30159922,0.75906373,0.36195443,0.30407575,0.49390224,0.46980784,0.25289971,0.32975151,0.28653467,0.31738867,0.55093417,0.64496154,0.39787884,0.60154617,0.37947241,0.36317348,0.32178407,0.43804017,0.29395356,0.58764502,0.32517907,0.48037392,0.6156978,0.37207292,0.27748771,0.47182142,0.56180905,0.47585573,0.31349785,0.36962084,0.53780213,0.35480726,0.36139402,0.39976626,0.33966981,0.24837896,0.55810288,0.44729129,0.32030678,0.25908321,0.35588912,0.50061669,0.42640548
60,21,2,0.20848741,0.20006400000000002,0.33399225,0.4801061,0.29945727,0.31543624,0.43649087,0.24280465,0.39390808,0.30559866,0.46063420000000005,0.35199392,0.51349533,0.30980361,0.20267337,0.34846616,0.46604995,0.49435603,0.28475247,0.34160668,0.30496175,0.75069803,0.35182513,0.30168794,0.44636232,0.4586545,0.24668065,0.32709872,0.29117012,0.30291941,0.52880251,0.63521566,0.39682263,0.57716526,0.37029537,0.3549102,0.30455590000000005,0.42539977,0.29186505,0.55721368,0.31588218,0.46745584,0.58950758,0.36749671,0.274775,0.47742519,0.57624731,0.46357945,0.30579319,0.35902406,0.53911799,0.34707358,0.35209262,0.39976626,0.33875571,0.23851894,0.55590892,0.43403612,0.30958931,0.25513702,0.33674468,0.48867476,0.42865258
61,22,0,0.19641031,0.19575752,0.32719638,0.45305039999999996,0.29305309,0.30676583,0.43015873,0.23019168,0.37200462,0.29970533,0.44928004,0.34942548,0.46018695,0.30980361,0.19743037,0.32874414,0.46176056,0.48645292,0.27310695,0.33273122,0.30511197,0.7307573,0.33538824,0.29708385,0.40009679,0.43879871,0.23814520000000003,0.31966085,0.29548653,0.28733351,0.49558621,0.61040794,0.38819832,0.54095584,0.35121679,0.34284486,0.28332695,0.40091228,0.28846209999999994,0.5170352,0.29979535,0.45498873,0.55291126,0.35841007,0.26950916,0.48261633,0.60379576,0.44066689,0.2935749,0.34440826,0.53387656,0.33219775,0.33788192,0.40029218,0.33564966,0.22724372,0.54509587,0.41001229,0.29626917,0.24930742,0.30430654,0.47170296,0.42567037
