,,pid1263b-01,pid52932-16,pid610003b-05,pid9048b-05,pid9049b-01,pid9050b-01,pid9054b-01,pid9055b-01,pid9056-10,pid9058b-01,pid9059b-05,pid9060-30,pid9061-30,pid9062b-04,pid9063b-05,pid9064-12,pid9066b-01,pid9069-01,pid9070b-13,pid9072b-05,pid9073b-05,pid9074g-01,pid9075b-01,pid9085-03,pid9088-17,pid9093b-07,pid9094b-01,pid9099b-05,pid9101b-12,pid9104b-01,pid9111b-03,pid9112-09,pid9117-05,pid9118b-05,pid9120-09,pid9121-09,pid9134-07,pid9138b-01,pid9139b-01,pid9153b-01,pid9166j-01,pid9170b-01,pid9174b-01,pid917509-08,pid9192b-01
81,0,0.43526742,0.44230988,0.54669406,0.74727565,0.81776295,0.49143168,0.81904294,0.26777178,0.68186625,0.34169019,0.64964769,0.54376503,0.75164326,0.52312626,0.73415677,0.37878591,0.57537496,0.36309741,0.29654398,0.78254973,0.58378946,0.75610478,0.73844264,0.87191914,0.24755882,0.27270037,0.78539617,0.83919472,0.69560939,0.54830261,0.73580746,0.69954093,0.62318897,0.90930745,0.66756464,0.71225749,0.90848519,0.23318633,0.61972227,0.78841548,0.5142843,0.81015563,0.57335369,0.45122793,0.67423819
81,1,0.46603728,0.55715445,0.54839265,0.81458241,0.83881474,0.49130739,0.91117036,0.25797022,0.72135539,0.36192374,0.5684348,0.55102213,0.80713472,0.5555054,0.86585196,0.5303198,0.5981165,0.39104205,0.33364606,0.81678448,0.58220687,0.78920895,0.75278801,0.89503884,0.25218958,0.348582,0.79062779,0.74644558,0.74230019,0.67915396,0.84361889,0.79704157,0.65763176,0.82828621,0.63728247,0.74354046,0.99498861,0.33095531,0.71031355,0.87457356,0.5183627,0.87599761,0.50625091,0.50589085,0.59174016
81,2,0.47787682,0.60583557,0.56782316,0.88048514,0.90435335,0.51550532,0.97046029,0.27229999,0.78965363,0.43011788,0.50534399,0.55508658,0.84045541,0.61244803,0.96840084,0.66789812,0.64544123,0.49970401,0.38966402,0.83437449,0.59143132,0.82075537,0.79253255,0.89998234,0.27309262,0.4340074,0.78708639,0.71314009,0.76047526,0.73126906,0.898009,0.82012242,0.68317018,0.81939291,0.63009537,0.81776486,0.9922779,0.44007393,0.72618055,0.92160848,0.52897446,0.91196129,0.530157,0.57865169,0.57453933
82,0,0.46696921,0.60297865,0.58570428,0.90838202,0.95042898,0.53647945,0.99424642,0.3121826,0.83800169,0.52855166,0.49398306,0.5533189,0.85100569,0.68433306,1,0.76157539,0.75497733,0.63452599,0.43684548,0.84999178,0.59522602,0.85649639,0.8309015,0.88373941,0.35299878,0.50435676,0.77725809,0.71593852,0.74661654,0.71204084,0.91807155,0.81334694,0.71942204,0.83206856,0.66453643,0.91077336,0.93219818,0.53764836,0.72471941,0.92727009,0.52743021,0.92014166,0.58627708,0.62042536,0.65528788
82,1,0.4591248,0.58673809,0.61738073,0.94010217,0.97457896,0.57148295,0.98484423,0.35822127,0.86085393,0.62153965,0.54834138,0.56337783,0.85297913,0.75453142,0.98594623,0.80516722,0.91278689,0.75311221,0.49024938,0.89322703,0.62414969,0.88756418,0.85183002,0.87196328,0.46334829,0.57071928,0.77279556,0.7672542,0.76794765,0.68876807,0.91746129,0.7972541,0.76944162,0.87921624,0.74965097,0.97898972,0.87066059,0.60815877,0.74003442,0.90607534,0.52172837,0.93530527,0.68879198,0.64781701,0.78045458
82,2,0.4591329,0.57846766,0.63634068,0.94605307,0.98856053,0.59735104,0.98014314,0.41974757,0.84885798,0.6976147,0.6709445,0.57608826,0.84850095,0.81202043,0.95626746,0.80709578,0.95998605,0.807922,0.51785743,0.91887227,0.64513421,0.90958141,0.86278556,0.87981992,0.56798586,0.61318537,0.78629941,0.83869351,0.83195953,0.69977457,0.88938897,0.78118677,0.8104785,0.90843368,0.81158195,0.9803308,0.85102506,0.64273948,0.75549013,0.88495318,0.54152643,0.9615423,0.77656636,0.6937801,0.84598838
83,0,0.47423015,0.59572275,0.63631773,0.91448413,0.99904671,0.60163909,0.99480775,0.46188855,0.81077874,0.75826,0.814504,0.58225709,0.86026565,0.8637843,0.93060405,0.80496379,0.98628532,0.81549578,0.5227568,0.92068059,0.65357174,0.93960491,0.87118644,0.89380297,0.62749898,0.64762844,0.80835271,0.90610642,0.89728952,0.71376475,0.8601724,0.77987758,0.83546088,0.91237163,0.84943467,0.9458203,0.84986333,0.66431027,0.7781109,0.89576831,0.57561869,0.97825219,0.85215874,0.75394864,0.84182978
83,1,0.5256483,0.63783784,0.62585073,0.91803739,0.98554179,0.59427484,1,0.49515654,0.77464987,0.76226687,0.9410973,0.61994949,0.90603416,0.89939423,0.92728701,0.83757832,1,0.78038652,0.51958143,0.92684531,0.65123721,0.98712036,0.87924343,0.91913842,0.65915273,0.67187834,0.83503845,0.94361373,0.95590829,0.71151041,0.85422229,0.78176486,0.83467774,0.90234123,0.8889883,0.91300849,0.9007631,0.6994617,0.84490167,0.94868259,0.63640863,0.99166999,0.92673354,0.80345104,0.75184628
83,2,0.57792545,0.65260937,0.63821143,0.9822985,0.93636797,0.60518916,0.9606371,0.52093866,0.76198421,0.80922021,0.9658776,0.65776816,0.95286528,0.89773132,0.9669169,0.84091464,0.98311824,0.69151214,0.48638441,0.93843498,0.65591501,1,0.87713093,0.91587218,0.64224806,0.71391697,0.84723663,0.93459193,0.96890374,0.68353004,0.86925013,0.77026269,0.82762941,0.89276566,0.89424835,0.91211444,0.92030752,0.73487256,0.88677714,1,0.70667195,1,0.94490478,0.81548957,0.66090916
84,0,0.6010859,0.61361091,0.66308203,0.99859598,0.90181125,0.63066884,0.92071288,0.53294127,0.73013206,0.82448392,0.89486185,0.61880712,0.96356736,0.84785604,0.97433659,0.80858491,0.84544123,0.5958823,0.42692647,0.90473451,0.66499082,0.92985815,0.86985999,0.82827507,0.62350061,0.71899712,0.83716688,0.87820566,0.93047433,0.64452327,0.87138607,0.74284621,0.81188817,0.88882771,0.83405761,0.91694233,0.75756264,0.76133342,0.87426537,0.98294259,0.71986735,0.94902235,0.91982846,0.7982825,0.64645443
84,1,0.59718801,0.53863323,0.66265738,0.96230735,0.85605338,0.62073332,0.89875105,0.52310532,0.66224504,0.78795727,0.70721241,0.56485089,0.92159393,0.77167122,0.91489176,0.74926357,0.61921172,0.53828676,0.3540935,0.77132172,0.65177931,0.83122444,0.86175387,0.68678496,0.61830545,0.67105631,0.82143624,0.81759252,0.85679012,0.58314547,0.8435426,0.70101165,0.76666145,0.86292581,0.73581752,0.91980331,0.6141344,0.77469356,0.80646802,0.86245191,0.67122352,0.84527135,0.83551388,0.7524077,0.67432423
84,2,0.55773096,0.48049671,0.61526896,0.88685725,0.83293613,0.56454595,0.89489194,0.50384611,0.57360889,0.74798827,0.49197213,0.51114117,0.87256167,0.64038484,0.82778457,0.72739849,0.55372166,0.54323148,0.34949082,0.56957094,0.61827402,0.73101558,0.8461803,0.60830685,0.62812458,0.56439786,0.79846181,0.78831342,0.82069062,0.56406312,0.73037608,0.67016067,0.65835226,0.81353985,0.68554714,0.9310684,0.45472665,0.76710552,0.7302393,0.63273572,0.55486042,0.708749,0.71172409,0.71199839,0.64843335
85,0,0.46805511,0.45061277,0.54616612,0.78560551,0.85168414,0.4906704,0.89005052,0.51786635,0.4855837,0.7262051,0.48393635,0.4848064,0.82406072,0.53677396,0.7512919,0.73701684,0.58500174,0.55339079,0.41469008,0.44329278,0.56547171,0.62706466,0.80682879,0.63356285,0.64654563,0.44637896,0.78181899,0.81176176,0.83931124,0.5659329,0.41780456,0.65779138,0.58745399,0.74633136,0.67926458,0.93232007,0.37148064,0.74557364,0.643999,0.5121652,0.47879628,0.6497905,0.61237098,0.69035313,0.60352764
85,1,0.40048622,0.45607499,0.51624565,0.75481418,0.93462027,0.46313991,0.88696323,0.58984765,0.5347777,0.76688251,0.63224606,0.50238696,0.75901328,0.50219741,0.69934532,0.77854992,0.62745727,0.54001045,0.52913159,0.57900707,0.53401242,0.64548777,0.78919184,0.72506179,0.65129879,0.50163584,0.78146128,0.887311,0.87264457,0.59582284,0.41433366,0.65394882,0.68824497,0.70014124,0.71019565,0.92346893,0.43867882,0.70406641,0.60527313,0.61028526,0.49755494,0.61567239,0.59127053,0.68075441,0.63369183
85,2,0.39624797,0.49615291,0.53051153,0.75227614,0.97791548,0.48315078,0.88689307,0.65733512,0.59453426,0.87499031,0.76126197,0.5531265,0.75162808,0.54476779,0.68951641,0.83790382,0.65865364,0.52786628,0.60083393,0.71429393,0.52570604,0.67337046,0.80918693,0.7925053,0.64553244,0.58905055,0.80186908,0.95363796,0.89495034,0.62904787,0.50988634,0.65264813,0.78408646,0.73813229,0.73181595,0.9229325,0.53302961,0.67585447,0.63998355,0.72306743,0.56573946,0.62100958,0.66659398,0.68177368,0.72409837
86,0,0.40476499,0.52090739,0.57474378,0.70558694,1,0.53316243,0.86696604,0.70087469,0.60628349,0.95954397,0.84316365,0.55491222,0.73433776,0.60456111,0.71579958,0.88436813,0.68083711,0.51655785,0.60369658,0.82475752,0.5347731,0.67883561,0.81380496,0.8152101,0.63518292,0.65832306,0.81638347,0.99256537,0.90685046,0.66216019,0.57417805,0.6399728,0.84705145,0.78966079,0.72950546,0.93321413,0.61395216,0.6646994,0.69294211,0.78790738,0.61884775,0.63622306,0.74044192,0.67106742,0.78145838
86,1,0.40690438,0.51604578,0.6616015,0.61285654,0.98840165,0.6316554,0.7869071,0.7043253,0.56234139,1,0.87641517,0.54569505,0.67474004,0.66806034,0.79004015,0.89315648,0.68177189,0.49872029,0.52330206,0.90867993,0.57578911,0.67860064,0.80343896,0.78072034,0.61846865,0.69103987,0.81865498,1,0.8924812,0.67550723,0.62991075,0.58223242,0.8916125,0.84981926,0.70139613,0.92811802,0.68307517,0.65568455,0.7510201,0.77360819,0.63962582,0.62839186,0.80520424,0.61985554,0.82548218
86,2,0.40349271,0.49141303,0.71975531,0.58691449,0.93763902,0.69735104,0.70530452,0.66483246,0.48675862,0.97880348,0.84134273,0.53596681,0.59411765,0.70722176,0.87056564,0.86369924,0.62574119,0.4919126,0.38915083,0.94073648,0.6111218,0.66945436,0.79439941,0.71832627,0.58603971,0.66605836,0.80330889,0.98045276,0.8600854,0.67451266,0.64236784,0.50571283,0.89662464,0.87982668,0.65468489,0.89637908,0.71444191,0.63292042,0.78527594,0.69079625,0.61181944,0.59192937,0.84234627,0.55893258,0.82541048
87,0,0.42342788,0.44989043,0.73227669,0.57615751,0.86789005,0.70811777,0.55708672,0.55757701,0.41403092,0.88388953,0.76404085,0.45806878,0.50660342,0.71206794,0.93968226,0.80998454,0.57393791,0.49307913,0.2585759,0.87234917,0.61954184,0.60845009,0.77165316,0.60216278,0.52958656,0.57517468,0.76679485,0.94787403,0.79648195,0.66768333,0.61718667,0.4062059,0.84869606,0.88061667,0.58839839,0.84980778,0.72379271,0.58660743,0.78022145,0.55427161,0.54177391,0.51556265,0.83485972,0.48276886,0.75880118
87,1,0.46979741,0.41017775,0.70548944,0.56936419,0.78117255,0.66383127,0.55333287,0.45856404,0.37148698,0.73398639,0.65361412,0.40609668,0.39262998,0.66606485,0.98873953,0.72930263,0.53745378,0.48016018,0.23251544,0.75035344,0.59849611,0.55296319,0.68106116,0.48043785,0.44912961,0.47143444,0.72013951,0.88881464,0.70973731,0.6477324,0.51836143,0.30948738,0.69827708,0.82623944,0.50001966,0.80219043,0.70584282,0.50685518,0.68059269,0.4439428,0.44342704,0.40719274,0.79895334,0.40931782,0.62415573
87,2,0.4884765,0.36665855,0.68908884,0.55627437,0.76421195,0.63349647,0.61439096,0.41136752,0.35520256,0.61847363,0.5877286,0.39920034,0.33137002,0.56785842,0.99092179,0.65796241,0.52013952,0.45453991,0.23898645,0.62247246,0.58241672,0.50074841,0.58064358,0.38320092,0.39043248,0.38245787,0.67633697,0.80705037,0.59697392,0.61070813,0.42418949,0.27357817,0.59027332,0.76202332,0.44815652,0.77694233,0.6547836,0.4193722,0.52510472,0.40158235,0.38614136,0.32569334,0.7089766,0.34657303,0.55591884
88,0,0.47424635,0.34585667,0.63694896,0.51550367,0.76672228,0.5649732,0.6824586,0.37342229,0.31854498,0.54156843,0.55832476,0.40149711,0.32317268,0.44620501,0.96246508,0.60360485,0.49584932,0.40813964,0.24637158,0.52686175,0.55570517,0.46116961,0.43763203,0.39688383,0.30773834,0.28973284,0.56732248,0.65585164,0.48382066,0.54131415,0.36475704,0.32173765,0.51812985,0.683779,0.41028414,0.74654448,0.55927107,0.34159803,0.35738638,0.44233142,0.37619283,0.30148144,0.62614479,0.2879374,0.48509357
88,1,0.3762966,0.32283094,0.49028474,0.43719152,0.74205593,0.41517129,0.60602021,0.34647086,0.29481154,0.44782777,0.54447787,0.37146465,0.33775332,0.36892743,0.83101432,0.41208398,0.36132543,0.35485331,0.23390265,0.47836594,0.45845064,0.42110347,0.28038811,0.43806497,0.26655107,0.31029182,0.44205867,0.44967004,0.37229184,0.40109402,0.31371577,0.38298903,0.434247,0.5231968,0.36371055,0.69504694,0.45528474,0.29003826,0.27875488,0.46696668,0.37218373,0.28468176,0.55301643,0.23500803,0.34715709
88,2,0.31247164,0.36150475,0.40046597,0.38403301,0.68454878,0.32428338,0.40828656,0.32145682,0.28021901,0.38398362,0.48260629,0.24337422,0.32822011,0.32147523,0.67155203,0.25474815,0.25974189,0.31533908,0.19801139,0.44442709,0.34839556,0.35683578,0.23718005,0.40262182,0.25351557,0.32626387,0.30736004,0.3750898,0.24041585,0.32430712,0.23980471,0.28490181,0.36138304,0.41402341,0.30869138,0.51231113,0.38697039,0.24054089,0.25160997,0.39042607,0.33174619,0.24036313,0.45983428,0.17918138,0.22761167
89,0,0.34337925,0.41448746,0.31132433,0.26536056,0.55707817,0.20545327,0.28714566,0.29107771,0.23672338,0.36256572,0.36919484,0.18165584,0.27839089,0.27948687,0.63129365,0.1896981,0.22876875,0.27604248,0.21669473,0.3048167,0.2653493,0.31301018,0.21377057,0.30584393,0.174847,0.31309494,0.21419245,0.34252778,0.26006683,0.29338284,0.16487146,0.14937516,0.30749471,0.38370479,0.25019172,0.41310684,0.36523918,0.16628186,0.19320728,0.26428105,0.31316571,0.20377594,0.39586422,0.19810594,0.17412347
89,1,0.38985413,0.42147553,0.34557161,0.24230217,0.49192088,0.2446749,0.39766349,0.35561899,0.23897923,0.37138746,0.31796374,0.24606782,0.34429602,0.29547452,0.60163233,0.22967695,0.34830834,0.33414294,0.26054847,0.31957094,0.30991519,0.31057349,0.25200197,0.2792726,0.20484156,0.3806083,0.30743159,0.35044691,0.39104242,0.33732927,0.2215272,0.15094789,0.30394706,0.44954875,0.28599941,0.29847117,0.4778246,0.23474934,0.21708355,0.30072585,0.33750742,0.22069034,0.45287833,0.25569021,0.25209006
89,2,0.42187196,0.41439818,0.37246215,0.29214502,0.49334287,0.28318185,0.49560763,0.39193635,0.24643998,0.39828435,0.31501861,0.26895142,0.37017837,0.3138615,0.60480098,0.2591586,0.37813743,0.37120223,0.32426429,0.37324511,0.35175308,0.31705683,0.26531565,0.28061441,0.24215286,0.42426634,0.36352173,0.34844207,0.4559547,0.37384299,0.29093752,0.17078976,0.28505756,0.47527111,0.31432504,0.28952168,0.52962415,0.31945651,0.27278041,0.35930899,0.37429222,0.24211891,0.51087367,0.29313804,0.29581272
90,0,0.42705835,0.385894,0.39480782,0.33360694,0.48324595,0.31251457,0.52230564,0.39997249,0.25318404,0.45191211,0.32160557,0.26300505,0.38122201,0.31204419,0.60758554,0.29055253,0.3887548,0.38429529,0.34111138,0.39005425,0.39051325,0.31867549,0.25681651,0.27572387,0.25110839,0.44464447,0.376489,0.34063988,0.47660819,0.39293197,0.32932337,0.18591346,0.25622993,0.49876715,0.32233802,0.29647743,0.55726651,0.37200856,0.32455922,0.38022792,0.38382499,0.24807462,0.53052769,0.30260835,0.31279845
90,1,0.4095624,0.33077672,0.39884771,0.37198,0.45568796,0.3194671,0.5086444,0.38380851,0.26331187,0.47773535,0.30879582,0.23728355,0.38385579,0.29809954,0.59479749,0.31495647,0.3091594,0.39242622,0.32483361,0.36421174,0.39868847,0.32354016,0.24299681,0.2576536,0.21474908,0.41832306,0.33813271,0.32102581,0.44210526,0.37768201,0.29594172,0.20260988,0.24791291,0.48287171,0.30566316,0.30067948,0.48781321,0.38744406,0.37073155,0.36200915,0.36499703,0.23284617,0.50797354,0.2861557,0.27204417
90,2,0.40124797,0.29923707,0.39620801,0.35830696,0.45933429,0.30699138,0.47930115,0.33572927,0.28481295,0.47148154,0.29829784,0.22412819,0.37148387,0.29948925,0.55725384,0.24155749,0.27150331,0.41224863,0.28893433,0.24926023,0.38442773,0.32248716,0.26126259,0.25068856,0.16357269,0.34011508,0.26759971,0.32107593,0.4197995,0.36690094,0.24858494,0.22272379,0.26831389,0.42328777,0.31314522,0.30850246,0.44372437,0.38337765,0.35890165,0.33714887,0.33530984,0.2236682,0.36954499,0.26813002,0.18192443
91,0,0.40992707,0.33318724,0.39937565,0.36515428,0.4995313,0.31108522,0.48285855,0.34373101,0.32131779,0.45063922,0.31512153,0.27230038,0.37952941,0.31608267,0.52530552,0.2501424,0.29801186,0.42568991,0.31677492,0.2667105,0.38346594,0.3187103,0.3048735,0.2856197,0.18591051,0.31652281,0.29596673,0.34946955,0.43796528,0.37631614,0.27444504,0.27158888,0.28534733,0.44568262,0.35143054,0.34148413,0.43154897,0.39044037,0.34906324,0.35416273,0.32699465,0.24428372,0.33163977,0.27169342,0.17740016
91,1,0.42658833,0.37730704,0.40098243,0.43479388,0.55915952,0.31816204,0.5192394,0.3929681,0.35280571,0.42836903,0.37301876,0.33689875,0.41667552,0.35301105,0.52870112,0.33473838,0.34242065,0.44868112,0.39200545,0.41148282,0.38437527,0.31290575,0.36702039,0.35029131,0.23396573,0.3356679,0.3662225,0.38652577,0.48017265,0.40259912,0.32521931,0.37271104,0.30773749,0.48125584,0.39877102,0.38819848,0.44146925,0.40289254,0.34252595,0.42374973,0.35147496,0.27770351,0.38256287,0.27825843,0.2109701
91,2,0.43923825,0.4259638,0.40595196,0.51328963,0.63450111,0.32720423,0.57824165,0.42225814,0.39324655,0.42761636,0.42368775,0.38067581,0.46634535,0.40008315,0.54713687,0.49115469,0.42495989,0.476382,0.48664903,0.53734177,0.39405438,0.30644852,0.42567919,0.43862112,0.26417789,0.36483354,0.43570023,0.4100827,0.52587023,0.42652168,0.40555344,0.4758735,0.33340121,0.51808584,0.42217088,0.42206527,0.44986333,0.41706336,0.33546914,0.53677143,0.41994655,0.3174182,0.47961913,0.2823435,0.24622499
92,0,0.45278768,0.45765766,0.41543194,0.57803674,0.68413568,0.34182397,0.66185097,0.42709587,0.42461698,0.44147435,0.47185496,0.39149832,0.51647818,0.42180782,0.57546264,0.61745463,0.41852808,0.50077479,0.57990538,0.68478547,0.40967037,0.31605604,0.47550479,0.56316208,0.29549164,0.39642417,0.46217135,0.43820901,0.5713079,0.43717677,0.46108017,0.58908442,0.3633409,0.56197783,0.42275096,0.45356281,0.45728929,0.43339386,0.33648653,0.64047325,0.46775886,0.36276935,0.5549135,0.28544141,0.29300925
92,1,0.46350081,0.44011038,0.40963607,0.60968129,0.67942485,0.33514332,0.64750912,0.39295663,0.43132578,0.46033538,0.48555934,0.35191799,0.53829222,0.42680841,0.58692388,0.69077224,0.37946285,0.50663359,0.60154759,0.77203682,0.39868847,0.33867374,0.49085237,0.66221751,0.32067863,0.38868886,0.44288142,0.45262718,0.59736378,0.40227423,0.47803799,0.68149282,0.39859034,0.60087856,0.35779176,0.46523022,0.44369021,0.42100006,0.33247107,0.69900559,0.48113245,0.37117418,0.55367059,0.27509631,0.33021438
92,2,0.46746353,0.41693856,0.3847999,0.5870117,0.61431522,0.29585178,0.61126859,0.37817978,0.40738086,0.46284797,0.43951389,0.31324555,0.52852372,0.40192422,0.57455482,0.68235821,0.29000349,0.50577174,0.54459145,0.78347855,0.35388651,0.34862936,0.46562515,0.66362994,0.33916769,0.36198931,0.41875335,0.4396124,0.58360717,0.35815542,0.41860554,0.69162629,0.41221709,0.6001963,0.31463966,0.46137684,0.40851936,0.36831831,0.31683136,0.64011033,0.47688577,0.34602454,0.5215729,0.27557785,0.33033627
93,0,0.47809562,0.420461,0.37832689,0.52826949,0.56331427,0.27515731,0.59435167,0.40009859,0.37226243,0.45098235,0.35693136,0.29396946,0.50993548,0.3767312,0.54885649,0.58868093,0.27387513,0.52177244,0.45350012,0.74506822,0.32884498,0.35800191,0.43185949,0.60373411,0.35382837,0.35699959,0.43025398,0.41943864,0.5586002,0.33861557,0.31685102,0.63988778,0.42253896,0.61545735,0.31277161,0.45478766,0.39326879,0.29762631,0.32330371,0.5444509,0.47997426,0.30998603,0.49843727,0.29243981,0.34041729
93,1,0.50486224,0.46953169,0.40233671,0.45759307,0.49304099,0.29815117,0.59857564,0.43515493,0.33244431,0.43313963,0.28113372,0.29458874,0.48428843,0.33566932,0.51579085,0.51849622,0.33540286,0.5640289,0.40860396,0.66971889,0.35087873,0.38893917,0.40574306,0.5038577,0.36583707,0.40711056,0.45832588,0.40551332,0.54860299,0.37703222,0.34474025,0.49426167,0.43209335,0.69816628,0.3503392,0.45026375,0.44929385,0.27378559,0.37002803,0.4672788,0.50286082,0.28645251,0.48961332,0.32164526,0.35870797
93,2,0.5115235,0.50264589,0.43106357,0.45248458,0.45612488,0.33522101,0.60063851,0.4374477,0.31155419,0.41809729,0.26659014,0.28213083,0.46944972,0.3113909,0.49168994,0.48387176,0.35284269,0.57927222,0.38745089,0.59859444,0.39241934,0.40195805,0.39340211,0.43315678,0.37660139,0.43759145,0.46309247,0.3900259,0.5557969,0.41847898,0.3913342,0.39965145,0.42365886,0.73342829,0.37006194,0.44636567,0.48323462,0.27788443,0.40776899,0.41943819,0.52132251,0.26086891,0.49132868,0.32655698,0.35588299
94,0,0.49542139,0.51279117,0.44554751,0.4533162,0.42971084,0.35690204,0.58879456,0.41557474,0.30023968,0.39969008,0.26130948,0.25874218,0.45082353,0.28853783,0.47482542,0.4545203,0.35273108,0.57408375,0.37156603,0.50818675,0.42122934,0.40022626,0.37713093,0.36738171,0.37783218,0.4399589,0.43770345,0.36416339,0.55324422,0.44084339,0.44006408,0.34808297,0.39705537,0.71534245,0.36545079,0.43467143,0.51651481,0.28715221,0.44715509,0.37667126,0.5153336,0.23234737,0.48416194,0.32041734,0.33524772
94,1,0.44278768,0.48496875,0.43042086,0.44698729,0.38374643,0.3435019,0.53723688,0.35861104,0.28921891,0.38365156,0.25609215,0.22980399,0.4056167,0.24544483,0.4697713,0.42010741,0.325218,0.54044572,0.33796007,0.39650666,0.41342135,0.38512749,0.34699091,0.30078566,0.3628655,0.40907522,0.38025398,0.30974021,0.52058851,0.43631481,0.45977573,0.30580634,0.33394158,0.63383046,0.32664438,0.39890031,0.46773349,0.27744341,0.4749494,0.32972345,0.45224708,0.197501,0.45340893,0.29378812,0.29724672
94,2,0.40042139,0.4073046,0.40870643,0.41022346,0.35078646,0.31756389,0.45667275,0.29977875,0.29791334,0.37983286,0.26477714,0.21774291,0.37143074,0.22556123,0.46669867,0.31478558,0.25679805,0.48497432,0.30262208,0.23963505,0.38857218,0.34078844,0.32987964,0.3022334,0.32369781,0.33949856,0.35007154,0.30424359,0.50004641,0.39981435,0.44718133,0.29362408,0.29005404,0.49206425,0.31129682,0.35904336,0.44111617,0.23656528,0.45263169,0.32309647,0.38254801,0.1893755,0.34969472,0.28617978,0.21636911
95,0,0.38483793,0.36252739,0.39719503,0.40527697,0.33682078,0.3077915,0.41781504,0.33263404,0.32246922,0.38119431,0.29027789,0.25529702,0.36381784,0.226167,0.45884253,0.28649198,0.27511685,0.44021067,0.28683345,0.22409173,0.37654105,0.30295013,0.33092606,0.3337041,0.29758602,0.29373613,0.3585584,0.32753321,0.50432563,0.39118817,0.44407659,0.31940831,0.27974,0.41693199,0.32209222,0.37121144,0.46335991,0.22432064,0.42328964,0.35222472,0.35659275,0.2019154,0.32217619,0.30956661,0.19438589
95,1,0.36197731,0.35350215,0.38820856,0.45659945,0.34246107,0.30141381,0.41914117,0.38548223,0.3514428,0.38171454,0.32963344,0.33699495,0.3726148,0.24227343,0.44186453,0.36012694,0.3233903,0.38695047,0.3118515,0.33537728,0.36914401,0.28839091,0.35064603,0.40925141,0.28450292,0.27048911,0.37117689,0.34872609,0.5118073,0.38763427,0.46098101,0.38715464,0.30103375,0.43562828,0.34567889,0.41594099,0.49534169,0.24343343,0.39007284,0.41724613,0.3653534,0.23519553,0.34587149,0.35116372,0.20206496
95,2,0.35553485,0.37710413,0.39247799,0.52798868,0.37116301,0.30652529,0.45693938,0.40438606,0.37515274,0.39034811,0.35737471,0.39791967,0.39993169,0.26728828,0.4254801,0.48090162,0.38038368,0.36398537,0.37720311,0.50995397,0.37907668,0.29085371,0.3822255,0.50680614,0.28536652,0.28969174,0.37358254,0.35074764,0.52923977,0.38168015,0.48933557,0.45464592,0.33672958,0.50312403,0.36801691,0.46173447,0.51566059,0.27137298,0.36527659,0.50990782,0.4030489,0.27513966,0.39746329,0.39288925,0.22243493
96,0,0.36079417,0.40242675,0.40977379,0.57899796,0.41243248,0.32701779,0.5208462,0.37784732,0.39895667,0.40993968,0.37415882,0.41420154,0.44532827,0.28729065,0.42070531,0.57820002,0.43021974,0.35453121,0.48292839,0.64555318,0.40494885,0.3056566,0.39660034,0.64003355,0.29849041,0.32624743,0.35632266,0.34819982,0.55024599,0.37147593,0.522496,0.53635127,0.37444592,0.57196036,0.38797562,0.51814931,0.52092255,0.3119917,0.35630405,0.59285766,0.43372599,0.33843775,0.41928333,0.41662119,0.23519036
96,1,0.36075365,0.42249006,0.42838944,0.60209956,0.4382666,0.3539579,0.5728389,0.31052034,0.40496052,0.43109193,0.36835563,0.38140933,0.46157116,0.31400404,0.42008554,0.64089023,0.38412278,0.33984504,0.55781413,0.74821634,0.43646935,0.32480202,0.37643331,0.70625883,0.30611315,0.3643321,0.31899481,0.34174254,0.56646245,0.33140167,0.50680449,0.62511264,0.42198293,0.6152419,0.37139908,0.56124274,0.49078588,0.34625462,0.35536242,0.62316905,0.45280143,0.36907921,0.41148423,0.40380417,0.23587868
96,2,0.35807942,0.44123854,0.42883704,0.57341426,0.44861773,0.35022916,0.58316026,0.28338549,0.39470345,0.43712436,0.31378355,0.31394901,0.4502315,0.34869937,0.41860161,0.58222801,0.38148587,0.34115957,0.55323551,0.76866678,0.42553991,0.34022278,0.32985016,0.66295021,0.28834489,0.35436909,0.32952066,0.35733857,0.56516291,0.29710251,0.44606759,0.64522656,0.44564962,0.59752711,0.33546357,0.57532409,0.45562642,0.3420585,0.34151938,0.57034187,0.46776876,0.36865523,0.39058003,0.38616372,0.23030042
97,0,0.3730389,0.4555799,0.42527918,0.53972848,0.46039879,0.34129574,0.58798063,0.31569052,0.37792556,0.430782,0.30969044,0.29511785,0.43017078,0.37220573,0.41559008,0.51463097,0.38303453,0.38328545,0.49961511,0.74414762,0.40627787,0.35281525,0.30157701,0.57880473,0.28669251,0.34965886,0.38506528,0.38739454,0.55905505,0.28683862,0.40011443,0.62638783,0.45682512,0.59174586,0.31965392,0.56736701,0.45048975,0.3364226,0.34105398,0.51535893,0.49757474,0.35761173,0.39621311,0.39060995,0.23677493
97,1,0.40672609,0.48180343,0.42059657,0.50435787,0.46183667,0.33407131,0.58073253,0.36750696,0.34307736,0.41601638,0.34093104,0.30593434,0.40017457,0.39741062,0.40598813,0.44588657,0.39627485,0.42855402,0.43404699,0.66745027,0.387794,0.37077713,0.28645542,0.50046787,0.31367469,0.36070695,0.4366303,0.45010442,0.5584981,0.31044291,0.39977115,0.57710618,0.47100008,0.63444091,0.33001671,0.54277157,0.49113895,0.35864842,0.36325263,0.48223851,0.53987329,0.34286712,0.42903765,0.3991252,0.24539327
