,,pid5667203-03,pid58917-01,pid610003b-11,pid9048b-11,pid9050b-07,pid9054b-07,pid9055b-07,pid9058b-07,pid9059b-11,pid9062b-10,pid9063b-11,pid9064-18,pid9065-23,pid9068-16,pid9072b-11,pid9073b-11,pid9079-06,pid9081-07,pid9085-21,pid9090-18,pid9093b-13,pid9094b-07,pid9099b-11,pid9101c-01,pid9111b-09,pid9115-09,pid9118b-11,pid9133-07,pid9138b-07,pid9139b-07,pid9149-12,pid9153b-07,pid9157-10,pid9158-09,pid9174b-07,pid917506-05,pid9179-09,pid918807-12,pid918821-09,pid918824-05,pid9192b-07
125,0,0.29403629,0.15322487,0.40884661,0.25680888,0.27727977,0.30902088,0.49635301,0.17107692,0.33607418,0.23105476,0.27640755,0.26827227,0.20530456,0.30078951,0.31695636,0.29248869,0.40440492,0.33990179,0.22556006,0.27580748,0.16197777,0.21376206,0.35611521,0.18918819,0.30816033,0.28014985,0.41856017,0.23302467,0.17642239,0.36225,0.15670134,0.53462385,0.22243031,0.39183535,0.39146261,0.5657326,0.16707306,0.22820712,0.24776937,0.18782659,0.45469928
125,1,0.31153227,0.17937072,0.33187386,0.24424313,0.20600194,0.27742981,0.46990701,0.23886325,0.2861704,0.25463291,0.29382642,0.2552481,0.25342785,0.31859079,0.43260007,0.24531197,0.42846293,0.35501781,0.29613774,0.27224092,0.16389788,0.20513177,0.30700886,0.23083277,0.37366656,0.27618382,0.43515064,0.23976033,0.20753755,0.37754301,0.15530106,0.58194457,0.24346628,0.38629909,0.38488584,0.58649349,0.17980803,0.18876776,0.2649702,0.17644668,0.47120814
125,2,0.45166837,0.23051449,0.32713421,0.24490551,0.19929332,0.29298776,0.42149377,0.30447009,0.27119489,0.29586687,0.31472453,0.27568537,0.32316274,0.35405184,0.53753336,0.25953009,0.44943407,0.39176482,0.36924816,0.29162952,0.1951048,0.23392725,0.29587888,0.27329717,0.43168317,0.2962038,0.44139072,0.2788192,0.22864816,0.40492644,0.16461292,0.62136384,0.2710994,0.39126888,0.36989576,0.6051817,0.21876663,0.17299981,0.29023192,0.19295529,0.47597756
126,0,0.53342602,0.30555785,0.33871515,0.250263,0.21000968,0.33054716,0.38752986,0.36898291,0.29894157,0.34403804,0.33506415,0.2813733,0.38538634,0.35765679,0.61980527,0.28825697,0.43613112,0.42820694,0.42038822,0.32181785,0.2432902,0.27812732,0.28344165,0.30694693,0.45412807,0.3204995,0.37912557,0.30831263,0.22709149,0.4196821,0.18033607,0.63278487,0.29050421,0.38944864,0.349545,0.60632713,0.24229695,0.14169749,0.3048317,0.21553126,0.45937226
126,1,0.49192156,0.32722768,0.32614906,0.22073836,0.20214908,0.34840893,0.34584542,0.37408547,0.33117565,0.35400592,0.31886792,0.23539158,0.384953,0.33045583,0.63003246,0.27859609,0.33738792,0.40352707,0.41084225,0.32638522,0.23121395,0.29317929,0.25648449,0.30189854,0.34965666,0.308002,0.30032421,0.29191853,0.2252162,0.37860697,0.18984797,0.56817422,0.26934741,0.34041541,0.31442753,0.56117134,0.22108308,0.11931088,0.28912063,0.20560286,0.34810626
126,2,0.39061905,0.29091585,0.32367525,0.17217027,0.19909003,0.34722822,0.29859452,0.35703419,0.34882785,0.34298147,0.29021887,0.20108464,0.35908576,0.29219425,0.58078615,0.27178348,0.25383409,0.37661671,0.36387024,0.30962606,0.2069208,0.30039903,0.23610783,0.2834186,0.24889013,0.30324675,0.28466975,0.28928804,0.23646791,0.3345979,0.19216843,0.50454026,0.24457789,0.2922281,0.29935473,0.49773642,0.19968079,0.12111154,0.26589628,0.19707761,0.27439067
127,0,0.3478999,0.25188703,0.32366431,0.12945646,0.19875121,0.33361411,0.28077546,0.32808547,0.35609692,0.31558021,0.25853585,0.17301221,0.31685149,0.2615969,0.50004327,0.26792378,0.21138958,0.36039347,0.31239779,0.29472296,0.18366859,0.29591685,0.21345643,0.26443321,0.18898116,0.30542458,0.27624564,0.28247267,0.25207101,0.30430203,0.19284857,0.45403432,0.23062238,0.26112538,0.28549801,0.4219745,0.18061713,0.11254623,0.23999034,0.19323592,0.24006663
127,1,0.3065491,0.20473202,0.3209059,0.11127021,0.19667957,0.3012095,0.26835224,0.29625641,0.35185444,0.2784613,0.21944906,0.16606884,0.28176182,0.23782958,0.43400649,0.26099492,0.19894409,0.34147437,0.26973343,0.27930125,0.16441834,0.28149592,0.1985229,0.24376502,0.16460396,0.30241758,0.25786454,0.26811122,0.26436049,0.27629529,0.19159832,0.39036516,0.21613523,0.22455438,0.27557909,0.36614168,0.16936735,0.10079813,0.20913996,0.18527192,0.22823952
127,2,0.27692814,0.15002065,0.31930777,0.095250341,0.19659245,0.26784737,0.25732597,0.26124786,0.33597796,0.23797806,0.19246792,0.16461696,0.23364964,0.22201698,0.35267941,0.25554251,0.19457102,0.31775731,0.23803763,0.25701028,0.14535096,0.25995731,0.1851034,0.22127227,0.14535292,0.29462537,0.2404737,0.25575587,0.26818389,0.25407044,0.18696739,0.33684998,0.19982359,0.21107251,0.25329252,0.31372469,0.16905701,0.086109597,0.1816154,0.17512096,0.22457479
128,0,0.26307625,0.11591378,0.32555798,0.080952659,0.2017909,0.23956084,0.24965876,0.2412906,0.31780966,0.21313481,0.18342642,0.16089333,0.20234894,0.20445404,0.30623152,0.25749561,0.19221912,0.29983311,0.2303264,0.23624784,0.13709382,0.24572197,0.17822009,0.19784257,0.1418237,0.28508492,0.23404371,0.25190312,0.26980428,0.2395512,0.17590518,0.31405191,0.18961372,0.19390483,0.22725017,0.26609395,0.17458769,0.078938096,0.16478499,0.16496033,0.21365071
128,1,0.25066589,0.084333966,0.35226638,0.057478083,0.22386254,0.23615551,0.23617983,0.2352906,0.3035077,0.18930642,0.19270189,0.15839952,0.18552635,0.18495457,0.23774973,0.27836358,0.1903082,0.28179659,0.24431962,0.20770631,0.13403432,0.23051225,0.17511817,0.18854712,0.14750878,0.28270729,0.23697383,0.25267367,0.28290396,0.23671399,0.15662132,0.31340079,0.19424139,0.17922961,0.21301291,0.21387468,0.19825102,0.078091298,0.16706394,0.14610993,0.18399965
128,2,0.26074199,0.066472871,0.38987708,0.074307423,0.25563408,0.26277178,0.22833134,0.2562735,0.30218684,0.19383854,0.21803019,0.1687847,0.20286006,0.17781171,0.22249549,0.31571666,0.20214121,0.27919702,0.28425846,0.20129197,0.13767759,0.24274313,0.19717134,0.19102509,0.17368253,0.28696304,0.26821493,0.25948905,0.31573054,0.24632183,0.13432687,0.33527497,0.22804877,0.18159366,0.22041694,0.20717256,0.22901889,0.092608526,0.19499114,0.14218115,0.17823952
129,0,0.29566076,0.068185647,0.44915004,0.15512371,0.30926428,0.28673866,0.24153301,0.30262393,0.31440693,0.20448763,0.26373585,0.20058929,0.24839441,0.24213466,0.28476019,0.37063604,0.21670587,0.31445168,0.35663099,0.20963516,0.1499578,0.32887899,0.2435229,0.22202429,0.25138933,0.30261738,0.34594463,0.27515245,0.3706964,0.26779439,0.12578516,0.37343599,0.27420466,0.20662387,0.24416777,0.2596441,0.28165455,0.11784115,0.24529715,0.14942907,0.2112397
129,1,0.3379921,0.098381369,0.49425879,0.23709332,0.35254598,0.31437725,0.27598746,0.34376923,0.33440343,0.25924845,0.30418113,0.2466308,0.28789529,0.38177417,0.40102416,0.41712685,0.24982851,0.34885587,0.42244233,0.24315349,0.17015755,0.44931329,0.37713442,0.24717993,0.34826733,0.31312687,0.43637153,0.30472559,0.41225307,0.28378596,0.13871774,0.42143423,0.3449005,0.2566994,0.31724851,0.33691962,0.32100106,0.13166245,0.29716541,0.1695181,0.28491145
129,2,0.38305283,0.12307375,0.5249844,0.32280343,0.38407551,0.33295896,0.32408079,0.40988889,0.35558957,0.35978924,0.34030943,0.29037493,0.34186315,0.50660658,0.5113379,0.45575875,0.2903376,0.39094644,0.49635711,0.27537986,0.1926361,0.54769859,0.44140325,0.27379646,0.43365538,0.33787213,0.52458727,0.3537086,0.45747838,0.30294791,0.16257251,0.47384954,0.42143228,0.28134441,0.38145268,0.43271971,0.35889564,0.14094802,0.35352714,0.20911554,0.37857268
130,0,0.42065711,0.14859196,0.53542695,0.36304305,0.39778316,0.34688985,0.38179278,0.41849573,0.36068055,0.41517565,0.34775094,0.31001793,0.38266406,0.59314018,0.56426253,0.46641943,0.3194424,0.40887063,0.54027122,0.30968975,0.20940357,0.62508352,0.46158789,0.27351908,0.51431651,0.35337662,0.57404669,0.3959958,0.47086026,0.31423229,0.18977796,0.49537176,0.45925111,0.28587613,0.42138484,0.5086998,0.3616111,0.15281293,0.3653809,0.25958003,0.43743644
130,1,0.33597249,0.16305228,0.52035421,0.30518215,0.36806389,0.35573794,0.36887903,0.32926496,0.33070329,0.40593068,0.29898868,0.30168247,0.33840752,0.63180396,0.61758384,0.45706081,0.25995884,0.40245194,0.42365884,0.30688745,0.17366015,0.71495917,0.33514771,0.25165506,0.28814277,0.32336663,0.45442707,0.32490601,0.3728812,0.30004621,0.20906181,0.41285526,0.41589841,0.25308912,0.41903541,0.47182109,0.21602899,0.15155733,0.32662264,0.23896845,0.38710328
130,2,0.24960486,0.13820299,0.48403516,0.24111631,0.34755082,0.32710583,0.32410212,0.18775214,0.30213436,0.30258164,0.25095094,0.25653771,0.28649526,0.61189483,0.61326361,0.42440448,0.23092753,0.37464296,0.3454763,0.26803749,0.12954002,0.6982925,0.26822009,0.22397214,0.186977,0.29341658,0.36428504,0.26481646,0.2339827,0.26833174,0.20726145,0.3675143,0.29248577,0.20617825,0.36471707,0.33417195,0.15182213,0.13169165,0.29065872,0.19219083,0.29995616
131,0,0.19131421,0.10656536,0.44923761,0.18854471,0.32609874,0.28959683,0.25806176,0.14445299,0.28014346,0.2627518,0.22170566,0.23761209,0.24600547,0.53328616,0.57271547,0.38958578,0.21522368,0.33463847,0.28814066,0.2475389,0.12809115,0.66103378,0.23098227,0.21134809,0.14285372,0.27592408,0.29733983,0.22270197,0.19460173,0.2386592,0.19794959,0.35406071,0.22293779,0.17413142,0.3025728,0.28984114,0.12006783,0.10843878,0.26282815,0.16696342,0.21503595
131,1,0.16375677,0.092245437,0.39295292,0.12547243,0.27414327,0.25516199,0.21528963,0.12153846,0.25996326,0.21408016,0.19060377,0.22560424,0.21951599,0.45236109,0.52018752,0.33398049,0.21047087,0.29038159,0.19824503,0.23394596,0.13418202,0.6185876,0.19965288,0.20655859,0.11957841,0.26433566,0.23324335,0.20571003,0.2,0.2166278,0.18471694,0.3074703,0.17704771,0.15286254,0.26517207,0.24885798,0.10985547,0.087040101,0.24975842,0.13783627,0.2189111
131,2,0.14162154,0.084664299,0.3321694,0.10437366,0.21916747,0.23451404,0.20106424,0.12603419,0.25363891,0.18767986,0.17544906,0.22164147,0.20056001,0.35181737,0.45482149,0.26598231,0.21288402,0.26995411,0.1401848,0.21856974,0.13937263,0.56943207,0.19317578,0.20500524,0.11715905,0.24771229,0.23198177,0.21287083,0.21043241,0.20585928,0.16913383,0.276674,0.16340635,0.14910876,0.23631701,0.20936115,0.12011217,0.066471676,0.25038654,0.12979485,0.23841838
132,0,0.13715059,0.080390619,0.28127018,0.095094487,0.16924492,0.22070554,0.19875021,0.14336752,0.26394332,0.177851,0.16888302,0.21888291,0.19131536,0.28423954,0.39269383,0.22022391,0.21537067,0.26069514,0.10730572,0.20951688,0.14144746,0.51777097,0.18675037,0.20935092,0.13679336,0.23342657,0.26068614,0.23333023,0.22095585,0.20107685,0.15675135,0.2525385,0.16610079,0.14990937,0.22422237,0.17906866,0.12608619,0.06358867,0.26171686,0.1284401,0.24743994
132,1,0.1448778,0.08495334,0.24722791,0.09493571,0.14121975,0.21851692,0.19472999,0.15520513,0.29912526,0.17583518,0.17029434,0.21806303,0.19359319,0.26323551,0.35484313,0.17715103,0.21925376,0.26668057,0.11078907,0.21373851,0.14016036,0.45883445,0.19136632,0.22083462,0.16244011,0.23006993,0.32216449,0.26534788,0.23391898,0.20675128,0.14764953,0.24099428,0.18841753,0.16151057,0.21848114,0.17199155,0.12828072,0.079709947,0.27641327,0.13231082,0.24422234
132,2,0.16062491,0.091568255,0.24176582,0.10866939,0.13809293,0.24242621,0.19530584,0.17147863,0.35137334,0.17498714,0.17191698,0.2237168,0.20450454,0.30936243,0.36520736,0.17489566,0.22470479,0.28933855,0.13006049,0.23684833,0.13463216,0.38681329,0.23549483,0.23675029,0.20294634,0.23719281,0.42093411,0.29927861,0.24649067,0.22906211,0.14316863,0.24233172,0.23674831,0.18348943,0.22328756,0.20395446,0.13003192,0.10986957,0.29708488,0.13849429,0.23965457
133,0,0.16996195,0.099719217,0.2529527,0.14422365,0.1475121,0.28573794,0.19797176,0.19035897,0.4066655,0.19055762,0.1741283,0.2397045,0.21536034,0.39567258,0.4368049,0.18034807,0.22574599,0.30771206,0.15598617,0.27323264,0.13330989,0.29615813,0.34985229,0.2578438,0.26007665,0.25315684,0.53215676,0.32922374,0.2501502,0.26248536,0.17612523,0.24108227,0.29212329,0.21949396,0.24883355,0.26134861,0.13961917,0.14179482,0.3229425,0.14966131,0.23716465
133,1,0.18098932,0.105211,0.27094804,0.20092538,0.16057115,0.32884089,0.21035233,0.21397436,0.44574878,0.26814586,0.17897358,0.27538645,0.22554946,0.50522866,0.49987018,0.19110176,0.22699544,0.31734009,0.18172572,0.29894459,0.14040653,0.25333148,0.47333826,0.27245269,0.36946662,0.26908092,0.58061234,0.34889931,0.25441056,0.30114241,0.20723145,0.23721953,0.35790148,0.27108006,0.28932826,0.33631281,0.17286975,0.15635585,0.3480029,0.15870912,0.24835174
133,2,0.18876043,0.11343629,0.29298248,0.24429184,0.17562439,0.35775378,0.22135728,0.24793162,0.45829251,0.33616938,0.1838717,0.30138355,0.23922754,0.57781916,0.53311215,0.20916796,0.22964133,0.32217016,0.20909393,0.32013466,0.16360951,0.24966592,0.54196455,0.29233804,0.41925902,0.28452547,0.60420256,0.35752149,0.27290851,0.33034208,0.23436687,0.23674439,0.42734072,0.33161631,0.34824619,0.37771187,0.18917361,0.16597236,0.3819053,0.1758564,0.26281782
134,0,0.1874067,0.12275993,0.27847893,0.28041107,0.16687318,0.35323254,0.22772351,0.24740171,0.3994839,0.36450209,0.17219623,0.31864378,0.25003889,0.60274095,0.55628561,0.20586628,0.22616248,0.3018871,0.22652396,0.33463743,0.18863413,0.25045471,0.56429838,0.28598286,0.46365378,0.2695005,0.59801674,0.35386802,0.26802913,0.33887522,0.24533907,0.22703036,0.45138528,0.36218278,0.36006784,0.38356856,0.19203316,0.17032315,0.39057819,0.18778788,0.27277749
134,1,0.12302795,0.094095301,0.23781429,0.19258718,0.13778316,0.28192945,0.23503882,0.1647094,0.2548198,0.3287317,0.14129057,0.25050816,0.20158226,0.61913452,0.54078615,0.17582571,0.16811211,0.25092269,0.23315163,0.28609772,0.15509214,0.26316815,0.50551699,0.19786106,0.41119451,0.19577423,0.5647137,0.29853463,0.19307237,0.30331331,0.20327065,0.1891421,0.39225258,0.27652568,0.32341165,0.29008659,0.12349264,0.17975472,0.29406507,0.14322624,0.22050675
134,2,0.12885263,0.073791395,0.25368609,0.15377947,0.15061955,0.21808495,0.19950734,0.1048547,0.24448915,0.27755766,0.15193208,0.18147579,0.11948043,0.56894086,0.45669672,0.19062511,0.1366554,0.25373086,0.23418866,0.28495132,0.095758897,0.27219748,0.37287297,0.12443444,0.26334238,0.1607992,0.50026453,0.23375536,0.15351843,0.25937947,0.15481096,0.15590849,0.31569663,0.16685801,0.30167935,0.12892207,0.089297748,0.19479268,0.21471251,0.13495258,0.16490444
135,0,0.21587882,0.1041209,0.32119049,0.20179232,0.21662149,0.29534197,0.18666823,0.11169231,0.45285164,0.28063005,0.24375849,0.24853531,0.17174826,0.46114256,0.36602236,0.26300615,0.21816356,0.35176033,0.23715349,0.38147575,0.12328738,0.28061433,0.31498523,0.19434753,0.34006707,0.26966034,0.49771423,0.33354147,0.32283113,0.27868112,0.16810362,0.15368236,0.29443109,0.21737915,0.31973031,0.20518852,0.12338181,0.24316722,0.24698824,0.17466615,0.27151499
135,1,0.25743451,0.14871583,0.36243528,0.23605104,0.24620523,0.44011519,0.19694805,0.15976923,0.58730756,0.32670198,0.30680755,0.33434111,0.23261628,0.42619544,0.36893617,0.29248869,0.27591994,0.41654097,0.23844978,0.41520335,0.18966803,0.29978656,0.38200148,0.30862356,0.45079847,0.36594406,0.54085218,0.39133265,0.44598999,0.36979441,0.20487097,0.18184778,0.31717072,0.30728852,0.34984282,0.26270539,0.19838402,0.37665953,0.32398937,0.22072769,0.35116605
135,2,0.29330455,0.16825502,0.38311241,0.25333139,0.25994192,0.48185745,0.21799821,0.18262393,0.6773268,0.35287984,0.33059623,0.37934068,0.26532812,0.43643676,0.37917779,0.30486997,0.30469401,0.44823326,0.23372997,0.42893276,0.21832185,0.30309948,0.41940177,0.34752512,0.48458959,0.40156843,0.56516136,0.42305802,0.47902594,0.42124042,0.22117423,0.21036516,0.33891957,0.35106495,0.36479153,0.29775687,0.22035157,0.53402764,0.35562087,0.26143797,0.39268806
136,0,0.3102444,0.17620778,0.38582703,0.24360023,0.26012585,0.47893449,0.24333518,0.19506838,0.70188943,0.35988656,0.3224,0.39859937,0.27868397,0.43046328,0.37296069,0.3027076,0.30796462,0.45226098,0.21810809,0.40199254,0.22447602,0.28944878,0.43149926,0.36437157,0.47564676,0.40217782,0.56331647,0.42790716,0.46181156,0.43004224,0.22166433,0.22696876,0.34361973,0.35851964,0.35893448,0.31439967,0.22222469,0.58090325,0.35776292,0.27833366,0.40785551
136,1,0.26423972,0.16854406,0.3468043,0.18369375,0.22943853,0.39101512,0.23709691,0.17888034,0.61526417,0.31998721,0.27923774,0.35760526,0.25566124,0.37402056,0.31071042,0.26455236,0.25955461,0.39839212,0.17589577,0.32902375,0.207174,0.25136414,0.39995569,0.34145349,0.35778505,0.34246753,0.52104671,0.37782147,0.38826582,0.38453933,0.18763753,0.22123185,0.30635671,0.32617069,0.31245036,0.27562555,0.18442986,0.57038155,0.2916009,0.25181924,0.39438892
136,2,0.17887458,0.13315716,0.21170792,0.14184687,0.14662149,0.31056875,0.22843798,0.15735043,0.50266795,0.24143971,0.23819623,0.31761039,0.20981577,0.31237152,0.24373603,0.20890057,0.1975599,0.32156038,0.1168251,0.25742881,0.18789563,0.18278582,0.31714919,0.28285151,0.17594219,0.24919081,0.4473595,0.22990262,0.30570778,0.33492031,0.15411082,0.1925297,0.24599157,0.28203172,0.26202019,0.2445149,0.11980183,0.44870547,0.24697214,0.18064641,0.36735052
137,0,0.14902678,0.11638451,0.1648259,0.10841613,0.097405615,0.25719942,0.23286342,0.14674359,0.39602869,0.2073932,0.22076226,0.29100692,0.16557035,0.24324445,0.21972593,0.14773824,0.17657651,0.25928303,0.096636309,0.19582386,0.17553805,0.15394395,0.27916544,0.2462923,0.1331763,0.2016983,0.36443426,0.19053819,0.29333637,0.298101,0.14259852,0.17624285,0.19310561,0.24732628,0.23519193,0.2145224,0.101831,0.31389916,0.20363182,0.14851945,0.35489216
137,1,0.16966193,0.10757288,0.14815504,0.089183713,0.086556631,0.24347012,0.24811252,0.14819658,0.33105318,0.19696654,0.21775094,0.27601845,0.14448099,0.21701922,0.21003967,0.11174186,0.17760547,0.23299849,0.099893638,0.19424984,0.16495991,0.13842799,0.25904727,0.23511681,0.096646439,0.18342657,0.31752513,0.18727,0.33046882,0.27034143,0.13771754,0.16576331,0.16727282,0.22785498,0.2333223,0.20694075,0.10714222,0.25654078,0.18403124,0.14523902,0.35534806
137,2,0.23812381,0.10222975,0.14451,0.093515488,0.085410455,0.24115911,0.29376386,0.15828205,0.2836599,0.19976088,0.22484528,0.26608592,0.14148092,0.23691345,0.20253155,0.098995547,0.19827037,0.23657691,0.12173769,0.22371031,0.17015755,0.19623237,0.25474151,0.24025149,0.16814915,0.19702298,0.30568254,0.19943936,0.33179791,0.26224892,0.13552711,0.16606247,0.17157425,0.22804381,0.23524983,0.22695166,0.12752704,0.25024333,0.18327428,0.16947939,0.36143258
138,0,0.32149861,0.114642,0.1608087,0.12028054,0.094720232,0.25866811,0.33680259,0.17031624,0.27979356,0.21163337,0.24413585,0.27309762,0.16243694,0.3067332,0.23879553,0.11529349,0.23120927,0.28792644,0.15524829,0.2701392,0.21424251,0.23585746,0.28497784,0.26290452,0.24545672,0.22090909,0.35004137,0.21815839,0.40672736,0.28722501,0.14166833,0.19543335,0.22952285,0.2602568,0.25570814,0.26627122,0.15649938,0.4390111,0.20065228,0.20490614,0.37523233
138,1,0.46231523,0.16102899,0.19243189,0.15777323,0.11244918,0.28302376,0.38797773,0.16860684,0.33245276,0.23532274,0.26943396,0.29913742,0.20616014,0.36757783,0.27066715,0.1321948,0.25093096,0.36445329,0.18577411,0.31209171,0.26213954,0.27522272,0.3483678,0.28171731,0.29457841,0.23636364,0.41306619,0.24601772,0.50705508,0.33463014,0.15894179,0.248315,0.285067,0.29983384,0.27626572,0.33069476,0.17722557,0.61835702,0.21569496,0.22113412,0.36768368
138,2,0.50395141,0.19315385,0.23114813,0.18157023,0.1350242,0.29661627,0.40537024,0.15902564,0.39156753,0.24618037,0.27847547,0.32246989,0.23473855,0.38499926,0.28019473,0.15043538,0.25602675,0.39255111,0.19510071,0.34795742,0.28240259,0.29071084,0.39451994,0.28776429,0.30324178,0.24554446,0.45157833,0.25688512,0.53775148,0.36707541,0.18558712,0.29151782,0.31053732,0.3231571,0.29046161,0.33826277,0.18266758,0.72433327,0.21717668,0.21853106,0.33271962
139,0,0.56177375,0.21166901,0.25119038,0.19203195,0.15484027,0.28633549,0.41803873,0.13888034,0.43493702,0.23840903,0.26261887,0.33437527,0.24747217,0.37626248,0.28765957,0.16411872,0.23117252,0.41467955,0.18472379,0.3762624,0.27819665,0.2892539,0.40445347,0.30265672,0.28289684,0.2363037,0.49072805,0.23379522,0.5479563,0.3680104,0.19553911,0.30637044,0.34800575,0.32873867,0.29971046,0.37113929,0.17002128,0.73586724,0.20034627,0.20006774,0.28875153
139,1,0.58429679,0.20479808,0.25610517,0.18373271,0.16361084,0.25507559,0.40836675,0.11211111,0.4643282,0.21123021,0.21911698,0.30566231,0.2288162,0.34206018,0.28120447,0.17116384,0.16983929,0.41151834,0.15544107,0.36870166,0.21937685,0.26457869,0.37189808,0.2987302,0.22909614,0.23731269,0.50792897,0.20681272,0.50615385,0.34109985,0.18488698,0.30562253,0.37664174,0.31635196,0.28426539,0.38920706,0.13082993,0.66673156,0.18122081,0.18324947,0.26130984
139,2,0.57662081,0.18772814,0.25738586,0.1720339,0.16933204,0.22457163,0.38178212,0.12697436,0.47157103,0.20501592,0.19088302,0.27439576,0.20266006,0.3335245,0.27051569,0.17840659,0.15706306,0.36308932,0.13725321,0.35721044,0.18225489,0.24922049,0.32598227,0.28261111,0.1564037,0.23777223,0.49167763,0.23137729,0.39619481,0.29792905,0.16295259,0.29025957,0.40048089,0.28999245,0.27140139,0.35842367,0.11690903,0.58973136,0.1851828,0.21055738,0.28513063
140,0,0.55039514,0.16236683,0.2568495,0.16496201,0.17172314,0.18930166,0.33100154,0.16170085,0.46061931,0.19005714,0.1618717,0.25350585,0.18257072,0.33182631,0.27047962,0.18633526,0.14483806,0.31973106,0.13419531,0.34210718,0.1432269,0.19122123,0.27993353,0.26423596,0.13654583,0.22997003,0.44566382,0.25061445,0.30538006,0.25941171,0.14519904,0.26828861,0.42688158,0.2577568,0.25383024,0.29357742,0.10573351,0.53540004,0.20473506,0.21963422,0.33591969
