,,pid5667203-03,pid58917-01,pid610003b-11,pid9048b-11,pid9050b-07,pid9054b-07,pid9055b-07,pid9058b-07,pid9059b-11,pid9062b-10,pid9063b-11,pid9064-18,pid9065-23,pid9068-16,pid9072b-11,pid9073b-11,pid9079-06,pid9081-07,pid9085-21,pid9090-18,pid9093b-13,pid9094b-07,pid9099b-11,pid9101c-01,pid9111b-09,pid9115-09,pid9118b-11,pid9133-07,pid9138b-07,pid9139b-07,pid9149-12,pid9153b-07,pid9157-10,pid9158-09,pid9174b-07,pid917506-05,pid9179-09,pid918807-12,pid918821-09,pid918824-05,pid9192b-07
107,0,0.38087956,0.52788009,0.31010213,0.37247224,0.20187803,0.44889849,0.50777384,0.36494017,0.64713086,0.35809317,0.41077736,0.22129131,0.35885242,0.36592433,0.39051569,0.21222549,0.36487579,0.37449854,0.52023533,0.7032936,0.37247855,0.43570898,0.42493353,0.49479135,0.29088151,0.3726973,0.74425167,0.55159358,0.65678653,0.35025632,0.30527105,0.33428949,0.34299143,0.42238671,0.49378723,0.4264744,0.25084235,0.40426319,0.47150105,0.31132185,0.47676661
107,1,0.41354456,0.57314394,0.33972219,0.38927528,0.23380445,0.4587257,0.55773332,0.41754701,0.69703464,0.35014111,0.40582642,0.26265266,0.35128558,0.36936541,0.39509556,0.24493995,0.37808075,0.39949934,0.53789138,0.7265126,0.39247433,0.43429844,0.41133678,0.46706528,0.3491137,0.38714286,0.82028569,0.56867851,0.64761948,0.34224978,0.33678736,0.32883414,0.3930017,0.42246224,0.47902052,0.4313902,0.22441922,0.3988904,0.43515059,0.30753822,0.50668946
107,2,0.42428655,0.60143695,0.38082468,0.40845509,0.2681607,0.47885529,0.57745052,0.47411966,0.72946991,0.34399633,0.40170566,0.3057648,0.3594191,0.3892373,0.3946484,0.29105874,0.38514871,0.4315607,0.55435751,0.73751251,0.41233647,0.4330735,0.40713442,0.44800592,0.42019323,0.41043956,0.85098417,0.60179883,0.63219845,0.34989092,0.37868574,0.32302684,0.43031306,0.44273414,0.47172402,0.44556487,0.2220806,0.38551684,0.44255114,0.33030772,0.52816938
108,0,0.42947461,0.628037,0.41995687,0.42087473,0.29834463,0.50389489,0.58919126,0.51804274,0.73771868,0.34394072,0.40026415,0.34373559,0.37560835,0.417913,0.39118644,0.33353872,0.38946053,0.46156809,0.56041348,0.74725685,0.42769729,0.43330549,0.40919498,0.43525858,0.46352603,0.44516484,0.87169852,0.64597255,0.61618571,0.36873045,0.42482496,0.32153982,0.4639392,0.47370846,0.47285738,0.46598486,0.2327762,0.3638797,0.47059108,0.36260886,0.55228827
108,1,0.42982585,0.65747791,0.45775365,0.42706994,0.32652469,0.53511879,0.59048157,0.56078632,0.725,0.34973794,0.40096604,0.37389188,0.40292006,0.44655147,0.38312297,0.37807643,0.39666324,0.50426843,0.55417802,0.75282504,0.44678576,0.43569042,0.41661004,0.43316279,0.50558128,0.48509491,0.88601001,0.6991803,0.60278562,0.39812357,0.47435487,0.3249714,0.50119015,0.51616314,0.47992224,0.49453194,0.25505409,0.32910259,0.50749718,0.41054771,0.59609854
108,2,0.42605737,0.6867041,0.48282015,0.41994935,0.34322362,0.55832973,0.5761922,0.598,0.69539013,0.3614019,0.40273962,0.3960287,0.44407654,0.46759273,0.36981608,0.40315287,0.40539713,0.53891332,0.5351858,0.75493586,0.46456604,0.44102635,0.42616691,0.44296986,0.53252156,0.51663337,0.88870952,0.74913313,0.5942558,0.42744146,0.51112222,0.33223053,0.52803789,0.5440861,0.48807909,0.53126065,0.2863318,0.28797937,0.53942664,0.45859299,0.63477994
109,0,0.42066442,0.72016682,0.48887332,0.40562049,0.34778316,0.57395248,0.5557712,0.63411966,0.65973583,0.37904381,0.40668679,0.40926638,0.49537768,0.48388202,0.3541291,0.41406931,0.41642168,0.56790975,0.51324204,0.754117,0.48242369,0.4498608,0.43865583,0.464538,0.55320984,0.55519481,0.88241518,0.78406026,0.59144288,0.45498608,0.55262052,0.34013198,0.55039088,0.56422961,0.49291032,0.56706211,0.32369436,0.25958731,0.56087132,0.51604413,0.66971769
109,1,0.41803015,0.75800644,0.47595696,0.38950906,0.34006776,0.58853852,0.54051143,0.66407692,0.61398705,0.39461428,0.41488302,0.41617559,0.5563457,0.49278266,0.35345114,0.40944232,0.42995737,0.60210533,0.49593166,0.74941316,0.5009917,0.46552524,0.45680207,0.49277569,0.57803417,0.57025974,0.86587897,0.79758473,0.59383705,0.48313254,0.59540908,0.35225693,0.57210348,0.58061934,0.48949371,0.59794096,0.36849397,0.25293946,0.57572878,0.57247919,0.71578994
109,2,0.42389873,0.78507722,0.45952691,0.38046951,0.33129719,0.59986321,0.53849599,0.68882906,0.58041463,0.4142025,0.42416604,0.42274319,0.6138692,0.49960524,0.37067436,0.40014183,0.44585722,0.62680125,0.48915775,0.74314439,0.51883528,0.47986266,0.4710709,0.52181471,0.5984909,0.59652348,0.85716999,0.79989637,0.59897132,0.51305226,0.63867774,0.36813902,0.58653021,0.5983006,0.4947634,0.62670621,0.41405834,0.29084096,0.58016589,0.63566867,0.74827284
110,0,0.4443729,0.80100752,0.45421807,0.39096045,0.33176186,0.6137581,0.54586461,0.71041026,0.56552659,0.4317888,0.4374566,0.4296097,0.66704816,0.51092656,0.40478904,0.39885139,0.46926601,0.64626593,0.49404374,0.73501956,0.52865382,0.48862287,0.48081979,0.54212538,0.61565794,0.61282717,0.86060203,0.80280586,0.61222576,0.53794237,0.68172635,0.39128905,0.59932579,0.6176435,0.53234613,0.65476921,0.47244636,0.35899358,0.58384603,0.66718599,0.78098369
110,1,0.46557149,0.81419605,0.47095461,0.41639392,0.35321394,0.63187185,0.56033527,0.72817949,0.57713436,0.44826292,0.45117736,0.43558801,0.70169337,0.52880232,0.45073206,0.4190102,0.49610466,0.66080426,0.50679386,0.72804112,0.53233929,0.49060876,0.49186854,0.56336682,0.62195784,0.6200999,0.87412673,0.81230487,0.63976331,0.5598878,0.71641328,0.42240211,0.61221802,0.64046073,0.5916777,0.66859617,0.50998626,0.41422036,0.59340474,0.68567834,0.8057952
110,2,0.48562857,0.82665786,0.49183971,0.46723164,0.37836399,0.66223182,0.58022308,0.74620513,0.6101732,0.46687798,0.46370566,0.43699718,0.73148292,0.54887532,0.50569059,0.44678378,0.52594444,0.67308001,0.52924284,0.72312801,0.53453369,0.48975501,0.50667651,0.5907662,0.62857713,0.6373027,0.89334889,0.82795499,0.67441056,0.57479393,0.74562913,0.46374835,0.62309244,0.66939577,0.65291198,0.68180269,0.557856,0.46582636,0.60885811,0.69937101,0.82178678
111,0,0.50390751,0.83326451,0.51005396,0.51764076,0.39942885,0.69694744,0.59492834,0.76549573,0.65075227,0.48706399,0.47123019,0.42191477,0.75843908,0.56969313,0.55767039,0.46991874,0.55700916,0.6888379,0.55421791,0.72505686,0.53413279,0.48935598,0.52610783,0.62170992,0.64040243,0.65023976,0.91600309,0.84883953,0.72023669,0.58143559,0.75521104,0.50869336,0.61877892,0.69494713,0.70755295,0.69605236,0.59439839,0.50328986,0.62650185,0.70268047,0.82880063
111,1,0.51425435,0.83607234,0.51898596,0.54657121,0.41136496,0.72411807,0.59726369,0.77526496,0.69085899,0.51618913,0.47476226,0.40451789,0.77586169,0.5831372,0.5998846,0.48561331,0.57579989,0.71042075,0.57195373,0.72978801,0.53105219,0.49027468,0.55019941,0.64507181,0.65622006,0.66464535,0.93202382,0.86070333,0.75774238,0.58578813,0.7505001,0.54542895,0.6005703,0.71550604,0.75205989,0.70696121,0.62051117,0.5117189,0.64462071,0.69520999,0.82844117
111,2,0.52188643,0.8323561,0.5251267,0.55789986,0.41709584,0.7550036,0.5909721,0.77249573,0.73727257,0.52052662,0.47198491,0.37456657,0.79058424,0.58723373,0.63749008,0.49756443,0.58806164,0.73752367,0.58506947,0.73491038,0.52296385,0.49288233,0.58033973,0.66985145,0.68050942,0.68231768,0.94664731,0.85865738,0.80577151,0.59006545,0.72312462,0.5841883,0.55695178,0.73534743,0.7903458,0.71282471,0.63750222,0.49330348,0.65976003,0.67670795,0.82209363
112,0,0.51369091,0.8194566,0.52418534,0.54834405,0.41516941,0.77926566,0.57389951,0.75322222,0.76487929,0.52130514,0.46518491,0.33750107,0.7967177,0.57968866,0.66269744,0.50176128,0.58198589,0.76319843,0.58332115,0.73638431,0.50948094,0.49454343,0.60334564,0.67946742,0.71276749,0.68917083,0.95416254,0.83005407,0.83384615,0.59102193,0.67782557,0.62461065,0.507014,0.74552115,0.82668762,0.6779505,0.62861323,0.45926611,0.67103398,0.65049352,0.81120463
112,1,0.48352115,0.79193162,0.52120801,0.52580362,0.41087125,0.80460763,0.56534721,0.71882051,0.78750875,0.51985931,0.45143396,0.34057563,0.7708838,0.55831223,0.66558961,0.50136601,0.55938557,0.80320293,0.57106295,0.73365481,0.49019553,0.49287305,0.62822009,0.6708377,0.73240977,0.69003996,0.93401793,0.75299916,0.84994083,0.57465421,0.59942989,0.67350638,0.44849752,0.74071752,0.85795831,0.56352356,0.58832461,0.41034651,0.67116283,0.61910199,0.79049623
112,2,0.45343919,0.74229086,0.51507821,0.49800312,0.4057696,0.80799136,0.56516593,0.67320513,0.80603569,0.51517426,0.43286792,0.36512085,0.73538301,0.52907791,0.65368915,0.50116837,0.52012592,0.82356622,0.54765672,0.72409244,0.46775215,0.48465108,0.6471418,0.64655119,0.73832641,0.67196803,0.90113542,0.64093741,0.84075558,0.54853894,0.52264453,0.7099604,0.40861254,0.71751511,0.87557909,0.49757278,0.53685272,0.36888262,0.65902722,0.58376234,0.76562336
113,0,0.42337919,0.68876043,0.50974747,0.47741087,0.40331075,0.8024478,0.57308906,0.61747009,0.81045311,0.50401079,0.41190943,0.38555812,0.69654881,0.49524058,0.63589614,0.5021333,0.47403106,0.83064283,0.51605398,0.71278319,0.44275566,0.47215108,0.66637371,0.60675584,0.7398435,0.65178821,0.85474178,0.58054231,0.82075558,0.52282131,0.44110822,0.74434668,0.37403187,0.67704683,0.88045996,0.44946478,0.47204735,0.33157485,0.63159124,0.56019934,0.73834824
113,1,0.38451632,0.61059542,0.51010869,0.45115917,0.406515,0.79071274,0.58164136,0.55632479,0.80571204,0.48616035,0.38359245,0.40661884,0.64124758,0.45052882,0.61155427,0.50728344,0.40830026,0.82488206,0.46979326,0.70150123,0.41354621,0.45401819,0.68406204,0.56029094,0.74082561,0.61127872,0.79106583,0.53344582,0.7832772,0.4903438,0.35307061,0.76900132,0.3381946,0.63396526,0.86341827,0.39719779,0.39400825,0.28948803,0.58469963,0.54008129,0.70281431
113,2,0.32228889,0.50032207,0.51874514,0.41952075,0.41914811,0.77091433,0.59805281,0.49609402,0.78863716,0.45375429,0.35607547,0.4201896,0.59207982,0.40472218,0.587674,0.52221073,0.33797589,0.78750923,0.41141395,0.69621509,0.37000281,0.4344098,0.70138848,0.4998459,0.7417199,0.5451049,0.71337683,0.50444394,0.71350023,0.43032166,0.28403681,0.78556093,0.30075034,0.59084592,0.83297485,0.33489466,0.30741266,0.2390695,0.51583186,0.51900523,0.66352797
114,0,0.27354017,0.41756545,0.53282179,0.38849601,0.43804453,0.74910007,0.61283271,0.44326496,0.77110742,0.39996663,0.33824906,0.4221539,0.53501189,0.35934753,0.56217815,0.54184638,0.27115488,0.71218589,0.34366815,0.70262033,0.33079195,0.42337602,0.7171418,0.43260803,0.73888534,0.47477522,0.63621688,0.51985492,0.65673191,0.37015981,0.22291458,0.79372635,0.29231661,0.54566465,0.7778458,0.26217359,0.24783871,0.18463111,0.44380738,0.49968067,0.62504822
114,1,0.25671008,0.36076472,0.54832142,0.36230275,0.4560213,0.72332613,0.61421899,0.39417949,0.75908852,0.35336642,0.33359245,0.4113417,0.46606591,0.33293609,0.54126938,0.56310962,0.21537067,0.63233737,0.29764675,0.71096352,0.30628077,0.41977543,0.72442393,0.40110337,0.73042159,0.39949051,0.58085652,0.54929521,0.62436049,0.3210459,0.18811762,0.78871095,0.29985622,0.51949396,0.72422237,0.19657735,0.21627283,0.16507689,0.37665486,0.47844978,0.59438015
114,2,0.25540758,0.30443472,0.56949112,0.3248685,0.47534366,0.68637869,0.59810613,0.3468547,0.74795311,0.29191864,0.33792453,0.40030746,0.42869842,0.31900045,0.52020195,0.58179197,0.17862218,0.51819699,0.2545104,0.7193431,0.28604586,0.41716778,0.72887001,0.39449547,0.70556531,0.32036963,0.53377104,0.57816423,0.597797,0.28424808,0.16025205,0.76305323,0.32030013,0.49321752,0.64583058,0.1551442,0.2117175,0.15878918,0.32485908,0.44924521,0.57031387
115,0,0.25215864,0.25401767,0.57390238,0.2914475,0.47523717,0.65557955,0.54734687,0.29766667,0.73701889,0.27576427,0.3622566,0.41409172,0.40638681,0.34307314,0.48772449,0.57883907,0.17394287,0.42010334,0.22842518,0.70768811,0.28094669,0.40179102,0.72429099,0.43717561,0.64362823,0.29340659,0.49567942,0.59972632,0.59595812,0.302604,0.17568514,0.67693797,0.34313643,0.47085347,0.56623925,0.20852253,0.2481158,0.19318668,0.28908842,0.41070254,0.54780817
115,1,0.24132885,0.22805351,0.54970063,0.26744594,0.451394,0.6138013,0.486777,0.26052137,0.71450315,0.28708067,0.39929057,0.4209497,0.3917976,0.38346492,0.45226109,0.53824244,0.23027831,0.3756539,0.21850695,0.68549723,0.29460543,0.36726986,0.69795421,0.46357024,0.59512137,0.33314685,0.48264308,0.59875649,0.60778334,0.38955819,0.21587317,0.54657281,0.36371325,0.46452417,0.52332892,0.2550692,0.26582727,0.23873856,0.2941456,0.37159861,0.52012099
115,2,0.23184546,0.20936494,0.51641363,0.25153906,0.41834463,0.58984161,0.44767318,0.24075214,0.7008485,0.28381365,0.42338868,0.40525237,0.39273095,0.40513928,0.42191129,0.49346059,0.24600666,0.36544819,0.21170644,0.67557092,0.2996835,0.33815887,0.66255539,0.46030944,0.57214947,0.34231768,0.46834516,0.56806738,0.6035503,0.41800557,0.2274855,0.46653762,0.37625509,0.45947885,0.50255625,0.25759869,0.26116111,0.2873175,0.29599775,0.33108187,0.4941259
116,0,0.21236646,0.18634074,0.46156288,0.24026885,0.36766699,0.56277898,0.3886922,0.2062906,0.68847971,0.27536111,0.42664151,0.34487147,0.39997556,0.40514673,0.36556798,0.43018241,0.24659464,0.34840656,0.19662301,0.66747339,0.29644113,0.30848181,0.62235598,0.43612156,0.51361386,0.34037962,0.44597583,0.49999336,0.59113336,0.43855388,0.22423485,0.3849978,0.37555429,0.45067976,0.49100761,0.22826072,0.23695469,0.28681137,0.28003704,0.29014902,0.4608627
116,1,0.17089858,0.13189363,0.37604124,0.23964543,0.28132623,0.55335493,0.32842092,0.16363248,0.66939293,0.26852122,0.39691321,0.25875822,0.41225361,0.38909578,0.2707537,0.32042503,0.21338625,0.33582593,0.16504687,0.64372669,0.28171332,0.25490906,0.55958641,0.39852678,0.37658096,0.30763237,0.4214089,0.4077666,0.57618571,0.43094499,0.18671734,0.30019358,0.34156568,0.42885196,0.48269358,0.17988,0.19340752,0.25538252,0.23485263,0.24797755,0.41514115
116,2,0.13772135,0.087703361,0.28500279,0.24893824,0.20464666,0.57632109,0.28994625,0.16152137,0.65203814,0.256468,0.3582717,0.28554958,0.42520945,0.39042157,0.21343671,0.22750154,0.18876476,0.33592221,0.14663299,0.61524884,0.26847658,0.20864885,0.52288035,0.36907477,0.24877036,0.27204795,0.39973141,0.33485672,0.58294948,0.38756999,0.12972595,0.22552574,0.28789435,0.40114048,0.48232131,0.17708461,0.17701498,0.16735449,0.21426156,0.25059028,0.36968262
117,0,0.16265184,0.10401354,0.25311689,0.29370738,0.16453049,0.60196544,0.33126813,0.20297436,0.64141008,0.24306627,0.33710189,0.3416261,0.44243205,0.42417697,0.20258204,0.19684481,0.21114459,0.37141757,0.15987502,0.58807206,0.28275426,0.20211581,0.52508124,0.36003822,0.32812999,0.26360639,0.43189495,0.34711908,0.60871188,0.31844512,0.11664333,0.22295645,0.28331501,0.38279456,0.49764229,0.21416786,0.21643908,0.13666537,0.26084716,0.29765822,0.38198317
117,1,0.20194644,0.14207614,0.31070416,0.3842295,0.19276864,0.63604752,0.39597552,0.27030769,0.66034815,0.25308977,0.32406792,0.43177043,0.46901042,0.47061671,0.26568338,0.23367474,0.26416042,0.40548477,0.19569235,0.58282231,0.31818821,0.23038233,0.54102659,0.4252666,0.46263973,0.32446553,0.53260442,0.39312617,0.64682749,0.29007297,0.12212442,0.29563572,0.32593067,0.39798338,0.51968895,0.30863162,0.31333126,0.13688923,0.33345144,0.36621831,0.43386814
117,2,0.24296063,0.18604344,0.40699673,0.47848237,0.27085189,0.66676026,0.48681966,0.32512821,0.69546011,0.2916267,0.33272453,0.49413272,0.4997111,0.54742291,0.33381897,0.32188986,0.310978,0.42165987,0.22845842,0.59785279,0.36681671,0.26724202,0.56446086,0.48955803,0.55074257,0.41037962,0.60810939,0.46373769,0.6972508,0.31746714,0.17952591,0.38033436,0.38536544,0.42353474,0.54548312,0.40509988,0.40416076,0.19007203,0.3900145,0.43133346,0.49152201
118,0,0.28625055,0.2209431,0.5163589,0.58271966,0.36390126,0.68714183,0.56826907,0.35873504,0.73281141,0.33370869,0.36349434,0.54372705,0.54134536,0.63822434,0.41561486,0.41118616,0.37058406,0.42647389,0.26296616,0.60765172,0.41299058,0.32221604,0.59302806,0.55725821,0.63993133,0.47712288,0.6903021,0.54584103,0.74238507,0.37070791,0.26653331,0.45091949,0.46726194,0.4735423,0.56197882,0.54010363,0.4749734,0.26911622,0.42928008,0.49225856,0.54638787
118,1,0.33271623,0.25634652,0.64581805,0.66168907,0.48875121,0.69706263,0.6558821,0.37808547,0.78564556,0.38785781,0.40443019,0.5761978,0.60120225,0.72501117,0.51869455,0.537045,0.42228919,0.40773131,0.28853952,0.61040852,0.47110001,0.37508352,0.63026588,0.61819639,0.71618492,0.55942058,0.77322734,0.63037558,0.78124716,0.46093993,0.40043009,0.53814342,0.5682491,0.55111027,0.56664461,0.69516602,0.52800807,0.35457465,0.46044452,0.54792917,0.62120814
118,2,0.3475633,0.27055909,0.69953041,0.6912332,0.54971926,0.68785457,0.69095504,0.39090598,0.80810007,0.40684823,0.41509434,0.58115979,0.62909176,0.75160137,0.55234043,0.60061383,0.44250086,0.38269842,0.30059164,0.61079975,0.49305106,0.40606904,0.64153619,0.63755162,0.74029064,0.59128871,0.80441418,0.67416402,0.81094219,0.48721641,0.50490098,0.56463704,0.62865048,0.58344411,0.54727002,0.74507398,0.53284049,0.39355655,0.47020454,0.57278885,0.64494126
119,0,0.36026635,0.27574531,0.70309883,0.67824859,0.56501452,0.64201584,0.71490573,0.3907265,0.8073303,0.4192351,0.41128302,0.55728926,0.6404809,0.76135856,0.55653083,0.61707569,0.44558773,0.33308193,0.29238849,0.60601401,0.504642,0.41710282,0.63243722,0.63107933,0.73941233,0.60171828,0.82681064,0.69197965,0.8276741,0.51563155,0.59231846,0.55160581,0.65731063,0.60359517,0.47800298,0.76777801,0.5125798,0.41263383,0.46640361,0.58537836,0.65103454
119,1,0.35725889,0.27436617,0.66455772,0.62695305,0.53782188,0.58293017,0.72240232,0.35563248,0.79249475,0.42101458,0.39498113,0.50607225,0.62752506,0.74171011,0.52387306,0.59096458,0.43333823,0.29723354,0.27328325,0.56856519,0.5033127,0.41094098,0.59632939,0.60479566,0.70273874,0.59266733,0.80701873,0.65800906,0.80833864,0.50825909,0.63252651,0.51351518,0.63993572,0.59567976,0.38881535,0.78305039,0.46290344,0.40446759,0.43304075,0.57513064,0.62860775
119,2,0.34443875,0.26638038,0.59902361,0.54107734,0.48237173,0.56114471,0.72424714,0.32669231,0.76326977,0.41200595,0.37413585,0.45808353,0.61209138,0.71207359,0.48407501,0.53766116,0.42028027,0.29397606,0.25520175,0.50820671,0.48704459,0.39342984,0.55557607,0.57086236,0.67330725,0.56954046,0.78144797,0.61755523,0.77408284,0.47737214,0.61767353,0.47300484,0.59607554,0.57800604,0.33145268,0.7909593,0.43325501,0.37212381,0.40283459,0.55649313,0.58764685
120,0,0.32171082,0.25486002,0.49827599,0.42123515,0.39500484,0.54054716,0.72245564,0.31305983,0.70888733,0.3802811,0.34222642,0.42750021,0.58803529,0.67472814,0.42986657,0.45406141,0.40861875,0.31212491,0.2301735,0.42692203,0.4545154,0.36163697,0.50401034,0.52665968,0.63685723,0.5440959,0.76313469,0.57897464,0.7359035,0.42391643,0.57929586,0.43708755,0.51359907,0.54660876,0.30176208,0.79211836,0.40011527,0.33142885,0.37961024,0.52896265,0.52083991
120,1,0.29274111,0.23050624,0.3996957,0.33048899,0.29745402,0.5362851,0.71813684,0.32851282,0.64663226,0.33760131,0.31510943,0.42141942,0.55749017,0.63323402,0.3801154,0.36289338,0.39449508,0.34763632,0.20156884,0.36364298,0.42181038,0.31469933,0.46581979,0.47530666,0.60404823,0.51757243,0.73443032,0.55480862,0.70375967,0.34932133,0.53816763,0.4033436,0.43369622,0.51192598,0.28315685,0.78659576,0.38148386,0.26999221,0.38590755,0.50944455,0.44026828
120,2,0.25187326,0.20812619,0.34669483,0.28428794,0.24086157,0.55294456,0.71522564,0.36162393,0.60254549,0.31067273,0.28850566,0.41751644,0.50936687,0.61424847,0.33942301,0.30555588,0.37691705,0.38196027,0.20045869,0.35476299,0.35929104,0.25469562,0.44347858,0.42115515,0.58559566,0.50262737,0.68676153,0.55215156,0.68060082,0.28069082,0.49395879,0.39573251,0.3990793,0.45576284,0.26091165,0.77984591,0.38797881,0.23256765,0.40264938,0.49193923,0.36710503
121,0,0.23345529,0.18929722,0.36972536,0.29202221,0.25529526,0.57691865,0.71505502,0.3968547,0.57988978,0.29553322,0.28390189,0.42177812,0.48426632,0.60645762,0.33304724,0.31136868,0.36628448,0.40956064,0.22137207,0.3845055,0.33450556,0.23844655,0.46011817,0.40911052,0.58300064,0.51003996,0.64660797,0.57862922,0.68834775,0.24926652,0.49761952,0.4158733,0.4260962,0.41313444,0.25004136,0.78216404,0.44320802,0.22872299,0.40898695,0.49386491,0.3550149
121,1,0.23067467,0.18502767,0.43542367,0.34124294,0.30986447,0.60759539,0.72081343,0.43892308,0.57797411,0.32723026,0.30153962,0.4466308,0.49087758,0.61780128,0.36145691,0.35590639,0.3657455,0.44735069,0.26014093,0.43128924,0.33368969,0.25625464,0.5016322,0.42270234,0.59091345,0.53346653,0.625351,0.61608056,0.71897132,0.2536513,0.54020804,0.45050594,0.47787055,0.39558157,0.25723858,0.79825459,0.5146635,0.2491824,0.42042197,0.51022837,0.37290023
121,2,0.24888043,0.19786935,0.54125026,0.42474187,0.41030978,0.6512167,0.73816328,0.49929915,0.5915063,0.38200498,0.33801509,0.49162183,0.52995622,0.65253985,0.41373963,0.45558436,0.37823999,0.4940948,0.31019743,0.48500591,0.37590378,0.2922513,0.5521418,0.45721507,0.6089588,0.57341658,0.62828113,0.67319419,0.76196632,0.28858988,0.61633327,0.49972723,0.56250982,0.39746224,0.30131535,0.84352628,0.61913682,0.29419895,0.44641649,0.53908458,0.42474136
122,0,0.27980389,0.21952267,0.64701118,0.51039353,0.50793804,0.69425486,0.77960246,0.56380342,0.61414451,0.46516801,0.37843019,0.52838842,0.59629103,0.69701326,0.48424811,0.54717091,0.40082807,0.54371129,0.34731104,0.54247111,0.41998171,0.34560134,0.60608567,0.50452444,0.63700096,0.61516484,0.64894122,0.73826573,0.79175239,0.33379187,0.7120024,0.5541487,0.64420091,0.41472054,0.36398081,0.90597941,0.70565481,0.35004867,0.47975519,0.5756048,0.48807645
122,1,0.31749598,0.26374597,0.78467988,0.59586012,0.64078412,0.73304536,0.85905775,0.62167521,0.65413751,0.56889241,0.4297283,0.54605859,0.69924887,0.7641144,0.54822214,0.66576374,0.43722132,0.60505793,0.37179419,0.5928305,0.49825573,0.45448218,0.71887001,0.57411083,0.6901549,0.66998002,0.71290204,0.79668132,0.81215294,0.4137175,0.83037608,0.63277607,0.71187608,0.46686556,0.46892786,0.9951592,0.78837117,0.44607748,0.53780802,0.61523128,0.58134315
122,2,0.34467291,0.28162524,0.8521624,0.60595169,0.70150048,0.73131749,0.90942245,0.55889744,0.68209412,0.63330136,0.45978868,0.50813904,0.76489478,0.78243706,0.48946268,0.7518165,0.45543633,0.6211528,0.36757296,0.58641616,0.57163455,0.53126392,0.77666174,0.61279665,0.7178138,0.67761239,0.74156572,0.79246988,0.79783341,0.45671635,0.84309862,0.62439947,0.66441526,0.50693353,0.51866314,1,0.82955755,0.54325482,0.53683363,0.62395007,0.63467473
123,0,0.35395873,0.29562309,0.87811552,0.57129359,0.71797677,0.70026638,0.8610412,0.43252137,0.69821554,0.61753625,0.47553208,0.44651977,0.78038401,0.76165649,0.38289939,0.78088052,0.45661228,0.62428191,0.33890846,0.53844054,0.6021522,0.57610431,0.79002954,0.61520064,0.72504791,0.64432567,0.71522173,0.76741375,0.73057806,0.49988716,0.76154231,0.57443907,0.57484625,0.54991692,0.52164957,0.87448013,0.8160689,0.59581468,0.50846352,0.61877298,0.66413291
123,1,0.34004098,0.29779503,0.83656425,0.50185077,0.68033882,0.65460763,0.8128519,0.322,0.69149755,0.54947102,0.45441509,0.40812196,0.75387231,0.69947862,0.3231374,0.74394596,0.44017345,0.5949164,0.27723194,0.49328542,0.6051062,0.562268,0.74601182,0.57005486,0.66728681,0.59191808,0.6778762,0.72310717,0.63469276,0.49182689,0.65728146,0.54571931,0.53016445,0.55960725,0.48682164,0.76266448,0.72323329,0.59698267,0.47566436,0.58492355,0.6530861
123,2,0.30208547,0.28397886,0.77048283,0.41979349,0.61581801,0.59772498,0.74398567,0.24202564,0.66458188,0.47768,0.39902642,0.36648732,0.63923643,0.60400715,0.28967905,0.65954404,0.41975354,0.54688854,0.19962109,0.44768447,0.53475172,0.51861544,0.69528065,0.48918203,0.59644682,0.54315684,0.59412347,0.66300434,0.52284024,0.46086471,0.46859372,0.50792785,0.48101205,0.54562689,0.43172568,0.69352969,0.6229828,0.56047304,0.41719278,0.52451132,0.6107575
124,0,0.25106834,0.26601701,0.69580875,0.36702708,0.54235237,0.53709863,0.68175226,0.19976068,0.62199965,0.40241342,0.34736604,0.35360834,0.52257828,0.53211679,0.26071403,0.57637444,0.39872115,0.48757983,0.12629795,0.39545992,0.44555493,0.46627691,0.63961595,0.40227455,0.50871127,0.47222777,0.50840376,0.600922,0.42364133,0.42474395,0.35740148,0.48561373,0.41571717,0.51441843,0.40272171,0.6370287,0.5222003,0.5011096,0.34878402,0.46569576,0.55519902
124,1,0.19109469,0.21034768,0.59325503,0.30592246,0.44310745,0.43310295,0.6140697,0.16990598,0.53765745,0.31332805,0.2924,0.341182,0.35475233,0.41196931,0.21771367,0.46178081,0.37620658,0.40720177,0.13022004,0.32754072,0.33831763,0.37989978,0.52980798,0.24549097,0.36052379,0.37991009,0.39041198,0.4620106,0.30480655,0.38308848,0.2359772,0.4808271,0.31791984,0.45858761,0.38761582,0.58848435,0.36574526,0.41995328,0.28761475,0.3763983,0.47391724
124,2,0.19547051,0.16470394,0.51007586,0.27469316,0.36735721,0.36146868,0.55470483,0.14888034,0.44089398,0.25810847,0.27340377,0.3121018,0.23369408,0.31992403,0.20838082,0.38014579,0.37710079,0.35342919,0.17563651,0.29122919,0.23646082,0.27564959,0.43282127,0.16849535,0.2828649,0.31366633,0.38187935,0.29555871,0.22286755,0.36401251,0.16923385,0.49889133,0.2333289,0.41898036,0.38785572,0.56458035,0.24021325,0.30800078,0.25305202,0.26271531,0.44812379
