,,pid1263b-12,pid52932-24,pid5667249-22,pid5667271-05,pid5667274b-06,pid58917-06,pid9048b-16,pid9049b-12,pid9050b-12,pid9054b-12,pid9055b-12,pid9056-07,pid9058b-12,pid9059b-16,pid9060b-10,pid9061b-09,pid9062b-15,pid9063b-16,pid9064-21,pid9066b-12,pid9068-20,pid9069-12,pid9070b-24,pid9072b-16,pid9074g-12,pid9075b-12,pid9085-16,pid9086-13,pid9088-22,pid9089-07,pid9090-21,pid9093b-18,pid9094b-12,pid9097-24,pid9099b-16,pid9101c-06,pid9102-07,pid9103-20,pid9104b-12,pid9111b-14,pid9116-20,pid9118b-16,pid9119-14,pid9121-07,pid9124-13,pid9127-06,pid9129-17,pid9130-11,pid9138b-12,pid9139b-12,pid9153b-12,pid915412b-21,pid9166l-10,pid9170b-12,pid9172-10,pid9174b-12,pid918713-20,pid918805-02,pid918812-13,pid918904-12,pid9190-09,pid9192b-12
60,2,0.43029918,0.88230526,0.34031794,0.54312603,0.75560021,0.73043792,0.58615212,0.30530048,0.50866316,0.79944497,0.5827238,0.72145895,0.59594488,0.35399296,0.74656521,0.62191494,0.45717666,0.69066615,0.68760448,0.82476656,0.5505513,0.76076857,0.50235131,0.71825665,0.67974549,0.40705882,0.52580951,0.83180742,0.54978715,0.72139364,0.50165151,0.57618403,0.72522932,0.32371434,0.6484949,0.83903433,0.62566641,0.55985968,0.57549797,0.61733638,0.77890295,0.80099373,0.52065823,0.6687688,0.39183775,0.75457364,0.46086456,0.63282309,0.79834977,0.54974257,0.66386967,0.79609055,0.49025301,0.55699029,0.60623333,0.50378077,0.31865622,0.76193481,0.3875,0.6812736,0.43800542,0.44613163
61,0,0.44325847,0.87347005,0.40785442,0.56499882,0.77405671,0.66351811,0.71709013,0.2797406,0.55218655,0.83674022,0.64994498,0.79898982,0.68778711,0.3760686,0.77404354,0.70408242,0.49402949,0.74107469,0.68782836,0.8088165,0.59556363,0.74152007,0.63270001,0.79638375,0.69217627,0.43627231,0.56606703,0.8554854,0.64446436,0.74100997,0.64507948,0.62078519,0.73887499,0.30086703,0.63612249,0.79840701,0.64214585,0.67587465,0.59597934,0.67597602,0.85362486,0.79851985,0.5958481,0.69919512,0.43922444,0.80077519,0.59491468,0.66294077,0.80492386,0.60070297,0.71642157,0.79525875,0.5246685,0.58949963,0.66830755,0.64595448,0.34845837,0.76872136,0.43911037,0.72937845,0.477781,0.56608917
61,1,0.47323228,0.84834238,0.51763845,0.58894204,0.78581529,0.50631541,0.66100331,0.2857674,0.52374758,0.85812915,0.59814012,0.81203325,0.65072866,0.28931398,0.81124498,0.79231544,0.4598497,0.63340383,0.63026119,0.77057546,0.64561551,0.77969257,0.73575016,0.7863986,0.6097561,0.50012558,0.68174588,0.85122336,0.67556466,0.71300545,0.76625224,0.64833297,0.69025093,0.30004633,0.57671803,0.64904915,0.62945545,0.74869972,0.50851162,0.74091785,0.88346759,0.65615181,0.62258228,0.70767734,0.49205594,0.79529716,0.67409997,0.65333623,0.74609244,0.63235644,0.63757209,0.77245559,0.53815729,0.59395818,0.69413244,0.72666047,0.29719703,0.64522348,0.49241948,0.76909672,0.5047011,0.63248408
61,2,0.51239584,0.83488693,0.61188098,0.63547173,0.80226241,0.40900319,0.56228143,0.30743623,0.36674509,0.90286991,0.54129717,0.81126934,0.43549026,0.24403694,0.82498415,0.83585096,0.33592603,0.63435547,0.64447761,0.79283388,0.71118174,0.79722459,0.78073815,0.73006342,0.61552963,0.58415069,0.74533232,0.83756906,0.68789809,0.71124694,0.78555081,0.69476015,0.65149723,0.35289563,0.55682335,0.61390467,0.60357959,0.79851263,0.47062892,0.76704018,0.88983506,0.54383566,0.65858228,0.74846099,0.52942577,0.77958656,0.7231096,0.66301322,0.7373717,0.58276238,0.50505334,0.80604836,0.50134126,0.6106348,0.72758516,0.75918254,0.32326463,0.48994553,0.52878044,0.8030061,0.51535113,0.66692994
62,0,0.59331799,0.84882873,0.70961669,0.71286174,0.8193049,0.38523214,0.63466716,0.32165153,0.28865209,0.91478273,0.53547155,0.80643506,0.39143038,0.30312225,0.84992602,0.8370904,0.37488223,0.68757089,0.69419403,0.80944625,0.75184849,0.81238258,0.83664556,0.72311429,0.6922941,0.68691342,0.74432873,0.82320442,0.70509661,0.77786346,0.75462362,0.75188112,0.67789402,0.42630882,0.59507184,0.72172141,0.61206207,0.84405051,0.58738473,0.78431233,0.89743,0.57906494,0.6876962,0.84343711,0.60608946,0.80005168,0.75691341,0.74974384,0.69625008,0.55155446,0.51964389,0.84263561,0.50324646,0.65070948,0.76301151,0.80501626,0.58521847,0.52645457,0.60439906,0.83045309,0.53240472,0.70360934
62,1,0.67401794,0.91083732,0.82220363,0.80856403,0.86499963,0.34872044,0.7662138,0.33655858,0.27698588,0.89711656,0.54642156,0.89142258,0.66866783,0.43720317,0.88712746,0.8292664,0.47661094,0.82921273,0.76052239,0.85923996,0.78272149,0.8676345,0.87631943,0.80259074,0.78555438,0.79504296,0.74610869,0.85035517,0.77156483,0.88892232,0.72245933,0.82287567,0.73725267,0.4998941,0.65977505,0.88756483,0.67579018,0.87664172,0.74113796,0.81692956,0.89182969,0.70513878,0.76222785,0.94710773,0.6703858,0.86403101,0.83245579,0.81836247,0.63641242,0.58375248,0.63262687,0.89074921,0.53389727,0.72979836,0.80987579,0.84792383,0.79967024,0.66807297,0.67057148,0.86683125,0.57374734,0.81841189
62,2,0.7970796,0.9762503,0.92977043,0.9113795,0.92483441,0.30758006,0.91366736,0.34440986,0.24759203,0.84966834,0.51769262,0.97972796,0.84729922,0.52502199,0.8933277,0.82051282,0.56238908,0.88759012,0.83373134,0.92628664,0.83370087,0.91537148,0.89983257,0.92807988,0.83981383,0.9021811,0.81356751,0.86543015,0.8888391,0.96765093,0.66233686,0.89028114,0.77530134,0.55617844,0.72186464,0.98246481,0.68925171,0.89978485,0.91051273,0.81278995,0.86198696,0.86195342,0.87762025,1,0.76183675,0.90651163,0.93485539,0.93438279,0.51522104,0.7220297,0.70528403,0.94771552,0.60647005,0.78827483,0.84645279,0.94444961,1,0.79123368,0.76440495,0.89195469,0.61393887,0.91626327
63,0,0.88302516,0.96968469,0.9834231,1,0.91731785,0.24031506,0.96328619,0.30279291,0.19829781,0.66522269,0.37542883,0.92390573,0.82987486,0.54210202,0.81822025,0.80687892,0.58415679,0.6546477,0.85149254,0.97961998,0.87177325,0.86874466,0.91861396,1,0.80075409,0.95505618,0.84372278,0.85359116,0.92608478,0.977713,0.64310014,0.93757936,0.77992571,0.54676021,0.75560757,0.97851321,0.65158035,0.74,0.97694578,0.65324388,0.70964327,0.98662853,0.85407595,0.89527684,0.80659526,0.83131783,1,0.94126536,0.35291474,0.75011881,0.60782872,0.89800963,0.66419753,0.77654966,0.8575021,0.84927078,0.98821105,0.78526844,0.80767871,0.90909091,0.69575353,0.80477282
63,1,0.87921594,0.86350004,0.93615019,0.97702141,0.83351939,0.15533397,0.9725188,0.27844358,0.14824246,0.5373697,0.27713768,0.90831975,0.7527483,0.58184697,0.7149299,0.70851344,0.5220635,0.5288859,0.79902985,0.93816504,0.83259826,0.76783091,0.94431098,0.98994738,0.72929186,0.92504957,0.77547813,0.81578532,0.87205667,0.9039684,0.64724439,0.9081426,0.76142825,0.53435701,0.69813406,0.8971351,0.61409939,0.48786717,0.95518259,0.57981586,0.43932489,1,0.71483544,0.71730939,0.75783001,0.68516796,0.91658186,0.87249149,0.26641175,0.69726733,0.39429066,0.85758422,0.71024996,0.77348768,0.81101882,0.73891314,0.87922506,0.67472983,0.76026119,0.90698519,0.69884891,0.77666242
63,2,0.66326482,0.40860825,0.70485802,0.81475963,0.61895512,0.12068473,0.52795057,0.23503675,0.11916413,0.4054623,0.23537662,0.75044181,0.41456518,0.4419701,0.56761079,0.48734216,0.34271817,0.46421225,0.67735075,0.58672096,0.63241017,0.61556789,0.80476086,0.73991364,0.47824909,0.72438863,0.52602727,0.56575375,0.48383104,0.71877939,0.50958125,0.69481262,0.61745129,0.4843537,0.52420519,0.66757224,0.53733816,0.29834425,0.7597381,0.49041467,0.30026084,0.74583773,0.27562025,0.45742968,0.5510364,0.52155039,0.54016784,0.67044431,0.20770108,0.53675248,0.26279556,0.79761155,0.69113702,0.6542121,0.5658386,0.56757083,0.66361088,0.45823463,0.56555381,0.73714784,0.63133101,0.67801274
64,0,0.50897548,0.37595039,0.31348638,0.51461846,0.4145717,0.14454835,0.18946967,0.22729788,0.11946167,0.34709625,0.15734568,0.56591834,0.17997782,0.36491645,0.33870218,0.51511349,0.16913521,0.16560608,0.39863433,0.53371336,0.31547542,0.24060632,0.78743539,0.23887465,0.19260045,0.56920687,0.44982011,0.32542226,0.15033768,0.55104382,0.39756912,0.36118545,0.24779774,0.34330531,0.35158312,0.50894665,0.21498477,0.47789523,0.5863519,0.34128185,0.26406598,0.17791046,0.20711392,0.21865381,0.12952494,0.098268734,0.10998333,0.28537275,0.15852284,0.25058416,0.11589533,0.62334977,0.20666819,0.4473413,0.2786939,0.31861588,0.51436933,0.35020316,0.13043009,0.26709265,0.54792997,0.31848832
64,1,0.78215221,0.58529626,0.68038488,0.84338483,0.48936519,0.31581755,0.51613902,0.45782101,0.32539441,0.58204955,0.30451809,0.6476108,0.25228101,0.70324538,0.61421123,0.69119219,0.30828641,0.43077958,0.48925373,0.79257329,0.58319497,0.49272417,0.96556745,0.56456619,0.28970779,0.6709187,0.80750805,0.58498027,0.37842077,0.69214783,0.55027525,0.49363515,0.45399136,0.5487524,0.72335999,0.83366263,0.45824448,0.72566885,0.89251199,0.65799729,0.57893364,0.48947297,0.53610127,0.37913497,0.19574531,0.33196382,0.29542941,0.6545161,0.35869055,0.4110495,0.34456459,0.67160597,0.37905807,0.69510082,0.5714928,0.70254529,0.70776587,0.65616841,0.19562058,0.56797125,0.66851422,0.63454777
64,2,0.91270534,0.66967658,0.64058987,0.9552192,0.50225497,0.32261152,0.73853661,0.48575875,0.39741212,0.6079667,0.35284916,0.75795547,0.25312054,0.78941073,0.55603466,0.68587032,0.32097237,0.48519658,0.51323881,0.79352877,0.80678428,0.57158839,1,0.78174335,0.28646165,0.79537343,0.83636622,0.62902131,0.51014094,0.90256724,0.64588359,0.55711572,0.48959139,0.58260639,0.79312138,0.95492714,0.55581683,0.87595884,0.96551088,0.73263864,0.57122363,0.54944103,0.61129114,0.47094463,0.21478727,0.47618088,0.371311,0.74197121,0.43056282,0.45847525,0.30292676,0.64389519,0.45204999,0.7067289,0.75893469,0.85205759,0.78401484,0.70178957,0.21549489,0.62730177,0.76211066,0.74777919
65,0,0.85294818,0.64035827,0.55801914,0.92988785,0.3918583,0.27764267,0.76565675,0.40518807,0.40595073,0.51795722,0.35858847,0.78089548,0.23301917,0.7182058,0.46079053,0.55445813,0.25542823,0.47602615,0.42621642,0.72610206,0.95122584,0.54479078,0.92370969,0.84347591,0.26103452,0.8054197,0.67826169,0.4744041,0.54266022,0.93716381,0.67501701,0.57635194,0.36705329,0.48772917,0.71822378,0.83650284,0.57773229,0.89202993,0.89049244,0.71436728,0.48794016,0.51443096,0.49792911,0.46323191,0.19651889,0.48727649,0.35681312,0.71718364,0.44033675,0.38605941,0.21665946,0.49208009,0.49407103,0.65422704,0.81856283,0.84295402,0.69345425,0.62801072,0.19720149,0.58154952,0.69959373,0.76376221
65,1,0.70041267,0.56249493,0.4265701,0.81648498,0.35527275,0.23369369,0.57867319,0.30313878,0.33942707,0.38490592,0.28793665,0.62801145,0.17435451,0.53254178,0.34749524,0.38019211,0.13589755,0.37908296,0.26004478,0.54581976,1,0.43257045,0.78095654,0.66063959,0.2329445,0.68876404,0.45239538,0.30018153,0.40873156,0.80063946,0.58522917,0.51924147,0.2430445,0.29110464,0.53734478,0.5567918,0.49717251,0.80987839,0.71562154,0.53240311,0.32896049,0.38593543,0.32731139,0.39583407,0.16020034,0.3566615,0.2805923,0.61601515,0.32611525,0.25624752,0.17374567,0.38467114,0.4650663,0.44971621,0.73684371,0.69084069,0.5663479,0.4790957,0.15917125,0.42568981,0.51186883,0.57156688
65,2,0.47865249,0.37258653,0.24456414,0.55304682,0.26049713,0.19136083,0.25785288,0.28957198,0.19656795,0.22670231,0.1945757,0.27364977,0.11186441,0.36462621,0.26880152,0.28514215,0.09108477,0.27076805,0.18270149,0.27812161,0.75599948,0.24555081,0.55301012,0.30945891,0.21095794,0.49586252,0.30270782,0.12985004,0.1886716,0.51185819,0.3071813,0.34140352,0.16047305,0.1409822,0.3463949,0.31996789,0.2540556,0.57684752,0.4123294,0.2174363,0.1604066,0.25301406,0.18492658,0.38367239,0.10627789,0.20563824,0.17614265,0.48813405,0.23415174,0.20007921,0.14474481,0.34688373,0.35753696,0.28522778,0.54442582,0.56263818,0.49333059,0.30587015,0.10662804,0.29039355,0.35797059,0.28897665
66,0,0.33947306,0.21529545,0.17081525,0.40781115,0.18124581,0.17094755,0.13588958,0.31355815,0.15900913,0.20371599,0.19945196,0.15573443,0.065627277,0.27901495,0.26742056,0.22218607,0.099973708,0.24677497,0.20368657,0.25486428,0.29547931,0.18688301,0.52990464,0.17694643,0.22218098,0.28970258,0.30134444,0.11922652,0.18191808,0.32735565,0.22303458,0.27696796,0.13579713,0.10652591,0.2527794,0.19635713,0.1843869,0.39627689,0.30422353,0.23049747,0.17995397,0.20599994,0.20081013,0.37907306,0.17548349,0.19797933,0.20553663,0.43879695,0.20727846,0.18431683,0.17363754,0.36426831,0.30248438,0.23533234,0.35843938,0.50998607,0.35140973,0.32998184,0.17446976,0.22886291,0.21559296,0.14036518
66,1,0.37051821,0.25652103,0.22232913,0.44016156,0.17528466,0.12493057,0.21963297,0.41906615,0.24672018,0.23515636,0.37019656,0.14917851,0.13409631,0.22751099,0.30822941,0.24334185,0.21047961,0.291464,0.17898507,0.32235613,0.22636529,0.26872758,0.55222392,0.20187559,0.23729233,0.22635823,0.36024427,0.13587214,0.24097131,0.32953733,0.31783262,0.23393046,0.1502767,0.16677477,0.21587673,0.25058656,0.20375095,0.30521048,0.28398193,0.47260724,0.35216724,0.30326406,0.27793418,0.36400142,0.40233066,0.19205168,0.28920549,0.38492667,0.14536124,0.1860396,0.23143022,0.43594558,0.32594879,0.28191187,0.26660825,0.47496516,0.24976917,0.40490188,0.40013747,0.26914028,0.14886825,0.20403397
66,2,0.40927704,0.31463889,0.30730534,0.4679633,0.19476074,0.15927385,0.31596158,0.40261133,0.37544976,0.23847299,0.3709841,0.18337191,0.1670838,0.23246262,0.33591912,0.26858781,0.30543809,0.34560223,0.18188806,0.3683279,0.33462187,0.36108454,0.55439324,0.24374578,0.23853541,0.22843358,0.44240674,0.21245462,0.30922127,0.36406808,0.41751716,0.22674181,0.22728375,0.2257661,0.25995059,0.3216288,0.16109101,0.39194574,0.27574696,0.54544287,0.5091216,0.41299151,0.39104304,0.40921635,0.48273331,0.19535917,0.36427592,0.36986783,0.1285906,0.2150099,0.25847751,0.45044264,0.35489255,0.32589246,0.26789606,0.45961914,0.26982688,0.51848362,0.46990377,0.30148127,0.16854324,0.2537155
67,0,0.44769463,0.41306639,0.32117869,0.46000314,0.2324626,0.2399228,0.34288573,0.38571552,0.42562967,0.31386896,0.31485317,0.20200212,0.1817757,0.28395778,0.35981822,0.33524673,0.36406959,0.40140344,0.23884328,0.38320304,0.40296407,0.45036721,0.57821941,0.27472001,0.24973489,0.25990747,0.54866503,0.28622731,0.32358182,0.43977807,0.44827736,0.29732708,0.26439997,0.28408895,0.29334244,0.38375525,0.19156512,0.41695978,0.35277573,0.61992006,0.55685462,0.53504661,0.42010127,0.47939147,0.50473073,0.2474522,0.44158813,0.40138272,0.18005635,0.30769307,0.28305219,0.42451429,0.37455418,0.35246453,0.31720643,0.4572039,0.29700742,0.53646581,0.50387863,0.3785289,0.18172761,0.28316773
67,1,0.42806126,0.55973089,0.30525022,0.37043369,0.25255637,0.29339589,0.34772383,0.39071336,0.42419042,0.36817382,0.2723693,0.1904409,0.18992555,0.3323219,0.37603748,0.42616004,0.3901755,0.47747765,0.30293284,0.36111835,0.39624465,0.47254483,0.6010701,0.25435164,0.278308,0.26613351,0.56699489,0.32833465,0.29278025,0.51599586,0.40408858,0.39693984,0.28533091,0.28171289,0.31728106,0.4002902,0.25972011,0.41377923,0.43355773,0.54358004,0.55150748,0.56945126,0.4549519,0.53573324,0.38004562,0.29343152,0.49822279,0.43580588,0.23211914,0.36941584,0.29109717,0.43517319,0.38654931,0.35777446,0.36639488,0.48878774,0.28871393,0.52152676,0.38270817,0.44119227,0.19419617,0.29578769
67,2,0.35532101,0.57257032,0.2426659,0.23399733,0.24050755,0.28401299,0.2848286,0.34572417,0.36440631,0.32966021,0.26765486,0.17602928,0.15952796,0.31525945,0.3937293,0.40690991,0.3533884,0.50622897,0.32956716,0.34437568,0.28647685,0.39190436,0.54947223,0.23469842,0.28841169,0.25155981,0.47553494,0.33200474,0.19864716,0.58892232,0.29366611,0.41240857,0.25398378,0.25227348,0.28815422,0.37387627,0.3301409,0.44333957,0.48275544,0.27255728,0.52537783,0.49665452,0.47155443,0.60323722,0.18414162,0.28383463,0.5204342,0.42198901,0.26274234,0.37326733,0.26764706,0.46193334,0.40509831,0.30911128,0.30989103,0.55604273,0.23898599,0.40666551,0.19660251,0.50753703,0.21046624,0.24472187
68,0,0.33996508,0.48490719,0.36649584,0.2273704,0.26845278,0.25770009,0.29772331,0.28453091,0.28631331,0.26418032,0.30874706,0.21428164,0.14685569,0.31413369,0.38196999,0.36164691,0.31629456,0.46132846,0.30328358,0.36160695,0.24459074,0.23927412,0.46825362,0.25422345,0.27446683,0.24775942,0.4459288,0.31753749,0.22190571,0.47791048,0.28263129,0.38648742,0.31771662,0.21492488,0.28663286,0.33561991,0.35182788,0.49086062,0.4882239,0.23227464,0.54048331,0.41873258,0.4392962,0.62663188,0.26077556,0.2494677,0.4816896,0.42360356,0.27479708,0.34080198,0.26692618,0.37975165,0.38620637,0.31195668,0.26074068,0.60433813,0.26815334,0.53053514,0.2605165,0.52081034,0.22609789,0.26759236
68,1,0.40470598,0.47486423,0.45399257,0.33125245,0.32035425,0.28052971,0.32208915,0.30506701,0.29471353,0.31422093,0.34362526,0.23527199,0.15099002,0.33204925,0.39444797,0.39037881,0.30295129,0.39371335,0.26507463,0.42665581,0.31357504,0.21779675,0.4262066,0.2848536,0.25733475,0.30738268,0.50668434,0.33298343,0.30016324,0.36561031,0.36324612,0.36488997,0.39620196,0.1956516,0.31393277,0.37324648,0.31547982,0.49971936,0.44640354,0.41345371,0.56803989,0.45684283,0.4116,0.64764727,0.30683328,0.21898708,0.44978836,0.4316246,0.2927685,0.35288119,0.3527105,0.29457549,0.34034446,0.32389843,0.24207117,0.64830469,0.27457543,0.63982018,0.30486057,0.51272146,0.24997098,0.28742251
68,2,0.48388223,0.52383075,0.47225854,0.44637283,0.38279378,0.41647184,0.32836113,0.39498487,0.37071686,0.43756599,0.36907459,0.24351534,0.18343894,0.40533861,0.42734447,0.45407855,0.39167634,0.40341248,0.27048507,0.53646037,0.39665326,0.26505551,0.60353789,0.34094589,0.27663485,0.41416391,0.60043552,0.41465667,0.35716801,0.40037615,0.48985588,0.35269548,0.53221136,0.21952479,0.3965932,0.49199802,0.27210586,0.44125351,0.43223903,0.48312754,0.59018796,0.56304214,0.4224962,0.6309747,0.25846474,0.29039276,0.48736782,0.4569814,0.38790501,0.34538614,0.44155854,0.4197968,0.35559366,0.37333084,0.30618761,0.65447283,0.32920033,0.69191666,0.25470346,0.5208176,0.30059973,0.39109979
69,0,0.51907785,0.58117046,0.53521937,0.53115834,0.43594552,0.52627367,0.37802123,0.53566796,0.43665929,0.48880466,0.43174315,0.29947439,0.25432441,0.48872471,0.46234764,0.45802154,0.47840757,0.5250024,0.31802239,0.61581976,0.47089117,0.31791631,0.7093907,0.41580758,0.33812301,0.47282221,0.65605946,0.5149487,0.35873636,0.49464924,0.57426239,0.40507299,0.65172466,0.26823086,0.43592744,0.57887133,0.39253618,0.46474275,0.50706381,0.52566555,0.60994246,0.6435841,0.44595443,0.66293119,0.22867202,0.41647545,0.51755822,0.52751472,0.51325552,0.37157426,0.49196223,0.58652486,0.42037799,0.47473488,0.39087099,0.63885741,0.40737016,0.67314775,0.22756284,0.57139123,0.37643645,0.49658599
69,1,0.50781684,0.59296425,0.6666318,0.60144302,0.44887252,0.60734627,0.44942696,0.64902724,0.46792139,0.56242047,0.52002287,0.33687163,0.33049263,0.55024626,0.50505883,0.44736231,0.5090927,0.58642699,0.37458955,0.67358306,0.55107018,0.38011956,0.72140205,0.43841587,0.40124308,0.46928619,0.69378906,0.52726125,0.32349646,0.53906338,0.62590462,0.47260439,0.69256311,0.35956053,0.48229634,0.62836503,0.4821211,0.51843779,0.59576724,0.58020127,0.63126199,0.68997192,0.44082025,0.71258624,0.2476148,0.46647028,0.52595018,0.57971869,0.5582478,0.42534653,0.52091263,0.69243658,0.45842859,0.56213592,0.43479387,0.60224803,0.46748557,0.6529783,0.24722113,0.64096718,0.44607274,0.57598301
69,2,0.47705738,0.6251844,0.69413795,0.62348835,0.41368609,0.65484129,0.45698842,0.71470817,0.43980072,0.64142412,0.56335901,0.31252922,0.38217171,0.57853122,0.52387092,0.43915873,0.50301264,0.60144189,0.35087313,0.72429967,0.56954858,0.51434671,0.6962146,0.44339495,0.4529987,0.41504296,0.76548949,0.45700868,0.24354255,0.52124318,0.65664625,0.51032123,0.68322341,0.39518168,0.52569404,0.63812052,0.47772277,0.5106174,0.60940612,0.62621512,0.68115842,0.71643302,0.43055696,0.71451442,0.31226817,0.42373643,0.48301698,0.57111808,0.53260213,0.48323762,0.54739043,0.7287624,0.47215364,0.65447349,0.42904824,0.54339062,0.49410552,0.71984957,0.31409073,0.67404879,0.45876378,0.62334607
70,0,0.39740497,0.62074248,0.71217905,0.60680731,0.42574235,0.63910376,0.40259338,0.73338521,0.44663714,0.65941519,0.57744838,0.28518818,0.43704261,0.54087951,0.48917776,0.43603687,0.44458929,0.53964241,0.32567164,0.75666667,0.54988325,0.58855679,0.68532431,0.44215356,0.45453046,0.34634501,0.79393107,0.37482242,0.21552561,0.47445928,0.65429579,0.48391735,0.63193086,0.39289165,0.55880632,0.59297357,0.44084158,0.54927035,0.57587606,0.64200985,0.69436133,0.67871943,0.40760506,0.68341589,0.42678766,0.33779328,0.42402254,0.47591103,0.51406722,0.4910099,0.56082036,0.72102668,0.46299345,0.68982076,0.40994437,0.45867162,0.53348722,0.74256073,0.42604085,0.67713477,0.41880441,0.62805945
70,1,0.36019364,0.6364108,0.73994666,0.54194965,0.51319491,0.60508685,0.36570421,0.67910073,0.46155549,0.63729525,0.55328284,0.29473132,0.43479328,0.47317502,0.43374903,0.43217135,0.4003418,0.47783332,0.30648507,0.75110749,0.46656505,0.49486763,0.70208197,0.41032249,0.44109815,0.28645737,0.7341602,0.3374191,0.22385814,0.48821704,0.67563555,0.37852218,0.60112198,0.31972996,0.55014628,0.55721783,0.37832254,0.60824135,0.54865363,0.63099707,0.66095129,0.60637154,0.42546835,0.6208208,0.52730338,0.34541085,0.40359571,0.34636363,0.52971087,0.41847525,0.58549596,0.67842671,0.441861,0.63396565,0.44028042,0.45608918,0.62317395,0.71411775,0.5267773,0.71969213,0.39109112,0.61480255
70,2,0.41690342,0.72486828,0.75720337,0.6170967,0.60181588,0.58679177,0.29772331,0.6401297,0.511168,0.61506701,0.55427536,0.38327614,0.47505148,0.45677221,0.41268935,0.44920598,0.39336342,0.59556859,0.32566418,0.76327904,0.43005578,0.33861657,0.7010701,0.4093847,0.51399199,0.32812954,0.65071009,0.43574586,0.28816055,0.57917999,0.69666605,0.3683741,0.66599955,0.26447813,0.50521423,0.59590022,0.41590823,0.65993452,0.56910734,0.65023196,0.63561949,0.60679951,0.5524557,0.64617902,0.58285233,0.45224289,0.45431618,0.33051821,0.6255853,0.39216832,0.6495098,0.64533302,0.40552507,0.62737864,0.49103101,0.4975569,0.71018137,0.66338722,0.5817066,0.76808016,0.45708067,0.70219958
71,0,0.50919768,0.78886277,0.81252941,0.75967375,0.63841631,0.64421885,0.39105004,0.63320363,0.55309992,0.625863,0.56472911,0.45623496,0.57061619,0.50649956,0.50871556,0.48942598,0.4107272,0.73374027,0.36857463,0.79143322,0.46845246,0.39868488,0.68937177,0.43616246,0.59579357,0.3972505,0.63274948,0.56789266,0.41282847,0.62244687,0.73532504,0.48959481,0.71453264,0.33671322,0.49198362,0.6557792,0.52078256,0.6647521,0.61570454,0.66220826,0.66168776,0.65543157,0.68096203,0.74494958,0.60037687,0.57658915,0.55827913,0.4441788,0.66704904,0.48582178,0.71247116,0.61974927,0.42413504,0.64255414,0.55465976,0.53561542,0.7130338,0.66403562,0.6012176,0.79494627,0.54880054,0.75591507
71,1,0.5569796,0.78519089,0.82293573,0.84730609,0.60838729,0.72527576,0.4709147,0.59042802,0.5666067,0.68146744,0.59660819,0.47885574,0.6776493,0.56399296,0.59504685,0.51670153,0.46607217,0.77016245,0.40366418,0.83707926,0.53709301,0.47745517,0.71097765,0.47239239,0.6408625,0.47956378,0.71831093,0.59756906,0.45944158,0.58175663,0.76049978,0.60228358,0.7253961,0.43901648,0.5399844,0.72604347,0.57486672,0.61325538,0.63525452,0.69611734,0.73608746,0.70600516,0.72734177,0.79334866,0.61500545,0.61085271,0.6228338,0.58090891,0.69551218,0.59035644,0.77292388,0.67108312,0.46206371,0.69362211,0.55827936,0.50922434,0.65286068,0.72487248,0.61522977,0.78383677,0.63710582,0.76180042
71,2,0.5791207,0.77819567,0.79992679,0.86534389,0.54202575,0.78436603,0.47393722,0.55976654,0.57733186,0.75314742,0.66466006,0.48535465,0.75368288,0.62063325,0.63859649,0.55479123,0.57396858,0.7368932,0.41342537,0.91968512,0.59477234,0.55839453,0.73283832,0.53246525,0.6737363,0.53382022,0.79306003,0.50937648,0.40811275,0.49050216,0.76977794,0.73505861,0.71600334,0.49679661,0.58950003,0.77389479,0.59303123,0.57468662,0.62073958,0.75847548,0.8301496,0.748583,0.74643038,0.8092871,0.63528712,0.59033592,0.65172632,0.68136326,0.71154491,0.70190099,0.82050173,0.77188521,0.49292029,0.75772965,0.4977368,0.42382722,0.57077494,0.79690499,0.6366359,0.77788266,0.70070613,0.74281953
72,0,0.53639394,0.77663127,0.76504733,0.75833268,0.54634219,0.82781291,0.43514994,0.55327281,0.49929422,0.73006633,0.67521091,0.46013431,0.71877871,0.66226913,0.60327626,0.58740414,0.58894415,0.66200135,0.43269403,0.96919653,0.53093138,0.60319385,0.71474849,0.55466199,0.67945092,0.53064772,0.75578489,0.36292028,0.3797544,0.48301674,0.76396363,0.77678431,0.74007278,0.48876828,0.62226123,0.79204742,0.53126428,0.53247895,0.62654002,0.75155235,0.86988876,0.7264016,0.74172152,0.79228728,0.60132897,0.5827907,0.62078374,0.67802031,0.68940766,0.7029505,0.84313725,0.82681956,0.47697759,0.75220314,0.44050141,0.33504877,0.48657873,0.81927034,0.60337785,0.79000871,0.6600503,0.70722718
72,1,0.48199349,0.70570641,0.74203838,0.60819544,0.67602888,0.85103479,0.45496653,0.54151319,0.46632992,0.69541086,0.67356032,0.50347179,0.65532235,0.71741425,0.54452195,0.60079015,0.55209132,0.62239739,0.39809701,0.95485342,0.41227786,0.52769428,0.72839776,0.60028336,0.69677153,0.54341705,0.67233479,0.32123915,0.47656542,0.49099116,0.76680893,0.77695222,0.79266166,0.4389172,0.64757818,0.82563596,0.49695354,0.54894294,0.69254887,0.74427236,0.86666667,0.71082765,0.76035443,0.77451796,0.55358524,0.63405685,0.60093211,0.62040343,0.72522976,0.60252475,0.838812,0.67523023,0.44451303,0.74235997,0.47406081,0.39875523,0.48356142,0.85550272,0.55776709,0.8167296,0.54122654,0.69019958
