,,pid1263b-16,pid5667250b-05,pid5667269b-33,pid9048b-29,pid9050b-18,pid9054b-18,pid9055b-16,pid9058b-16,pid9059b-20,pid9061b-13,pid9062b-19,pid9063b-22,pid9066b-16,pid9068-22,pid9069-16,pid9072b-20,pid9074g-16,pid9075b-16,pid9085-09,pid9085-17,pid9086-12,pid9094b-21,pid9097-25,pid9099b-22,pid9103-22,pid9104b-16,pid9114-26,pid9116-05,pid9118b-22,pid9124-16,pid9127-01,pid9130-12,pid9139b-18,pid9153b-18,pid9166l-15,pid9170b-18,pid9173-02,pid9174b-16,pid9185-06,pid918812-16,pid918904-13,pid9192b-18
68,1,0.48529106,0.2039908,0.52926756,0.44023364,0.43200333,0.36918321,0.31193144,0.6504548,0.32140526,0.56107982,0.42622163,0.58159462,0.46429403,0.66999715,0.26272899,0.43709825,0.33791733,0.6075198,0.69304978,0.43113312,0.40593923,0.35534665,0.20738092,0.50220281,0.56043441,0.66298884,0.40998339,0.46487237,0.44857055,0.66792148,0.30699717,0.60841493,0.3239784,0.4438633,0.72746427,0.68384215,0.33048094,0.26429281,0.19848578,0.67366017,0.31910672,0.346543
68,2,0.50208544,0.22987097,0.4269057,0.4295376,0.41142072,0.44858249,0.32423296,0.65723896,0.36646809,0.56129398,0.39335047,0.5620269,0.54287238,0.68894108,0.33545798,0.45836725,0.3930136,0.61388833,0.73508407,0.50526535,0.43046041,0.34984005,0.23712525,0.52094061,0.58561329,0.67137236,0.40934844,0.45962382,0.45713845,0.67701628,0.28411473,0.60085411,0.3537654,0.50214535,0.72955819,0.7274935,0.34200544,0.26410246,0.22480394,0.68179279,0.3734277,0.38154662
69,0,0.53427467,0.28488698,0.38789649,0.46844192,0.49291798,0.52517172,0.40132939,0.72358348,0.4448425,0.59476795,0.41756244,0.53616715,0.60051396,0.69765158,0.39042493,0.5108878,0.45201378,0.64487922,0.79238389,0.55824832,0.49026703,0.36624187,0.29177446,0.5459987,0.65162692,0.70251345,0.42177884,0.4756292,0.50665169,0.68691774,0.30931303,0.59291018,0.38812653,0.56996508,0.74487898,0.78816132,0.39499093,0.28818291,0.26352308,0.69087832,0.46481805,0.41079258
69,1,0.53513379,0.329986,0.41316721,0.52599275,0.59800654,0.61212689,0.47832244,0.7733087,0.50795659,0.62959116,0.45547074,0.50946206,0.63551202,0.69398662,0.4267611,0.57082468,0.49806571,0.68882678,0.84817713,0.60757464,0.56038674,0.39241137,0.33765789,0.56140905,0.72435264,0.73159881,0.44916968,0.50361845,0.54296066,0.72204736,0.3725,0.58250983,0.41234741,0.63178946,0.79721417,0.84203816,0.45715064,0.31927494,0.28320397,0.72500246,0.53859479,0.43914719
69,2,0.53428853,0.37276455,0.47284277,0.60454343,0.66202246,0.65773698,0.55450918,0.77653023,0.56283662,0.66528173,0.48181181,0.46981748,0.66002715,0.68822232,0.43952786,0.62557097,0.51658718,0.69634658,0.89420676,0.64117628,0.61654696,0.40497168,0.37635063,0.56312854,0.76666099,0.76398458,0.48520074,0.53533363,0.56278358,0.77686918,0.43953966,0.57352925,0.41840952,0.67828871,0.8564294,0.88941891,0.5000363,0.33555067,0.29690026,0.78114218,0.58226359,0.48302417
70,0,0.54771571,0.42506501,0.56003794,0.70485721,0.72542122,0.72218059,0.65664282,0.63829828,0.59955117,0.69900199,0.47981254,0.37460134,0.69229054,0.68696271,0.42535411,0.6902832,0.50389507,0.63294736,0.92933245,0.66935333,0.66203499,0.3467983,0.41158119,0.56513617,0.81818569,0.82494178,0.53414086,0.61065831,0.58089952,0.87676953,0.43404391,0.57031787,0.37673252,0.68613837,0.93191484,0.92098873,0.58743194,0.33337211,0.31581801,0.88254526,0.61602353,0.51943307
70,1,0.62306872,0.49108322,0.6676117,0.78954566,0.81412393,0.78306482,0.76658121,0.58757817,0.60335401,0.75368899,0.45331568,0.36297791,0.7090865,0.7177626,0.38220963,0.73679927,0.52205441,0.57976975,0.94240053,0.68552824,0.6989779,0.34096392,0.43836555,0.57770239,0.8560477,0.85915041,0.57770831,0.67072996,0.58496322,0.96295652,0.42239377,0.58863962,0.34647709,0.63043406,0.96703039,0.93330442,0.6334029,0.35767465,0.3325066,0.96633589,0.65412708,0.60487433
70,2,0.70634778,0.54905981,0.77957665,0.86679246,0.84919459,0.79855127,0.8449388,0.62760091,0.59245144,0.80868653,0.45813211,0.43584054,0.70625485,0.74281241,0.36564684,0.74865044,0.64728846,0.57843216,0.95705011,0.6732845,0.74723757,0.40480124,0.47261452,0.603755,0.88918228,0.85569742,0.60076194,0.71646216,0.56804766,1,0.48411473,0.63747507,0.38739632,0.57189423,0.98754048,0.9386817,0.64341198,0.41293175,0.36971955,1,0.68146855,0.67117964
71,0,0.76902185,0.58726745,0.83222843,0.92578498,0.85510399,0.79249407,0.88537876,0.71119007,0.57639138,0.87920031,0.51851275,0.50604227,0.69321179,0.75135212,0.40786591,0.73650029,0.76923688,0.60225594,0.97486266,0.66289655,0.79680479,0.4798091,0.48857099,0.63500325,0.91550256,0.83899462,0.58659764,0.76882221,0.55782785,0.99484365,0.54969547,0.68032722,0.45190268,0.49610012,0.98925724,0.94215091,0.63430127,0.45276973,0.40791654,0.99525186,0.68592851,0.70297117
71,1,0.79439356,0.61812362,0.79316593,0.95444909,0.8542091,0.74690895,0.86677142,0.77444571,0.56365268,0.91814619,0.57899725,0.57104707,0.67549457,0.73341873,0.48067989,0.70627855,0.87931461,0.61933852,0.98526719,0.6668387,0.82520258,0.53288232,0.4885786,0.66912352,0.90749574,0.83273107,0.547426,0.81763547,0.55226642,0.94815178,0.64640227,0.70894791,0.50830784,0.39817063,0.92893652,0.93607979,0.61249546,0.48542693,0.46865618,0.94714619,0.64740482,0.70601461
71,2,0.80595009,0.63712743,0.72381267,0.96731825,0.85448682,0.67453478,0.83074553,0.75314573,0.56632936,0.88183454,0.61954095,0.60527378,0.66761055,0.71013379,0.53501416,0.69361349,0.9199788,0.59480934,0.96104545,0.67422886,0.82965009,0.55816027,0.47849642,0.67727484,0.89889267,0.83851281,0.5077171,0.84506941,0.53852253,0.88545308,0.71912181,0.70426043,0.52464798,0.322152,0.85045975,0.90563747,0.59884755,0.47975846,0.51305867,0.88637334,0.58303923,0.67551594
72,0,0.81383458,0.64462893,0.63005201,0.98345241,0.84404123,0.57033221,0.76143318,0.64923252,0.57730537,0.7792924,0.63304253,0.62411143,0.65473235,0.66156419,0.56930123,0.68880492,0.90920332,0.53549611,0.88496754,0.67194483,0.80370166,0.54598018,0.45935931,0.6625244,0.88645656,0.83883402,0.44911107,0.85659651,0.509515,0.74561473,0.77351275,0.67400588,0.49802981,0.2748628,0.74364343,0.82956635,0.60236842,0.44979801,0.55718001,0.7437157,0.4925021,0.58801895
72,1,0.79221805,0.64152831,0.51539052,0.98920856,0.819123,0.41843387,0.66518152,0.5469585,0.58901583,0.67408391,0.59138235,0.61028818,0.63232157,0.60703103,0.59543909,0.68970185,0.83850026,0.46146936,0.80944731,0.65939363,0.74753223,0.50211087,0.41226602,0.61382099,0.85477002,0.82253272,0.39738693,0.85264666,0.48949385,0.56250099,0.78675637,0.61267423,0.45048359,0.25261932,0.64746583,0.76889853,0.61549002,0.4251359,0.60076916,0.56409161,0.38972917,0.50110817
72,2,0.75663392,0.64212843,0.40904246,0.97530053,0.79935814,0.38270888,0.55370286,0.48544628,0.6027746,0.59853725,0.51809732,0.576561,0.61274244,0.56660974,0.60436261,0.67684578,0.77681505,0.42357756,0.72889962,0.64800641,0.69665746,0.48277218,0.37698219,0.56603774,0.80099659,0.80607083,0.39743577,0.84351993,0.48926259,0.43892254,0.77443343,0.55195105,0.40981235,0.24464494,0.57296883,0.69640937,0.62250454,0.41426426,0.65359628,0.44330168,0.33606748,0.48736048
73,0,0.72835229,0.63872775,0.32944662,0.93307821,0.83337962,0.40168602,0.39961338,0.456083,0.60635711,0.53109674,0.41843226,0.51544669,0.579936,0.57591802,0.59037771,0.6252969,0.72023494,0.38852732,0.60555186,0.63214996,0.65350829,0.48576149,0.3471009,0.49939585,0.69803237,0.78472657,0.43569405,0.83115092,0.50692701,0.31259194,0.75686969,0.51598364,0.392742,0.23910693,0.56711623,0.59458803,0.62678766,0.40440788,0.70980731,0.31449413,0.31022558,0.5320485
73,1,0.73377028,0.61467293,0.29849505,0.85213179,0.90074369,0.425715,0.31721386,0.4677184,0.55479843,0.50820251,0.386366,0.45940442,0.52779286,0.62783234,0.54812087,0.53097749,0.66921039,0.35392294,0.49709506,0.60860685,0.63392265,0.51860447,0.33034546,0.4270843,0.62294719,0.7382719,0.43853668,0.79761755,0.51362275,0.32573589,0.726983,0.52502056,0.41694911,0.23464161,0.61168698,0.49518647,0.64098004,0.40116119,0.74073442,0.32954359,0.33022429,0.62928612
73,2,0.69997367,0.56311262,0.25669338,0.68523544,0.87974449,0.40575122,0.27570915,0.42560167,0.41583973,0.46304585,0.33635821,0.39081652,0.42788984,0.66395531,0.4678848,0.44978822,0.56646352,0.27909762,0.41410022,0.60133748,0.62109576,0.49695825,0.29280931,0.39036156,0.48738501,0.68233357,0.26532187,0.72789073,0.45534338,0.3744207,0.58980878,0.54426629,0.4495605,0.20236987,0.62357424,0.41549003,0.62608893,0.37058736,0.72796192,0.37838859,0.33244134,0.69092588
74,0,0.60779858,0.52065413,0.24266712,0.42313482,0.75671172,0.2994817,0.31248966,0.30822437,0.23282194,0.3703553,0.25912655,0.27646494,0.33532777,0.59501139,0.35101039,0.31405199,0.4239357,0.18805483,0.32301482,0.60455489,0.59876611,0.35854573,0.18578603,0.37617808,0.32769165,0.58699912,0.13077562,0.65300493,0.30336769,0.42033754,0.41478754,0.54981013,0.47026811,0.15016631,0.60523612,0.33520382,0.55848457,0.30619302,0.68673247,0.42757862,0.33957727,0.74989159
74,1,0.46029349,0.5530106,0.2551053,0.28938665,0.6622539,0.24173848,0.38434502,0.31365359,0.19650726,0.34755745,0.23314898,0.29045149,0.32858805,0.49968688,0.28314448,0.32477369,0.34846317,0.20765289,0.32147495,0.62365072,0.5923849,0.28804804,0.16866535,0.40257459,0.34075809,0.5089617,0.16640617,0.5973399,0.26510947,0.49406071,0.38004249,0.56844738,0.494117,0.1716614,0.59848613,0.33270598,0.54208711,0.2919055,0.68786713,0.49861992,0.37037683,0.77851923
74,2,0.48369753,0.64877976,0.28719731,0.31892001,0.71304697,0.25985388,0.47265754,0.38295433,0.24562592,0.3868567,0.26035987,0.35977906,0.35881497,0.49439937,0.3014542,0.42618553,0.33513514,0.27421308,0.3768853,0.66172159,0.63099448,0.3561202,0.21157358,0.46049819,0.43519591,0.44105838,0.19764091,0.55708016,0.32528303,0.57218101,0.40601983,0.59647087,0.56636632,0.24011309,0.61242831,0.38631396,0.57442831,0.33172233,0.7461567,0.57779384,0.40933359,0.79708504
75,0,0.54222844,0.71644329,0.3199288,0.39908199,0.7844535,0.2896528,0.53401009,0.46751942,0.29856373,0.43612533,0.35426079,0.42167147,0.380673,0.53613009,0.36726157,0.48301636,0.36584526,0.33410528,0.44540536,0.69404944,0.67203499,0.46107353,0.29178207,0.52081048,0.5340971,0.42547177,0.21623523,0.53132109,0.36552355,0.59652342,0.47419263,0.61739552,0.61763247,0.29288209,0.6406378,0.44671292,0.59942831,0.35771696,0.79898382,0.60072947,0.43240902,0.79094997
75,1,0.60836671,0.72864573,0.34194876,0.46026883,0.86416096,0.31855876,0.56166267,0.53933106,0.33185898,0.48959159,0.43266085,0.48662824,0.40209465,0.59768716,0.40288952,0.54362594,0.3990726,0.37419312,0.50506076,0.7102463,0.7071639,0.54268932,0.33860904,0.56635375,0.62226576,0.43346182,0.22665332,0.5127631,0.40663407,0.58200338,0.52533994,0.63753141,0.65677441,0.35144687,0.67440076,0.49545533,0.60010889,0.37496563,0.85231301,0.58530214,0.43580893,0.77339597
75,2,0.63987695,0.72539508,0.35159447,0.52141328,0.88671851,0.36367553,0.55386826,0.50294675,0.34445895,0.52553916,0.45772966,0.52261287,0.38035299,0.6352263,0.41673277,0.605365,0.41913973,0.37084581,0.54527218,0.71261818,0.72657459,0.61620254,0.36095724,0.60293708,0.66232538,0.43715571,0.22660447,0.50966413,0.43379146,0.56194739,0.57063031,0.65624754,0.67570472,0.39348911,0.69878656,0.52732003,0.53059891,0.38562575,0.89600257,0.56591529,0.43040527,0.74096202
76,0,0.60481938,0.70759152,0.34884465,0.55807026,0.86595075,0.3953166,0.50758766,0.38856358,0.34029705,0.53921359,0.47160773,0.5492219,0.35408262,0.69479789,0.40492918,0.67730255,0.42356474,0.30863113,0.5644831,0.71797687,0.73054328,0.62620621,0.36151271,0.64127707,0.69339864,0.43476271,0.219747,0.51407076,0.41933175,0.5282413,0.59545326,0.67080577,0.67564961,0.44276567,0.6835308,0.54568083,0.37587114,0.37629815,0.92031248,0.53234975,0.42776808,0.70084317
76,1,0.55971566,0.68638728,0.3360654,0.57172387,0.83666605,0.4380542,0.47627564,0.38098351,0.33267504,0.5543015,0.46567482,0.56505283,0.34421063,0.72438087,0.37997167,0.71991529,0.43193782,0.24883876,0.56111204,0.72958371,0.72998158,0.61418345,0.35849947,0.67549958,0.69441227,0.43628844,0.20839113,0.50718316,0.4192877,0.49216266,0.59206799,0.6758989,0.66499959,0.48325295,0.6322751,0.54342585,0.32508167,0.34474079,0.91653697,0.49676338,0.42834335,0.66702
76,2,0.45695401,0.67653531,0.30390945,0.57794645,0.81409307,0.51240789,0.45655185,0.45614933,0.33339318,0.5839205,0.46676533,0.58793468,0.35216253,0.73740393,0.34691218,0.76732829,0.45739269,0.2454249,0.52768437,0.74186039,0.7456814,0.58844661,0.36132248,0.71556836,0.68771721,0.43914719,0.1965908,0.47295119,0.46134532,0.40149945,0.56946176,0.66926206,0.65229671,0.53435889,0.57012056,0.51938422,0.27054446,0.30484993,0.84569581,0.40714028,0.43582832,0.63491528
77,0,0.39682958,0.68853771,0.27216917,0.58545169,0.79476023,0.56451855,0.46859494,0.56170172,0.37985964,0.62538282,0.53934933,0.6340634,0.364391,0.75135212,0.35043437,0.80212607,0.48170818,0.29584082,0.47764275,0.75358802,0.77544199,0.57648941,0.38411201,0.74823868,0.71902896,0.43116518,0.20708215,0.39156292,0.52364433,0.27532702,0.55208924,0.66250127,0.66951861,0.58169799,0.5469443,0.47053773,0.30397459,0.3052518,0.76317666,0.28189794,0.47766789,0.63649723
77,1,0.37497748,0.71634327,0.25269654,0.60459643,0.78939085,0.68390159,0.50078564,0.68244268,0.46053534,0.68271475,0.65364543,0.70283381,0.37466059,0.76423285,0.40334278,0.840877,0.53865925,0.38508684,0.41214417,0.78661864,0.82071823,0.60223935,0.44175164,0.80480528,0.79316865,0.43163093,0.23622155,0.35097179,0.57402758,0.23613242,0.57689802,0.66830428,0.70798545,0.61848495,0.54751655,0.41702515,0.44313067,0.30888978,0.71339204,0.24351855,0.53954496,0.66307717
77,2,0.39074646,0.75490098,0.25251535,0.66587869,0.80750478,0.75215436,0.54998139,0.77430358,0.54924106,0.742274,0.785922,0.79177714,0.40482933,0.80522346,0.46908404,0.88223569,0.62806041,0.48790178,0.38964541,0.82359142,0.87175875,0.68437959,0.52001217,0.85902965,0.86746167,0.45585,0.28663183,0.30666368,0.6438593,0.26107587,0.64543201,0.70020395,0.78490535,0.67223516,0.57101796,0.3982307,0.53275862,0.32167559,0.7276406,0.27075872,0.64079891,0.7076608
78,0,0.48948966,0.78990798,0.27562244,0.76294867,0.81768808,0.84307481,0.61279152,0.86927231,0.66109842,0.81334461,0.84879524,0.87388088,0.50939682,0.88023057,0.50856468,0.9298231,0.7484985,0.60628203,0.43362743,0.856073,0.90744936,0.77496329,0.62451682,0.90328097,0.91567291,0.56037903,0.34058318,0.289485,0.74583719,0.34829097,0.7223796,0.75569878,0.86564162,0.7081407,0.64174329,0.44277537,0.63356624,0.40682967,0.79530872,0.35430289,0.74061147,0.74735405
78,1,0.59958153,0.80481096,0.30852447,0.86769351,0.78993088,0.89490446,0.62694343,0.92509001,0.77320875,0.8803568,0.94456561,0.92341018,0.58625873,0.93139767,0.51435316,0.96628187,0.84941706,0.70912358,0.46990178,0.86506638,0.90992634,0.87143382,0.72071983,0.91354215,0.90494037,0.66256324,0.37252613,0.2958979,0.81604335,0.37642946,0.77924929,0.771181,0.88667989,0.69607517,0.70168685,0.47669558,0.69975499,0.50525603,0.81042083,0.38231525,0.8128757,0.77169357
78,2,0.65092078,0.78725745,0.32203914,0.95426887,0.73566623,0.88841014,0.60794327,0.94614364,0.82683205,0.94848264,1,0.93207493,0.61067688,0.93915457,0.48152975,0.97749356,0.94656421,0.74898516,0.49835192,0.85151592,0.87683241,0.95585536,0.78017045,0.90035319,0.86294719,0.74099414,0.38951353,0.29757277,0.82295934,0.38565079,0.84150142,0.75045917,0.85134055,0.64262431,0.76083705,0.49904597,0.71971869,0.61729309,0.79420418,0.39053002,0.86232306,0.79924516
79,0,0.65234803,0.75180036,0.32979835,1,0.63193544,0.83127264,0.54741771,0.90700208,0.82283336,1,0.99698811,0.89679155,0.61543832,0.88720467,0.40363551,0.96212939,0.99673203,0.74472616,0.50483602,0.80684551,0.80940147,1,0.78739918,0.86811042,0.76579216,0.79162451,0.38283677,0.29633677,0.79868728,0.37690397,0.8776204,0.69464883,0.74293902,0.56241477,0.76874455,0.5006418,0.66677858,0.7157406,0.74713071,0.37967009,0.86652447,0.80334056
79,1,0.58185874,0.66458292,0.31868179,0.98531812,0.49850336,0.68852254,0.45494955,0.77367823,0.75532887,0.97088429,0.9264683,0.79825168,0.51002715,0.79924566,0.28455146,0.90042355,0.95839958,0.67518467,0.45552689,0.6926878,0.66533149,0.95307583,0.72278953,0.77102891,0.64126917,0.77014374,0.33494676,0.28591133,0.73948284,0.32761811,0.8842068,0.59794697,0.54746356,0.44371362,0.7182822,0.44788378,0.50735935,0.77528078,0.6589784,0.32972431,0.80880357,0.73153457
79,2,0.41997035,0.55266053,0.26256608,0.87607861,0.27800407,0.43954665,0.32900885,0.46695092,0.60747511,0.85171225,0.82529729,0.66050913,0.28677269,0.67165528,0.19124646,0.71827091,0.83851793,0.54477274,0.35244714,0.49554723,0.43929098,0.74499161,0.59156141,0.59733247,0.42425043,0.66546214,0.21663573,0.25636364,0.6025065,0.25172801,0.78873938,0.42534396,0.28713731,0.30319308,0.61000923,0.33988725,0.32828494,0.72021405,0.44826236,0.24810239,0.65949195,0.51088894
80,0,0.11598653,0.29415883,0.22054059,0.19283609,0.17115658,0.18854752,0.12945543,0.14314004,0.41075567,0.43432634,0.37735629,0.2832853,0.15043638,0.45411329,0.083428706,0.17388921,0.3833775,0.21704931,0.35508573,0.064970846,0.14883978,0.13711454,0.1560417,0.11899805,0.18498296,0.19185738,0.037672658,0.20565159,0.08657438,0.19671638,0.34996459,0.18298083,0.009518751,0.12184434,0.32543017,0.33480486,0.12757713,0.16761141,0.16043941,0.19802517,0.17902527,0.15128885
80,1,0.26900107,0.20792158,0.35805338,0.20677592,0.34701907,0.31566754,0.33505624,0.20796854,0.48566182,0.35410019,0.24219764,0.35902017,0.21312064,0.44520353,0.21057602,0.33088614,0.35355944,0.22008385,0.42571999,0.21186599,0.26300184,0.33228446,0.26020393,0.27200483,0.31342419,0.31340239,0.16741233,0.19451858,0.22511123,0.27928127,0.38125354,0.30377365,0.28844617,0.22359887,0.49618281,0.41435386,0.2137931,0.28714651,0.15261726,0.28620248,0.21467261,0.3166225
80,2,0.33847881,0.19591918,0.38253539,0.231539,0.37564031,0.35798052,0.33524231,0.22484366,0.55822589,0.34618679,0.25086981,0.42489914,0.24489915,0.46528608,0.31468366,0.37187111,0.37293764,0.25349704,0.44489762,0.26797852,0.32834254,0.39603,0.3481814,0.33438981,0.37166099,0.36530956,0.18499072,0.19587998,0.26371085,0.28114768,0.40902975,0.34309892,0.38389683,0.27778147,0.63142972,0.44037294,0.27108893,0.32349457,0.18653667,0.28973483,0.26609786,0.3705051
81,0,0.38596588,0.17182436,0.34480517,0.23026692,0.31160896,0.25785563,0.31136288,0.194296,0.51859801,0.34818924,0.2348237,0.44219981,0.24565555,0.44260603,0.33357885,0.35916452,0.35904434,0.24842617,0.3977443,0.28115563,0.32484346,0.31259178,0.39303759,0.32052235,0.3690971,0.35860435,0.17188629,0.18486341,0.25513193,0.169606,0.3767068,0.30589203,0.37546499,0.3299684,0.69220565,0.40347788,0.22771325,0.30593921,0.19020173,0.17732396,0.2770797,0.28259857
81,1,0.38819682,0.21439788,0.19080406,0.21122819,0.25428933,0.25355314,0.27709436,0.13569263,0.40281541,0.30938256,0.191346,0.35236311,0.18124515,0.31311557,0.31391879,0.3073748,0.30070659,0.25548679,0.22493757,0.19751392,0.25833333,0.22941578,0.37441029,0.22278093,0.38125213,0.17729061,0.23593338,0.15321093,0.2541518,0.14011198,0.22917139,0.25235783,0.27987655,0.38775154,0.68943542,0.23926279,0.1492559,0.24319465,0.21395937,0.14581047,0.23419947,0.16195294
81,2,0.30164757,0.39975995,0.26849207,0.21739776,0.39725668,0.37966779,0.29179416,0.12400985,0.33500082,0.20916411,0.23597912,0.23965418,0.19855508,0.20288215,0.1210576,0.28819035,0.25979509,0.2980901,0.13129682,0.04534244,0.15514733,0.1499764,0.24789225,0.21527094,0.52975298,0.19450735,0.36597148,0.25807434,0.2821792,0.079284438,0.21191218,0.23402481,0.17202612,0.4421836,0.63448608,0.13692108,0.15066243,0.23236532,0.32516643,0.082085236,0.276136,0.063472256
82,0,0.28143057,0.61867373,0.43909874,0.21250027,0.55753564,0.49625328,0.36447651,0.11754785,0.47119308,0.29729296,0.31204237,0.15904899,0.31792087,0.13463564,0.21298395,0.42254796,0.34262498,0.41438078,0.17009322,0.084770554,0.21787293,0.17035085,0.070361437,0.31767822,0.62184838,0.18153055,0.45682817,0.22083296,0.34992952,0.10504563,0.23781161,0.35988822,0.30079083,0.54072011,0.6778863,0.16465742,0.13999093,0.33735908,0.52537931,0.1107597,0.42897033,0.12534329
82,1,0.3753239,0.79120824,0.55366431,0.35701868,0.65358267,0.67228675,0.44331996,0.1941444,0.6163212,0.40903347,0.4268318,0.36501441,0.3916699,0.25869627,0.35782814,0.59242588,0.49922275,0.575371,0.28291993,0.22557018,0.31116943,0.28939847,0.19192665,0.44563621,0.74939523,0.24100217,0.56759793,0.28947604,0.4620281,0.17874824,0.33385977,0.50784815,0.55286435,0.65253617,0.78409135,0.27660885,0.28602541,0.49128577,0.71195614,0.18979397,0.54542046,0.22101502
82,2,0.48745271,0.84146829,0.57303035,0.55515509,0.72068444,0.77781941,0.50760834,0.28351336,0.67393504,0.45096695,0.49996105,0.49816523,0.45941621,0.38916169,0.48540132,0.67723611,0.61642819,0.6722566,0.36474114,0.30159114,0.40662063,0.38232903,0.22990412,0.55055303,0.82875639,0.4278728,0.58566963,0.470103,0.56907185,0.21700963,0.41671388,0.63212278,0.68452233,0.73231332,0.85268374,0.34384215,0.47827586,0.53363015,0.77243471,0.22965202,0.61985651,0.27358869
83,0,0.57450081,0.81786357,0.54313395,0.67644752,0.72693328,0.83195954,0.5568351,0.34264734,0.68930145,0.48355214,0.5228748,0.59179635,0.55392746,0.4578423,0.52753541,0.72013122,0.72522523,0.73075131,0.43032296,0.32129092,0.45425414,0.46899255,0.24532796,0.58191282,0.88006814,0.4483257,0.57946664,0.56236453,0.61902559,0.23812537,0.4557153,0.73391777,0.71287647,0.72371528,0.88774727,0.41175195,0.54941016,0.53734216,0.80045989,0.25061611,0.65561373,0.30192725
83,1,0.63333657,0.77940588,0.49998934,0.66921789,0.71750602,0.83676783,0.58470476,0.36619291,0.69562592,0.50019275,0.51910993,0.60071085,0.5711986,0.49266297,0.51153919,0.72896769,0.76695813,0.75910029,0.48272848,0.31535024,0.49095764,0.46599014,0.25159032,0.60619946,0.8951448,0.40599052,0.56442317,0.57321988,0.62857363,0.23353843,0.48406516,0.77331065,0.71266981,0.69817063,0.87149007,0.46496097,0.5504265,0.53379936,0.79353141,0.24511221,0.68140392,0.30739581
83,2,0.63547051,0.73189638,0.45240024,0.59121844,0.70573351,0.82821281,0.53617061,0.4001137,0.69737229,0.52053841,0.48457704,0.53847262,0.57838441,0.47783234,0.45338999,0.70259945,0.79781841,0.77201038,0.56105377,0.31440588,0.52876611,0.4453928,0.24599757,0.62046659,0.88279387,0.30719505,0.50337013,0.53275414,0.61778116,0.22898312,0.4646034,0.81789807,0.67253589,0.65125561,0.80007543,0.5407719,0.48106171,0.52831067,0.75894928,0.23964118,0.71540301,0.30647234
84,0,0.65376141,0.69713943,0.42172578,0.54098204,0.69144603,0.83626827,0.4363112,0.46347356,0.68461727,0.52015291,0.49946773,0.47856868,0.58911947,0.46123683,0.45129367,0.65355037,0.80031797,0.76881613,0.62640253,0.38048909,0.55548803,0.44401615,0.25079136,0.6120922,0.87810903,0.25943146,0.4654049,0.43561129,0.62042421,0.2395489,0.42587819,0.82984214,0.64677193,0.62490437,0.78195841,0.60566349,0.37202359,0.51722752,0.71995903,0.25128972,0.71372245,0.35043765
84,1,0.70778888,0.66013203,0.44700716,0.5872538,0.66950565,0.87460972,0.46276464,0.54581201,0.6793292,0.51914634,0.55591473,0.50770413,0.60950349,0.53561771,0.58892351,0.67572461,0.80427486,0.76721901,0.69769436,0.48815707,0.60619705,0.48400462,0.35089028,0.62949159,0.8786201,0.32243636,0.47102667,0.41654277,0.6789789,0.27304936,0.42504249,0.81918262,0.67701358,0.6382754,0.81154652,0.68028621,0.38082577,0.50319381,0.73427788,0.28825617,0.69833883,0.40872882
84,2,0.72095279,0.66028206,0.46808919,0.6308542,0.66651237,0.90345947,0.52008559,0.56559598,0.68078179,0.52028141,0.61403645,0.55146974,0.61361521,0.60279675,0.65612842,0.69975085,0.81708179,0.76462368,0.723714,0.53360712,0.63441068,0.53364275,0.38317608,0.65124082,0.88177172,0.39011483,0.48343753,0.46566055,0.73402053,0.29709125,0.4488102,0.80776815,0.71652751,0.66084317,0.82409708,0.70535993,0.4096461,0.50319381,0.76694213,0.3136398,0.68702734,0.42996868
85,0,0.71097593,0.66933387,0.47207538,0.67763479,0.66691353,0.92768827,0.58607964,0.56020466,0.6812551,0.52412567,0.68996988,0.60332373,0.58129364,0.67187589,0.72691218,0.74933976,0.81917506,0.74366141,0.75323789,0.57716846,0.64355433,0.61354101,0.39786943,0.67365926,0.87989779,0.42715008,0.50131875,0.54017017,0.77126558,0.30292773,0.46973088,0.7754403,0.75087487,0.72582737,0.81330229,0.73249783,0.42994555,0.52305463,0.82963982,0.32008018,0.67746106,0.44025536
85,1,0.67995067,0.66983397,0.44208305,0.63977993,0.65762513,0.90932934,0.60765382,0.53126777,0.67333116,0.52462896,0.70309498,0.6073487,0.55512025,0.69165955,0.72974504,0.75375799,0.78273273,0.72076928,0.73652406,0.56523219,0.60192449,0.64667244,0.39597474,0.6763175,0.86107325,0.41920822,0.5061053,0.57408867,0.78647416,0.29278902,0.47970255,0.74343921,0.73022237,0.7661234,0.77574165,0.71866435,0.41086207,0.53971108,0.87700449,0.30953242,0.66970461,0.43444953
85,2,0.52544792,0.65113023,0.36890348,0.57706659,0.62975992,0.86561758,0.57622808,0.49041122,0.64880855,0.52178057,0.63470426,0.57416907,0.53603569,0.65048392,0.65588291,0.7001661,0.71395513,0.70027284,0.65977193,0.53372791,0.52589319,0.65636144,0.39242124,0.66822195,0.77449744,0.35628363,0.5084009,0.58183609,0.78369896,0.24340825,0.49468839,0.7023674,0.6601499,0.79262431,0.70531545,0.64826539,0.33358439,0.53908712,0.89399432,0.25736865,0.65897486,0.42822613
