,measure_number,beat_number,pid1263-20,pid50848-04,pid5667249-17,pid5667269b-37,pid5667291-16,pid9048-20,pid9049-20,pid9050-20,pid9054-20,pid9055-20,pid9058-20,pid9059-20,pid9060-20,pid9062-20,pid9063-20,pid9065-15,pid9066-20,pid9067-20,pid9068-13,pid9072-20,pid9075-20,pid9081-11,pid9088-15,pid9090-09,pid9093-20,pid9094-20,pid9099-20,pid9100b-20,pid9101b-02,pid9104-20,pid9105b-03,pid9111-20,pid9112-07,pid9113-16,pid9114b-13,pid9116-08,pid9118-20,pid9122-04,pid9123-03,pid9130-04,pid9138-20,pid9139-20,pid9153-20,pid9161-10,pid9162-07,pid9166f-17,pid9170-20,pid9174-20,pid9176-08,pid9186c-20,pid918726-09,pid918904-05,pid918919-20,pid9192-20
40,14,1,0.28855308,0.23355715,0.15236602,0.39326434,0.26065889999999997,0.23730827,0.49848715,0.21436136,0.49162091,0.5138763,0.22674817,0.30202199999999996,0.49595465,0.35096154,0.34446011,0.45021407,0.64178772,0.5015179,0.35499105,0.34764549,0.26226404,0.43962192,0.40972744,0.50586348,0.28565179,0.27319706,0.38834405,0.67714873,0.37825511,0.37151383,0.4366996,0.92325846,0.43883101,0.35899838,0.28782019,0.38356316,0.37097109,0.56033847,0.48247823,0.30958252,0.4132879,0.22904139,0.14386161,0.38845604,0.62353887,0.49619732,0.31769511,0.29034767,0.25301252,0.42214834,0.28223223,0.41481968,0.58444867,0.47133913
41,14,2,0.39607736,0.36256595,0.27787982,0.48728214,0.30673928,0.32726337,0.58501124,0.30435671,0.55273622,0.56755181,0.35733846,0.39632273,0.5864017,0.45553948,0.40483169,0.56742063,0.7473340999999999,0.59405679,0.45028189,0.48342705,0.39790592,0.5321358,0.4854528,0.60114501,0.37220035,0.33133279,0.51552117,0.71924694,0.45426459,0.44517744,0.50120654,0.96451359,0.517934,0.43000323,0.36408273,0.46997286,0.41837658,0.64801441,0.59530473,0.42342635,0.5284694000000001,0.34238592,0.21117467,0.4782646,0.67511905,0.58375249,0.42660529999999997,0.43078328,0.33727652,0.49191816,0.41041041,0.47637785,0.63604179,0.52318688
42,15,0,0.55586439,0.49545164,0.40715686,0.56713871,0.3685679,0.44707258,0.67318792,0.39926614,0.60604052,0.60582092,0.49773664,0.51798989,0.66097655,0.57885466,0.54326446,0.68464335,0.82667547,0.7917233,0.55459972,0.65159545,0.56547496,0.61559065,0.57475022,0.66612142,0.50471712,0.48961570000000004,0.67169078,0.72819962,0.52249808,0.54493358,0.57548926,0.98470413,0.55066434,0.52672698,0.53072137,0.57667387,0.47211268,0.71310322,0.69883396,0.59272478,0.66170882,0.51126636,0.56351144,0.57957901,0.70863999,0.67729509,0.55950112,0.57131358,0.40334725,0.57271739,0.50865866,0.54999672,0.67442362,0.57620921
43,15,1,0.6606248,0.55561151,0.48779750000000005,0.59383624,0.4001717,0.50299289,0.75429856,0.44298189,0.6239821999999999,0.60298737,0.55719176,0.61220141,0.68223396,0.63640231,0.62002575,0.73239357,0.88841202,0.85183507,0.58665517,0.74142536,0.67484067,0.67165121,0.63278715,0.72343504,0.62278361,0.55963205,0.73298499,0.6919238,0.57554223,0.62422512,0.6165970000000001,0.93357224,0.59717422,0.57523102,0.62950507,0.60131805,0.49951816,0.76404993,0.74100591,0.67397794,0.75101559,0.62128582,0.66603655,0.63862273,0.66268786,0.72641624,0.61875715,0.64554248,0.41215248,0.6051086999999999,0.55361195,0.58556132,0.63427165,0.56773228
44,15,2,0.60349984,0.48282174,0.45181161,0.55034495,0.37782905,0.44454733,0.74810134,0.39347887,0.5418008000000001,0.50036431,0.49617883,0.57418971,0.64513012,0.58298162,0.50567785,0.66460942,0.91003632,0.80252228,0.56608079,0.70340174,0.67229135,0.58627287,0.60724962,0.65806858,0.5709755,0.5460507,0.67490622,0.61678741,0.57023502,0.54640313,0.61164735,0.8731055,0.55945356,0.50272698,0.61582871,0.47506229999999994,0.46197183,0.70749832,0.64942475,0.57871512,0.70672258,0.55979837,0.59714704,0.57265454,0.57899685,0.63291766,0.57741953,0.55791396,0.37827046,0.53995524,0.50703203,0.53155094,0.56527934,0.50223835
45,16,0,0.47146101,0.38190248,0.33086185,0.47926652,0.318474,0.33040591,0.65283432,0.19909893,0.48399924,0.40587759,0.3793643,0.44036079,0.56434553,0.46585262,0.45227788,0.53250666,0.87528887,0.67257967,0.41231677,0.53739809,0.5491654,0.44102835,0.49835345,0.60506449,0.43813794,0.48771055,0.49945740000000005,0.5203649,0.51292977,0.42632997,0.54198176,0.85478542,0.45750109,0.45273021,0.51523457,0.34413801,0.37682728,0.60460791,0.55515392,0.46041531,0.58871052,0.3904404,0.42728795,0.45566244,0.53171501,0.53173669,0.46626545,0.41742424,0.2703237,0.30356777,0.40999333,0.43063785,0.52581815,0.42208987
46,16,1,0.32283119,0.28737809999999997,0.10086241,0.40866013,0.25383377,0.20006547,0.42896895,0.12651184,0.41692861,0.35444462,0.29182676,0.23008227,0.49096238,0.27232811,0.38406401,0.42488892,0.71131562,0.5307733,0.28118989,0.32509840000000007,0.25666161,0.28542177,0.37473423,0.4618056,0.31263488,0.37459526,0.40028135,0.39954387,0.37555618,0.26470513,0.45420863,0.80594354,0.27211652,0.35289822,0.40162547,0.1470067,0.26744255,0.49473861,0.45045864,0.33827241,0.44828332,0.2321277,0.18030134,0.27339747,0.53770796,0.45795041,0.25049834,0.22903139,0.18489407,0.24634271,0.27848682,0.24526703,0.53294189,0.36403125
47,16,2,0.29112903,0.38686651,0.14543316,0.40279593,0.246515,0.22546764,0.39778844,0.22353925,0.42173357,0.40153012,0.39221795,0.24805729,0.4984991,0.22794418,0.40905022,0.42011471,0.68416969,0.50199366,0.31523513,0.32657436,0.19242489,0.31107871,0.39576373,0.38532243,0.26146107,0.37260834,0.45474277,0.41036579999999995,0.33500244,0.19279985,0.44773893,0.77532558,0.26406338,0.3356252,0.37412141,0.13651769,0.28354337,0.50127346,0.44378109,0.35431538,0.46393002,0.22765299,0.19732143,0.25321459,0.5827262,0.46688753,0.22315778,0.2330763,0.22739229999999996,0.34443095,0.28519353,0.30363923,0.57391417,0.37331708
48,17,0,0.36848575,0.53348521,0.38647029,0.51363471,0.28892526,0.39020763,0.56435992,0.37587552,0.53891308,0.55795013,0.54207475,0.38925067,0.62470368,0.30293567,0.60556748,0.53194927,0.79065698,0.62063132,0.53943092,0.51560304,0.46905615,0.39204128,0.57291184,0.38999685,0.36871537,0.46277187,0.6056873,0.55771398,0.45898598,0.31433614,0.61918108,0.76621799,0.45597904,0.39462359,0.42417465,0.30592568,0.37297999,0.60335958,0.51231343,0.47130291,0.56814965,0.35504068,0.34995117,0.34097533,0.70740306,0.59923836,0.40269593,0.32234172,0.3469796,0.55389386,0.48075576,0.55629639,0.67593472,0.46730567
49,17,1,0.44129345,0.71559552,0.5255138,0.64201162,0.3461555,0.57179199,0.69427061,0.52447747,0.63397084,0.65714054,0.71225987,0.52686094,0.79528472,0.41265317,0.7882151,0.68850473,0.89889402,0.72281377,0.68760363,0.67942086,0.71781487,0.53986081,0.69756215,0.44521548,0.48327501,0.57934587,0.70009378,0.71614346,0.58094009,0.50906757,0.72775033,0.75855257,0.65036492,0.47503069,0.49371111,0.55778922,0.48521868,0.7827748000000001,0.62434701,0.55701204,0.71510942,0.48985674,0.47540458,0.46783503,0.82485002,0.72103415,0.58390066,0.48668155,0.45350870000000004,0.71476982,0.6421338000000001,0.72751757,0.78188412,0.61565738
50,17,2,0.53315847,0.86938449,0.66959736,0.75415759,0.39312121,0.75826786,0.77143204,0.68117046,0.69754781,0.77447377,0.86356968,0.61388641,0.92231384,0.51685671,0.93132626,0.8400517,0.95625619,0.78968434,0.81906215,0.82126792,0.84097117,0.69085513,0.79076812,0.5415854,0.56264217,0.67954211,0.75904341,0.78278329,0.67961504,0.68228197,0.78243397,0.80100516,0.76844863,0.5408853,0.5859536999999999,0.75665947,0.55744255,0.87893767,0.72419932,0.63034105,0.82826628,0.61505129,0.56746652,0.55422421,0.92609314,0.81863808,0.72125701,0.62605519,0.56879578,0.87372123,0.79773106,0.81560796,0.87039116,0.71394537
51,18,0,0.60651425,0.93653078,0.70224562,0.84874728,0.40594516,0.88680322,0.82751078,0.77983279,0.72737171,0.84965997,0.93174991,0.67315889,0.98685906,0.61171715,1.0,0.94733016,1.0,0.78636158,0.90289845,0.92296879,0.95550835,0.81454824,0.84373751,0.64592639,0.61372849,0.76023712,0.79910236,0.82313747,0.7531906,0.81268049,0.80684971,0.78223931,0.84492546,0.56261712,0.68140799,0.88957191,0.62468495,0.95844504,0.8056592,0.68600476,0.91672127,0.69388928,0.62562779,0.63480331,0.98806358,0.88957373,0.79380208,0.68777056,0.6476333000000001,0.96969309,0.89431098,0.88734152,0.91416976,0.79705247
52,18,1,0.6567648,0.92589928,0.66662933,0.88838962,0.39922198,0.96866816,0.8358344999999999,0.83932188,0.72372657,0.89086788,0.92134125,0.69149569,1.0,0.70087645,0.98442578,0.97124162,0.99834929,0.71880381,0.93075546,0.95213663,1.0,0.90137437,0.85700583,0.73199119,0.62882765,0.85461979,0.81310289,0.81506126,0.79503452,0.88224347,0.78397302,0.73879032,0.86862953,0.55083037,0.76587635,0.95508667,0.65290586,0.99354893,0.82804726,0.72160934,0.97981916,0.71446763,0.63116629,0.71015335,1.0,0.90536778,0.80997767,0.70948323,0.65180751,1.0,0.89522856,0.9152598,0.91425611,0.84359244
53,18,2,0.70016442,0.86810552,0.58509268,0.8708060999999999,0.36929227,1.0,0.7895984,0.87600557,0.68916872,0.87888601,0.86503667,0.67965111,0.93571245,0.72421715,0.9125023000000001,0.93795945,0.95047871,0.61132004,0.89673012,0.93105145,0.98634294,0.94164366,0.83398609,0.77621894,0.62335229,0.90572363,0.80760986,0.76339326,0.79350024,0.88769813,0.71931408,0.65766978,0.85066434,0.50466559,0.82573847,0.95624965,0.65174944,1.0,0.81662002,0.73242483,1.0,0.69989388,0.59867467,0.73215544,0.97365329,0.88490705,0.78394423,0.71760011,0.60776561,0.97455243,0.81216216,0.91243513,0.88174596,0.84176409
54,19,0,0.74149702,0.82765787,0.47073417,0.80335875,0.35026024,0.99345305,0.71261924,0.89313516,0.66048097,0.79696405,0.8292700000000001,0.66329666,0.88688482,0.66457624,0.84499356,0.85935859,0.86777814,0.52624981,0.82615905,0.86899072,0.9260698,0.92047488,0.76254496,0.77439446,0.61611257,0.92567457,0.80472937,0.68672748,0.75591045,0.85657447,0.65956679,0.59847915,0.81828956,0.47421002,0.82904546,0.90646287,0.63755374,0.98592493,0.77609608,0.73220852,0.98532302,0.68491334,0.56427176,0.71681112,0.93932834,0.86287243,0.74919667,0.72747565,0.54486099,0.93273657,0.65568068,0.89903436,0.84323461,0.82226162
55,19,1,0.78860006,0.82238209,0.36257490000000003,0.69678649,0.33223695,0.93761691,0.58487757,0.86562935,0.65039765,0.70822539,0.82514845,0.65125384,0.83947436,0.53686181,0.82917408,0.7939979,0.70127105,0.44907869,0.74325131,0.83314591,0.82094082,0.84280086,0.69918472,0.70544196,0.60411199,0.89550286,0.80231779,0.59831858,0.67499826,0.72078547,0.63361201,0.59847915,0.77711933,0.4468433,0.76677316,0.81923908,0.62126761,0.93213807,0.73824627,0.73480424,0.91835932,0.6851520999999999,0.55270647,0.66938756,0.90333354,0.86917904,0.65791624,0.7303841999999999,0.51235725,0.86042199,0.45865866,0.87538593,0.80446421,0.76281234
56,19,2,0.79337614,0.80143885,0.32420899,0.60634532,0.30515641,0.86013842,0.50661037,0.8145007,0.63202992,0.61344722,0.79923158,0.62434334,0.79232157,0.40156569,0.84775277,0.75919703,0.60517498,0.39364144,0.66372621,0.81360697,0.74421851,0.75108326,0.64563984,0.60203838,0.57825168,0.83581357,0.77780011,0.54677578,0.61161866,0.65250594,0.60307809,0.59526265,0.73719668,0.40589338,0.63544644,0.78224511,0.59979244,0.88212131,0.71500311,0.72204196,0.83318045,0.68912274,0.5413644,0.62313554,0.87030738,0.86959728,0.58319264,0.70961851,0.50044105,0.79731458,0.3569653,0.84490573,0.77311977,0.69726855
57,20,0,0.75950517,0.73993605,0.30795766,0.51045752,0.26907764,0.7533483,0.43587703,0.72721784,0.59164931,0.53103141,0.73601118,0.57607295,0.72307395,0.33120320000000003,0.84621988,0.71555861,0.54824199,0.35307355,0.5588247,0.76518133,0.64437026,0.61979958,0.57012229,0.47737024,0.52978274,0.71844644,0.7119506999999999,0.46852697,0.50696004,0.55595842,0.53085693,0.54338782,0.65136298,0.35641357,0.50627768,0.68848646,0.54629355,0.80968499,0.67448694,0.68322157,0.7250688,0.66463566,0.50879604,0.53594628,0.82249985,0.83174659,0.51884974,0.66630817,0.47443491,0.72928389,0.29044878,0.77402614,0.73141352,0.61748573
58,20,1,0.66883808,0.62386091,0.26512292,0.41457879,0.23847186,0.57068837,0.33499605,0.50132838,0.49592879999999995,0.45147345,0.61756898,0.48357617,0.60226746,0.26338496,0.77215035,0.60271427,0.51779465,0.30388159,0.43699675,0.64699185,0.48248862,0.42506127,0.45038766,0.32252909999999996,0.45193205,0.4643009,0.57744507,0.35727574,0.37490759,0.38416865,0.40903477,0.4460187,0.55402657,0.31705331,0.39371672,0.50683391,0.44593032,0.67984249,0.57094216,0.60987094,0.56019526,0.55387336,0.43515625,0.40626726,0.76015833,0.75727792,0.42295082,0.57895022,0.39708593,0.63799233,0.22798632,0.57049202,0.679475,0.49000499
59,20,2,0.5295725,0.39891287,0.19656157,0.32932099,0.22594838,0.41708754,0.29730239,0.3413098,0.40070062,0.38431833,0.37517988,0.38398751,0.47433651,0.23765317,0.6384205,0.46483561,0.53672829,0.27958012,0.35056046,0.48124824,0.35718361,0.30201967,0.35268963,0.2459956,0.36410032,0.35281276,0.47309084,0.29769251,0.26547179,0.27155875,0.35169105,0.37595490000000004,0.4723598,0.3008336,0.32428676,0.26043086,0.34809489,0.49622989,0.45916511,0.38755498,0.44108243,0.41248674,0.31881278,0.31612535,0.67283073,0.64401202,0.33589674,0.43865666,0.30344963,0.47149616,0.19308475,0.3421796,0.60724462,0.39254252
60,21,0,0.31850924,0.23433253,0.15206362,0.2497549,0.23015507,0.29222783,0.29893068,0.24079889,0.32526037,0.37861075,0.2345861,0.23106353,0.35917289,0.21474643,0.48880986,0.31776396,0.57402608,0.3039269,0.3495125,0.36539921,0.22364795,0.25985791,0.31302853,0.20829821,0.34375911,0.37264922,0.344306,0.33339594,0.26598787,0.25004171,0.35832225,0.33802115,0.42887529999999996,0.3048853,0.31227509999999997,0.20851747,0.26378799,0.44151307,0.33354322,0.27950105,0.38923470000000004,0.23881323,0.19699358,0.26873988,0.5886201999999999,0.52830272,0.27857415,0.30512716,0.2006537,0.25308184,0.16765933,0.2915851,0.53635265,0.30952407
61,21,1,0.24822267,0.24785771,0.15098281,0.22889434,0.23296131,0.30158062,0.32659943,0.23533674,0.28403711,0.40730246,0.24286413,0.20664090000000002,0.35320149,0.22299183,0.39406463,0.27028031,0.62565203,0.36192418,0.38648935,0.40707759,0.26854021,0.30341575,0.37900248,0.22032086,0.36016331,0.43376124,0.29946409,0.44590824,0.3411256,0.33970352,0.41756603,0.31725374,0.39478509999999994,0.30806462,0.31549241,0.33434125,0.29495182,0.50815181,0.28298352,0.24728531,0.43033678,0.20180403,0.15649414,0.29222783,0.51393407,0.45526487,0.25912532,0.30150839,0.17106403,0.30212276,0.18329162,0.36616304,0.46848286,0.32923708
62,21,2,0.24320388,0.32722622,0.17709582,0.23325163,0.23720556,0.36579686,0.34500273,0.26659545,0.27019977,0.44884229,0.32330423,0.22221727,0.42869106,0.24604323,0.36702434,0.26984409,0.64800264,0.38832503,0.41970551,0.45622716,0.31987253,0.34526727,0.43233155,0.25144385,0.3866725,0.47015536,0.30367765,0.48472409,0.39738475,0.39794006,0.46212236,0.30998164,0.37167363,0.31441679999999994,0.31250490000000003,0.42847649,0.33839881,0.56686495,0.27435479,0.262427,0.47280828,0.21818182,0.15608259,0.33821316,0.48231802,0.4422334,0.26619465,0.31381223,0.1935024,0.33882992,0.20927594,0.40680549,0.43575684,0.37378802
63,22,0,0.24421391,0.38209432,0.1878143,0.24313725,0.23881526,0.43211747,0.3518622,0.30066883,0.27366029,0.49420337,0.37413203,0.23042918,0.45543674,0.26704391,0.37028021,0.28322158,0.64566689,0.39577858,0.44578497,0.49513635,0.3486434,0.37416106,0.45970746,0.29092167,0.39954068,0.49864268,0.32766613,0.51249441,0.44623056,0.43859976,0.4834505,0.32122192,0.3423991,0.31707916,0.29982624,0.50934818,0.38064492,0.60444873,0.28201959,0.27526137,0.47624165,0.23241068,0.16037249,0.39326603,0.48597316,0.45520984,0.27475083,0.3122362,0.21868158,0.36320972,0.24499499,0.42343165,0.43368448,0.41481523
64,22,1,0.24186502,0.40379696,0.17659741,0.24803922,0.23569781,0.44513655,0.33564615,0.32197863,0.27628763,0.52914508,0.39734544,0.227079,0.46089925,0.2774081,0.36701821,0.28824622,0.61724166,0.39109651,0.45393646,0.481684,0.34691958,0.38268234,0.45864439,0.31896823,0.37050889,0.53477514,0.33733923,0.51917539,0.46386777,0.44814221,0.45657420000000004,0.35168255,0.29812863,0.31397092,0.27240626,0.54133023,0.3973536,0.61031334,0.29090485,0.27842671,0.43393395,0.23311815,0.14872349,0.44095628,0.50003092,0.45279945,0.28135722,0.31124188,0.21502717,0.36359335,0.25471305,0.40571504,0.44253519,0.44985318
65,22,2,0.23765268,0.41510791,0.15406283,0.24635076,0.23688898,0.42508418,0.30628835,0.32653042,0.27019504,0.55363504,0.41029689,0.22449698,0.46128575,0.28624064,0.33292047,0.27367316,0.5895345000000001,0.38183054,0.44244876,0.42445881,0.32914719,0.38259961,0.42218048,0.33160113,0.31167979,0.55143091,0.33290461,0.50763796,0.46535323,0.43748957,0.41132434,0.3469889,0.26367663,0.31842326,0.24062553,0.54346791,0.39507784,0.59361595,0.28737562,0.27699906,0.39182283,0.23746905,0.13422852,0.46029146,0.51504113,0.43428685,0.28440717,0.31578057,0.20332362,0.33817775,0.25003337,0.3718518,0.4522062,0.45565959
66,23,0,0.23251644,0.40811351,0.13502828,0.23392338,0.24794227,0.40119716,0.25242724,0.32463539,0.25456353,0.52483808,0.40428222,0.21945188,0.43116465,0.28351770000000004,0.30581887,0.26662897,0.56236382,0.37763178,0.41355707,0.34367444,0.29085888,0.36795624,0.33549676,0.33063227,0.27584573,0.5327964,0.30807878,0.48106609,0.43529535,0.39767696,0.39205776,0.30193165,0.19447321,0.33598061,0.21895634,0.49239076,0.38599703,0.55242125,0.28992537,0.27397794,0.36254749999999997,0.24490626,0.12696010000000002,0.45688161,0.52876492,0.43277898,0.28561625,0.31500271,0.18758762,0.31691816,0.24039039,0.34315838,0.46308609,0.44427946
67,23,1,0.23209364,0.37979217,0.10534244,0.22057916,0.25816923,0.36572204,0.18472568,0.31600557,0.24964022,0.42768782,0.37569682,0.20039647,0.36673538,0.27769741,0.31510209,0.29370708,0.52646088,0.38251775,0.37616237,0.31173039,0.23215781,0.34235101,0.25236991,0.30130229999999997,0.26684894,0.49013900000000005,0.26698821,0.45280386,0.3693842,0.36439068,0.40989929999999997,0.27338519,0.17711933,0.35066236,0.17112829999999998,0.39048015,0.37863603,0.49641421,0.30464863,0.25588723,0.34567553,0.25452777,0.13383092,0.43921326,0.53623601,0.43062175,0.28155329,0.30692641,0.15638339999999998,0.30512788,0.22302302,0.32717598,0.47103014,0.39621032
68,23,2,0.23953179,0.3695044,0.10952008,0.21799201,0.24276439,0.35984848,0.15839966,0.30624245,0.26226094,0.34807319,0.36378624,0.19468728,0.35586833,0.26974132,0.33281624,0.29681719,0.48234566,0.37353119,0.35981959,0.30950239,0.21629742,0.31524628,0.24124371,0.24854986,0.27495626,0.45879804,0.2664858,0.44295680000000004,0.35220029,0.35824296,0.42531826,0.34522332,0.19086769,0.32785784,0.14498627,0.31306419,0.37991105,0.49087634,0.30479633,0.2486048,0.34504652,0.2549434,0.13254743,0.42242118,0.53852434,0.44182617,0.27575295,0.30256358,0.15244546,0.29819693,0.21756757,0.32437759,0.47357741,0.36459638
69,24,0,0.23835734,0.3311191,0.11141289,0.18718228,0.22789075,0.35087916,0.12878668,0.27768695,0.23649404,0.25678433,0.32222843,0.18254039,0.33366399999999996,0.25467155,0.31897112,0.27502222,0.4252311,0.35311131,0.32929628,0.27300394,0.19293475,0.25527668,0.22206858,0.21553948,0.26367017,0.39160262,0.26848875,0.39661032,0.3256573,0.32724764,0.40899677,0.44150861,0.19880232,0.30894346,0.11379407,0.2374647,0.38003706,0.47662534,0.28606965,0.21372125,0.31960425,0.2273081,0.11120954,0.38222688,0.54255674,0.44282774,0.2512935,0.28717532,0.14460109,0.26303069,0.19979979999999997,0.30298233,0.47828339999999997,0.32179622
70,24,1,0.21906514,0.26872102,0.094539956,0.13939724,0.25155873,0.33713056,0.11691476,0.23136089,0.23277315,0.19269754,0.26192106,0.13388344,0.34788070000000004,0.25054459,0.30008584,0.25855885,0.33918785,0.36517142,0.26517875,0.19628198,0.1374871,0.17989845,0.19156742,0.25920101,0.19050015,0.25491415,0.26101286,0.26934979,0.24240882,0.22946801,0.37389322,0.46170789,0.13309213,0.3457706,0.11995404,0.098914548,0.40964418,0.44575235,0.28613961,0.18964597,0.23253833,0.17016272,0.11224888,0.3125631,0.5613395999999999,0.43509031,0.16111323,0.23450352,0.11423171,0.1831266,0.11850184,0.20605006,0.50358346,0.23455039
71,24,2,0.22014563,0.35557954,0.21637453,0.29585149,0.33604121,0.37814254,0.30610001,0.25999071,0.35487124,0.32613342,0.35323088,0.22400634,0.46100232,0.34403506,0.39674413,0.3413119,0.35165896,0.4694306,0.28785567,0.22287039999999997,0.2118786,0.27719004,0.29091999,0.3831016,0.21928405,0.30093213,0.33317256,0.30996333,0.25957179999999996,0.30261824,0.40047501,0.50360982,0.20518994,0.4673021,0.25479513,0.20928172,0.46561898,0.47954926,0.39060945,0.31607181,0.28962128,0.20582773,0.26330915,0.32038289,0.60175026,0.48418944,0.22589184,0.25403139,0.070262267,0.30514706,0.18983150000000001,0.27074821,0.5543130999999999,0.26666851
72,25,0,0.32007516,0.52068745,0.3880607,0.53259804,0.42078124,0.52974186,0.50134881,0.45239201,0.54639273,0.51473446,0.53022005,0.42691049999999997,0.59216697,0.47208986,0.49724079,0.54744325,0.59827501,0.62954992,0.48305366,0.52467669,0.50384825,0.51902295,0.54551994,0.62000629,0.3625401,0.50054783,0.5403604000000001,0.5059297,0.49374433,0.48834627,0.50955729,0.53266323,0.40305034,0.58815509,0.48803879,0.5067729999999999,0.58493699,0.60108914,0.60204447,0.5312856,0.58895951,0.44176689,0.48638393,0.45851033,0.68785948,0.60491762,0.48140079999999996,0.45777868,0.26048673,0.56865729,0.48368368,0.48535111,0.65555651,0.47269101
