,,pid1263b-04,pid52932-19,pid9048b-08,pid9049b-04,pid9054b-04,pid9055b-04,pid9058b-04,pid9059b-08,pid9060b-02,pid9062b-07,pid9063b-08,pid9064-15,pid9066b-04,pid9069-04,pid9070b-16,pid9072b-08,pid9074g-04,pid9075b-04,pid9076-14,pid9077-02,pid9093b-10,pid9094b-04,pid9099b-08,pid9101b-15,pid9104b-04,pid9111b-06,pid9118b-08,pid9119-09,pid9139b-04,pid9158-10,pid9166k-05,pid9170b-04,pid9174b-04,pid9192b-04
152,1,0.35740574,0.41536771,0.35770759,0.56660904,0.55742042,0.53016506,0.48560526,0.55518711,0.38441284,0.33559597,0.45381942,0.59478472,0.58726057,0.39602686,0.82308532,0.35746576,0.30187665,0.49031834,0.48802073,0.46084612,0.48299974,0.34817133,0.42030719,0.40958009,0.49176604,0.50275769,0.66487496,0.21814208,0.27612181,0.33620151,0.50989942,0.50281981,0.44435403,0.38594774
152,2,0.39127729,0.47294561,0.38422725,0.64626657,0.62106678,0.57095697,0.53191228,0.59127294,0.40010941,0.36633367,0.48079791,0.62972256,0.64857473,0.41083418,0.85634892,0.4372331,0.33796138,0.54065295,0.54533156,0.51554949,0.54081651,0.38393205,0.45037187,0.45448256,0.51962264,0.5604474,0.73038419,0.26371009,0.31010946,0.38140458,0.53506918,0.5410423,0.47138125,0.46180952
153,0,0.44043839,0.53993407,0.42820818,0.69049148,0.66890695,0.59463093,0.58015789,0.61142176,0.43345733,0.38386555,0.51882557,0.67124015,0.70402695,0.42280189,0.8625523,0.50052275,0.40306027,0.58076803,0.60280675,0.57395344,0.577912,0.41987159,0.4823848,0.49499375,0.52643774,0.62311253,0.78177029,0.31684211,0.34329941,0.42341187,0.56324093,0.56887134,0.50155552,0.53733084
153,1,0.49410067,0.60657719,0.48529003,0.74717214,0.72071852,0.64981454,0.62485965,0.6230458,0.47910284,0.39826673,0.56423141,0.70834597,0.75269217,0.43033202,0.85524832,0.56911353,0.46980221,0.62943274,0.66908148,0.63953678,0.6041178,0.47578836,0.50860954,0.52697223,0.53129811,0.68781217,0.82291681,0.39184354,0.37549982,0.47703072,0.59810078,0.58944416,0.54058764,0.60806026
153,2,0.55121775,0.66110195,0.545441,0.79255783,0.7639152,0.68341988,0.67130702,0.62762607,0.55615609,0.40763035,0.61490117,0.73083687,0.77718566,0.44475996,0.8473622,0.64308644,0.54317863,0.66714616,0.72661989,0.69648152,0.61909884,0.52639792,0.53803557,0.55194581,0.5405283,0.748221,0.84417539,0.45320679,0.41285997,0.52179771,0.64763363,0.60727836,0.58772865,0.67638948
154,0,0.60817247,0.70324935,0.594706,0.83279822,0.81169426,0.71639466,0.72121053,0.63136107,0.62214442,0.41246869,0.66916226,0.74774106,0.79577698,0.47890417,0.84256867,0.69207039,0.60504594,0.69735443,0.77329793,0.74259298,0.62818975,0.57654421,0.56175424,0.57202844,0.55611321,0.80970977,0.85542282,0.52383664,0.43908276,0.56228196,0.69361311,0.61762752,0.63393346,0.71654609
154,1,0.66090565,0.74231222,0.64294795,0.86202354,0.85434105,0.75160423,0.76299123,0.63741511,0.68828592,0.40881148,0.72529143,0.75909642,0.8039817,0.52514255,0.84066764,0.73494331,0.65485906,0.73119019,0.81509577,0.78464196,0.63577286,0.61364597,0.59778496,0.59164985,0.57699623,0.85194292,0.86000511,0.59419039,0.46488146,0.59370607,0.75716547,0.62198273,0.67583897,0.76818453
154,2,0.69438932,0.77085001,0.65647596,0.86292912,0.8901448,0.78595141,0.79124561,0.64284063,0.74835886,0.39618909,0.76859025,0.7587174,0.7988437,0.62221788,0.83647444,0.76483581,0.69533562,0.76008506,0.84460459,0.81243725,0.63900009,0.62005852,0.61645109,0.61007975,0.58089057,0.88383955,0.84796485,0.64549899,0.49900036,0.60909919,0.79382243,0.61084373,0.70896586,0.80432377
155,0,0.70003608,0.79028334,0.64533174,0.84827529,0.91855563,0.80678783,0.79324561,0.6502962,0.7865062,0.39247495,0.79060169,0.74306398,0.78924137,0.68550538,0.82431326,0.78567221,0.72317396,0.78804178,0.8677919,0.83425556,0.63988184,0.61285761,0.63511722,0.63241088,0.57285283,0.90406904,0.81716543,0.69312626,0.53011026,0.60706847,0.80788278,0.59193179,0.72187815,0.81816325
155,1,0.67766552,0.79609136,0.60246325,0.78582366,0.94604998,0.79135757,0.7742193,0.67535038,0.80510576,0.42806523,0.77793064,0.72271831,0.75172691,0.73445691,0.81002365,0.79789427,0.7275035,0.83188442,0.8832796,0.84868436,0.649396,0.5807461,0.67217462,0.6671375,0.55386415,0.90913123,0.80572987,0.73247052,0.56613757,0.57761,0.8035738,0.5871263,0.71948005,0.80518342
155,2,0.66348548,0.78367475,0.5742948,0.76945748,0.96761777,0.77217174,0.74791228,0.70425517,0.81043034,0.4993454,0.75171964,0.70315343,0.742386,0.76652028,0.80563034,0.80901193,0.71731039,0.8552755,0.88870346,0.85268847,0.66246363,0.5749106,0.69697656,0.69388873,0.54759245,0.90850448,0.81899297,0.75289042,0.58772568,0.55284431,0.80174606,0.60724146,0.69928705,0.78507958
156,0,0.65814541,0.76930382,0.56959674,0.77774759,0.98142604,0.76604228,0.72792982,0.7343592,0.80809628,0.57092441,0.73296648,0.7060188,0.75083203,0.78063782,0.80790431,0.81475482,0.71217879,0.8677841,0.88915861,0.85254839,0.67653646,0.58384265,0.71669361,0.7186413,0.54444528,0.90685566,0.83908247,0.76140351,0.60598166,0.53236136,0.80448256,0.63476785,0.67527006,0.77032088
156,1,0.66290817,0.75698925,0.58441597,0.81043056,0.99303477,0.77232938,0.72003509,0.76679671,0.80357403,0.65663422,0.72550865,0.72798666,0.78650646,0.7857652,0.81959251,0.82579885,0.71426569,0.87654012,0.88785638,0.8510308,0.6982453,0.61228869,0.73552951,0.7515134,0.54418113,0.90646032,0.86383488,0.76623526,0.63743487,0.5158943,0.81672538,0.67868901,0.65561717,0.76309473
156,2,0.67680859,0.75484656,0.61775924,0.83782004,0.99914462,0.79138539,0.72353509,0.78514666,0.80226112,0.73010587,0.73093911,0.75059127,0.81856116,0.78158052,0.83409132,0.84207039,0.72725432,0.88060542,0.88817245,0.85203474,0.71884314,0.65140605,0.74608731,0.77643894,0.55558491,0.90839842,0.87939584,0.77014668,0.67252312,0.5097045,0.83328738,0.71555326,0.63890969,0.77404034
157,0,0.70515966,0.76009732,0.66504768,0.85749568,1,0.8098201,0.73411404,0.79677792,0.80656455,0.76596653,0.74259648,0.7737265,0.84794128,0.77163616,0.84643442,0.85664851,0.74697088,0.88417037,0.89353309,0.85845532,0.73832114,0.69027958,0.74956346,0.79543576,0.57063396,0.91102112,0.88646411,0.77474835,0.69850357,0.51192398,0.852494,0.74865284,0.63047674,0.79171844
157,1,0.74114198,0.76900557,0.72272547,0.87634807,0.995662,0.83019288,0.7462807,0.80544719,0.82166302,0.81062158,0.7572225,0.79426925,0.88268061,0.75010347,0.8621066,0.86997497,0.77018377,0.88873601,0.90269929,0.86893839,0.75680275,0.73413524,0.74818108,0.81309695,0.60196981,0.91561084,0.88940699,0.78700029,0.72052587,0.52176517,0.87536631,0.78098472,0.62940372,0.8109371
157,2,0.78465632,0.77625775,0.77673818,0.88952005,0.98362559,0.8503431,0.75821053,0.80588065,0.8536105,0.83666325,0.77112447,0.8104154,0.9042381,0.71210797,0.87545934,0.87814755,0.79364585,0.89217587,0.90851508,0.87746025,0.76650207,0.77341515,0.74321746,0.82317671,0.6366566,0.92132871,0.88981012,0.80805292,0.73348075,0.54013278,0.89959667,0.8077065,0.63582025,0.82010384
158,0,0.82503157,0.77797661,0.8178089,0.89413024,0.96951182,0.86617211,0.76612281,0.79424939,0.87607586,0.84846027,0.78958801,0.82625834,0.91353879,0.67961924,0.87244861,0.87328818,0.81178944,0.89417725,0.90190278,0.87319932,0.75799312,0.80633127,0.73616815,0.83003747,0.67238491,0.92829043,0.8877407,0.83060109,0.73828709,0.56396772,0.91888497,0.822839,0.65325508,0.82384033
158,1,0.86418005,0.78033121,0.85180771,0.87601877,0.95417609,0.87447144,0.76253509,0.76968646,0.89708242,0.84310963,0.8110202,0.82951789,0.91439344,0.64581992,0.83930326,0.85473421,0.83608472,0.89086247,0.87472027,0.84641965,0.71017547,0.8191645,0.7279709,0.83995388,0.70896604,0.93354546,0.87340258,0.8678746,0.73599499,0.583585,0.92470516,0.82763712,0.67489558,0.81494595
158,2,0.85892116,0.78234832,0.86232618,0.85593151,0.95600904,0.86010757,0.74317544,0.75429851,0.90663749,0.82792577,0.81674028,0.8276228,0.90521341,0.62890876,0.80688557,0.84464733,0.84597415,0.88348239,0.84384601,0.82088908,0.68550392,0.8082656,0.7232498,0.84618046,0.71599245,0.91714396,0.8574788,0.88271498,0.72549376,0.58678079,0.91319753,0.81649074,0.68080081,0.79538684
159,0,0.83837272,0.78313319,0.85397298,0.83707911,0.96132462,0.82909866,0.728,0.73883832,0.90802334,0.8009449,0.81080298,0.82739539,0.88898497,0.62296514,0.7689467,0.83757915,0.85103566,0.86572018,0.81871168,0.79693446,0.66129089,0.77695871,0.72017785,0.84835207,0.72115472,0.8927008,0.84025156,0.88622376,0.70358254,0.58840146,0.88422934,0.79574814,0.68490566,0.76210741
159,1,0.81669673,0.77515894,0.83513111,0.82091875,0.96810656,0.79428783,0.7157807,0.72072677,0.90547046,0.76119934,0.80392441,0.82891146,0.85218441,0.62076934,0.73713844,0.83699013,0.85539636,0.83288511,0.79749668,0.77613177,0.65157394,0.73320871,0.71797898,0.83626405,0.72437736,0.85037123,0.82244648,0.87466206,0.67478493,0.58725592,0.83889314,0.76681184,0.69050122,0.71786535
159,2,0.80386073,0.75326897,0.82146404,0.8113526,0.96853425,0.74809904,0.70320175,0.70853923,0.88986142,0.71085212,0.80291072,0.83164039,0.81927505,0.61452681,0.72806986,0.83632749,0.85516275,0.80236413,0.78820406,0.76624408,0.65656468,0.70019506,0.71483428,0.81526857,0.72440755,0.82355607,0.81001653,0.8485476,0.64289753,0.58258266,0.79974473,0.73905662,0.70083537,0.68227083
160,0,0.7948223,0.71936269,0.8060886,0.79589199,0.95497037,0.70547107,0.69164912,0.69414824,0.86973012,0.65570924,0.80768952,0.83270164,0.78819567,0.60327187,0.72659633,0.831689,0.85033484,0.74288573,0.78548581,0.76232168,0.65767569,0.66049252,0.70210186,0.77452676,0.72432453,0.79564169,0.7970625,0.80788036,0.60651682,0.57237048,0.76335324,0.71153023,0.70937635,0.66716316
160,1,0.77546455,0.67748214,0.78709774,0.76551412,0.91104051,0.66613501,0.67735088,0.66832828,0.84507659,0.59175774,0.81601622,0.82883566,0.74156151,0.58332567,0.72625978,0.82469445,0.84137985,0.65813997,0.78155383,0.75641475,0.64950181,0.61373537,0.67095392,0.71396176,0.72076226,0.75647479,0.78383971,0.74058096,0.56785411,0.55109997,0.73036197,0.6610172,0.71236497,0.65672823
160,2,0.74553491,0.62674044,0.76482916,0.73161274,0.84542066,0.60215134,0.66034211,0.63951019,0.82968636,0.52106102,0.81565419,0.81981504,0.69868785,0.54934241,0.71405312,0.81681637,0.8282199,0.58226281,0.76978317,0.74309495,0.63434441,0.57468303,0.62751011,0.64748727,0.71064906,0.70943978,0.76947472,0.67023296,0.5375621,0.52019005,0.69705417,0.61790802,0.7043497,0.63534769
161,0,0.7046906,0.59492975,0.73088002,0.69587552,0.76837539,0.52449926,0.64525439,0.6015099,0.82355945,0.48289504,0.80587937,0.8016222,0.69715952,0.51729054,0.6724668,0.81217788,0.81007631,0.53508662,0.73688602,0.7094044,0.62020104,0.52549577,0.57813258,0.56894398,0.68908679,0.62073088,0.74872677,0.59068162,0.50364514,0.48098802,0.66357278,0.56625083,0.68399107,0.59480807
161,1,0.6627007,0.56353504,0.68174414,0.65145303,0.67019002,0.37251484,0.63179825,0.55561335,0.82261123,0.46892077,0.79147057,0.76811704,0.72090895,0.47116711,0.57032017,0.81563834,0.78328921,0.50400275,0.67412605,0.64931942,0.61388766,0.4809249,0.51366209,0.47204766,0.63407547,0.4961913,0.70377736,0.50647685,0.45616745,0.4260479,0.60540154,0.50090057,0.65263575,0.50451102
161,2,0.64372181,0.5400518,0.65882002,0.64564913,0.63346979,0.2828635,0.62330702,0.53358619,0.82224654,0.48407616,0.78068207,0.73003335,0.7451008,0.45685413,0.50014553,0.82241202,0.76594767,0.52865095,0.6303559,0.61031729,0.61457543,0.4739922,0.50012935,0.44153935,0.5934717,0.47734066,0.67029039,0.49168248,0.44041561,0.39498178,0.57050084,0.46648705,0.63279562,0.48038131
162,0,0.63019123,0.51760458,0.64894716,0.65023463,0.60943973,0.26547663,0.62848246,0.51856668,0.81852662,0.53600296,0.75620882,0.69801395,0.76712081,0.46024556,0.45804075,0.82668237,0.75903286,0.59068735,0.58740755,0.56225631,0.61413456,0.47971391,0.51230396,0.44571923,0.51731321,0.49958538,0.63927597,0.50878919,0.44754433,0.37951054,0.52073314,0.45317783,0.62462912,0.48766704
162,1,0.62540141,0.49835963,0.67158323,0.65618671,0.58799413,0.35363501,0.64324561,0.5097457,0.82764406,0.60778119,0.71759467,0.66745755,0.81108039,0.50455256,0.53814808,0.83242527,0.76734932,0.64337982,0.53225868,0.5040975,0.61685918,0.51052503,0.55847211,0.46677236,0.47256604,0.53075885,0.60940377,0.5609606,0.49261885,0.38399505,0.48360647,0.46542408,0.63430794,0.55110222
162,2,0.6246888,0.49245742,0.69749702,0.66269861,0.56760555,0.38215875,0.68424561,0.50843809,0.8487965,0.6777237,0.67565708,0.65150849,0.84935901,0.54237561,0.63460069,0.84273303,0.77994082,0.67627744,0.49613756,0.46919287,0.62285513,0.52258615,0.596346,0.4690689,0.47166792,0.55118118,0.61699612,0.61248202,0.52477887,0.39153866,0.49138714,0.49313501,0.65304623,0.60322581
163,0,0.61985387,0.49028334,0.72903258,0.6673088,0.53749007,0.39637426,0.71502632,0.51309782,0.87213713,0.73235428,0.63355297,0.63157975,0.87725102,0.5968224,0.75257413,0.8525254,0.79053107,0.69428982,0.48411404,0.45653849,0.63174323,0.52798277,0.62827809,0.46771404,0.48686038,0.58318388,0.64501391,0.681392,0.55518195,0.40072247,0.51102262,0.5327674,0.67063229,0.66020087
163,1,0.60252571,0.48985951,0.76566349,0.66131555,0.49953565,0.39752411,0.75510526,0.51859558,0.88760029,0.77893044,0.5818478,0.6029336,0.88961842,0.65627012,0.85898672,0.86143425,0.79598193,0.69028707,0.47579493,0.44814504,0.63812715,0.52907185,0.66641876,0.45896032,0.51953962,0.6468518,0.67789618,0.72671844,0.57942566,0.4154452,0.52260173,0.57497601,0.70187239,0.72495532
163,2,0.57926213,0.47796876,0.78949146,0.62123981,0.41738865,0.35992211,0.7827193,0.50903771,0.8757841,0.79529542,0.50716096,0.56579745,0.89654618,0.72676584,0.89795343,0.84464733,0.7904532,0.65169804,0.46885391,0.44168943,0.63809188,0.50609558,0.69043654,0.41688287,0.53786415,0.6897117,0.67418735,0.7376474,0.58733188,0.42767508,0.52383724,0.58074851,0.71601613,0.73566261
164,0,0.51820314,0.45128326,0.76896106,0.52935704,0.32264312,0.29228487,0.78321053,0.47806675,0.84471189,0.73125854,0.41815944,0.53163281,0.89569152,0.7316403,0.86097872,0.78935356,0.77291699,0.58355119,0.44786649,0.42172725,0.60922317,0.45508778,0.6894422,0.35814356,0.54257358,0.68787966,0.65068466,0.71895312,0.57271093,0.39926451,0.50778578,0.5493541,0.71564165,0.69397396
164,1,0.43284323,0.42646574,0.62959873,0.38288466,0.23315818,0.27716061,0.73301754,0.40241295,0.76032093,0.60083675,0.31212077,0.46845058,0.88219798,0.73350271,0.76022376,0.59279193,0.7125915,0.42630559,0.37114862,0.34613948,0.49383652,0.34904096,0.6517785,0.3026905,0.49686038,0.66743805,0.5909268,0.64820247,0.53462377,0.27468107,0.47068974,0.45294161,0.6783523,0.53652226
164,2,0.35171387,0.40406561,0.51678586,0.26187536,0.17106373,0.28979043,0.63830702,0.31539517,0.6493946,0.43505237,0.24205344,0.43516525,0.870826,0.7424124,0.59728033,0.40429245,0.63870114,0.27602727,0.29018269,0.27044664,0.31279429,0.34869961,0.60970897,0.24443163,0.46347925,0.63246553,0.54691804,0.55422491,0.47938124,0.17753189,0.43382856,0.330265,0.63098805,0.42910035
165,0,0.31618257,0.39011852,0.39818236,0.22048242,0.19626077,0.28955861,0.54447368,0.25081636,0.55703866,0.35799465,0.25435522,0.44083535,0.86152531,0.75961096,0.42909769,0.2951848,0.56653169,0.22312215,0.25403629,0.23599729,0.23761573,0.41805917,0.55261924,0.26472567,0.40787925,0.62007521,0.52864265,0.52148404,0.38647563,0.24285993,0.41726655,0.29305381,0.58594988,0.41849519
165,1,0.30297673,0.38623342,0.35669448,0.25454845,0.26357915,0.28529303,0.47766667,0.23638203,0.49688549,0.35459358,0.27373832,0.47145998,0.84710673,0.77230295,0.39788066,0.30642026,0.49762498,0.26621427,0.26727353,0.24793958,0.28616524,0.46946521,0.49860146,0.32699145,0.36778868,0.59663485,0.57253047,0.51646247,0.35694091,0.30190706,0.4225762,0.31504392,0.50884344,0.44414844
165,2,0.30357207,0.39418413,0.33930274,0.30474191,0.31863506,0.29040245,0.46114912,0.2328493,0.4543399,0.38598588,0.29512707,0.5068299,0.84434166,0.7636002,0.41162452,0.36465174,0.44647251,0.32050785,0.28885517,0.26924424,0.33665462,0.48967815,0.47775263,0.39097723,0.35597736,0.56173947,0.62985608,0.52331895,0.3755604,0.34744858,0.44510134,0.37098251,0.49355466,0.47634692
166,0,0.31012087,0.40380661,0.34828168,0.35842595,0.36689069,0.31254636,0.48697368,0.24406155,0.44387309,0.43557889,0.31805083,0.5383869,0.85239556,0.7443093,0.42700564,0.41764836,0.42121944,0.3689474,0.31683419,0.29245173,0.36905917,0.50395806,0.47242522,0.47013549,0.35588679,0.53145309,0.67972372,0.53442623,0.40198514,0.37884015,0.48639404,0.43504097,0.49420279,0.50326836
166,1,0.31877142,0.42112864,0.37072904,0.39154524,0.41183479,0.35622218,0.51500877,0.26463661,0.44347192,0.47639173,0.33114908,0.56847332,0.86089186,0.72666237,0.44011279,0.48475188,0.41597103,0.40444681,0.34726595,0.32398263,0.38359933,0.50887516,0.47577203,0.51062746,0.36179623,0.50741491,0.72776382,0.54252517,0.43217618,0.39542437,0.52966764,0.4975788,0.50741754,0.55780918
166,2,0.32644777,0.4305549,0.39104092,0.43573722,0.45737154,0.39749629,0.55029825,0.29130906,0.44141503,0.49850581,0.33338643,0.59065343,0.8710271,0.71134921,0.43784792,0.51753056,0.42513627,0.4414535,0.37953094,0.35368075,0.38598007,0.49778121,0.48840744,0.53152686,0.37286792,0.49790763,0.7525431,0.54984757,0.45559191,0.39793023,0.57988462,0.53633277,0.51967449,0.60870712
167,0,0.33106621,0.43447924,0.40583035,0.47242117,0.49740942,0.44440838,0.56385088,0.32105187,0.4343326,0.50728597,0.32983853,0.60409339,0.87831683,0.69424262,0.41474441,0.52783095,0.43877901,0.47922947,0.39771161,0.37114473,0.37577815,0.49561931,0.49991916,0.53701355,0.39129057,0.49117732,0.75967857,0.55994823,0.46783998,0.38622104,0.61658243,0.56171108,0.52505401,0.63779896
167,1,0.33418726,0.43814457,0.41226659,0.48593891,0.54130873,0.47919139,0.56550877,0.34250831,0.42522247,0.49763775,0.32379987,0.60928593,0.89098587,0.65674147,0.38045297,0.52077014,0.45767014,0.50965664,0.40997535,0.38212977,0.36026805,0.50359233,0.51074373,0.52780821,0.418,0.4887764,0.75098432,0.57266034,0.46993013,0.38048685,0.63587073,0.57838636,0.52606942,0.65302579
167,2,0.34622046,0.44691939,0.41187922,0.48973409,0.57540783,0.49359236,0.55818421,0.36419593,0.41828592,0.46766849,0.32142495,0.60675409,0.89936152,0.61896441,0.34972712,0.50254749,0.48018221,0.54240415,0.41847146,0.3899979,0.33807424,0.51857932,0.51012126,0.50089363,0.44907925,0.49013596,0.73151296,0.58050043,0.46295287,0.37902239,0.64509113,0.57891784,0.5192136,0.66312878
168,0,0.36091467,0.45853544,0.40206595,0.48546143,0.6023584,0.49181194,0.54832456,0.38031354,0.41382203,0.42080772,0.32353197,0.6016601,0.90366497,0.60067369,0.3537384,0.47642468,0.49634792,0.55849021,0.42507112,0.39607994,0.33256327,0.53562256,0.49856912,0.46096858,0.47074717,0.48066725,0.70669336,0.58274374,0.45041197,0.37646446,0.64617348,0.56356389,0.50487541,0.6695889
168,1,0.37866679,0.46650184,0.38637267,0.47623281,0.62748213,0.47686387,0.53513158,0.39580985,0.41236324,0.38602857,0.32901311,0.59614918,0.90173445,0.59043042,0.37336729,0.44031807,0.50102009,0.56147977,0.43097541,0.4013098,0.33812715,0.5471554,0.47957963,0.4225233,0.4898566,0.46772732,0.67441579,0.58142077,0.43565976,0.36771023,0.64380456,0.53115081,0.49253205,0.67588731
168,2,0.39610319,0.47085001,0.36635876,0.46765456,0.64770575,0.43188056,0.52107018,0.41673169,0.41478483,0.36809825,0.33399464,0.59280625,0.89810467,0.58790122,0.3920684,0.39713592,0.49418315,0.55847145,0.43824515,0.40762532,0.35214708,0.53411899,0.45854487,0.39091957,0.50762264,0.44331308,0.64350888,0.58050043,0.41633345,0.3457433,0.64225251,0.49368126,0.4788348,0.67718955
169,0,0.41217752,0.47056746,0.33832936,0.46126616,0.66157512,0.36670994,0.49328947,0.44251553,0.41894967,0.37993796,0.33304612,0.59229078,0.89506812,0.59704084,0.40032745,0.35987336,0.47427192,0.55179186,0.44272078,0.41139595,0.36927079,0.51519018,0.43596605,0.37764966,0.52248302,0.42386462,0.62214279,0.58211102,0.40166202,0.29463681,0.64075152,0.45158338,0.47176293,0.66543536
169,1,0.41743641,0.46779688,0.31305125,0.46098625,0.67147309,0.34893361,0.46996491,0.45786014,0.42390956,0.40764458,0.32699298,0.59451941,0.89212207,0.61477973,0.39124977,0.32096893,0.44026631,0.54302958,0.44263228,0.41148934,0.37782383,0.5034948,0.41940178,0.39894302,0.52777358,0.41667149,0.61780238,0.58769054,0.39335191,0.27200599,0.6396998,0.41117591,0.4702002,0.64124606
169,2,0.41510915,0.47008084,0.29685141,0.46708652,0.68045457,0.35760386,0.45404386,0.47144199,0.43188184,0.43825421,0.32385055,0.59729381,0.8918908,0.64607284,0.36853738,0.29905021,0.39666719,0.53161549,0.44374486,0.41339217,0.37934045,0.50182867,0.41061439,0.44548861,0.52576604,0.42235079,0.62395689,0.59384527,0.3880912,0.26900547,0.63813754,0.394914,0.4774017,0.61545663
170,0,0.4060166,0.47463307,0.29559992,0.48238248,0.68931386,0.39823813,0.44491228,0.48868661,0.43765864,0.47279144,0.32461806,0.60101577,0.89362023,0.69075922,0.3544024,0.29198204,0.36537144,0.53088373,0.45415007,0.42429549,0.37125474,0.50847692,0.4120291,0.49381186,0.51210566,0.43662135,0.64049881,0.60529192,0.38516297,0.27904842,0.63868893,0.40442902,0.49101973,0.60337901
170,1,0.39488544,0.48156346,0.31263409,0.50862764,0.70226676,0.42460126,0.45164035,0.51287386,0.44407732,0.50237648,0.33038882,0.61045331,0.89414308,0.74527499,0.36222485,0.30452805,0.35554431,0.54584402,0.47637651,0.44854194,0.35526849,0.52865735,0.43018593,0.54333622,0.48466415,0.46734163,0.66069581,0.62864538,0.38415324,0.29766337,0.64519324,0.4450358,0.50740314,0.61272449
170,2,0.38652354,0.49963896,0.34784466,0.54640652,0.71760249,0.44635571,0.47628947,0.54216154,0.45396061,0.53036771,0.34661502,0.62722862,0.88773817,0.82265704,0.40013644,0.33436902,0.37146083,0.592007,0.51512738,0.48642338,0.34014637,0.56223992,0.45510105,0.59434996,0.45599245,0.5138463,0.68505852,0.6609721,0.38547599,0.31956522,0.65217746,0.48991659,0.535597,0.6448719
171,0,0.38491791,0.52423672,0.39484505,0.57858731,0.73251054,0.4571773,0.50861404,0.56933247,0.46824216,0.54809882,0.3662443,0.64451941,0.87890001,0.84813299,0.4583682,0.35750994,0.40309921,0.6324348,0.55132436,0.52074432,0.33594921,0.6053316,0.48297494,0.64229845,0.44080755,0.55780542,0.70182888,0.69347138,0.38776808,0.3478391,0.65774238,0.54609139,0.56132796,0.69281641
171,1,0.38462024,0.55997959,0.45321812,0.60620729,0.74882385,0.46125742,0.54424561,0.59031932,0.48462436,0.55673668,0.39039896,0.67293056,0.86778945,0.8503058,0.54397853,0.38504638,0.4485672,0.6695228,0.59771161,0.56780136,0.35270258,0.64662711,0.51180275,0.68303065,0.43172075,0.62367178,0.71397665,0.72073627,0.39091845,0.38342879,0.65838566,0.60640732,0.58829036,0.7442676
171,2,0.38223886,0.60686759,0.51881208,0.62535605,0.75890511,0.46427114,0.57674561,0.59427106,0.49863603,0.53782445,0.40989791,0.69476956,0.85169172,0.83155523,0.64854466,0.40836401,0.49126304,0.69391457,0.63555218,0.60481894,0.38827264,0.69257965,0.53578011,0.71597002,0.43200755,0.67804455,0.71744359,0.73373598,0.38914132,0.44772846,0.65393373,0.67015575,0.61020452,0.79317389
172,0,0.37869385,0.64307354,0.58208184,0.64093192,0.7636097,0.46557864,0.60102632,0.57569715,0.50139314,0.50990437,0.41783361,0.71640388,0.83590569,0.80413639,0.72223031,0.43006921,0.51488086,0.69554068,0.66006701,0.62820154,0.41069571,0.74023082,0.55160873,0.73783992,0.44109434,0.71781892,0.71608638,0.72838654,0.38319399,0.49772846,0.64290601,0.71523585,0.61376926,0.8150566
172,1,0.38158939,0.68172828,0.64597735,0.65519058,0.76464838,0.46511499,0.62685965,0.52717093,0.48601021,0.46699966,0.41763087,0.74364008,0.80744055,0.77188908,0.75090049,0.46528494,0.53767326,0.67421352,0.66928377,0.63733044,0.43908826,0.80628251,0.56169766,0.75252234,0.47131321,0.75352425,0.71407071,0.70911705,0.37836746,0.53946889,0.62871292,0.74976009,0.60412646,0.81995915
172,2,0.38769619,0.70539204,0.70617799,0.6750391,0.76073807,0.46526335,0.65664035,0.47718538,0.46667396,0.43866689,0.41810151,0.76402365,0.79253934,0.73966477,0.73962161,0.4929171,0.5594845,0.63531178,0.66769075,0.63543928,0.4706816,0.85923277,0.56533549,0.7560296,0.49309434,0.77665606,0.71287475,0.6907679,0.3770952,0.56243817,0.61472405,0.76422824,0.59179029,0.81499702
173,0,0.39740213,0.72353034,0.76326977,0.68522269,0.75310075,0.46856454,0.68452632,0.42884699,0.44813275,0.42900444,0.42355369,0.77986659,0.78476698,0.71006162,0.71132436,0.52836107,0.58242486,0.59028707,0.65900499,0.62681236,0.4998501,0.88719116,0.56616006,0.75767272,0.52012075,0.79757015,0.70712337,0.66810469,0.37891272,0.5850755,0.60438046,0.76297335,0.57881319,0.8075666
173,1,0.41611943,0.74340319,0.8004271,0.6945254,0.74637991,0.48026706,0.71539474,0.39539806,0.4175857,0.44272256,0.43211208,0.78676471,0.78054396,0.69200083,0.67359469,0.56145634,0.61498988,0.55653262,0.64421266,0.61118115,0.52623225,0.91059818,0.56443816,0.75816278,0.55466415,0.82045126,0.69266431,0.65251654,0.38717234,0.60154257,0.60595293,0.74754558,0.56287628,0.79528471
173,2,0.43331229,0.75731889,0.83373063,0.70106199,0.74809067,0.50051929,0.73400877,0.37376102,0.40828592,0.47289105,0.43814351,0.79108551,0.78323865,0.69441506,0.6215845,0.58835223,0.64556923,0.5387579,0.61268095,0.57951017,0.54505776,0.92408973,0.5592886,0.75537619,0.58558491,0.83582104,0.68196783,0.64653437,0.40531726,0.62426451,0.62097309,0.71863881,0.52331125,0.76667802
174,0,0.43919358,0.76063888,0.85925705,0.72064707,0.76415959,0.52752226,0.74364912,0.37127583,0.41205689,0.51273622,0.44064876,0.79040327,0.78731084,0.72265014,0.58595598,0.60987336,0.66344027,0.54125962,0.58040331,0.54853961,0.54234195,0.92977893,0.5621827,0.75192659,0.60888302,0.84626362,0.67788274,0.65366695,0.42977301,0.64095288,0.64378414,0.69385842,0.49483653,0.74240361
