,,pid1263b-04,pid52932-19,pid9048b-08,pid9049b-04,pid9054b-04,pid9055b-04,pid9058b-04,pid9059b-08,pid9060b-02,pid9062b-07,pid9063b-08,pid9064-15,pid9066b-04,pid9069-04,pid9070b-16,pid9072b-08,pid9074g-04,pid9075b-04,pid9076-14,pid9077-02,pid9093b-10,pid9094b-04,pid9099b-08,pid9101b-15,pid9104b-04,pid9111b-06,pid9118b-08,pid9119-09,pid9139b-04,pid9158-10,pid9166k-05,pid9170b-04,pid9174b-04,pid9192b-04
19,1,0.73051597,0.44670748,0.66962654,0.69664115,0.64214578,0.44609607,0.7175,0.73089149,0.89657185,0.5260559,0.92853523,0.52876743,0.66434066,0.30448128,0.54237766,0.77735238,0.52921663,0.72793796,0.63614641,0.63317457,0.76194339,0.67918563,0.63708973,0.49625252,0.75713208,0.3536496,0.60136797,0.46762151,0.43666949,0.58579797,0.6785521,0.47559607,0.91387008,0.41991659
19,2,0.71404474,0.39704105,0.61238578,0.67753355,0.57886601,0.3577615,0.72284211,0.71250542,0.90678337,0.52639743,0.93374846,0.50437386,0.65878035,0.29053619,0.54237766,0.77948756,0.48531381,0.71736819,0.59950692,0.59599356,0.67652764,0.63898732,0.60915117,0.43174786,0.6910717,0.30194774,0.5599527,0.46947368,0.41944343,0.54464332,0.65379078,0.45029896,0.88816074,0.37139331
20,0,0.709291,0.35555294,0.55477751,0.67308801,0.50685526,0.3109885,0.72290351,0.71019361,0.91969365,0.52558629,0.9365723,0.48040479,0.6631743,0.35574359,0.53228124,0.78677662,0.43149042,0.70948777,0.56196978,0.55671126,0.61642712,0.61499512,0.58344382,0.38783511,0.63675472,0.2382991,0.54019915,0.48593615,0.40187407,0.53653345,0.61854291,0.42676607,0.88103125,0.34794451
20,1,0.71820314,0.36075661,0.48742551,0.67181197,0.46771553,0.37986832,0.71474561,0.70748447,0.93048869,0.51996528,0.93237275,0.47078532,0.67293751,0.50913961,0.50291977,0.79170962,0.45070861,0.70292076,0.52530501,0.51719549,0.54128384,0.59497724,0.55148747,0.42183146,0.58640755,0.43548356,0.54562802,0.5070348,0.38233572,0.54440901,0.59522132,0.42548166,0.89125738,0.36747808
20,2,0.72309219,0.37459383,0.45604887,0.67176258,0.45202542,0.40697329,0.69322807,0.69532582,0.93661561,0.51397427,0.91962928,0.46860218,0.6633754,0.55902235,0.47677824,0.78037108,0.47672481,0.69472763,0.49376067,0.48668021,0.50223966,0.57816157,0.53806791,0.43183434,0.57644528,0.50776203,0.56239838,0.51771067,0.37185468,0.55424369,0.58951345,0.43573485,0.90321187,0.38930973
21,0,0.72370557,0.39408995,0.43637267,0.66579402,0.44956315,0.42428598,0.66971053,0.67148533,0.93304158,0.50310223,0.89942799,0.4672453,0.64819265,0.59228134,0.46985629,0.76240613,0.49521881,0.68146851,0.47083886,0.46329761,0.4923199,0.56261378,0.52805174,0.43342942,0.56875472,0.58071546,0.5858742,0.51853322,0.36393837,0.56252929,0.58746107,0.44583303,0.91048538,0.40677504
21,1,0.71669673,0.41300526,0.40873063,0.6384704,0.44681371,0.43504266,0.63684211,0.62180321,0.90466813,0.46658698,0.85663601,0.45319133,0.60452466,0.59401729,0.45224668,0.72967162,0.5142579,0.64337982,0.43636134,0.42813616,0.48525703,0.53700423,0.51191593,0.41482656,0.54608302,0.61152251,0.60537243,0.49140063,0.35001414,0.56192398,0.57792413,0.44929505,0.89874694,0.40640906
21,2,0.70061339,0.41880543,0.38031387,0.58644933,0.43100141,0.42459199,0.59025439,0.56410923,0.85244347,0.40942338,0.79204982,0.42346877,0.56000201,0.51837119,0.4325996,0.68693123,0.51383741,0.59231347,0.40324926,0.39380355,0.47127237,0.49854519,0.48736459,0.37973479,0.5229434,0.59333719,0.59184057,0.44878343,0.32414476,0.54539833,0.56055547,0.42693585,0.86353161,0.38770959
22,0,0.63870648,0.39398791,0.32651967,0.51900058,0.38237918,0.37088279,0.50197368,0.47860858,0.76323851,0.2747467,0.68462819,0.369057,0.49499774,0.42092799,0.42052028,0.59775438,0.48660645,0.50051285,0.35700107,0.34798394,0.42716692,0.44235208,0.43168957,0.31138657,0.45015849,0.50448366,0.53921819,0.33927524,0.27141645,0.50285733,0.52543013,0.35864029,0.81312113,0.31753341
22,1,0.46321487,0.31382152,0.24107072,0.38593891,0.32101179,0.23013724,0.35245614,0.34331022,0.63342086,0.18826844,0.52557382,0.2836416,0.2867528,0.29237561,0.48065308,0.43135032,0.42216166,0.35961599,0.27660408,0.26969952,0.27247156,0.29533485,0.33909458,0.22181224,0.2962566,0.29437856,0.41150544,0.21698591,0.20819702,0.40314371,0.48366774,0.23254595,0.68837678,0.18144523
22,2,0.28303265,0.24474531,0.16638856,0.25035811,0.29778212,0.16808234,0.2217807,0.21313394,0.50244347,0.17480647,0.29899356,0.19037295,0.19148359,0.25748414,0.59061306,0.27438522,0.32922442,0.24497467,0.21116379,0.20285541,0.15984481,0.18461476,0.27687955,0.20095128,0.18898113,0.15375566,0.31714528,0.17487489,0.16998869,0.26913564,0.43978149,0.14633498,0.46723318,0.11320112
23,0,0.20167779,0.20627109,0.16302145,0.22691199,0.31714425,0.19128338,0.20341228,0.21783702,0.40813275,0.24025216,0.20040547,0.14674045,0.20701825,0.29973328,0.59330544,0.22520984,0.28235477,0.24194133,0.21706808,0.20816698,0.14955471,0.19847204,0.26318513,0.24264437,0.24280755,0.16021599,0.31734684,0.18686799,0.1980088,0.22370476,0.43265431,0.10870303,0.28152096,0.14482084
23,1,0.18992423,0.23322345,0.199265,0.26455092,0.32952893,0.20584199,0.23192105,0.29325964,0.36770241,0.29232127,0.2127145,0.16913281,0.39729526,0.34323554,0.61603602,0.25435135,0.27850023,0.3005879,0.23751185,0.2279774,0.21344679,0.24192133,0.28200485,0.28748919,0.31073962,0.22838685,0.3566255,0.20227207,0.24976776,0.25184197,0.44158881,0.15027681,0.23053435,0.1707124
23,2,0.1967256,0.26172985,0.24206397,0.31190417,0.36951182,0.22947886,0.29872807,0.3580263,0.34088257,0.32108094,0.24640504,0.20065949,0.46988085,0.38530074,0.62705112,0.281019,0.30078648,0.35261742,0.26091409,0.25009923,0.25789613,0.27747887,0.30270816,0.31955415,0.35240755,0.28064796,0.3949232,0.28835203,0.28351307,0.29739651,0.45771175,0.19526094,0.25024485,0.19016938
24,0,0.20990438,0.29577741,0.28652165,0.36322549,0.40213234,0.26878709,0.35965789,0.41527958,0.33690007,0.35032445,0.28348418,0.24014554,0.51197024,0.44639244,0.62905221,0.30275364,0.33018221,0.39604728,0.28329224,0.2718008,0.30348294,0.3121749,0.32687146,0.3476314,0.38438491,0.32298718,0.4328984,0.3395916,0.32349853,0.31838063,0.46789197,0.23380084,0.30526429,0.20493659
24,1,0.21968248,0.33123774,0.29955304,0.40974726,0.44088715,0.31567136,0.42815789,0.46358185,0.34492341,0.37733379,0.33079429,0.30381292,0.53828365,0.4949416,0.6337002,0.34699602,0.38260396,0.43826381,0.31677097,0.30607504,0.34929019,0.36370286,0.36672595,0.37784184,0.41791698,0.36386077,0.47565744,0.39093471,0.37598449,0.33502343,0.49048859,0.2629955,0.36221374,0.22953443
24,2,0.22957785,0.35751511,0.29729837,0.44955956,0.44831063,0.36502226,0.47745614,0.48460483,0.35762947,0.38247097,0.36414452,0.33383869,0.53778091,0.53560425,0.63579225,0.38594463,0.41059025,0.46171743,0.35606549,0.34445845,0.3761044,0.39597692,0.38961196,0.39218795,0.43689811,0.41483946,0.50542215,0.42321542,0.40549901,0.33736657,0.50862307,0.28298516,0.40558116,0.25856669
25,0,0.25251669,0.3768621,0.28620381,0.47944348,0.44591556,0.37954377,0.51985965,0.49453114,0.37271335,0.3595173,0.3837376,0.35563978,0.54344176,0.54722708,0.63579225,0.41409954,0.42346986,0.47029208,0.37747013,0.3652378,0.38677365,0.41284135,0.40891673,0.40628423,0.44776604,0.44071931,0.51501673,0.45731378,0.41661618,0.33021349,0.52197886,0.30254669,0.43426473,0.27815984
25,1,0.27339888,0.39610706,0.26957688,0.50551577,0.43487505,0.39009644,0.54292105,0.48844098,0.39018964,0.32939151,0.39199189,0.3776228,0.57402846,0.54043272,0.63588321,0.44586217,0.4288195,0.46565139,0.37444845,0.36291471,0.3884049,0.43602893,0.43177041,0.40899395,0.45670943,0.46240478,0.5175296,0.48100086,0.42162446,0.32733012,0.51692449,0.32402008,0.47522685,0.29781258
25,2,0.28609959,0.40771525,0.25138061,0.51593809,0.42041914,0.39138539,0.54851754,0.47130472,0.41026988,0.30914162,0.39380928,0.38713614,0.58978432,0.5234181,0.63603784,0.46605066,0.42906868,0.44149103,0.36834187,0.35712451,0.3796667,0.44693596,0.44858529,0.40702412,0.45637736,0.46738019,0.52721824,0.48424504,0.41795913,0.32621062,0.50578445,0.34183214,0.50600605,0.31042642
26,0,0.29613927,0.41347618,0.23370083,0.51774101,0.40312825,0.38922478,0.53685965,0.45154602,0.42881109,0.29111168,0.39318659,0.39055488,0.6025137,0.50318449,0.63586502,0.47785304,0.42666251,0.41572331,0.36519375,0.35385585,0.3575787,0.45037386,0.45756669,0.4022677,0.45283019,0.46172982,0.54449924,0.48119068,0.4097197,0.32385446,0.49193853,0.35837455,0.53648999,0.32069963
26,1,0.31058993,0.42243152,0.20137068,0.5074257,0.3683815,0.37951595,0.50400877,0.41639936,0.44801605,0.2693676,0.38765477,0.37807004,0.61242773,0.47133956,0.62970711,0.47130025,0.40809064,0.35803365,0.36424553,0.35211646,0.32373688,0.43582575,0.45610348,0.39039108,0.43965283,0.43802912,0.56636252,0.45614035,0.38724302,0.31737829,0.4774187,0.3689673,0.55900187,0.33144097
26,2,0.31489266,0.43114355,0.17103695,0.47522845,0.33655526,0.3515115,0.44726316,0.38623754,0.45407732,0.24565972,0.37775686,0.35515464,0.60547987,0.43950612,0.62786975,0.44134884,0.38511914,0.3139596,0.36237436,0.34894119,0.29829821,0.41253251,0.44329022,0.3784472,0.42366038,0.38104329,0.57181827,0.41152718,0.36581647,0.30922286,0.4652882,0.36927733,0.56258102,0.32327007
27,0,0.30390583,0.43608037,0.15046683,0.43221372,0.29971895,0.32403561,0.39041228,0.35348216,0.44620715,0.22542407,0.36672218,0.30462401,0.58740134,0.40681045,0.62786975,0.38653365,0.3541193,0.28028645,0.33568494,0.32045715,0.27215413,0.3659054,0.41819725,0.36167003,0.40194717,0.33414328,0.5529113,0.35753811,0.3289107,0.29516402,0.44133354,0.35351,0.56018292,0.29942123
27,1,0.27511275,0.42658347,0.12614223,0.35873878,0.23822325,0.26228672,0.26932456,0.30382893,0.41969365,0.20420651,0.35129245,0.23021528,0.45164145,0.39258944,0.62746953,0.27205861,0.31071484,0.2461067,0.28769202,0.27348182,0.24573671,0.28463101,0.35806791,0.34377823,0.36339623,0.26422717,0.51261137,0.26148404,0.26340927,0.2605962,0.39793741,0.30671735,0.52317442,0.27008256
27,2,0.25314811,0.40171886,0.11742153,0.30083971,0.2120303,0.24279488,0.23564912,0.26543852,0.38306346,0.20681068,0.34814278,0.17124015,0.3759992,0.40556884,0.62339458,0.21806803,0.28421585,0.24104072,0.26675517,0.25343793,0.24114276,0.26560468,0.31946645,0.35717306,0.34018868,0.23974544,0.49788355,0.20910555,0.22569571,0.23750976,0.36309797,0.28517015,0.50594844,0.25806452
28,0,0.24230561,0.36712189,0.1261025,0.27680086,0.22450052,0.25470141,0.26339474,0.25773732,0.32781911,0.24659893,0.3543335,0.16030928,0.37236941,0.43567783,0.59307804,0.23645266,0.27558791,0.25208581,0.24895379,0.23681446,0.28904858,0.29408322,0.300865,0.38673969,0.33996226,0.28333815,0.51473454,0.20968651,0.20899471,0.22780526,0.35431664,0.29061047,0.48710932,0.26267767
28,1,0.24606711,0.34497292,0.16605085,0.29966247,0.2973361,0.29644844,0.33282456,0.28967635,0.29702407,0.290699,0.3707914,0.20507126,0.470092,0.48296238,0.59221393,0.30454278,0.28304002,0.27671524,0.26531386,0.254652,0.363654,0.3519262,0.31684721,0.44300951,0.3718717,0.34724713,0.58137254,0.27591027,0.23477321,0.26265946,0.38230459,0.33022809,0.49240242,0.29727636
28,2,0.25545733,0.34834785,0.2000298,0.33706265,0.36679905,0.35459013,0.39200877,0.32149978,0.28787746,0.32879383,0.3973789,0.25403275,0.54958524,0.52961464,0.59134073,0.38431012,0.30517053,0.30086309,0.30039826,0.28927646,0.42333128,0.41615735,0.32617623,0.48474104,0.40010566,0.40065567,0.62918419,0.32687949,0.26937679,0.30117157,0.41518354,0.37361039,0.50218926,0.33136437
29,0,0.26462205,0.3714936,0.24154748,0.3588952,0.4218244,0.40560089,0.45064035,0.34581708,0.29176513,0.35810849,0.42868004,0.2845664,0.59611885,0.57003587,0.59134073,0.45650125,0.34320199,0.3165051,0.33679752,0.3264458,0.46010934,0.46177666,0.33195635,0.52492553,0.4193283,0.44837528,0.66263085,0.38794363,0.30343511,0.33586957,0.45207536,0.41609951,0.51351001,0.35811558
29,1,0.27546455,0.41652147,0.28319428,0.38379847,0.47653816,0.45022255,0.488,0.36035977,0.31256747,0.38356671,0.46301499,0.29727107,0.65129958,0.59521291,0.59046753,0.52537182,0.38036131,0.32683095,0.37375308,0.36196913,0.48881933,0.50285273,0.33607922,0.55168636,0.43234717,0.48804358,0.68169907,0.43775093,0.33287895,0.36027076,0.48994741,0.44873404,0.52579577,0.37754703
29,2,0.28581995,0.45005887,0.30978347,0.40309541,0.50659253,0.48007233,0.52032456,0.36317006,0.35059081,0.40486965,0.49965969,0.28997878,0.67549143,0.59414375,0.59046753,0.58243263,0.41717022,0.33127775,0.39605538,0.38388083,0.50243365,0.52925878,0.34050121,0.55858557,0.43259623,0.51855173,0.69171023,0.47162496,0.35442667,0.37362015,0.51566856,0.46072931,0.5403788,0.37848328
30,0,0.29346022,0.48567616,0.32317243,0.41937104,0.52395063,0.50038947,0.53557895,0.35693541,0.39661561,0.4264145,0.53177178,0.27059582,0.69351968,0.55535501,0.59046753,0.61418053,0.44261797,0.33092751,0.40839497,0.3959632,0.50613702,0.56014304,0.34345998,0.54506582,0.41992453,0.53819304,0.6917371,0.4918493,0.36512985,0.37986202,0.5371624,0.45303757,0.55445773,0.36826113
30,1,0.29068194,0.50861785,0.32218911,0.43333333,0.50153968,0.52148553,0.5187807,0.32763329,0.44941648,0.43156592,0.55799725,0.24658126,0.70332311,0.50564472,0.58958523,0.60229716,0.4488086,0.31785603,0.40409634,0.39305643,0.480522,0.59175878,0.33872272,0.49130393,0.37099623,0.52319931,0.64076757,0.48061547,0.35252837,0.37524082,0.55985092,0.39052927,0.55635892,0.33390927
30,2,0.28279812,0.50779374,0.31198848,0.42837738,0.46084194,0.5211888,0.50625439,0.29520301,0.46862874,0.41335098,0.56214612,0.23730291,0.70076919,0.4648786,0.58958523,0.56187601,0.4409905,0.30416536,0.39816676,0.38877215,0.44340005,0.60859883,0.33139854,0.41877582,0.33844528,0.50128242,0.56569064,0.45401208,0.32204451,0.36198256,0.56150508,0.33791983,0.53620193,0.28383692
31,0,0.26645318,0.49541637,0.28227056,0.40675887,0.44594,0.49819177,0.50951754,0.28818812,0.47876003,0.37924066,0.5530664,0.24851425,0.70255895,0.43360848,0.58958523,0.49178324,0.41773088,0.2824692,0.39270498,0.38584203,0.4165682,0.61448309,0.33633791,0.33870472,0.32700377,0.42705621,0.51880619,0.40853034,0.28700675,0.35516142,0.54310512,0.29898132,0.49123578,0.26985275
31,1,0.25368934,0.47533161,0.23050258,0.36850251,0.46703122,0.46543027,0.53203509,0.32484468,0.45862144,0.34672416,0.50738542,0.30163736,0.73113468,0.43343603,0.58958523,0.38642321,0.38360069,0.2594909,0.39266705,0.38974108,0.41976898,0.61279259,0.3969038,0.33015278,0.35061132,0.30721242,0.53936601,0.3244176,0.24718284,0.36561442,0.50057691,0.30143943,0.4235345,0.2848668
31,2,0.25147032,0.46384899,0.20018872,0.37354079,0.49463555,0.46396513,0.56364035,0.38731397,0.44323122,0.34725068,0.48929839,0.33392965,0.75910713,0.45086453,0.58958523,0.32928876,0.35830089,0.25553193,0.39711739,0.39848474,0.4669165,0.60907022,0.46706548,0.34751609,0.38860377,0.27600039,0.58048564,0.27932701,0.24299245,0.37808513,0.48068617,0.33098103,0.39001152,0.30846881
32,0,0.25847916,0.46087434,0.20066547,0.42181609,0.54212745,0.49291543,0.60685965,0.44659009,0.42934354,0.37593921,0.47324596,0.35834597,0.81464984,0.49064196,0.58958523,0.33933883,0.3546566,0.25910939,0.41754852,0.42416708,0.52748435,0.61503576,0.53308003,0.39027578,0.41855094,0.3248867,0.63040703,0.27519126,0.25171655,0.40926191,0.46633992,0.37406068,0.38928417,0.34042897
32,1,0.27984846,0.48034691,0.22793008,0.49812299,0.59511212,0.5428227,0.66121053,0.50384338,0.42959154,0.41868739,0.4695967,0.38427835,0.86589915,0.56747218,0.58958523,0.3856354,0.37561128,0.280005,0.46300019,0.4764423,0.58661494,0.64565995,0.60095392,0.46599404,0.47359245,0.39825475,0.71286131,0.30996836,0.27812109,0.45574069,0.47903201,0.42911346,0.40926113,0.41829092
32,2,0.31449576,0.52350679,0.28457489,0.5546637,0.64795014,0.58914132,0.72300877,0.54165583,0.4468709,0.45810565,0.49538773,0.40865676,0.891559,0.62550584,0.58958523,0.45619202,0.42554898,0.31318406,0.52573488,0.5466718,0.6542192,0.68029096,0.65909458,0.52120688,0.51343396,0.47528686,0.78410847,0.35772217,0.31663234,0.49755272,0.50035227,0.47964863,0.45896586,0.49025449
33,0,0.37676349,0.58063731,0.3647199,0.59655882,0.68882507,0.62903375,0.78060526,0.56762751,0.47697301,0.48864413,0.54078633,0.44169193,0.9027701,0.66021337,0.58958523,0.5292225,0.49676063,0.35370567,0.5862191,0.60728211,0.70268936,0.71582412,0.70946645,0.57554531,0.54538113,0.54946485,0.82852036,0.40325568,0.35218506,0.53741213,0.52882014,0.52291282,0.51359643,0.55806452
33,1,0.46169944,0.65475237,0.45485697,0.66381823,0.73257164,0.68106454,0.83850877,0.58953186,0.53582057,0.52222791,0.61708783,0.47814585,0.90490171,0.69404718,0.58958523,0.61117656,0.57695842,0.42225905,0.65641317,0.68230954,0.7438762,0.75514467,0.76141471,0.62929759,0.59020377,0.62856041,0.86910249,0.47081392,0.38963609,0.58248503,0.56824424,0.56719569,0.58093764,0.65246404
33,2,0.55228216,0.71902519,0.53121772,0.71171483,0.75878292,0.72049332,0.88438596,0.6073761,0.61644785,0.55618169,0.69893563,0.49818072,0.901835,0.72521383,0.58958523,0.68501693,0.65379224,0.49433986,0.71674569,0.74866335,0.77571643,0.78914987,0.7992886,0.67458441,0.6233434,0.69095555,0.88553691,0.5198677,0.42255341,0.61966285,0.62484301,0.60930095,0.66319314,0.72746617
34,0,0.64028504,0.7774743,0.5973679,0.76330781,0.77576831,0.76661721,0.91903509,0.62512643,0.69680525,0.59525842,0.78560568,0.51319739,0.8963853,0.76072611,0.58958523,0.74554558,0.71928827,0.56193633,0.7715532,0.80572483,0.80312142,0.82444733,0.83718674,0.71621024,0.65475472,0.7528975,0.89166454,0.57998274,0.44979603,0.65861755,0.69650278,0.63591939,0.73649719,0.77683207
34,1,0.73545012,0.82756456,0.65375447,0.80170412,0.78584958,0.80720512,0.93526316,0.65045514,0.77476295,0.63587204,0.86279053,0.5155852,0.88836157,0.79667525,0.58958523,0.7881019,0.7595468,0.6440678,0.82173336,0.85703112,0.82607354,0.86589727,0.87016977,0.75882579,0.67709434,0.78728184,0.8877407,0.63249928,0.47626116,0.69304869,0.78070149,0.65613789,0.79302895,0.83092178
34,2,0.7938481,0.85801742,0.68881605,0.81650613,0.78725484,0.85150223,0.9222807,0.67822569,0.83136397,0.67527607,0.92426327,0.49981049,0.87843748,0.82097857,0.58958523,0.81504933,0.78422364,0.72199637,0.85963715,0.90091289,0.83970549,0.88727243,0.88674212,0.79318728,0.68301132,0.8101726,0.87110472,0.67845844,0.5022719,0.72032023,0.83201103,0.65957777,0.8350857,0.85658354
35,0,0.83149017,0.87026136,0.70601907,0.80626492,0.79208163,0.87816209,0.86834211,0.72568993,0.86557257,0.73002049,0.95597712,0.4789342,0.86494394,0.82706015,0.58869383,0.82918569,0.78274412,0.79135656,0.89178836,0.93463846,0.83630191,0.90019506,0.89337106,0.82279235,0.67727547,0.81606402,0.83419111,0.72959448,0.51976049,0.73900026,0.84620411,0.65153909,0.83357338,0.86109456
35,1,0.8215497,0.8533867,0.70279102,0.78042315,0.8143826,0.85945846,0.77529825,0.77676636,0.87461707,0.79678962,0.95322569,0.45222862,0.84084259,0.81643751,0.58869383,0.83522309,0.75274101,0.85783976,0.89829951,0.94231982,0.82960056,0.89239272,0.8982215,0.84424906,0.65916981,0.80551538,0.80474891,0.77152718,0.52720223,0.73568081,0.81116046,0.64781871,0.78726775,0.83666695
35,2,0.80046906,0.82497449,0.6927791,0.78589775,0.83924971,0.81895401,0.69809649,0.82516977,0.87002188,0.85318477,0.93027297,0.44310188,0.8315419,0.8075968,0.58869383,0.84405831,0.72675596,0.90049409,0.89092863,0.93872429,0.83691914,0.88012029,0.90282943,0.86717594,0.64791698,0.79639379,0.80016663,0.78981881,0.53358375,0.72761,0.77631082,0.65783568,0.71580009,0.81469061
36,0,0.78735342,0.79640531,0.68820024,0.79861694,0.85739598,0.79109792,0.67841228,0.86533738,0.85609044,0.90038707,0.90406198,0.4593769,0.83535267,0.79292743,0.58869383,0.8536298,0.71576078,0.91944462,0.87798217,0.93210525,0.85615025,0.87004226,0.90743735,0.88738349,0.64103396,0.79137981,0.80836368,0.79511073,0.54281271,0.72077584,0.75357125,0.67617923,0.65113784,0.80485148
36,1,0.78659571,0.77083431,0.69797378,0.82958755,0.87364819,0.78496847,0.68933333,0.89416269,0.84245077,0.95025046,0.88024039,0.51199212,0.87875924,0.76087556,0.58869383,0.87255191,0.71675751,0.93764463,0.8628864,0.92556793,0.88766423,0.85858257,0.91584479,0.9126069,0.63873962,0.79061807,0.82947445,0.79729652,0.56642029,0.71530851,0.74830245,0.70334391,0.61716837,0.80798366
36,2,0.79899874,0.76430421,0.72825785,0.8462995,0.87957475,0.79553969,0.72637719,0.90572172,0.83559446,0.97986396,0.86177684,0.55128108,0.91267407,0.71248735,0.58869383,0.90443234,0.73082853,0.94758897,0.85107782,0.92571969,0.91579226,0.84923602,0.92312045,0.92884597,0.64332075,0.79605631,0.85219775,0.79815933,0.60933398,0.71270502,0.75981008,0.7323245,0.60670459,0.83070049
37,0,0.83351073,0.76967271,0.76332936,0.85387338,0.87566445,0.81320475,0.76585088,0.90868372,0.8384391,0.99482013,0.85468105,0.58342177,0.94177266,0.66338637,0.58869383,0.93675453,0.75506152,0.95834636,0.84755041,0.93439331,0.94665373,0.8451723,0.92772838,0.94150091,0.6536,0.80548645,0.87496137,0.79672131,0.6445232,0.71452747,0.78173278,0.75308186,0.61996255,0.85471104
37,1,0.88027242,0.78737933,0.8105582,0.85716638,0.86283375,0.83190838,0.80607895,0.90434908,0.85054705,1,0.85258128,0.60926319,0.97184656,0.61089396,0.58869383,0.97003387,0.77736334,0.97135531,0.84878943,0.94959258,0.97169562,0.84647269,0.9265966,0.95498222,0.67360755,0.8217144,0.89361302,0.79430544,0.68315562,0.72285863,0.81628631,0.76858345,0.64786836,0.87411695
37,2,0.9205304,0.79891688,0.8477652,0.8598831,0.84664263,0.8535701,0.84011404,0.89755816,0.87323122,0.9842327,0.85352255,0.62777441,0.98409331,0.55486066,0.58869383,0.99676042,0.79053107,0.98073676,0.84427587,0.95810278,0.99082973,0.85118661,0.92053355,0.96588834,0.69772075,0.8389837,0.9019982,0.79160196,0.71463912,0.73646186,0.85407668,0.77493172,0.69825004,0.87335092
38,0,0.96400866,0.80864924,0.86994438,0.86194122,0.82916845,0.86438242,0.86135088,0.88816645,0.89649891,0.95787796,0.85909782,0.64319284,0.98570208,0.5132783,0.58691104,1,0.7968385,0.98930515,0.82622163,0.95080666,1,0.85516905,0.91422797,0.97905256,0.72868679,0.85693761,0.90152788,0.78849583,0.73084535,0.75585785,0.89099913,0.77005979,0.76263863,0.86288195
38,1,1,0.81908798,0.8845153,0.85741335,0.8187206,0.86681194,0.85809649,0.87400665,0.92290299,0.90146858,0.86336978,0.6444815,0.97432004,0.49073393,0.57029289,0.97813282,0.79933032,0.99731065,0.78796384,0.92041979,0.99373953,0.85167425,0.91156023,0.99212069,0.77237736,0.8713721,0.88951449,0.78130572,0.73836787,0.77623015,0.91535202,0.7385399,0.86410773,0.81047749
38,2,0.99503879,0.8195589,0.87594358,0.84942784,0.83454512,0.84114429,0.83744737,0.86382026,0.93384391,0.86455487,0.85583955,0.63744694,0.96088683,0.48580199,0.56269784,0.94360183,0.79092042,0.9986866,0.74218345,0.87179846,0.97425271,0.84330299,0.91244947,0.99039108,0.79735849,0.85586732,0.86676431,0.76957147,0.72960338,0.78234835,0.91807832,0.69469993,0.91365404,0.75260873
39,0,0.97600577,0.80794286,0.85603894,0.8439944,0.85348567,0.79795067,0.81624561,0.85739055,0.93202042,0.82155055,0.84678879,0.62735749,0.94534211,0.49371149,0.56269784,0.9089972,0.77092353,1,0.70727606,0.82587378,0.95097434,0.83485046,0.91156023,0.97732296,0.81864151,0.83468325,0.85058522,0.75329307,0.70814653,0.78644884,0.90011742,0.65220344,0.9331701,0.67716401
39,1,0.9602201,0.78003296,0.82712555,0.84292418,0.87566445,0.75831788,0.79550877,0.84510909,0.92778993,0.7770378,0.83665194,0.61672984,0.89771253,0.51161133,0.56269784,0.88006185,0.74879302,0.99662268,0.6701435,0.77309659,0.92416894,0.81762029,0.90291027,0.94346113,0.8349434,0.80232379,0.82712283,0.72792637,0.67122057,0.78944285,0.86187778,0.62206393,0.94202794,0.59888501
39,2,0.95688255,0.74014599,0.8083532,0.83905491,0.88287408,0.721977,0.77472807,0.83044358,0.9190372,0.74735314,0.83382811,0.60741358,0.85929315,0.53337395,0.56269784,0.86180239,0.7306105,0.98336356,0.63514761,0.71942051,0.91226523,0.80272269,0.88706548,0.90170078,0.83841509,0.78310674,0.80781273,0.70186943,0.63219435,0.78924759,0.82616021,0.61129401,0.94116376,0.56316282
40,0,0.95625113,0.68914528,0.79140842,0.82769408,0.87682532,0.69791358,0.75671053,0.8000289,0.90299052,0.69771744,0.83600029,0.59697544,0.82122568,0.5436747,0.56174277,0.83728464,0.71478742,0.95315529,0.61515899,0.68358199,0.90459395,0.78122562,0.85715441,0.83912751,0.83388679,0.76399576,0.77855866,0.66942767,0.58523163,0.78436605,0.78270281,0.60667306,0.93554659,0.53436888
40,1,0.95480787,0.62331057,0.77982718,0.79855932,0.84914768,0.67456417,0.73953509,0.75986129,0.8809628,0.63908811,0.84186518,0.58258035,0.75805138,0.5366964,0.56174277,0.81269327,0.69282822,0.89136281,0.59912763,0.65722257,0.88572436,0.73914174,0.81430881,0.74195253,0.81939623,0.73664063,0.74388917,0.61564567,0.54159094,0.76978651,0.73592689,0.5968111,0.92373614,0.49073964
40,2,0.94578748,0.5596735,0.76813667,0.76777805,0.80332376,0.62438798,0.72464035,0.71715793,0.86965718,0.56891792,0.84316849,0.55887659,0.688623,0.49697646,0.56174277,0.78743926,0.65129263,0.83138408,0.58307099,0.63020943,0.85507451,0.70198309,0.77215845,0.65180167,0.7949434,0.70224665,0.71401696,0.56202473,0.50214064,0.74108305,0.69814673,0.58414409,0.90112343,0.4403779
