,measure_number,beat_number,pid1263b-02,pid52932-17,pid610003b-06,pid9048b-06,pid9050b-02,pid9054b-02,pid9055b-02,pid9058b-02,pid9059b-06,pid9060-31,pid9063b-06,pid9064-13,pid9065-20,pid9066b-02,pid9069-02,pid9072b-06,pid9073b-06,pid9075b-02,pid9085-04,pid9088-18,pid9090-15,pid9093b-08,pid9094b-02,pid9097-20,pid9098-16,pid9099b-06,pid9101b-13,pid9104b-02,pid9111b-04,pid9118b-06,pid9121-10,pid9134-08,pid9138b-02,pid9139b-02,pid9153b-02,pid915406-14,pid9166j-02,pid9170b-02,pid9174b-02,pid9192b-02
307,103,1,0.64433526,0.51284927,0.50262495,0.46150029,0.46324361,0.68615529,0.60116713,0.49023122,0.68104509,0.49631285,0.89916073,0.43912443,0.49310496,0.82098813,0.69611962,0.32296976,0.45088801,0.65918215,0.80055015,0.63068592,0.5205581,0.99669196,0.76251684,0.54898335,0.62273718,0.87635362,0.46520587,0.81900597,0.44842565,0.64784502,0.51247858,0.56861887,0.72734309,0.51794685,0.399604,0.52503401,0.5702029000000001,0.90295659,0.66758979,0.6602631999999999
308,103,2,0.55736994,0.53366975,0.47137198,0.46622605,0.42567041,0.68080984,0.54622454,0.43042824,0.53558409,0.51547815,0.88185702,0.40840297,0.45768258,0.87624738,0.60852352,0.30996517,0.41793494,0.49823324,0.65811574,0.59897551,0.48814657,0.89971784,0.76138157,0.42726886,0.46083090000000004,0.86031148,0.36171763,0.70695616,0.42119189,0.60019522,0.50198748,0.52440742,0.70911905,0.46652986,0.35710035,0.49561534,0.53157822,0.71592159,0.63477398,0.47675772
309,104,0,0.48189788,0.52517522,0.42880428,0.45940246,0.37568172,0.65674195,0.47551151,0.39729101,0.43906439,0.51869865,0.85149654,0.43396458,0.40805945,0.90925623,0.54644954,0.30413962,0.36347635,0.42783676,0.57079001,0.5775783,0.45068820000000004,0.73125122,0.7460458000000001,0.31643642,0.39177669,0.84365987,0.24446407,0.62131097,0.40485493,0.59433849,0.50827048,0.49295291,0.69612299,0.434816,0.3272565,0.45895485,0.47297341,0.59420974,0.62038796,0.35562313
310,104,1,0.43422929,0.49330904,0.38828346,0.44884563,0.33144839,0.60984231,0.42896801,0.3940758,0.39914239,0.49998028,0.81987209,0.49564517,0.35801243,0.90723902,0.51999516,0.31340035,0.33294513,0.40767253,0.49404005,0.58404722,0.40492112,0.59261529,0.70500289,0.30768686,0.39432428,0.84269125,0.21347831,0.53516156,0.40810254,0.62533413,0.53257487,0.49640841,0.68605404,0.42590238,0.32409668,0.43185529,0.4030857,0.51574691,0.62658841,0.31876475
311,104,2,0.43356455,0.45549949,0.36370184,0.44899225,0.29660208,0.54841641,0.37919955,0.40238063,0.41086525,0.49619454,0.80298549,0.56142759,0.33199539,0.90036218,0.52665416,0.33149438,0.31649506,0.44016257,0.48809052,0.62181676,0.38233298,0.50592528,0.6727920000000001,0.34660999,0.43608995,0.8574165000000001,0.23733304,0.53436921,0.4254451,0.68771587,0.54360218,0.54231211,0.68230369,0.43983935,0.33940333,0.41743352,0.37759234,0.52442259,0.6459739999999999,0.35648299
312,105,0,0.47542389,0.41856836,0.37397419,0.46100403,0.3079243,0.49244955,0.36234229999999995,0.40978246,0.45606143,0.50101216,0.81504373,0.58096297,0.34794473,0.89345477,0.57057933,0.36267215,0.33185993,0.50515926,0.54418905,0.68973558,0.37010873,0.49098074,0.65200115,0.40838824,0.5057933,0.88902191,0.29496633,0.5817658,0.44782394,0.74505181,0.55191346,0.59062992,0.67215733,0.48664845,0.39076061,0.42440322,0.38472963,0.58706735,0.66223486,0.42301683
313,105,1,0.51897881,0.37851603,0.40537877,0.48788108,0.34529644,0.44428705,0.35918821,0.41968806,0.51686962,0.50396319,0.85224228,0.59313808,0.39081191,0.88194752,0.60543616,0.41914675,0.36985522,0.59339748,0.65679246,0.75470778,0.36905286,0.52273789,0.63371176,0.48351399,0.56278323,0.90967861,0.36047025,0.68716814,0.47117539999999997,0.80438504,0.54853299,0.63791818,0.64980298,0.55584232,0.47686563,0.45703772,0.40281859,0.6878437,0.68298063,0.49920829999999994
314,105,2,0.54959538,0.32211008,0.46760039999999997,0.562027,0.42447661,0.40316718,0.36789444,0.43204269,0.5803703,0.52651988,0.90639062,0.59510849,0.46667726,0.87070006,0.63291967,0.49375495,0.43854054,0.69366291,0.74975514,0.8510684000000001,0.37501728,0.57844911,0.61477776,0.55304995,0.6131225,0.92801715,0.43371233,0.79386705,0.48067095,0.83116083,0.53058156,0.68766789,0.61698565,0.62186355,0.56829514,0.5077550999999999,0.42939109,0.78928641,0.69676621,0.56927594
315,106,0,0.54925819,0.30570975,0.51651726,0.65101564,0.49811506,0.38564079,0.36697302,0.43239841,0.63717854,0.5679724,0.9442084999999999,0.57822587,0.54906013,0.86959977,0.6504631,0.57441032,0.5047643,0.79170537,0.82336883,0.92160211,0.37409339,0.62654213,0.58234558,0.61130712,0.63187419,0.94652983,0.49056187,0.87233999,0.47346686,0.8618261,0.50292002,0.73286156,0.57405713,0.64457566,0.65918091,0.5707483,0.44809975,0.85922236,0.69097014,0.59802863
316,106,1,0.52843931,0.30620503,0.55781514,0.74157202,0.5562844,0.38462515,0.35916458,0.42399781,0.68025839,0.60183372,0.97535265,0.53139615,0.6390600000000001,0.89866589,0.64881651,0.64076302,0.56496652,0.86803251,0.87339279,0.94819007,0.36209541,0.65348317,0.53780065,0.64283386,0.61383289,0.94678014,0.50454796,0.94396995,0.44934059,0.86943986,0.47919848,0.77654048,0.50921053,0.63080235,0.71819152,0.61175015,0.44644364,0.90379763,0.67529746,0.5942221999999999
317,106,2,0.48262042,0.30656948,0.60447662,0.80659351,0.61892734,0.37495657,0.34667816,0.40088931,0.6873608,0.61602366,1.0,0.47772752,0.72406576,0.93983526,0.6131606,0.68057622,0.61284773,0.92211347,0.87949861,0.93320324,0.33520206,0.6514496999999999,0.48769482,0.63731491,0.5593048,0.90990716,0.46466497,0.97121836,0.41444115,0.83697252,0.46064089,0.81130847,0.43775683,0.57957421,0.76076697,0.63197279,0.43467994,0.89292877,0.65898759,0.55921984
318,107,0,0.42526012,0.29920568,0.63984231,0.81906771,0.64260223,0.35720299,0.3157043,0.37596114,0.66251897,0.61893526,0.99376864,0.43105881,0.75701096,0.96118404,0.55135299,0.65836631,0.61640772,0.94766092,0.82429616,0.86642599,0.30509082,0.61310566,0.45576294,0.59185972,0.48449404,0.85050553,0.37873938,0.94679975,0.36969172,0.76748761,0.44654785,0.7986107,0.37155221,0.49570056,0.76824589,0.6157081,0.4262712,0.82816847,0.63004399,0.49728936
319,107,1,0.37189788,0.27051677,0.67007183,0.82833877,0.63520068,0.31067085,0.26060814,0.3122315,0.60137838,0.57888925,0.94868295,0.33053745,0.74556558,0.82911808,0.51183486,0.59377869,0.5805299,0.92045455,0.59380666,0.71607962,0.27335805,0.47017902,0.40523379,0.44353525,0.34507508,0.74479501,0.20707584,0.78450298,0.28880646,0.61551284,0.40901302,0.72983208,0.30007740000000005,0.34855028,0.76513737,0.49167594,0.39792506,0.63948373,0.47303540000000005,0.36471452
320,107,2,0.33694605,0.21615737,0.68114019,0.84033926,0.60370957,0.28065615,0.15067571,0.25103297,0.53987213,0.47144923,0.92495829,0.24042782,0.64482242,0.63921023,0.50575701,0.53847554,0.51821021,0.87616125,0.30538479,0.51659674,0.26427,0.34560226,0.32700596,0.16521431,0.27751513,0.58532046,0.11720941,0.66472525,0.25281075,0.37787956,0.32140068,0.6633729,0.22825781,0.24351307,0.74825082,0.39623995,0.37138461,0.33194022,0.37125492,0.27167199999999997
321,108,0,0.31447013,0.19880385,0.62536247,0.83140656,0.50379502,0.30111586,0.24477862,0.27177452,0.54019346,0.25914558,0.88831589,0.23079046,0.46188186,0.45705029,0.52460803,0.46146114,0.39850719,0.80806238,0.33894596,0.36385013,0.24115392,0.27169683,0.28199923,0.14941552,0.30912721,0.24218844,0.1772933,0.57967689,0.41980712,0.45180958,0.36409946,0.50640806,0.20492542,0.23812461,0.68616246,0.4251577,0.36824335,0.23095038,0.28071121,0.32760447
322,108,1,0.30503854,0.22773573,0.57151792,0.81581945,0.45138103,0.35390218,0.31014034,0.22845807,0.61283531,0.22362800000000002,0.71257394,0.25943418,0.32874988,0.55928603,0.56304861,0.44809245,0.37236971,0.7732996,0.43218997,0.37028003,0.21746590000000002,0.27909126,0.30697518,0.15941906,0.39089484,0.22694078,0.20844464,0.53524388,0.571909,0.58890224,0.45552356,0.42715643,0.21630312,0.31011343,0.68309498,0.54382808,0.35501587,0.30120334,0.31400493,0.45085723
323,108,2,0.31137765,0.23572563,0.57134735,0.79513439,0.46042876,0.40555927,0.33353022,0.21416062,0.67308949,0.24213605,0.60382224,0.29783025,0.31555591,0.58133778,0.59365579,0.44839322,0.39612504,0.72786165,0.50738742,0.25769343,0.19998115,0.30002919,0.34181258,0.16183493,0.51023933,0.26626253,0.2867535,0.55589627,0.64052918,0.64704911,0.48151818,0.41826917,0.21419223,0.37772098,0.67866303,0.60379097,0.3581037,0.33514265,0.38448908,0.55147067
324,109,0,0.34364162,0.23579105,0.61867218,0.74962498,0.51676343,0.43099693,0.29494873,0.23419072,0.70070138,0.29333552,0.62391931,0.30499118,0.34117554,0.59264636,0.6038259,0.46352699,0.45064979999999993,0.67883212,0.58628379,0.21420626,0.20925146,0.34176883,0.38150856,0.18134609,0.56353036,0.31301764,0.36495198,0.51817246,0.72135674,0.6224358,0.48721834,0.42973622,0.23287363,0.40232157,0.63334838,0.67569573,0.36949345,0.35717798,0.43599201,0.64234258
325,109,1,0.39288054,0.25985422,0.66938953,0.73906816,0.57822514,0.43386342,0.28288759,0.29109317,0.72272883,0.33170555,0.73329036,0.33045312,0.34725589,0.64911289,0.6236455,0.48830141,0.51134168,0.6478351,0.63901682,0.26250366,0.26227138,0.39151586,0.40947662,0.21714488,0.61205693,0.35249176,0.453847,0.54504013,0.76569403,0.62013816,0.53466143,0.46437405,0.29385027,0.41345101,0.62782896,0.70989487,0.38319105,0.36857734,0.49417329,0.70580402
326,109,2,0.45783237,0.31042893,0.72423858,0.7815436,0.65149916,0.45133636,0.31837405,0.37445615,0.77670054,0.37214591,0.89376359,0.41410718,0.35476692,0.69899292,0.69235426,0.5293098,0.58784839,0.67159091,0.68214308,0.34604352,0.32985985,0.49014399999999997,0.42622667,0.31156217,0.6755628,0.38714452,0.54815101,0.66741099,0.79707385,0.66277219,0.59144159,0.52105842,0.33596257,0.42870992,0.68111496,0.71478046,0.39618348,0.38372259,0.52657248,0.74989776
327,110,0,0.47754335,0.34670592,0.7304361,0.81848122,0.67557616,0.47044635,0.34835562,0.39708578,0.82879968,0.39766678,0.92875019,0.46090623,0.35553524,0.71476382,0.76089352,0.55046699,0.61250364,0.68232415,0.70769167,0.38278856,0.34933694,0.56154894,0.41681739,0.35798796,0.71155966,0.42197142,0.61286014,0.71298621,0.80746785,0.68250488,0.62595731,0.57128149,0.34437095,0.43771167,0.71084597,0.69294991,0.40930411,0.39154428,0.53084907,0.76985267
328,110,1,0.46367052,0.36390991,0.67494267,0.81057487,0.63516298,0.47382066,0.36456315,0.38463538,0.86643915,0.4029116,0.88674857,0.45768612,0.35032919,0.69428611,0.78522913,0.53065537,0.58088722,0.66870438,0.68938463,0.38555957,0.3501477,0.57651294,0.38775255,0.37054906,0.73018886,0.43702317,0.63125069,0.73135419,0.77911309,0.66780297,0.62925618,0.58568335,0.33531523,0.43365773,0.70319265,0.65955473,0.40671845,0.38683444,0.50752999,0.74104755
329,110,2,0.43522158,0.37184375,0.60330156,0.75159875,0.57323632,0.48880796,0.37449794,0.35002052,0.89305382,0.39608281,0.80829415,0.43733037,0.34214256,0.66202607,0.77011926,0.46021846,0.53607633,0.66601692,0.63851668,0.36452337,0.342876,0.55871765,0.35053877,0.37649309,0.74205717,0.43641369999999996,0.62057622,0.7508438000000001,0.72813221,0.63222706,0.61643373,0.56502136,0.32335349999999996,0.41386647,0.66737797,0.62653061,0.39409999,0.37363007,0.46657762,0.66260158
330,111,0,0.40111753,0.38062798,0.53025795,0.66562151,0.50114353,0.52745557,0.39273732,0.30971405,0.92243853,0.3741768,0.68093685,0.36262363,0.32738545,0.62116234,0.7395484,0.33769194,0.47963262,0.68323656,0.56710151,0.3118353,0.33942555,0.50980736,0.29008082,0.38657457,0.76687162,0.43104818,0.57816536,0.78115867,0.63317672,0.57079141,0.58445918,0.49438481,0.31322826,0.39194753,0.59480477,0.53860235,0.37591487,0.36547842,0.42126288,0.54249463
331,111,1,0.38771676,0.38012335,0.48111366,0.58165187,0.44546231,0.58711078,0.41264235,0.30351621,0.93319742,0.34947092,0.58512817,0.24834011,0.30815086,0.62586916,0.70162843,0.26862435,0.43917578,0.69114134,0.51682747,0.23361304,0.33973352,0.46636505,0.24061959,0.39127878,0.76429954,0.43257186,0.52192295,0.80346779,0.54239202,0.50267307,0.54514087,0.43030425,0.31527582,0.38396555,0.4915875,0.45841064,0.36971782,0.36414569,0.40510005,0.42681277
332,111,2,0.39458574,0.36019064,0.45461782,0.47786563,0.4017065,0.63624215,0.44571894,0.36334656,0.90698164,0.34460072,0.53654128,0.21239745,0.29163189,0.70690894,0.60089594,0.25902327,0.39432519,0.67943762,0.53531165,0.1607669,0.3483062,0.40821171,0.24134116,0.39762664,0.72906205,0.44401032,0.47125511,0.79722165,0.53123145,0.47149722,0.51705969,0.31361017,0.32687166,0.38358786,0.345487,0.4154731,0.38060539,0.39257294,0.41468256,0.40017826
333,112,0,0.42763006,0.32688534,0.47779694,0.41370132,0.41640906,0.65982895,0.48510372,0.44922698,0.86119821,0.35520868,0.60360736,0.28396841,0.27861013,0.73866467,0.50569647,0.32119677,0.39735581,0.68428169,0.6162294,0.16883598,0.3832443,0.40019459,0.28553973,0.4221254,0.68608383,0.45307619,0.48024064,0.7527269,0.57317837,0.53410422,0.5455371999999999,0.28942168,0.35356741,0.40813809,0.31877219,0.404094,0.39636511,0.42900951,0.43623709,0.45444345
334,112,1,0.48210019,0.29591627,0.53579213,0.40552429,0.46392219,0.66911666,0.51783774,0.54506772,0.81738706,0.36768978,0.73681683,0.35093153,0.27251653,0.77537173,0.46771596,0.39640652,0.42850904,0.70214831,0.7412840999999999,0.22103620000000002,0.44395073,0.44482390000000005,0.3508274,0.44859369,0.65770522,0.45750574,0.53882327,0.69930027,0.63016815,0.62877309,0.60446221,0.30540928,0.39173938,0.43788793,0.33471490000000004,0.41019171,0.42364279,0.49699165,0.47339076,0.57460284
335,112,2,0.52881503,0.26220914,0.58664215,0.44172879,0.50290281,0.66325003,0.54740585,0.62979888,0.79340949,0.36500164,0.85037161,0.39969332,0.2745698,0.77483687,0.45777589,0.46241887,0.44624282,0.70050597,0.82884948,0.28404722,0.47990070000000007,0.47946098,0.42602463,0.48486008,0.6525978,0.4712406,0.62817088,0.65346779,0.68100066,0.69454873,0.64197373,0.36483912,0.42830706,0.47623664,0.35439194,0.43580087,0.43942389,0.55008087,0.50778732,0.70532166
336,113,0,0.53444123,0.27641342,0.60163372,0.4704781,0.51470256,0.65206468,0.55739971,0.66861404,0.80195233,0.35361814,0.87628293,0.41569424,0.27743115,0.75535248,0.47602155,0.49351749,0.44339747,0.69271732,0.84584367,0.33073471,0.48644334,0.47560809,0.45042332,0.51196599,0.67108003,0.49287681,0.70741804,0.65791315,0.71250412,0.72357711,0.65487778,0.43164148,0.44813538,0.50520591,0.37399717,0.45113173,0.44539656,0.57830756,0.5304691999999999,0.75492057
337,113,1,0.51630058,0.32200729,0.60802077,0.48549,0.52496921,0.63642256,0.55292255,0.70514434,0.83149217,0.34579034,0.86072349,0.42014874,0.2885321,0.71480966,0.51609662,0.51741333,0.44284164,0.69417717,0.82259779,0.37421212,0.47061153,0.45953493,0.46906869,0.51586256,0.69250178,0.52614738,0.77207197,0.67711463,0.72767887,0.74488662,0.66186019,0.49878703,0.46742893,0.5321608,0.39036051,0.48606679,0.43919951,0.57975674,0.5438504,0.77260001
338,113,2,0.4732659000000001,0.41615737,0.60798287,0.49339634,0.53910629,0.62855138,0.53260407,0.70911205,0.88457746,0.35045021,0.78683199,0.41457487,0.31707931,0.71146293,0.59123434,0.53774735,0.45378629,0.72123424,0.75247463,0.42107523,0.44672868,0.44928975,0.46745238,0.49482111,0.73682728,0.56703634,0.81517828,0.71463264,0.72581602,0.76889923,0.65725576,0.57747062,0.46887841,0.56180992,0.41928104,0.52227582,0.41890953,0.57236851,0.55108018,0.73697898
339,114,0,0.42089595,0.52232502,0.60290355,0.50633297,0.5507301,0.64731391,0.47398762,0.69281707,0.93140242,0.36770292,0.70468679,0.41554857,0.35972128,0.72796736,0.65754586,0.55637961,0.47387576,0.77242037,0.66537812,0.45676651,0.42821947,0.45189726,0.46774099999999996,0.45513992,0.76845161,0.60975371,0.82123855,0.75197572,0.71668315,0.79855834,0.63867486,0.64481734,0.45078103,0.61407043,0.47497794,0.55210884,0.38273161,0.57116517,0.55755021,0.65687621
340,114,1,0.39038536,0.61169984,0.58336334,0.53219494,0.54820428,0.67820393,0.43299627,0.65922835,0.96017773,0.38520539,0.62326205,0.41559457,0.39026878,0.76635543,0.69631334,0.566511,0.49187422,0.79562044,0.59302519,0.49639965,0.40718371,0.46431212,0.47580335,0.4352887,0.79758959,0.63743021,0.81038746,0.77185635,0.72144741,0.82829254,0.60439227,0.70095736,0.41700675,0.64635083,0.54695611,0.56392084,0.37311551,0.57119105,0.56136116,0.56942274
341,114,2,0.36418112,0.65917204,0.55866801,0.58446026,0.53654276,0.70259254,0.38726787,0.61748529,0.95597833,0.38627670000000003,0.55794024,0.40832631,0.41965055,0.81220105,0.70879593,0.57687985,0.49940446,0.79308228,0.51669202,0.51178652,0.37594746,0.49204125,0.49336155,0.42376196,0.81340176,0.6378329,0.79486698,0.77160938,0.74362842,0.8522601000000001,0.57663749,0.72535886,0.37559809,0.6682446,0.61389704,0.57869511,0.37442971,0.56392573,0.55050425,0.49546479
342,115,0,0.36958574,0.67426409,0.55087846,0.67131723,0.53503481,0.72317252,0.31420404,0.57570119,0.9134414000000001,0.37122576,0.49725719,0.38861458,0.45033051,0.85946789,0.70371088,0.61341618,0.50913157,0.77030524,0.45327901,0.52566104,0.33408962,0.5466725,0.52880508,0.41521785,0.81105014,0.60406169,0.76909151,0.73806339,0.78495714,0.87247334,0.54747223,0.71821119,0.32718126,0.66566367,0.6953957,0.63073593,0.38930262,0.54963447,0.52040879,0.48280816
343,115,1,0.40930636,0.6383609,0.61518488,0.79477347,0.59684838,0.73352933,0.25366205,0.60488439,0.79101617,0.35231022,0.50298296,0.34955915,0.47923539,0.94853065,0.68477511,0.70306316,0.54680924,0.7214499,0.39380457,0.55016099,0.30576959,0.65205293,0.61072734,0.41315622,0.76684712,0.51822426,0.72719947,0.67920354,0.84058688,0.90424989,0.51309639,0.67764458,0.27302983,0.60834204,0.78471182,0.66679035,0.40776554,0.54009187,0.5011825,0.58758454
344,115,2,0.45828516,0.54993926,0.6783352,0.88598401,0.65105934,0.68268074,0.24586543,0.63505267,0.68933308,0.35279658,0.59478487,0.32826804,0.48750149,0.9872702,0.61490405,0.72533639,0.54528731,0.69923689,0.37719591,0.5615865,0.30792533,0.68185445,0.6571676,0.42653206,0.73474512,0.48779426,0.70757258,0.62564314,0.86350148,0.8978225000000001,0.52662991,0.6293031,0.25974529,0.47535535,0.81664854,0.68491033,0.41536226,0.53007052,0.5201392,0.66911341
345,116,0,0.48959538,0.47983366,0.75657184,0.93459504,0.70245545,0.62060671,0.26006474,0.63141333,0.64501224,0.38761091,0.64979271,0.35508702,0.46855833,1.0,0.52662994,0.71560868,0.53480585,0.72932979,0.39042866,0.58364719,0.34329709,0.6461763,0.68094093,0.43645767,0.72878034,0.49915654,0.7005409,0.61738012,0.88839433,0.8851329,0.62294986,0.58092612,0.25212496,0.35208803,0.79822312,0.65986395,0.41349246,0.48894999,0.54775938,0.75703875
346,116,1,0.50031792,0.4263153,0.82211019,0.95389283,0.75724446,0.55221836,0.27134622,0.58478588,0.66700646,0.40487677,0.58607614,0.37929924,0.38342009999999993,0.98413741,0.47680852,0.69048599,0.5673619000000001,0.79221135,0.43408632,0.6473412,0.38387279,0.53607706,0.67287858,0.43621679,0.73323862,0.50937605,0.70769401,0.63593332,0.8944939000000001,0.87050608,0.72742956,0.51299954,0.20436251,0.30516562,0.72896362,0.62547928,0.40723131,0.44783593,0.54722021,0.85115084
347,116,2,0.49502890000000005,0.40698066,0.83655213,0.89695814,0.76310035,0.48450488,0.27217313,0.47706937,0.68306168,0.40572461,0.47149755,0.37692249,0.29424155,0.95135779,0.44000242,0.63921165,0.59778725,0.82341573,0.47771271,0.67666114,0.39151529999999996,0.39271259,0.65268424,0.44132483,0.72235015,0.50295484,0.74989513,0.61947932,0.86506759,0.84485659,0.77920897,0.4174053,0.15108359,0.30170341,0.57473788,0.59356215,0.40388704,0.42677104,0.52629064,0.89026372
348,117,0,0.48977842,0.43132418,0.82618502,0.72675186,0.74368544,0.43403047,0.27067287,0.39997264,0.6679371999999999,0.41023989,0.45739168,0.32714866,0.23792870000000002,0.88072497,0.41162298,0.56820484,0.62066912,0.79443431,0.53038323,0.69335545,0.35337817,0.32910099,0.60844718,0.46524973,0.7220316999999999,0.48760924,0.78875152,0.53177609,0.82420046,0.73596636,0.81428422,0.38448339,0.15662820000000002,0.31601808,0.40074276,0.55038343,0.39827765,0.4305428,0.50107221,0.90704137
349,117,1,0.48481696,0.45058406,0.81094707,0.58289253,0.72688431,0.42617934,0.29818551,0.3720208,0.64947757,0.40872166,0.55427474,0.34362493,0.22656281,0.76604979,0.42225316,0.53625139,0.63882639,0.76999005,0.59187905,0.70909357,0.30547420000000003,0.32405137,0.56701943,0.49023025,0.74145702,0.48492104,0.81707694,0.45208891,0.77578305,0.60040547,0.82497348,0.40830503,0.21325639999999998,0.33844062,0.35282229,0.51751391,0.39338412,0.45785728,0.49047263,0.91548262
350,117,2,0.48366089,0.48769274,0.79000436,0.49011425,0.71718314,0.43926233,0.34504796,0.3964017,0.64907868,0.39658232,0.66310228,0.39953998,0.23199407,0.71259379,0.480925,0.52647618,0.65562055,0.77178998,0.65872007,0.7166064999999999,0.28004525,0.39655575,0.52470656,0.52364152,0.76961517,0.5018665,0.82707804,0.45183165,0.73611111,0.48737048,0.80362992,0.46782954,0.25392626,0.35745131,0.38459487,0.49941868,0.38952699,0.50040111,0.49185732,0.9320086
351,118,0,0.48637765,0.49716849,0.75086708,0.4256567,0.68479982,0.47081384,0.36913481,0.40258585,0.66917818,0.39290174,0.6937281999999999,0.41930537,0.2316099,0.67524489,0.5110720999999999,0.51487257,0.63587518,0.76960849,0.69172901,0.68821348,0.26576582,0.44807356,0.45787955,0.54841658,0.78792592,0.53226386,0.82151452,0.4722268,0.68846027,0.41392101,0.75576719,0.50752044,0.27779341,0.37190447,0.39988099,0.48723562,0.39455942,0.5277997,0.48388006,0.93784932
352,118,1,0.4834104,0.47294645,0.68017361,0.38374519,0.62283546,0.49580382,0.37168643,0.37240389,0.69940499,0.39374302,0.66604732,0.42083876,0.22617865,0.61104574,0.48910951,0.45485199,0.57890209,0.75025713,0.69160398,0.61226461,0.24850732,0.47733995,0.39468924,0.55221396,0.80199887,0.55472721,0.81079589,0.48024285,0.62908836,0.36682685,0.70321844,0.51156764,0.29116240000000004,0.38144758,0.39367421,0.47034014,0.40020087,0.53632011,0.45612509,0.91655219
353,118,2,0.46131021,0.43278198,0.60955594,0.34608574,0.55276584,0.49542296,0.37029249,0.34120947,0.72884511,0.39344726,0.61124172,0.41433719,0.21377949,0.59529013,0.46821236,0.39991293,0.51866017,0.71549436,0.66486757,0.54219924,0.2382377,0.47940261,0.34954782,0.54437832,0.81467555,0.57141147,0.79154432,0.49029636,0.57835476,0.33695749999999997,0.64809353,0.49504751,0.30057698,0.38983243,0.37865482,0.45290662,0.40259421,0.52388562,0.41197446,0.84791066
354,119,0,0.41848748,0.41088683,0.52466691,0.32509615,0.47376159,0.48109047,0.37287955,0.29853605,0.7513601,0.38092014,0.52559533,0.40208541,0.19504829,0.60345065,0.43943338,0.32129175,0.44449591,0.66183643,0.61153021,0.41733828,0.23742694,0.47480054,0.28785838,0.51332625,0.84301742,0.58463481,0.73879015,0.51110311,0.48490768,0.33209191,0.58905195,0.45868194,0.31590909,0.40418487,0.35301721,0.42782313,0.41125939,0.50339005,0.36721115,0.71661511
355,119,1,0.34399807,0.41837211,0.43613896,0.31152792,0.38612431,0.48189897,0.38890989,0.23891093,0.73735471,0.31367072,0.42858587,0.38292571,0.16691174,0.64750829,0.46586355,0.27099098,0.35708425,0.56719476,0.51297226,0.25857157,0.26339639,0.47578323,0.25478160000000005,0.44539143,0.87887955,0.59155665,0.66495198,0.55656514,0.38048961,0.36966511,0.54355555,0.42874217,0.33706023,0.42447972,0.325851,0.41009895,0.43781052,0.48497121,0.34262992,0.55380905
356,119,2,0.30459538,0.44117372,0.42294790000000004,0.32011098,0.37238935,0.54693973,0.41854888,0.19883705,0.68454643,0.308163,0.39205723,0.36820517,0.15472453,0.71094335,0.51602397,0.28492164,0.33765649,0.46864632,0.47614979,0.21668455,0.33750236,0.49309204,0.28787762,0.36370528,0.88158636,0.59198111,0.58664312,0.59913562,0.32033465,0.49887370000000003,0.52716612,0.44967634,0.34757951,0.44949578,0.34902641,0.43036487,0.46510957,0.50194087,0.38975823,0.48467467
357,120,0,0.31476879,0.44753761,0.47781589,0.37747426,0.43687954,0.60664172,0.43550064,0.21681489,0.60836999,0.33907328,0.42045857,0.37447673,0.16695148,0.74453291,0.55709183,0.34650149999999996,0.39558244,0.39685634,0.5525038000000001,0.24368231,0.41471938,0.52701888,0.32316721,0.31530287,0.86440242,0.58405799,0.53600839,0.63674624,0.37764590000000003,0.57311909,0.54191194,0.50076329,0.35603715,0.47593448,0.4257956,0.47452072,0.47216138,0.53709646,0.47286385,0.48668799
358,120,1,0.34894990000000004,0.43077282,0.55961564,0.44011594,0.52503204,0.63816651,0.43903275,0.26627446,0.50036011,0.38844561,0.5037287,0.39750824,0.18354992,0.77254458,0.57044615,0.407369,0.4797782,0.36823159,0.69152062,0.30599083,0.50424863,0.57094766,0.34711372,0.30359192,0.81689244,0.56041923,0.5398278000000001,0.66707141,0.45001649,0.64177804,0.57422453,0.52564998,0.36393189,0.49470596,0.49450109999999997,0.52606061,0.45150813,0.58515236,0.53396155,0.54526294
359,120,2,0.36447977,0.41875526,0.60908212,0.47770772,0.57324889,0.62884538,0.42858999,0.29605965,0.42050504,0.40875452,0.56859548,0.40835697,0.19151135,0.77764873,0.54476663,0.43713788,0.52846669,0.36514599,0.78923458,0.31578691,0.50586387,0.57812804,0.35156821,0.30532058,0.7538520000000001,0.5331563,0.55435479,0.65592715,0.48839433,0.65727587,0.6022824000000001,0.51196999,0.36923023,0.49197396,0.51316248,0.56529375,0.41239195,0.6020831999999999,0.55068805,0.5904682
360,121,0,0.36252408,0.41460611,0.62894453,0.49752433,0.58967303,0.59965255,0.39978973,0.32613217,0.37494321,0.40343082,0.62237727,0.39808326,0.20234736,0.77783211,0.49333495,0.45154345,0.54507557,0.38222462,0.83434055,0.30444921,0.47164855,0.56934228,0.34893208,0.30907545,0.66837322,0.48637942,0.58669831,0.62501544,0.51705407,0.67574711,0.62965251,0.47735583,0.37497185,0.48299739,0.50105669,0.59071738,0.37352152,0.60206379,0.53584864,0.62022755
