,measure_number,beat_number,pid1263b-02,pid52932-17,pid610003b-06,pid9048b-06,pid9050b-02,pid9054b-02,pid9055b-02,pid9058b-02,pid9059b-06,pid9060-31,pid9063b-06,pid9064-13,pid9065-20,pid9066b-02,pid9069-02,pid9072b-06,pid9073b-06,pid9075b-02,pid9085-04,pid9088-18,pid9090-15,pid9093b-08,pid9094b-02,pid9097-20,pid9098-16,pid9099b-06,pid9101b-13,pid9104b-02,pid9111b-04,pid9118b-06,pid9121-10,pid9134-08,pid9138b-02,pid9139b-02,pid9153b-02,pid915406-14,pid9166j-02,pid9170b-02,pid9174b-02,pid9192b-02
0,1,0,0.13581888,0.21206429,0.27227413,0.19852701,0.20248059,0.22343979999999997,0.16068138,0.16097961,0.35869963,0.34040749,0.32553466,0.51758798,0.14358383,0.27365252,0.30059931,0.15952984,0.21870782,0.25860153,0.19613645,0.1890721,0.25078248,0.13404359,0.33996536,0.17091038,0.33100213,0.41612703,0.22003532,0.26145297,0.25145895,0.38028232,0.29800553,0.21664320000000004,0.13937518,0.36253761,0.10284794,0.15489796,0.24936694,0.27439348,0.30317252,0.14224296
1,1,1,0.19872832,0.38124474,0.38972386,0.29146318,0.32610772,0.33238674,0.2321032,0.38297989,0.37739194,0.47551101,0.49431215,0.65280227,0.19568414,0.54099363,0.3681942,0.24717429,0.34171938,0.34467485,0.29096422,0.26099132,0.34653384,0.23547383,0.60521455,0.27864683,0.55460157,0.57350108,0.43986091,0.42311175,0.32577481,0.50162187,0.48862881,0.41031679,0.21598649,0.50241096,0.18170999,0.23466296,0.37756029,0.3996377,0.45101523,0.26690085
2,1,2,0.24067437,0.49596299,0.49964938,0.34977386,0.40474754,0.43043565,0.29776024,0.46552196,0.393148,0.53758133,0.58739067,0.75645174,0.24539999,0.63361707,0.41156244,0.30573848,0.43855377,0.39533013,0.34794840000000005,0.32424627,0.37076237,0.29706169,0.74329421,0.35044279,0.70745658,0.66554205,0.61961585,0.52272072,0.35878668,0.61770536,0.5679765,0.50156799,0.26564875,0.59641944,0.23015368,0.29139765,0.44597352,0.45121304,0.54713444,0.35015991
3,2,0,0.27549133,0.57060088,0.5547069,0.39479828,0.46367086,0.48169183,0.35324623,0.56362019,0.40557999,0.60836674,0.61269528,0.77183163,0.26884712,0.6694225,0.44140686,0.33779484,0.47775337,0.48701891,0.38563569,0.36419163,0.35955,0.34021209999999996,0.83209544,0.39868225,0.79273939,0.72564022,0.67439011,0.64975304,0.39179031,0.69950443,0.63400049,0.5651752,0.29837461,0.64412242,0.26916921,0.3207483,0.50963213,0.52136249,0.60634504,0.39323651
4,2,1,0.29555877,0.62054014,0.58372344,0.425183,0.5043605,0.50219832,0.41524122,0.6504857,0.41125306,0.66118962,0.60130694,0.83516062,0.30158036,0.73084035,0.45480961,0.35613424,0.51271803,0.54956038,0.42447955,0.43272514,0.33610081,0.36575209,0.96690398,0.42935884,0.85482449,0.75959644,0.7949001,0.74086232,0.41850478,0.76002403,0.65558884,0.62030934,0.3063186,0.68696572,0.30277818,0.33996289,0.55521246,0.57265317,0.67961082,0.45804016
5,2,2,0.32263969,0.63922063,0.57870098,0.44046558,0.51426274,0.55535213,0.45735482,0.73503899,0.41267133,0.66579034,0.61691693,0.87855555,0.33045874,0.81243028,0.44957927,0.35360931,0.50633917,0.60256304,0.44359931,0.49711191,0.34694865,0.39319907,0.99653646,0.44068721,0.87143277,0.75361057,0.88476653,0.82504631,0.44343059999999995,0.78909746,0.66787509,0.679538,0.33256403,0.69142253,0.32842604,0.36043908,0.55648393,0.59654525,0.73423848,0.49919782
6,3,0,0.34517341,0.63894963,0.58050149,0.44277771,0.52284551,0.61096485,0.53308841,0.74837871,0.43887602,0.65597765,0.63688761,0.89013264,0.36331121,0.86308969,0.43933652,0.37043692,0.50766258,0.65766423,0.44543314,0.52994438,0.3870027,0.41484725,1.0,0.43263904,0.85712711,0.74654724,0.92649299,0.86861494,0.47674744,0.82482355,0.69187639,0.72634108,0.36927245,0.69711315,0.37708517,0.37763142,0.55911233,0.61074594,0.77876898,0.53946416
7,3,1,0.37063584,0.64062237,0.59888558,0.45107879999999995,0.54354219,0.67038621,0.63022728,0.80664934,0.48378411,0.68149852,0.66547854,0.90109637,0.41325226,0.87175451,0.47521036,0.40112395,0.51675445,0.72488388,0.46509471,0.6094741,0.47299353,0.44779140000000006,0.9866269,0.40927382,0.74849962,0.73191994,0.98373993,0.94352747,0.52056545,0.84758973,0.71684521,0.769949,0.40536167,0.74096363,0.43386954,0.39615337,0.57376086,0.60590671,0.82688985,0.61233157
8,3,2,0.38127168,0.65100458,0.61412353,0.46621477,0.56293197,0.68007484,0.70370458,0.82973047,0.52075877,0.70844561,0.68451388,0.8889826,0.46808144,0.82526705,0.51994673,0.41552952,0.52345094,0.76706204,0.49044533,0.68266172,0.54060713,0.48917104,0.96344045,0.39895147,0.63850036,0.69223904,1.0,0.98472937,0.5293850999999999,0.88104821,0.71368622,0.78472954,0.42359977,0.77860731,0.47532675,0.40739641,0.57945573,0.61099178,0.85093191,0.66555864
9,4,0,0.38757225,0.66816185,0.62684078,0.47970405,0.57651612,0.6651744,0.74540472,0.82688466,0.53981673,0.71712126,0.69691339,0.88361573,0.48661394,0.78519798,0.58222653,0.42948393,0.52690506,0.7982996,0.50493884,0.72916382,0.57519955,0.53117338,0.95187608,0.4048955,0.56915219,0.64612605,0.996865,1.0,0.51737554,0.91347049,0.70355648,0.77966463,0.41593019999999997,0.81494165,0.4942241,0.41545455,0.5704807,0.61374135,0.85149558,0.7302784000000001
10,4,1,0.34788054,0.69500981,0.64732862,0.4849599,0.59481264,0.6372511,0.77505552,0.75770967,0.50716336,0.72645416,0.73366955,0.90761328,0.55784286,0.73030548,0.637133,0.44956467,0.53301924,0.84820836,0.5048138,0.78694507,0.63339828,0.53657326,0.95029825,0.41437478,0.45907944,0.62394567,0.97383817,0.96774028,0.45753379,0.96406367,0.68116381,0.7582926,0.36861807,0.86216621,0.48735047,0.42531231,0.53494385,0.6192146,0.83909469,0.80655377
11,4,2,0.31929672,0.70706476,0.63912211,0.48870442,0.58727286,0.62761593,0.7509923000000001,0.65290737,0.47525235,0.74728886,0.76849183,0.92961742,0.61516247,0.72133502,0.63603124,0.47010448,0.52584632,0.87549768,0.48930959999999996,0.82543663,0.66281189,0.50495233,0.95030787,0.40597237,0.48769076,0.63152052,0.95181587,0.93775468,0.41596604,0.98247485,0.66046138,0.77219744,0.35690965,0.91140515,0.46625767,0.41993197,0.52018848,0.63191434,0.81474628,0.84125203
12,5,0,0.30854528,0.70434539,0.61040881,0.49476106,0.56251728,0.65225177,0.70718943,0.61339445,0.47075379,0.7741045,0.77400273,0.93858775,0.63002557,0.74138484,0.6084871999999999,0.48587937,0.50755671,0.86678832,0.47878592,0.83095912,0.66570297,0.4469352,0.9318934000000001,0.39600425,0.54379884,0.65077327,0.93544541,0.91389175,0.38307781,0.9988736999999999,0.66037978,0.79936807,0.35273009,0.93740322,0.48266204,0.41411255,0.52323358,0.6448664000000001,0.80477165,0.8526084
13,5,1,0.32350674,0.682525,0.51052821,0.50485546,0.47924049,0.67987438,0.67125408,0.63748803,0.5001385,0.84692737,0.77888164,0.93797439,0.64937938,0.7754023,0.58740844,0.51369321,0.45185411,0.84082614,0.46569904,0.80129769,0.65061907,0.43192255,0.92331153,0.36719093,0.59726135,0.67119054,0.90703168,0.88725046,0.40994065,0.99195074,0.66438971,0.82045608,0.35223051,0.96148762,0.51993352,0.41969697,0.57117519,0.63932846,0.78803289,0.87310858
14,5,2,0.35347784,0.66840482,0.45683528,0.49860709,0.40962326,0.69310437,0.63451543,0.68407443,0.537091,0.90397634,0.80550078,0.92570728,0.64902171,0.82950013,0.57777105,0.53668672,0.39493396,0.79333942,0.45914519,0.75270758,0.60031425,0.45242265,0.89735424,0.35208643,0.65973838,0.68152977,0.86650844,0.85397201,0.45664359,0.95940832,0.65097276,0.81745027,0.35808472,0.93769278,0.55773847,0.45348176,0.61943735,0.61748722,0.76071906,0.87266817
15,6,0,0.37995183,0.65560228,0.45272255,0.49882138,0.38769509,0.68789256,0.60903464,0.70741552,0.56311841,0.95695038,0.81175742,0.91620026,0.63198612,0.87763803,0.58588292,0.53471585,0.36191472,0.72995189,0.45707171,0.67388038,0.54109735,0.48293442,0.86549933,0.35477859999999994,0.69105651,0.67445556,0.83004747,0.80264458,0.4812397,0.91428142,0.60615245,0.79108434,0.34111314,0.89477395,0.5929889,0.46986395,0.6474309,0.59879666,0.72757239,0.86541184
16,6,1,0.40208092,0.56763854,0.456949,0.52346526,0.33201387,0.59292396,0.55320607,0.69295389,0.54930139,1.0,0.68079782,0.87211531,0.52577197,0.90948546,0.60380168,0.46501504,0.27697785,0.60166722,0.46896034,0.56014245,0.40832129,0.52013038,0.74538195,0.37910025,0.60870098,0.59163284,0.71769511,0.6833299,0.46610617,0.77462081,0.44499749,0.67815344,0.26964537,0.82522756,0.6083571,0.44588126,0.65166198,0.55493304,0.66369307,0.82921407
17,6,2,0.39016378,0.44186525,0.40600421,0.51407013,0.28027847,0.45479754,0.44769173,0.58017513,0.48717466,0.95990799,0.57049143,0.76569808,0.38247957,0.88167245,0.61007325,0.37110970000000004,0.2284614,0.47959522,0.47409715,0.49666309,0.30545535,0.54562172,0.64311141,0.40581651,0.50649144,0.47856513,0.56877139,0.53151883,0.4217936,0.45235020000000004,0.32469955,0.51133096,0.23065015,0.69852321,0.55908242,0.42494125,0.56388832,0.50508507,0.56805176,0.74175012
18,7,0,0.36837187,0.39822447,0.32094459999999997,0.46982394,0.22464752,0.39416009999999996,0.35960166,0.42275277,0.42027235,0.93519553,0.47890439,0.73919344,0.27207938,0.76702783,0.58677886,0.27496438,0.19271592,0.41523723,0.43958781,0.46571373,0.24308969,0.53254524,0.63053685,0.41025151,0.37406609,0.42641185,0.46921294,0.41874871,0.34962908,0.37214296,0.29072004,0.40721631,0.20032367,0.60651651,0.49436773,0.37467532,0.48967337,0.43888206,0.47990981,0.63223405
19,7,1,0.27638728,0.34780862,0.18700415,0.35685686,0.15710372,0.35084859,0.20977649999999998,0.20685456,0.29431253,0.76569175,0.39804844,0.47933758,0.18719284,0.46617357,0.48769296,0.19388159,0.16919879999999998,0.29297445,0.32914123,0.43152503,0.19313054,0.45744308,0.49202424,0.34413036,0.29307008,0.33945344,0.33661552,0.26091788,0.24363666,0.29995495,0.2788651,0.31684082,0.16334788,0.42027471,0.312391,0.27333333,0.31189298,0.33739406,0.34071832,0.41412468
20,7,2,0.20142582,0.17088123,0.15890302,0.25263075,0.13670864,0.14971268,0.13706705,0.12623067,0.20769853,0.53707525,0.36212649999999996,0.26299931,0.14705454,0.27851216,0.37091834,0.13807978,0.13723829,0.23477936,0.27293850000000003,0.3761245,0.19137703,0.21866122,0.36547046,0.28432873,0.28594175,0.25554237,0.26604482,0.20410578,0.18541048,0.22413275,0.22309907,0.26717395,0.12690684,0.33131476,0.184798,0.19477427,0.18331499,0.24200039,0.23357065,0.23639699999999997
21,8,0,0.13982659,0.12197925,0.1096109,0.16418348,0.095056423,0.13006815,0.11690332,0.091333972,0.19453524,0.41993428,0.29738612,0.20480718,0.13579462,0.16545685,0.24638295,0.087953142,0.0919973,0.18382548,0.22124742,0.28708167,0.19679467,0.11052734,0.33044064,0.15312788,0.28389633,0.18119783,0.23158185,0.16321259999999999,0.081205077,0.16136056,0.19913274,0.20146029999999998,0.094476499,0.23820015,0.11176314,0.14102659,0.13491394,0.1807854,0.16777972,0.16197766
22,8,1,0.12586705,0.13337071,0.062975949,0.11009891,0.06447385,0.16604971,0.13640552,0.088789164,0.25843481,0.38674335,0.24580363,0.2309208,0.11710845,0.15593624,0.20808766,0.091277505,0.08908181400000001,0.17553086,0.22695729999999997,0.1833935,0.19725976,0.056140300000000004,0.34205311,0.18973433,0.31673321,0.1925601,0.22691246,0.097270014,0.096447412,0.08640036,0.24915197,0.14065773,0.08243034099999999,0.16258545,0.076200833,0.18340754,0.15478722,0.15407259,0.14028208,0.17217008
23,8,2,0.17289981,0.23353892,0.27428312,0.19381253,0.21979693,0.25358145,0.18089354,0.17799973,0.35929796,0.40740059,0.26798625,0.25326995,0.068076144,0.31558598,0.33625522,0.23062371,0.20646621,0.21592568,0.27649155,0.13204215,0.196405,0.13837322,0.36269963,0.24557563,0.35137055,0.28468814,0.24437576,0.12113604,0.14585394,0.12538219,0.34114726,0.14587648,0.13014354,0.16838938,0.09776042800000001,0.27899196,0.23294477,0.18902763,0.21690541,0.26969014
24,9,0,0.2750578,0.37116157,0.42209503,0.29422645,0.32153359,0.38451824,0.22472003,0.31169791,0.46266523,0.45130463,0.51270287,0.39031664,0.084237439,0.49013555,0.57248017,0.34927972,0.29083402,0.29573656,0.36028508,0.15364426,0.19353278,0.28556139,0.43294208,0.29128587,0.39160522,0.4059184,0.29335467,0.31659807,0.30089845,0.25765129999999997,0.45615303,0.19807581,0.22535182,0.25855796,0.16265876,0.39858998,0.35504792,0.28851653,0.33362334,0.35672417
25,9,1,0.3533237,0.47118961,0.58764665,0.38339555,0.42974189,0.40566618,0.26790861,0.34873444,0.6065195999999999,0.48448242,0.53669296,0.50448516,0.17606539,0.73987194,0.73060113,0.40899953,0.3754665,0.39647478,0.46185425,0.1706508,0.20574445,0.37376922,0.53003656,0.32384697,0.54786517,0.56662277,0.36151893,0.49139741,0.36094626,0.39744706,0.55409328,0.282132,0.24945117,0.36029662,0.22414182,0.52333333,0.45168976,0.43238015,0.45552465,0.50513291
26,9,2,0.40971098,0.56276049,0.67380551,0.40907707,0.47878811,0.40001336,0.28087936,0.28307566,0.66053562,0.49738416,0.51955357,0.54820977,0.20410921,0.8378745999999999,0.81486773,0.43025169999999996,0.42116408,0.46426676,0.5158792999999999,0.18168602,0.20489598,0.36428293,0.62883394,0.31476443,0.66190628,0.66258176,0.44279722,0.49765384,0.33748764,0.49620063,0.55024654,0.34242571,0.26713341,0.41708948,0.26069516,0.63834261,0.48380755,0.54051886,0.51529893,0.56674881
27,10,0,0.48321773,0.58421643,0.70128689,0.4100132000000001,0.49910779,0.38973005,0.26284081,0.26201943,0.6858539,0.49358528,0.54696901,0.54897646,0.22823193,0.87267142,0.86583934,0.44823492,0.440036,0.52952887,0.5533581999999999,0.22266563,0.20756709,0.35160537,0.66966519,0.3035565,0.69349386,0.7133202,0.50999007,0.40706936,0.41355094,0.49138009,0.55492091,0.40318095,0.29731213,0.44835010000000003,0.29657139,0.69084725,0.49216288,0.64139225,0.54475719,0.62753631
28,10,1,0.55129094,0.62579198,0.71796524,0.43793916,0.52671593,0.40047441,0.26866465,0.34307019,0.75020775,0.49916530000000003,0.68897568,0.545442,0.24831432,0.85694638,0.91487378,0.47583505,0.4782298,0.58590743,0.59299394,0.32177773,0.26592295,0.38323604,0.70228016,0.32288346,0.73181785,0.73977776,0.5943592,0.45733690000000005,0.51315529,0.48597387,0.62529288,0.45714353,0.36045595,0.47330320000000003,0.35649507,0.72300557,0.48854081,0.72297341,0.59330695,0.67870812
29,10,2,0.6161368,0.69315017,0.75077232,0.5249766,0.57821257,0.42887879,0.33045882,0.43792584,0.84893242,0.52749261,0.8293391999999999,0.5463467,0.2650055,0.83924997,0.9590411,0.51708881,0.53705566,0.64755309,0.63479692,0.44065763,0.33152536,0.5005935,0.71228593,0.38944385,0.79073072,0.74686286,0.65753394,0.62899774,0.59442796,0.53737798,0.70021099,0.53066755,0.40565719,0.50224729,0.43377721,0.72875696,0.47942688,0.76483147,0.64695431,0.71545116
30,11,0,0.64789981,0.72938043,0.72721415,0.58476478,0.57049687,0.45934117,0.40629873,0.50979614,0.92590664,0.54103845,0.88419536,0.54743541,0.27006584,0.81317909,0.99263878,0.53445465,0.53074297,0.66824818,0.66701398,0.49282857,0.36440827,0.59631251,0.6932461,0.45749911,0.82355535,0.73480404,0.69037421,0.71462235,0.65799538,0.56036942,0.75334258,0.56474918,0.43130453,0.5187526,0.45945585,0.71645022,0.47226823,0.78631041,0.67597142,0.74445551
31,11,1,0.63208092,0.71522288,0.65407577,0.59105828,0.51213903,0.45608045,0.43118887,0.52890956,0.95760712,0.53574762,0.85083927,0.5327531999999999,0.26443588,0.74665709,1.0,0.50995726,0.48074429,0.66677173,0.66245025,0.49068202,0.36156747,0.62155089,0.64928805,0.47483528,0.83776303,0.70836825,0.69302351,0.75023667,0.66828223,0.54679381,0.75871636,0.55164905,0.43653954,0.50946128,0.44341055,0.68843537,0.46233158,0.77984085,0.66548213,0.7319352
32,11,2,0.56354528,0.70353238,0.57574437,0.57595615,0.44445701,0.44754777,0.45453149,0.53922561,0.9702718000000001,0.52466645,0.78748926,0.49733957,0.25524249,0.70810092,0.97412676,0.43056831,0.42543871,0.66298938,0.61713589,0.46002537,0.34539627,0.61356295,0.5897055999999999,0.49029401,0.85302403,0.68593755,0.67945689,0.77622968,0.63699308,0.51602343,0.74318953,0.51782777,0.4346116,0.48202797,0.40986314,0.64867038,0.44216982,0.75376852,0.62413764,0.66898757
33,12,0,0.49007707,0.71403607,0.51733222,0.56281651,0.40101536,0.45036750000000003,0.48575344,0.55390614,0.97674264,0.51926388,0.70961626,0.44431496,0.24626104,0.68016566,0.9135662,0.32346842,0.39658823,0.66468149,0.56034968,0.40229291,0.32696248,0.57811831,0.51400808,0.50423663,0.87712809,0.67177824,0.65065681,0.80378679,0.5743818,0.4700856,0.71514332,0.47354532,0.43435125,0.46363419,0.37682869,0.57719233,0.42017031,0.7290548000000001,0.58709424,0.59412782
34,12,1,0.37345857,0.73866928,0.47404431,0.56016602,0.36678479,0.48404383,0.52154704,0.61049391,0.96258213,0.50862964,0.59037363,0.35071686,0.23659076,0.69980286,0.76994975,0.19609783,0.38409518,0.67637691,0.4625732,0.27185091,0.30836528,0.48951158,0.37782374,0.51045696,0.86992627,0.6858396,0.59645656,0.8360568000000002,0.48038246,0.40479051,0.66554373,0.43078944,0.44803687,0.45397777,0.36666188,0.45190476,0.39525392,0.68900822,0.53691473,0.48403502
35,12,2,0.35192678,0.74301467,0.46818793,0.58406551,0.36270075,0.52820393,0.54271606,0.69019018,0.89851636,0.50759119,0.54614743,0.28983363,0.23917392,0.77517307,0.61460137,0.22915149999999998,0.38905799,0.68764101,0.43290891,0.27118743,0.32436679,0.33270091,0.32048297,0.50310308,0.78897925,0.73719839,0.5753284000000001,0.83173492,0.48797395,0.42299144,0.63366244,0.38418754,0.46470588,0.45582848,0.42398999,0.38622758,0.40067099,0.67186388,0.51957553,0.50060295
36,13,0,0.39807322,0.73069807,0.50939105,0.65213223,0.41128201,0.5669718,0.55625384,0.80025995,0.83524836,0.53516267,0.66174984,0.33782872,0.25275206,0.79963935,0.54281736,0.31476175,0.43797147,0.69850697,0.48088024,0.36225973,0.38956068,0.30653824,0.33839715,0.49727241,0.71370306,0.78134149,0.59551827,0.80615353,0.55679196,0.49405316,0.65915582,0.3804717,0.49123276,0.48661068,0.50984878,0.38128633,0.41937965,0.69618943,0.54474494,0.56853143
37,13,1,0.46390173,0.70602747,0.59278282,0.7240337,0.49714745,0.60251904,0.58099041,0.89031331,0.77532659,0.55955965,0.80582942,0.409024,0.275921,0.84355945,0.55838731,0.41018679999999996,0.51410762,0.69795952,0.57396795,0.48266172,0.46742505,0.34383148,0.37790071,0.50874956,0.66640129,0.80856089,0.65886963,0.78170405,0.64619189,0.57688842,0.72143798,0.41058897,0.53015761,0.53077591,0.56882861,0.4016945,0.44792879999999996,0.75823252,0.59442205,0.69158496
38,13,2,0.51846821,0.68921596,0.65072115,0.77795698,0.54330343,0.62505011,0.61044039,0.94992475,0.7240363000000001,0.55438055,0.87452601,0.47877789,0.29279763,0.85722145,0.60330528,0.50285737,0.55152061,0.66861314,0.65036364,0.57039711,0.52444221,0.42097684,0.41260343,0.54430039,0.6700267,0.81387199,0.74331604,0.79453591,0.70499505,0.63524553,0.77801998,0.48090600000000006,0.5609696,0.58871445,0.56329893,0.43235622,0.46687252,0.79064502,0.64212629,0.79367693
39,14,0,0.56418112,0.68397346,0.6638364000000001,0.7825474,0.55042851,0.63127088,0.62680149,0.96449583,0.70901153,0.52917516,0.90398908,0.50601089,0.30105048,0.85003897,0.67700224,0.55412379,0.54445356,0.65038155,0.68507096,0.6010439999999999,0.5717930999999999,0.48450088,0.42856456,0.58879207,0.7082282,0.82177334,0.82122751,0.83283597,0.74777448,0.65448266,0.80103046,0.54471439,0.58330988,0.63010991,0.47249523,0.44762523,0.48222623,0.79491493,0.66348475,0.85053217
40,14,1,0.57982659,0.68861789,0.66908629,0.75333566,0.55579432,0.62551116,0.63397203,0.95579423,0.73272318,0.51234308,0.89869306,0.51796366,0.30634927,0.80497272,0.74150978,0.58352066,0.53685715,0.64647478,0.69356284,0.6249195,0.60775564,0.53893754,0.42355205,0.61800921,0.75289665,0.83802227,0.88793465,0.85910681,0.76314705,0.67118186,0.80605453,0.61130374,0.60671967,0.65758098,0.33977266,0.46106988,0.47988632,0.76813094,0.66467337,0.8742935
41,14,2,0.57061657,0.71374638,0.68064742,0.69423548,0.57686798,0.6193238,0.63945329,0.92973047,0.82585235,0.51698981,0.84607412,0.53399525,0.31791387,0.78429635,0.78564078,0.59699224,0.54777534,0.691357,0.67268218,0.64010147,0.63540947,0.6028021,0.41124687,0.61477152,0.81462656,0.87083574,0.92379954,0.91087672,0.76153973,0.7162637,0.79606467,0.6710531,0.61870954,0.684133,0.31097523,0.47091528,0.46016262,0.72911949,0.65381646,0.86372359
42,15,0,0.53893064,0.75278011,0.68745143,0.63499994,0.59600643,0.63838701,0.63779946,0.88377343,0.92054382,0.55204732,0.76054148,0.5446753000000001,0.35214402,0.7764109,0.80279678,0.60310274,0.57076308,0.76118115,0.63764144,0.65246365,0.65024197,0.6334209,0.40493554,0.57938363,0.87220439,0.91408639,0.92435147,0.9661453000000001,0.74985163,0.79662111,0.76898598,0.72706294,0.62177033,0.71462564,0.38433839,0.47695114,0.43599414,0.69140195,0.64222432,0.79319457
43,15,1,0.51368015,0.78752453,0.67488581,0.60549496,0.59738873,0.66155953,0.62429712,0.84488986,0.96314722,0.5809793000000001,0.69836695,0.54236755,0.37434593,0.77946727,0.79881349,0.59739592,0.58714698,0.80803749,0.588326,0.65631769,0.64483691,0.64162288,0.41211276,0.55311371,0.91241457,0.94981661,0.90302462,0.99207656,0.74856578,0.84425589,0.73903971,0.76829225,0.61524064,0.73829458,0.47985104,0.47909091,0.42427318,0.66901727,0.63338929,0.72075709
44,15,2,0.48527938,0.80429866,0.64981142,0.59440804,0.58537535,0.67285848,0.59730426,0.77669996,0.96212784,0.59904042,0.6409323,0.53294487,0.40476096,0.77124563,0.76907803,0.58872883,0.59158042,0.81753484,0.53067497,0.64807298,0.62470618,0.64316988,0.42721763,0.53172512,0.93736374,0.97858146,0.86791037,0.99398024,0.76613089,0.8841718000000001,0.71215918,0.78761701,0.60223755,0.75174055,0.57601001,0.48196042,0.41395190000000004,0.64357896,0.6208291,0.67173491
45,16,0,0.47374759,0.79711242,0.63114304,0.6089124,0.57770992,0.67887211,0.5429286999999999,0.74821453,0.92736923,0.59923102,0.58934982,0.52313885,0.44615772,0.74236288,0.71159271,0.60090233,0.5943199,0.79610982,0.46394857,0.62325105,0.58076802,0.65245184,0.46301713,0.50639745,0.93405678,1.0,0.81947235,0.95116279,0.79991757,0.87149722,0.68605966,0.7664935,0.58925556,0.74623878,0.69986868,0.51774892,0.41477461,0.60929676,0.60136998,0.67541551
46,16,1,0.48004817,0.75793851,0.67382446,0.64118065,0.6258011,0.68401711,0.47207390000000005,0.77901218,0.81164752,0.59815314,0.61974822,0.54170053,0.48474612,0.69512661,0.65241237,0.64534589,0.62113232,0.72595388,0.39011607,0.58566689,0.52217962,0.70912629,0.54887435,0.48177825,0.87838963,0.98667871,0.75676123,0.86801811,0.84116386,0.77736897,0.65961043,0.71618759,0.60049958,0.71449974,0.80517882,0.59676562,0.43400682,0.56630006,0.599826,0.74817805
47,16,2,0.47690751,0.67807682,0.73778974,0.68912624,0.67521174,0.64521582,0.39689553,0.79938432,0.69222502,0.59730529,0.72099196,0.56192594,0.49911908,0.73893974,0.59976996,0.67076935,0.60852016,0.7148142,0.35570050000000003,0.49423358,0.47793979,0.73609652,0.67161824,0.47925611,0.83870612,0.93486281,0.72311513,0.77161967,0.88386086,0.61953747,0.66030984,0.66330189,0.60004222,0.65895328,0.85161171,0.67575758,0.45032214,0.50880507,0.60040193,0.79673885
48,17,0,0.47546243,0.66114382,0.79161534,0.75018892,0.71436829,0.59082587,0.34052356,0.79615542,0.68156586,0.59784423,0.74940594,0.54939814,0.49913232,0.83142565,0.58458744,0.67139465,0.59735052,0.839499,0.3753204,0.41401112,0.45467915,0.71742557,0.74307293,0.48430039,0.82953237,0.87454698,0.71580748,0.73588187,0.9409001,0.49148521,0.72179934,0.63197756,0.57801858,0.65459719,0.85205286,0.7698825,0.45704273,0.42213884,0.61478795,0.8484769
49,17,1,0.47977842,0.67205869,0.85141103,0.79342003,0.76788811,0.52909261,0.33556207,0.75353674,0.71131622,0.59690437,0.71756661,0.545327,0.45732491,0.88654737,0.59636782,0.67204369,0.63267251,0.93206702,0.41587305,0.35862035,0.43447301,0.65155672,0.76056379,0.48965639,0.83341499,0.8172785,0.72750856,0.7397304,0.98656446,0.45144917,0.7974868,0.5798019,0.56035041,0.67263846,0.78542996,0.8191713,0.46416933,0.40712299,0.63332802,0.93620301
50,17,2,0.49089595,0.67733857,0.87675075,0.79391629,0.78338234,0.46144594,0.38314511,0.67630319,0.74552083,0.5950838,0.61724556,0.52329985,0.4069997,0.90982166,0.62773776,0.66992243,0.66499034,0.95877571,0.46400067,0.32154357,0.3968261,0.53411169,0.75437753,0.51160468,0.8039953000000001,0.74343459,0.78419252,0.69940317,1.0,0.41740502,0.84663177,0.48330828,0.5449409000000001,0.69254303,0.65666742,0.83395176,0.48163858,0.46061331,0.67278542,0.97879725
51,18,0,0.51488439,0.65913466,0.8657203000000001,0.74460598,0.76531202,0.43181211,0.43611492,0.58419756,0.77558143,0.6016956999999999,0.57816371,0.39750824,0.38356582,0.83856228,0.69199104,0.65337185,0.68837511,0.94708029,0.52535062,0.33025661,0.31509647,0.46029383,0.73632865,0.53774708,0.77532273,0.6981705,0.8355558000000001,0.58670508,0.98664688,0.39047905,0.87337242,0.44399607,0.55704334,0.71483967,0.53032604,0.82040816,0.49559262,0.50393996,0.70845638,0.99355109
52,18,1,0.55260116,0.62979161,0.84894718,0.68408468,0.74825957,0.44023119,0.48131172,0.54270078,0.78911037,0.60597437,0.63917539,0.34696772,0.3751275,0.69566148,0.75695865,0.64179991,0.70683677,0.91232581,0.58475212,0.37926627,0.26957451,0.50256859,0.69947085,0.56190577,0.77807853,0.68969233,0.87956728,0.49029636,0.94403231,0.3949542,0.87420005,0.45269399,0.58100197,0.72590616,0.52063114,0.7877550999999999,0.49404336,0.54199392,0.72436188,0.99641378
53,18,2,0.59482659,0.60968134,0.82537005,0.63113136,0.73580638,0.4725578,0.53899494,0.55021207,0.79775293,0.59062767,0.74451438,0.43996779999999996,0.36037039,0.64431438,0.80898359,0.63852303,0.72386914,0.88105508,0.64206973,0.50305396,0.25192006,0.60099241,0.63165288,0.59370174,0.80498738,0.71323313,0.90129153,0.48890718,0.88328388,0.41905692,0.8392879999999999,0.50607671,0.6036236999999999,0.71801231,0.54694585,0.73995053,0.47689464,0.56930193,0.719975,1.0
