,,pid1263b-09,pid5667203-05,pid5667249-18,pid58917-03,pid59340-11,pid6100022-03,pid6100022-06,pid610003b-13,pid9048b-13,pid9049b-09,pid9050b-09,pid9054b-09,pid9055b-09,pid9056-14,pid9058b-09,pid9059b-13,pid9060b-07,pid9061b-06,pid9062b-12,pid9063b-13,pid9065-25,pid9066b-09,pid9068-18,pid9069-09,pid9070b-21,pid9072b-13,pid9073b-13,pid9074g-09,pid9075b-09,pid9079-08,pid9089-04,pid9093b-15,pid9094b-09,pid9097-21,pid9099b-13,pid9101c-03,pid9104b-09,pid9111b-11,pid9116-14,pid9118b-13,pid9133-09,pid9137-19,pid9138b-09,pid9139b-09,pid9149-14,pid9153b-09,pid9157-12,pid9158-15,pid9166l-03,pid9174b-09,pid917506-07,pid9179-11,pid918807-14,pid918821-11,pid918824-07,pid9192b-09
46,1,0.24151991,0.17010775,0.16775219,0.16702352,0.18120678,0.23929788,0.2932848,0.35994838,0.28724503,0.27161617,0.3635095,0.31531929,0.20966125,0.19746887,0.1834257,0.17127921,0.42758769,0.27600971,0.37375642,0.23281507,0.24394025,0.39041677,0.32567935,0.41167387,0.69860608,0.26961717,0.38369231,0.34798735,0.27058203,0.27537347,0.52533974,0.31923565,0.41265076,0.14967904,0.3759731,0.38992866,0.40176404,0.44378491,0.13915986,0.36829595,0.21967778,0.39365521,0.31515003,0.2020948,0.19242082,0.16725205,0.37235255,0.53522066,0.3217764,0.21625202,0.24771398,0.23559053,0.17361375,0.36706334,0.1516332,0.24278986
46,2,0.23070869,0.16442284,0.15936268,0.17280603,0.17155083,0.26776701,0.28024701,0.36046982,0.28127728,0.29842932,0.36481403,0.3574391,0.21866255,0.21557932,0.19909377,0.2125375,0.4587779,0.24664587,0.39178355,0.24044916,0.26224407,0.43606105,0.38663473,0.44984881,0.62057046,0.24488456,0.38686263,0.33588834,0.29500914,0.29655841,0.47755385,0.34303568,0.38153006,0.17003968,0.35554435,0.40286109,0.41147498,0.41209503,0.15498726,0.35384479,0.23578878,0.40497102,0.31762901,0.21511542,0.2120899,0.19541401,0.34043499,0.4940427,0.31490972,0.22933066,0.24047671,0.23020842,0.16921762,0.35031859,0.16986986,0.24595821
47,0,0.22901431,0.17249814,0.16559598,0.18423017,0.17786134,0.29529299,0.27196139,0.36455006,0.30344705,0.31823878,0.37985155,0.39974325,0.2255336,0.25069326,0.21958508,0.25991454,0.49620788,0.24636852,0.41698475,0.24939125,0.28188774,0.47566146,0.41772025,0.47794816,0.57579567,0.23894667,0.39966906,0.33036706,0.32148179,0.32095878,0.46796709,0.36408259,0.35295361,0.20408497,0.34654897,0.41800261,0.42611126,0.38271393,0.20576501,0.36035603,0.2661167,0.42790439,0.3308523,0.22970509,0.24264965,0.21304823,0.32933224,0.46374146,0.31500091,0.24602942,0.23695919,0.22850373,0.16661603,0.35074963,0.18627941,0.26233088
47,1,0.23496103,0.18506936,0.17993894,0.19728835,0.19570367,0.32432102,0.27025192,0.37012945,0.33468424,0.33364518,0.41278846,0.42832785,0.22648386,0.29482249,0.23483373,0.29409037,0.50991985,0.26262784,0.43679007,0.26244653,0.29176494,0.5259256,0.42589388,0.50028078,0.53669326,0.24177178,0.42952292,0.33854874,0.35244623,0.34778997,0.48867523,0.37478718,0.33133198,0.22785948,0.35344262,0.43184015,0.43734172,0.36980711,0.25943405,0.37267049,0.30076904,0.46050187,0.35110757,0.24126345,0.2654417,0.22006369,0.33735723,0.45777572,0.32293452,0.25548024,0.24222463,0.22852517,0.17090771,0.36747564,0.1976644,0.28265114
47,2,0.24700751,0.2072269,0.20137387,0.21438231,0.2303769,0.37381015,0.28975953,0.38298288,0.38454618,0.3467771,0.46854964,0.46407505,0.22490706,0.35652581,0.26034302,0.33585781,0.53278462,0.29542382,0.48680923,0.28798947,0.29486541,0.56349327,0.42070223,0.51672786,0.48178229,0.25262226,0.47956672,0.36930907,0.39557149,0.38679057,0.5331053,0.37821047,0.32006339,0.24440359,0.38389239,0.4438291,0.4567636,0.3670887,0.31570437,0.3845298,0.35502385,0.51233225,0.38222986,0.25917194,0.30450731,0.23010919,0.35710052,0.47038225,0.34247675,0.26040977,0.25559408,0.23877477,0.18674516,0.41053223,0.22930277,0.29538448
48,0,0.28011893,0.23627694,0.23226053,0.23077898,0.29350795,0.44767269,0.340602,0.42323787,0.45474303,0.35532572,0.54101693,0.49813035,0.23312518,0.42056853,0.32261084,0.39300846,0.5855296,0.3491853,0.581467,0.33043764,0.28432382,0.602648,0.41603976,0.52300216,0.43381678,0.29707162,0.54526746,0.44245065,0.46270912,0.4193603,0.62886198,0.37931534,0.33093582,0.26036415,0.44258932,0.47583033,0.50283818,0.37489387,0.36864399,0.38471945,0.46440063,0.57450965,0.41233356,0.28687259,0.38652237,0.2567061,0.38713722,0.51586364,0.39998176,0.25444812,0.29562297,0.28595934,0.21872389,0.53770615,0.29432043,0.31660387
48,1,0.32173504,0.2602056,0.25228979,0.23657557,0.32044433,0.47440398,0.36854245,0.4500528,0.51035005,0.36499013,0.5922982,0.51375905,0.26389875,0.46581611,0.38813661,0.4293754,0.63212962,0.40310279,0.61804246,0.37074696,0.28226423,0.61608366,0.42414903,0.52007559,0.39736524,0.34913329,0.59024987,0.48746144,0.50305778,0.43888368,0.68226865,0.38645173,0.34915045,0.27246732,0.47775536,0.51173583,0.55044101,0.38633351,0.38083311,0.39947404,0.52218115,0.60535218,0.44162729,0.30340097,0.4314251,0.29545041,0.41951075,0.55233314,0.4425497,0.25380883,0.3456338,0.32065357,0.2429548,0.61142241,0.32690683,0.33408974
48,2,0.37537577,0.29672405,0.27703854,0.25545147,0.35703665,0.49465549,0.40592181,0.48373766,0.59044268,0.38586387,0.6503145,0.51969717,0.31147404,0.50274453,0.47932894,0.44700427,0.68186676,0.44171434,0.65037173,0.42427608,0.29654852,0.61614888,0.44475114,0.52235421,0.3479494,0.43323744,0.64126702,0.52306447,0.52475046,0.46322251,0.7492558,0.41476182,0.38785985,0.28125584,0.51680538,0.5661732,0.5845865,0.41313771,0.38565779,0.43928743,0.58684193,0.62615739,0.49312143,0.32603302,0.46626617,0.3710919,0.46842441,0.59087841,0.52394674,0.26931372,0.41074034,0.3616305,0.26385302,0.68222451,0.37834181,0.36479705
49,0,0.42096,0.32981174,0.28883094,0.27679251,0.3787258,0.51930836,0.46008506,0.51203869,0.64922063,0.40866878,0.70687458,0.51363397,0.34520279,0.53557612,0.5512133,0.44674061,0.71291907,0.4759577,0.6582816,0.44754854,0.32683343,0.59916951,0.46829233,0.55772138,0.32015148,0.47920631,0.6799505,0.53583436,0.520336,0.49443838,0.80020338,0.464309,0.46335945,0.28635621,0.55228247,0.64810156,0.60567636,0.45818128,0.37950611,0.50407111,0.66401953,0.63598825,0.53498803,0.34340754,0.50417343,0.40714286,0.50098033,0.6418952,0.59208463,0.29654163,0.46707114,0.39467364,0.28609951,0.70216454,0.42413169,0.40292002
49,1,0.4415221,0.35508422,0.28820761,0.29725313,0.38077455,0.54338486,0.52280386,0.53318299,0.69659749,0.4415415,0.74128795,0.49583278,0.37876446,0.53539353,0.61602007,0.43409401,0.73666293,0.4884382,0.64140415,0.46834485,0.37254316,0.57990739,0.49503719,0.60964363,0.32627508,0.53435863,0.71220991,0.5316934,0.48831014,0.5278235,0.83761671,0.55603152,0.56402852,0.2914916,0.58087432,0.72934724,0.62042616,0.51269085,0.34403726,0.5349584,0.69657242,0.64565235,0.57387249,0.36476629,0.5260797,0.46084622,0.5275517,0.70367058,0.63496261,0.33319726,0.50125677,0.42555108,0.28985948,0.72447526,0.44795312,0.45013701
49,2,0.45838936,0.36441045,0.26915151,0.30476123,0.36227524,0.55533141,0.53998855,0.552776,0.73993943,0.4825766,0.74830613,0.47653061,0.40323086,0.51170275,0.64409077,0.42225657,0.73549082,0.47451898,0.61379628,0.48079961,0.40585102,0.56389547,0.50537042,0.67314255,0.3688905,0.55103636,0.72217973,0.50386336,0.436841,0.52836197,0.8441897,0.63817243,0.61930628,0.29454365,0.5913409,0.77180333,0.62345647,0.53802785,0.2904561,0.54656485,0.68382739,0.65563408,0.5751488,0.37625072,0.52990676,0.49282985,0.53159839,0.73311957,0.63207186,0.35855349,0.51284218,0.43646539,0.28508355,0.72778298,0.44520383,0.4856311
50,0,0.45034379,0.36764305,0.226288,0.30555712,0.31808437,0.57555672,0.53344512,0.55752109,0.74774205,0.53536177,0.71491414,0.46897959,0.41033165,0.46945646,0.66517376,0.41782889,0.70130139,0.4507627,0.55073197,0.47025337,0.42628088,0.54705742,0.50067935,0.71725702,0.41627588,0.54394778,0.69913929,0.44689235,0.39537467,0.49282297,0.80687806,0.68455896,0.64694075,0.29995915,0.57762085,0.77188003,0.61581521,0.5508751,0.24515335,0.54806939,0.64143904,0.64222187,0.55829907,0.37601249,0.51325846,0.50141037,0.50543738,0.73627542,0.58277403,0.37083109,0.50158902,0.44047517,0.268515,0.69654235,0.41664225,0.50389622
50,1,0.42286208,0.36548179,0.18954968,0.30183829,0.26776452,0.57463977,0.51094389,0.5474443,0.72939343,0.58258519,0.65531016,0.48020408,0.39566016,0.42076253,0.64551378,0.41597418,0.66300095,0.43145259,0.50147927,0.43618789,0.43368878,0.54282888,0.46923627,0.73570194,0.46607042,0.51127093,0.6497073,0.40371684,0.39953606,0.45413006,0.75566238,0.69810723,0.6389823,0.30284197,0.54845734,0.7439595,0.57695398,0.54134952,0.25694701,0.53667788,0.58166176,0.6156992,0.53669387,0.36446233,0.48357314,0.48342129,0.47029387,0.70962788,0.53112347,0.37303397,0.4691441,0.42246333,0.24331561,0.63386432,0.38877015,0.49821887
50,2,0.37357208,0.36033565,0.16091464,0.29511199,0.2288814,0.56081565,0.48286439,0.53005436,0.68807339,0.63420307,0.58698906,0.49669519,0.36654693,0.38419929,0.60695027,0.41412856,0.62865638,0.41764604,0.46551698,0.40217999,0.43259254,0.54292671,0.43706379,0.72960043,0.53868343,0.45693,0.58951291,0.36249229,0.42607198,0.41436022,0.69185541,0.68962145,0.59964786,0.30531629,0.50960908,0.7031449,0.54982971,0.52316228,0.2711574,0.513819,0.50560234,0.59058207,0.52598638,0.34903475,0.44069182,0.45122839,0.43236897,0.65477175,0.48131497,0.36878225,0.42577104,0.4004846,0.22291113,0.58162481,0.34907352,0.4727008
51,0,0.3260967,0.34769631,0.15059153,0.28106776,0.21110823,0.54204,0.43881891,0.51181708,0.62544758,0.6793065,0.50241692,0.52396972,0.33539744,0.34628947,0.56933044,0.41616511,0.6267517,0.41400589,0.44603357,0.37549358,0.42427665,0.55286214,0.40185212,0.69801296,0.65226815,0.38043077,0.51601151,0.32931832,0.47714748,0.37448268,0.63371545,0.65896577,0.53752091,0.30625,0.47321564,0.63882028,0.52370099,0.49587399,0.27851305,0.46395428,0.44233358,0.57461288,0.53020188,0.32336318,0.38151425,0.41060965,0.37345827,0.58912328,0.4336677,0.35749827,0.38173348,0.37620079,0.21064375,0.49705772,0.32193398,0.43784895
51,1,0.29120345,0.34026505,0.15422338,0.26917171,0.21953665,0.52574448,0.42305742,0.51296424,0.56538701,0.71279718,0.44088142,0.55611587,0.31963995,0.33867783,0.54861444,0.42875716,0.65171938,0.4232796,0.45236453,0.36831194,0.41552891,0.57417875,0.37004434,0.64651188,0.72226251,0.31306336,0.46652391,0.31994911,0.52047659,0.33166664,0.59651475,0.61996015,0.45003081,0.30419001,0.44564943,0.58861701,0.52097633,0.47770165,0.28659812,0.41817331,0.4254467,0.57865481,0.55008284,0.30601331,0.34067706,0.38241128,0.32762237,0.52647034,0.39982674,0.34591389,0.35982665,0.37538597,0.20911508,0.44451837,0.31303973,0.40836616
51,2,0.26994174,0.34107629,0.19030022,0.26148049,0.26134163,0.51209501,0.39236872,0.54148688,0.49664202,0.74945498,0.40976478,0.59737986,0.30107347,0.3516644,0.54799281,0.45455951,0.6987417,0.44846594,0.49310953,0.37647252,0.41055709,0.61197469,0.34771882,0.57645788,0.78176618,0.28465737,0.44362251,0.33792412,0.59907212,0.31022016,0.57753536,0.57197971,0.33789066,0.29877451,0.42130307,0.55115441,0.54083486,0.47485663,0.33172511,0.37245556,0.42909792,0.60323195,0.5903111,0.29032285,0.29060722,0.37300273,0.30274947,0.4814446,0.38350356,0.3391743,0.3555074,0.41549447,0.21780289,0.4163512,0.31540119,0.40349375
52,0,0.26532865,0.36162992,0.2525124,0.26553036,0.32658195,0.50684656,0.41568788,0.60317295,0.47080253,0.76979658,0.40601298,0.65282423,0.32541456,0.38637894,0.58160575,0.50524593,0.75609756,0.50091004,0.58779796,0.39965449,0.42622551,0.65115116,0.35212386,0.52033477,0.83861091,0.2930073,0.45250775,0.41218384,0.66057922,0.32445115,0.59690302,0.50690998,0.27764768,0.2935049,0.42130307,0.58152949,0.59803511,0.54062709,0.43171632,0.39831087,0.47501198,0.64569205,0.64263361,0.29656617,0.30208842,0.43611465,0.32510316,0.48579023,0.40589094,0.34937996,0.38163958,0.49973197,0.23782757,0.45999813,0.33648194,0.42375407
52,1,0.28137605,0.39182561,0.29708688,0.2730948,0.38188105,0.51456641,0.44596761,0.64110753,0.46719515,0.74933482,0.41568068,0.67867018,0.36689152,0.41289984,0.62230377,0.53337576,0.77778161,0.54401109,0.61442477,0.43042942,0.45045344,0.66326065,0.38177203,0.49542117,0.85569253,0.32254924,0.47000014,0.45969309,0.68447209,0.35397468,0.62840899,0.48128057,0.2646976,0.29900794,0.43630097,0.61887704,0.63929788,0.57717286,0.50944723,0.4292361,0.51888364,0.66726753,0.68619991,0.31155015,0.3265612,0.49990901,0.36175136,0.53080753,0.43087726,0.37245629,0.42501986,0.55584741,0.2570452,0.52574025,0.35554598,0.43718102
52,2,0.30493337,0.42511766,0.34985371,0.28360332,0.4251556,0.52623352,0.47551121,0.68374809,0.46955554,0.71014505,0.43201262,0.68242265,0.41308843,0.45174543,0.65343769,0.55635967,0.77844523,0.57702375,0.63082701,0.45899967,0.48881064,0.65835815,0.41746281,0.47725702,0.84884377,0.35816921,0.48599079,0.49341456,0.67837059,0.38471361,0.68075252,0.45923746,0.27271767,0.31472339,0.46454813,0.65656209,0.68040346,0.60761898,0.56436418,0.48269148,0.55480249,0.67362027,0.71859852,0.32996796,0.35031854,0.55881711,0.40002964,0.57332715,0.45212475,0.41159978,0.47714698,0.61541513,0.27781048,0.59157609,0.37467896,0.44203631
53,0,0.33113611,0.46520931,0.38376797,0.30219045,0.46138485,0.54145489,0.48900703,0.70646974,0.48822482,0.64213372,0.4625225,0.66879526,0.4647049,0.49126431,0.67845267,0.56685153,0.76356977,0.58661813,0.63844562,0.49628167,0.53277082,0.64090049,0.45020023,0.45269978,0.82193216,0.39358265,0.51018535,0.52393584,0.65745115,0.40682164,0.72459092,0.45356819,0.30397922,0.33681139,0.51211433,0.6909335,0.6993101,0.61784464,0.62390368,0.51957165,0.58693321,0.67716986,0.72031662,0.35002875,0.38246817,0.61686078,0.43870688,0.59590752,0.45923764,0.44924902,0.51403395,0.64618535,0.29081846,0.65421664,0.39419116,0.43573386
53,1,0.35947048,0.50039014,0.43586694,0.31756585,0.50781466,0.5629552,0.4938001,0.73050801,0.52813753,0.57700627,0.50442934,0.64824226,0.50788396,0.52826119,0.70172259,0.56996091,0.73867965,0.57682441,0.65103089,0.53213228,0.56853691,0.60473509,0.48857981,0.43818575,0.77974378,0.43019105,0.54612957,0.54742443,0.62420217,0.43646825,0.78241657,0.4665912,0.33852452,0.36598389,0.56151324,0.73084299,0.70584228,0.61203545,0.68689692,0.55627481,0.62281783,0.69174144,0.70166288,0.37470632,0.41484493,0.66082803,0.47032807,0.6180913,0.46125296,0.48286991,0.53616468,0.67728793,0.30710216,0.72408171,0.41459967,0.42568077
53,2,0.38699592,0.52768145,0.48087393,0.32708128,0.55707988,0.5801764,0.49276951,0.7507789,0.58490247,0.52323406,0.55287907,0.62976959,0.54543461,0.5685789,0.71727831,0.56731521,0.71019564,0.5516294,0.67601748,0.56660086,0.59317455,0.59546275,0.52114559,0.427527,0.74064942,0.48068894,0.58852566,0.56778223,0.58466189,0.45883783,0.84702783,0.49130592,0.37591337,0.38680556,0.62314418,0.76996241,0.71627805,0.60312058,0.72804289,0.60201785,0.66856074,0.72028111,0.66705529,0.40662121,0.44558638,0.69967243,0.50703326,0.63662138,0.47018968,0.50317338,0.54560491,0.69885925,0.31601785,0.77133621,0.44263553,0.43166638
54,0,0.41625947,0.56582859,0.52569648,0.330131,0.62704876,0.59955462,0.47694258,0.77125836,0.63748998,0.4576517,0.62736889,0.61470046,0.59097364,0.59371897,0.71860395,0.54843168,0.68826166,0.50394349,0.72931708,0.60479599,0.59959694,0.6248451,0.55250286,0.42930886,0.70261864,0.55465811,0.66277792,0.5957665,0.49606355,0.46391483,0.92493298,0.53670531,0.43046923,0.41272176,0.71178646,0.79911022,0.74773382,0.57917629,0.80635381,0.65700306,0.73066566,0.75488764,0.55975946,0.46319724,0.48788853,0.73989991,0.54355607,0.68065986,0.51198249,0.51103751,0.54217407,0.71962647,0.32367072,0.81490817,0.49087305,0.46216818
54,1,0.41811782,0.5752539,0.55583895,0.32454571,0.65108057,0.58939831,0.4493293,0.77420448,0.63251982,0.42150888,0.66450256,0.61626728,0.61205672,0.59586438,0.69768574,0.50232748,0.68769284,0.4350494,0.74769679,0.60318361,0.58306481,0.63757419,0.56503146,0.44237581,0.68343405,0.58133805,0.69559353,0.6012261,0.42032898,0.44112986,0.95146529,0.5495019,0.46062153,0.42428805,0.76070618,0.80279205,0.76223037,0.57227973,0.82210212,0.66632109,0.73300472,0.7540856,0.47339388,0.49469317,0.52687464,0.73020928,0.56244443,0.69712261,0.54752873,0.49678041,0.51929216,0.71720345,0.32304406,0.80286732,0.50400758,0.48559685
54,2,0.40319636,0.57238667,0.56411398,0.30528948,0.65014696,0.55991616,0.4308441,0.7652879,0.61258573,0.39498755,0.67809397,0.62714286,0.61161814,0.57930594,0.66616237,0.46330576,0.69054555,0.38856821,0.74976623,0.5849128,0.55548173,0.63342174,0.56639016,0.44992441,0.66527274,0.59536771,0.70827482,0.59433991,0.35944046,0.40214465,0.95007858,0.54004709,0.49195352,0.42550187,0.77831862,0.8083915,0.75958432,0.57235421,0.8104315,0.65324803,0.72283837,0.73441595,0.42297969,0.51071223,0.54754307,0.69172884,0.57344459,0.70476753,0.58612986,0.47499807,0.48124955,0.69696157,0.31748956,0.78264618,0.50286995,0.51121767
55,0,0.38014189,0.55284865,0.56761862,0.26858712,0.64119122,0.50045411,0.42593653,0.73572239,0.57104302,0.3773925,0.68021762,0.64333114,0.58920889,0.55113033,0.62146495,0.40226384,0.6879083,0.34777258,0.7334713,0.55287924,0.53517368,0.61764898,0.56164903,0.45354212,0.64574168,0.61171351,0.71072208,0.57378933,0.31919022,0.3662364,0.92284367,0.50383083,0.51794172,0.41605392,0.77601513,0.82480632,0.75168981,0.59170328,0.78406714,0.62903634,0.70692134,0.70478837,0.3926735,0.51978148,0.56394154,0.65794359,0.58784169,0.70932411,0.61098851,0.45926211,0.41692308,0.66328587,0.30978921,0.74592391,0.49172628,0.5408546
55,1,0.3606948,0.51604533,0.57535937,0.24378786,0.63439661,0.44997817,0.41626861,0.69948247,0.52479736,0.36136812,0.66838582,0.66161949,0.5388455,0.51172557,0.54224835,0.35857805,0.67798845,0.32822846,0.70428451,0.51226555,0.50447907,0.56795008,0.55305349,0.45177106,0.62330191,0.61654496,0.69855528,0.55562153,0.30707859,0.33255896,0.87184987,0.46150154,0.53561053,0.39822596,0.75642707,0.84835468,0.74230198,0.62098756,0.7228579,0.6053683,0.68828872,0.67274676,0.37670737,0.52150661,0.56728028,0.63252957,0.60527096,0.71637836,0.62420208,0.43239621,0.33217046,0.60371816,0.30104444,0.68769678,0.47068862,0.56313581
55,2,0.34552192,0.4733032,0.58737438,0.19885195,0.63073997,0.40566763,0.38996401,0.65925356,0.46312461,0.32587761,0.64796837,0.67333772,0.4830312,0.45761106,0.46536848,0.28441677,0.67186934,0.31276651,0.65783705,0.44574696,0.47548971,0.50514164,0.54142592,0.445,0.57410362,0.5823191,0.67964459,0.52359655,0.30082244,0.29221988,0.81316446,0.41898207,0.55207325,0.37501751,0.715124,0.86323541,0.72499345,0.65013033,0.65705247,0.58390017,0.67436845,0.65864369,0.35677732,0.51581369,0.56012583,0.60686988,0.61480063,0.72850392,0.62524166,0.40541477,0.23786204,0.5483532,0.2920338,0.63113756,0.43743859,0.5782497
56,0,0.32716798,0.3866485,0.58169444,0.13992816,0.59582469,0.38125055,0.29546867,0.62406956,0.37805291,0.25979744,0.59698036,0.6600395,0.3550708,0.35721051,0.2788571,0.21174652,0.65204688,0.29383775,0.57539664,0.33307009,0.44485046,0.4359306,0.51643307,0.43290497,0.46551446,0.47767943,0.62726476,0.41607033,0.30752144,0.28005046,0.69116206,0.39164101,0.57657364,0.33323413,0.65979823,0.80624377,0.66619509,0.66647054,0.45863433,0.53608365,0.59525114,0.64716112,0.28693011,0.49341165,0.5300544,0.53953594,0.60772177,0.72268163,0.58358563,0.37820997,0.18076562,0.49997856,0.23454235,0.48120315,0.33465483,0.57830108
56,1,0.31095661,0.31382834,0.52445618,0.13798422,0.49694848,0.39649812,0.33050057,0.58528764,0.3553309,0.28558922,0.52923569,0.61909809,0.29006725,0.29534743,0.20682295,0.18568961,0.61907265,0.28673947,0.4965586,0.30062521,0.42349046,0.45496445,0.47736699,0.44576674,0.33138345,0.39340562,0.55761503,0.33109963,0.33251792,0.33189741,0.60689655,0.40666546,0.58256889,0.28913982,0.60128625,0.73431004,0.58016767,0.63598719,0.28923455,0.50782613,0.50083293,0.60718653,0.28191078,0.47478025,0.48683239,0.40604186,0.55096551,0.65193655,0.50186941,0.3566279,0.19495847,0.45038168,0.1837068,0.43868066,0.26230285,0.57331735
56,2,0.30131506,0.28757122,0.46106729,0.14997183,0.43863243,0.41307309,0.35079339,0.57566711,0.35703215,0.31019655,0.48504338,0.59174457,0.26625872,0.28341074,0.21301678,0.19500864,0.59973283,0.2875975,0.46941059,0.30219645,0.41097786,0.5,0.45495566,0.46448164,0.31464024,0.35325662,0.50793276,0.2969232,0.33554759,0.36206711,0.5568642,0.42224235,0.57306101,0.27103758,0.56046238,0.6840991,0.57205484,0.60539957,0.22709377,0.49874832,0.43448347,0.57383467,0.30049702,0.45645281,0.46612989,0.36168335,0.51129654,0.61668214,0.44300565,0.34479704,0.21890213,0.4387812,0.16622674,0.43936469,0.23798156,0.57804419
57,0,0.29476711,0.26400173,0.41455922,0.16598817,0.3982538,0.42945594,0.3566743,0.57524996,0.37597755,0.33653764,0.46380681,0.57698486,0.25011487,0.30760365,0.23230228,0.23732157,0.57309317,0.29711388,0.46522572,0.31294011,0.3955309,0.55200339,0.42816791,0.49096112,0.31742003,0.32427528,0.47984482,0.28000463,0.32160129,0.38851367,0.51207359,0.45547002,0.54825249,0.26525444,0.51706599,0.61247986,0.57955637,0.57149028,0.21758503,0.49198422,0.38885466,0.56008894,0.33351537,0.43979298,0.4269053,0.27811647,0.45922532,0.59438022,0.39654386,0.32866056,0.24061394,0.43773051,0.17597797,0.45647489,0.23917952,0.5942199
57,1,0.29298528,0.25801957,0.37034728,0.18241302,0.3738935,0.44416208,0.35646164,0.58034702,0.41570322,0.35590078,0.46932832,0.57254773,0.24647049,0.36967214,0.26327891,0.27544322,0.56008791,0.32976252,0.48435656,0.33091477,0.38011715,0.61072461,0.38965961,0.50454644,0.32148094,0.30129085,0.4783709,0.28117674,0.30781667,0.4222988,0.49621891,0.48718529,0.50771195,0.26628151,0.4889029,0.55475953,0.59560737,0.54508826,0.2485192,0.4893418,0.38909427,0.57387437,0.376781,0.43152879,0.39402887,0.22544131,0.40957071,0.60317273,0.36713478,0.31385658,0.25848321,0.44674715,0.20174706,0.50225825,0.25519262,0.61987498
