,,pid1263b-09,pid5667203-05,pid5667249-18,pid58917-03,pid59340-11,pid6100022-03,pid6100022-06,pid610003b-13,pid9048b-13,pid9049b-09,pid9050b-09,pid9054b-09,pid9055b-09,pid9056-14,pid9058b-09,pid9059b-13,pid9060b-07,pid9061b-06,pid9062b-12,pid9063b-13,pid9065-25,pid9066b-09,pid9068-18,pid9069-09,pid9070b-21,pid9072b-13,pid9073b-13,pid9074g-09,pid9075b-09,pid9079-08,pid9089-04,pid9093b-15,pid9094b-09,pid9097-21,pid9099b-13,pid9101c-03,pid9104b-09,pid9111b-11,pid9116-14,pid9118b-13,pid9133-09,pid9137-19,pid9138b-09,pid9139b-09,pid9149-14,pid9153b-09,pid9157-12,pid9158-15,pid9166l-03,pid9174b-09,pid917506-07,pid9179-11,pid918807-14,pid918821-11,pid918824-07,pid9192b-09
124,0,0.40421299,0.48522418,0.36121359,0.26985491,0.33329011,0.66168894,0.37712253,0.43102032,0.29851251,0.40285812,0.2641021,0.48901251,0.36936636,0.24008034,0.22125524,0.3950541,0.49108851,0.5458745,0.27584885,0.40164528,0.53497437,0.5787334,0.54508724,0.64558315,0.50192571,0.30125396,0.32378992,0.39621376,0.30955293,0.33875906,0.36697791,0.3931353,0.22442997,0.73576097,0.39926019,0.41465061,0.38228976,0.45840471,0.38413745,0.5061193,0.50468953,0.61009291,0.41124747,0.16967058,0.25845759,0.32401274,0.28133051,0.34704244,0.39857742,0.38309328,0.38690502,0.34077751,0.51893278,0.34132309,0.33433595,0.44600103
124,1,0.42658971,0.47956403,0.38786414,0.33667418,0.33635028,0.67456117,0.38848356,0.44678077,0.32002316,0.43284697,0.29134559,0.47142199,0.3952007,0.27676911,0.25563212,0.4115556,0.50642937,0.54410643,0.34743619,0.44668476,0.53714469,0.67396787,0.52978404,0.65730022,0.51123197,0.31818987,0.3616113,0.4153686,0.37204414,0.37531347,0.38440418,0.40936425,0.22642838,0.69730392,0.41630097,0.47108997,0.3968649,0.49252253,0.39373407,0.49399449,0.48236006,0.6499325,0.44817451,0.19577754,0.29302611,0.34800728,0.28611814,0.38900515,0.39238556,0.38337826,0.44077284,0.36202719,0.55160463,0.38671289,0.353219,0.45507792
124,2,0.46012746,0.47799728,0.44194123,0.40351458,0.36837828,0.6945245,0.42601014,0.45934742,0.36566313,0.47173633,0.33508282,0.50261356,0.43713713,0.3293202,0.30324296,0.43913992,0.54878911,0.55836367,0.42728597,0.50269003,0.55013343,0.77141988,0.54505864,0.66657667,0.54288131,0.36134838,0.40849869,0.451095,0.44695628,0.42757581,0.41963576,0.44898569,0.25025971,0.64863445,0.44446406,0.56473115,0.4222426,0.53429657,0.40426224,0.50366652,0.49018735,0.6871913,0.51116156,0.24568307,0.35941492,0.39045496,0.3272234,0.4631086,0.41897684,0.39067242,0.47770314,0.38341624,0.60761489,0.44205397,0.38223735,0.50462408
125,0,0.49951355,0.48426431,0.49157868,0.47772221,0.41690007,0.71457515,0.46983478,0.48266872,0.43235058,0.51670243,0.37684809,0.54462804,0.48827326,0.3973228,0.35271869,0.48422584,0.59316556,0.58673947,0.50150993,0.57066469,0.57280005,0.85457747,0.59805492,0.68132829,0.57897833,0.41557129,0.44545796,0.51095003,0.53341066,0.49063832,0.46945549,0.51398297,0.31264196,0.62873483,0.49613283,0.66101097,0.44950659,0.58398004,0.42957202,0.54612234,0.52070925,0.72716589,0.58457385,0.29848024,0.43924958,0.46280255,0.38844812,0.55977555,0.4600766,0.40677039,0.51912604,0.42105884,0.67912077,0.5011994,0.42437301,0.55530913
125,1,0.55524219,0.50580877,0.56524615,0.54425271,0.49337828,0.74040695,0.5387453,0.53246601,0.52616906,0.56332504,0.43004065,0.5942923,0.53432396,0.4708601,0.43766477,0.54600418,0.65118504,0.64473912,0.55229555,0.64744982,0.60907551,0.9293867,0.67502145,0.70968683,0.62054629,0.50179981,0.49511242,0.58931986,0.61599185,0.56493177,0.51863733,0.60012679,0.39059776,0.62949346,0.58434636,0.73122651,0.47793206,0.6564981,0.48835574,0.61217033,0.58196983,0.75469705,0.65613303,0.3504395,0.52377437,0.54063694,0.44071313,0.65708379,0.50056538,0.42980821,0.56856627,0.49334205,0.73754273,0.56777549,0.48259071,0.6212622
125,2,0.61244657,0.5325675,0.62626256,0.58542753,0.56818811,0.769173,0.58325699,0.58201562,0.58918678,0.60236031,0.4966426,0.64380513,0.58342383,0.55034292,0.53130617,0.60412765,0.70241317,0.69018894,0.59750134,0.70768345,0.64748807,0.98048786,0.74463673,0.74466523,0.65655467,0.57477318,0.5606463,0.62948026,0.67120062,0.63757904,0.57486364,0.67594639,0.45278634,0.65522876,0.65643548,0.78530337,0.51289844,0.71184181,0.55704368,0.66998761,0.65511969,0.76879219,0.71191017,0.39572825,0.61045686,0.60807097,0.50371612,0.74323686,0.54211198,0.46124162,0.62558324,0.55997513,0.77991834,0.64449025,0.53493924,0.67523549
126,0,0.68130391,0.57374907,0.67752194,0.62394703,0.65329357,0.80762379,0.62504499,0.62850178,0.66405986,0.64344691,0.57296281,0.68531929,0.6303517,0.63449315,0.61091971,0.64328575,0.73945531,0.73368868,0.63812371,0.76110563,0.69798138,1,0.80427632,0.78814255,0.69218435,0.6490669,0.63171434,0.6704889,0.71362294,0.70494931,0.6347601,0.7523637,0.50144379,0.66905929,0.74162253,0.81866994,0.56222164,0.77299471,0.64054838,0.73106683,0.71236394,0.78411816,0.75345156,0.43741888,0.68596477,0.66802548,0.56164649,0.8252215,0.5877257,0.49684202,0.67551463,0.62837722,0.82089821,0.73959895,0.5883306,0.72220414
126,1,0.75586747,0.61885063,0.72458975,0.64891534,0.76876729,0.84032836,0.66044495,0.67260236,0.75110893,0.70166509,0.65969905,0.71836735,0.68964329,0.71582467,0.69594068,0.68836258,0.78453848,0.7849194,0.65929332,0.79970385,0.74882902,0.99470618,0.87671625,0.85008639,0.73181855,0.71163974,0.720094,0.71055676,0.76282862,0.79141218,0.70225571,0.83301938,0.55045338,0.69473623,0.83054224,0.83270691,0.65136669,0.80762642,0.73199754,0.80433408,0.75024532,0.80131819,0.78143217,0.45946767,0.74409757,0.71173794,0.60879329,0.89452367,0.66794638,0.53469922,0.72104009,0.69230852,0.85292442,0.80969828,0.62972507,0.77094537
126,2,0.83028892,0.6511023,0.75893652,0.6639738,0.85567082,0.86836957,0.6909946,0.71644223,0.80509486,0.74755815,0.7224683,0.75589203,0.73497348,0.77550811,0.77494008,0.73106646,0.83684392,0.82140752,0.69140799,0.8423001,0.79724059,0.9601387,0.91082666,0.88787257,0.7857304,0.74905953,0.78130345,0.75276064,0.81702517,0.84516685,0.76953869,0.88857091,0.58618716,0.7264239,0.88675914,0.83500805,0.69352022,0.82795859,0.79122946,0.86846031,0.78231898,0.81712062,0.7969565,0.47313727,0.79344061,0.76161965,0.65537013,0.9211037,0.74109976,0.57155511,0.75716865,0.75777297,0.88004178,0.87097076,0.66112212,0.80363076
127,0,0.92165415,0.67674015,0.80422338,0.66838287,0.9439834,0.8901406,0.7098724,0.75453325,0.84433063,0.78019912,0.76777299,0.79420671,0.78280982,0.82988508,0.84698922,0.76345122,0.89451004,0.8591437,0.73112593,0.88096413,0.8505686,0.93014762,0.95938215,0.90214903,0.85464507,0.77885963,0.82859407,0.77945713,0.85631942,0.88516746,0.8259314,0.9424923,0.62284532,0.76563959,0.94241278,0.84152796,0.7246616,0.83927906,0.84480183,0.92392596,0.81601287,0.83832288,0.79910413,0.49397848,0.82869051,0.79505914,0.71050772,0.94101764,0.81550246,0.60441346,0.77833153,0.81189424,0.90674136,0.91920915,0.68911488,0.82317178
127,1,0.96989473,0.68194204,0.85160921,0.65412734,1,0.8901406,0.71489449,0.76539219,0.84952347,0.79218951,0.8053415,0.82185648,0.83101165,0.86495338,0.90465848,0.77102464,0.94872016,0.86404923,0.76368514,0.90506746,0.89612331,0.88303585,1,0.89559395,0.87398276,0.78896511,0.87851273,0.80235965,0.88999016,0.88010585,0.86061755,0.96975186,0.64078704,0.81045752,0.98671711,0.85380072,0.74345472,0.84240709,0.87380262,0.96177965,0.83985988,0.85166362,0.77388476,0.52894931,0.85265226,0.81232029,0.75822447,0.94413974,0.90131315,0.63213433,0.79631636,0.82549961,0.9196259,0.95408546,0.70218909,0.82175886
127,2,0.95888674,0.6688754,0.85835135,0.62982814,0.99230636,0.86526068,0.69705546,0.74132784,0.82306048,0.78500558,0.791831,0.81849901,0.85517522,0.84392153,0.90465848,0.75393218,0.96768077,0.82252557,0.77182494,0.88976637,0.91562303,0.85329478,0.97675915,0.86464363,0.86141326,0.75437044,0.86786156,0.80667798,0.90341628,0.83842828,0.85962836,0.95191089,0.62464125,0.83345005,0.98907104,0.85226663,0.73814514,0.84024726,0.86012831,0.95280299,0.84333995,0.83173191,0.73645456,0.55089132,0.84393064,0.78836215,0.74663156,0.91410008,0.93899325,0.64376492,0.78526544,0.8033279,0.88596658,0.94865067,0.69987934,0.78243706
128,0,0.89837012,0.63407233,0.81357334,0.58716721,0.95582642,0.80081216,0.65826108,0.67618725,0.76242986,0.76271565,0.70612625,0.79684003,0.86267282,0.75265038,0.81860395,0.72121102,0.94639317,0.74635985,0.77656166,0.8352254,0.9027118,0.7893667,0.91261442,0.80065875,0.80348078,0.66823043,0.79399864,0.79588217,0.89856601,0.73971907,0.8177221,0.89463865,0.61796813,0.83397526,0.94577554,0.80363581,0.71086368,0.80487078,0.79816328,0.8823931,0.82922571,0.74847137,0.69890164,0.56387086,0.77236336,0.74246588,0.70668901,0.84219897,0.9365311,0.63315104,0.75232936,0.71023458,0.77970946,0.83375187,0.68647764,0.70269738
128,1,0.80911466,0.60829205,0.71225035,0.55821242,0.88217497,0.70319623,0.59763619,0.58368422,0.68679077,0.73557635,0.60333111,0.74746544,0.86351865,0.64115761,0.61810216,0.70173652,0.86008791,0.66598197,0.79457347,0.76396841,0.83663865,0.71784029,0.80978261,0.67856371,0.70912094,0.56865826,0.67983926,0.75541333,0.872487,0.64130217,0.70563927,0.79597899,0.63892948,0.8085901,0.89474569,0.7386592,0.63907082,0.65270723,0.69710871,0.79831593,0.76322996,0.59386961,0.65705345,0.56351762,0.57030105,0.68537762,0.66158266,0.77028943,0.87669159,0.58662867,0.71599856,0.57812634,0.65374098,0.66351199,0.66152719,0.59308101
128,2,0.74827009,0.61787218,0.63821397,0.54383716,0.82285615,0.66084185,0.56251431,0.5424385,0.63429233,0.72077075,0.57737192,0.69321922,0.84590243,0.60254025,0.52486519,0.6784344,0.77607515,0.63309066,0.80915153,0.7396512,0.76092084,0.67057634,0.71264302,0.59260259,0.66390299,0.52715202,0.65500508,0.6862045,0.84247153,0.61973261,0.60930942,0.72283101,0.66173959,0.7827381,0.8665826,0.6950909,0.57759148,0.63180159,0.61549345,0.71627431,0.69332055,0.54000635,0.61888691,0.56867658,0.55372089,0.67133758,0.62226706,0.75458611,0.76233814,0.53682508,0.70485374,0.53194957,0.60706419,0.64314093,0.64443678,0.5467974
129,0,0.73099837,0.65035918,0.60026078,0.51492464,0.78960927,0.69009693,0.5415099,0.53023686,0.63946736,0.71023088,0.59751633,0.67965767,0.81570319,0.58171382,0.46826693,0.63559414,0.73470654,0.63481539,0.82418947,0.7483794,0.73457795,0.59923473,0.60445509,0.5249568,0.62352752,0.50172605,0.66988334,0.62801511,0.79256291,0.60368621,0.5311824,0.68439594,0.68372216,0.7556606,0.84068096,0.67337578,0.46409921,0.63593506,0.58437473,0.6319822,0.68124872,0.5252283,0.59345278,0.55775897,0.66336577,0.6877889,0.58612042,0.7924057,0.690352,0.52115074,0.72264355,0.5312634,0.57821876,0.67032421,0.60591226,0.53584518
129,1,0.76911641,0.70844687,0.62269431,0.46504437,0.78655775,0.73843332,0.56455096,0.59906663,0.68950744,0.70466913,0.65544162,0.69644503,0.78523245,0.61117895,0.49798532,0.59546322,0.74621219,0.65938638,0.8422166,0.77897335,0.73479941,0.57054808,0.62507866,0.52615551,0.63081943,0.53599616,0.68445569,0.58807835,0.75003515,0.6322405,0.51248035,0.7063666,0.69960384,0.71842904,0.82961749,0.71812534,0.39348529,0.6738214,0.60087002,0.63888538,0.65418407,0.58750893,0.58133399,0.5899696,0.80265056,0.73811647,0.6269635,0.82065648,0.67881634,0.52484018,0.79032142,0.6268119,0.58477022,0.74841642,0.51103163,0.55938517
129,2,0.82144536,0.77043597,0.69113344,0.43332159,0.79003285,0.74832766,0.61676754,0.67110323,0.71801906,0.69013819,0.73776874,0.72732061,0.80095861,0.63458444,0.57141252,0.57012456,0.80692924,0.69725256,0.85616617,0.81979269,0.75903841,0.55917777,0.68993135,0.54590713,0.67685118,0.58810946,0.75295132,0.56944787,0.71629411,0.66559486,0.5207821,0.73058323,0.71342548,0.69981326,0.83449348,0.77863005,0.37989695,0.69436211,0.59380438,0.68096189,0.65607814,0.69186056,0.57293367,0.64928941,0.89596511,0.77231119,0.69526708,0.84566703,0.69084443,0.54663791,0.84478151,0.7198945,0.64417964,0.86509558,0.42406274,0.57491865
130,0,0.85648072,0.76288085,0.7488233,0.39018876,0.7802991,0.67933805,0.64019303,0.71867138,0.72139485,0.6716505,0.80978096,0.75674786,0.78381229,0.59532803,0.66153385,0.5060551,0.86848229,0.73185994,0.85129148,0.86130306,0.80804792,0.58702741,0.76616133,0.59261339,0.72593667,0.59136977,0.83200078,0.59512647,0.6622733,0.6758104,0.52616252,0.72395399,0.73189541,0.71189309,0.83788987,0.84490297,0.38218496,0.72339316,0.53184814,0.68791564,0.5978184,0.77034861,0.5408296,0.71153372,0.88164484,0.77387625,0.71403005,0.89232976,0.71458143,0.57696988,0.87757313,0.76676816,0.68743828,0.98950525,0.26528484,0.56281041
130,1,0.85019513,0.63233837,0.76281644,0.32365122,0.74729426,0.63144704,0.63171929,0.68575563,0.6863187,0.63527594,0.79026354,0.76471363,0.70110898,0.51498933,0.72168963,0.42557505,0.9255365,0.75114405,0.80338775,0.87553472,0.82130242,0.62786703,0.78825801,0.64056156,0.73230199,0.57441912,0.86056148,0.63686767,0.63021932,0.65271773,0.50631414,0.70463684,0.73730962,0.72589869,0.81540143,0.84835468,0.38539866,0.7476726,0.48629932,0.61372544,0.54869811,0.78013976,0.47471314,0.72069334,0.77486174,0.73923567,0.69556346,0.93333896,0.70795185,0.58430255,0.89584688,0.70509907,0.6825864,1,0.27784194,0.52192156
130,2,0.83070431,0.55623607,0.75632871,0.3077194,0.72521611,0.61919483,0.63444299,0.64457509,0.61064398,0.58615569,0.79399511,0.73087558,0.56824067,0.46876034,0.76647693,0.37429766,0.93329311,0.74597851,0.70756496,0.85389931,0.80586652,0.644042,0.78596968,0.6537905,0.73492869,0.57950136,0.92206293,0.66110426,0.60912414,0.62404037,0.46372377,0.70378555,0.71758077,0.73231793,0.76580076,0.80294546,0.40050651,0.78163402,0.51356007,0.52255544,0.56618973,0.76085921,0.43163159,0.69421671,0.66743132,0.68614195,0.7041584,0.94515231,0.6413095,0.57084649,0.86312748,0.64587443,0.7142613,0.99765742,0.30868741,0.55387053
131,0,0.80956285,0.43611593,0.74895052,0.31269193,0.70833333,0.61679329,0.61616228,0.57625373,0.5233366,0.57941808,0.78737132,0.6319684,0.376676,0.38833035,0.78033253,0.31725611,0.89054555,0.71661466,0.59964743,0.83456729,0.75231704,0.63512838,0.74892735,0.64060475,0.75544275,0.65050527,0.91652878,0.67415947,0.62723183,0.58293205,0.43291116,0.72470567,0.64936174,0.72187208,0.70785204,0.69871903,0.42910663,0.81678707,0.61179365,0.53795484,0.57135848,0.71234019,0.38837823,0.61652017,0.52190059,0.64050955,0.68808563,0.91806599,0.53355827,0.53479935,0.7154424,0.55591174,0.72161033,0.98613193,0.33085409,0.60515499
131,1,0.78783109,0.41633639,0.72980537,0.31753768,0.66657158,0.59593922,0.59450352,0.57960397,0.47746504,0.60314136,0.73647432,0.57144174,0.42759283,0.37637084,0.75696525,0.30557323,0.842015,0.67668573,0.53911244,0.81382034,0.69958697,0.59535404,0.69103261,0.61151188,0.7611796,0.68321162,0.79935203,0.63858729,0.63695347,0.53657749,0.43885551,0.73573628,0.51411216,0.71171802,0.65016393,0.60527729,0.44255524,0.83808744,0.65805431,0.62793638,0.5523151,0.62897642,0.37459042,0.54424546,0.43809124,0.63271156,0.63115838,0.84423255,0.48995076,0.50136332,0.58758397,0.54606956,0.71824915,0.91133808,0.34004999,0.62939716
131,2,0.75281759,0.4181942,0.70824323,0.31976335,0.6064834,0.55884202,0.57237036,0.58416655,0.42527835,0.61021372,0.68463685,0.54757077,0.49607368,0.37974871,0.68347813,0.32118374,0.78133241,0.63301265,0.50456044,0.78441099,0.65365578,0.529328,0.61684783,0.56170626,0.73123842,0.69175334,0.69708136,0.56030999,0.63719949,0.46126863,0.47791439,0.72484151,0.40703407,0.70704949,0.59061791,0.56084222,0.46002096,0.80993521,0.66823095,0.70366905,0.52231807,0.57840864,0.37978155,0.45503984,0.37939062,0.63584167,0.5837152,0.76984221,0.46668794,0.46936763,0.46124233,0.53946522,0.67979491,0.76834708,0.34311816,0.6120483
132,0,0.7280906,0.42589794,0.65150744,0.31157205,0.53100795,0.51508165,0.54182889,0.54788753,0.39185891,0.59338254,0.61638655,0.54371297,0.51006641,0.34861747,0.57559916,0.34410401,0.7592433,0.5974519,0.4766613,0.75534715,0.64223942,0.47822684,0.56619708,0.49952484,0.69556845,0.66519879,0.60565652,0.48221777,0.62008295,0.40949861,0.53139503,0.67681579,0.32641078,0.71294351,0.53446826,0.52244381,0.47790586,0.75169435,0.62234819,0.72336713,0.48436823,0.56375764,0.34672026,0.39877598,0.32660663,0.60982712,0.53479014,0.70333305,0.44730987,0.46087961,0.39979776,0.48153787,0.5522313,0.64806972,0.3242782,0.54656619
132,1,0.70067447,0.43321154,0.55415342,0.25645161,0.43809647,0.41792857,0.4621626,0.47384339,0.34465129,0.54832203,0.49491333,0.54827518,0.48844033,0.29096532,0.36415518,0.36231476,0.74389382,0.55989773,0.4383843,0.71593452,0.64299239,0.41769028,0.49861985,0.46335853,0.62120699,0.57608615,0.48390506,0.38922733,0.57071559,0.35380544,0.55235278,0.56631045,0.20403205,0.71901261,0.47276166,0.48515763,0.49108375,0.64553512,0.48744178,0.68691683,0.42327879,0.55859605,0.30195128,0.35809579,0.27987554,0.53397634,0.42234913,0.61092735,0.41449024,0.4618116,0.36266522,0.3820868,0.40056969,0.50762744,0.29151082,0.44365474
132,2,0.65214967,0.44473,0.47331128,0.15812086,0.33503631,0.31196402,0.38502372,0.42873903,0.30676049,0.45358338,0.37575592,0.55108624,0.42655904,0.25420808,0.26741312,0.37253387,0.68988193,0.51977812,0.37944355,0.65153833,0.64725553,0.45685588,0.4538258,0.42811015,0.50233664,0.40585675,0.40431331,0.3381169,0.47597357,0.33283589,0.52279745,0.49145988,0.22578572,0.69228525,0.42119378,0.46519905,0.4969697,0.56477247,0.35455664,0.61041293,0.35974761,0.56078774,0.27007425,0.328555,0.2705066,0.43343949,0.31599526,0.48978145,0.38421485,0.46501579,0.34392922,0.32347328,0.34208128,0.3457084,0.27323968,0.36921562
133,0,0.62484286,0.44813599,0.4141585,0.13004649,0.29846992,0.29486508,0.3651644,0.39333342,0.26759597,0.38135782,0.32353417,0.54460171,0.37701015,0.24908421,0.23931246,0.36290572,0.63108679,0.48888022,0.3588871,0.57588845,0.64887221,0.48911886,0.43511871,0.39590713,0.41542986,0.31596223,0.37430649,0.32351943,0.40466048,0.31755873,0.49381529,0.43330918,0.24906242,0.65435341,0.40052123,0.44196518,0.49221902,0.52850227,0.33364092,0.55096467,0.33077748,0.55267212,0.24067006,0.31639694,0.25737874,0.37909918,0.26903085,0.43783647,0.36842057,0.46592467,0.34305525,0.27691054,0.29624003,0.30492879,0.26532793,0.31819661
133,1,0.59021196,0.42419495,0.32909299,0.11177631,0.24156293,0.24752423,0.33998037,0.34607814,0.16459428,0.26115355,0.23539227,0.48026333,0.29057892,0.24429127,0.21789994,0.32843895,0.54928898,0.42230889,0.31015559,0.46082593,0.6504778,0.52727352,0.37488558,0.36776458,0.33022319,0.2608763,0.28849924,0.29917489,0.31355968,0.28105048,0.4241102,0.36535954,0.26990052,0.57034314,0.32810425,0.38455166,0.47323378,0.44472332,0.32287547,0.44801123,0.26855845,0.51614389,0.21497208,0.29561324,0.22702341,0.26880801,0.23710189,0.39445616,0.3354824,0.46629438,0.34584326,0.25174758,0.20120585,0.27922601,0.24853055,0.25959068
133,2,0.53804698,0.35608744,0.29793919,0.12896183,0.23609959,0.24059034,0.31786357,0.29150969,0.14332413,0.20304695,0.17647594,0.39441738,0.26954806,0.23172694,0.20644098,0.30129103,0.49338964,0.39653319,0.31104468,0.38987331,0.63573952,0.54241581,0.37161041,0.35703024,0.31484973,0.26778048,0.21887732,0.30199722,0.28499227,0.26715796,0.3917907,0.32106502,0.2600405,0.4968429,0.27177806,0.35936949,0.44785608,0.37996574,0.32007206,0.43665765,0.21514799,0.50399428,0.20889121,0.28585394,0.17979263,0.24936306,0.22065294,0.37763058,0.31606785,0.45505661,0.33966053,0.20905524,0.12743069,0.28077211,0.2679738,0.22723069
134,0,0.49891232,0.30474981,0.2829093,0.14699253,0.22097165,0.24779495,0.284991,0.25009451,0.14673555,0.19453266,0.13452865,0.33365372,0.25676663,0.20975933,0.17132265,0.24580416,0.46537102,0.36236783,0.30402391,0.33288088,0.58392851,0.54578559,0.35273884,0.35850972,0.28834099,0.27779007,0.19330617,0.30589914,0.27412484,0.24917306,0.37806231,0.27987683,0.21285324,0.37582866,0.24655738,0.32436143,0.41503799,0.36107098,0.26446964,0.44713885,0.19311517,0.48510283,0.18649445,0.28238725,0.15811349,0.25989991,0.21456581,0.37015442,0.29317892,0.42009551,0.30337306,0.17652672,0.11124193,0.26641679,0.27078342,0.19117143
134,1,0.42206408,0.25684295,0.23724717,0.15295112,0.18229599,0.2562047,0.25606085,0.2293804,0.16126303,0.20888336,0.11819671,0.28622778,0.22769517,0.19439911,0.1347139,0.21172834,0.44326467,0.32239556,0.27040699,0.26173083,0.4615819,0.51207687,0.31627574,0.35340173,0.22386593,0.26974257,0.18232129,0.30653917,0.26201322,0.21644948,0.35951743,0.22762181,0.17167004,0.26409314,0.24570828,0.2914781,0.32938608,0.36535339,0.13657615,0.43625307,0.21293444,0.44358771,0.13670614,0.26208823,0.15168584,0.25647862,0.21255956,0.36761455,0.28129674,0.33709466,0.21994944,0.16583755,0.11635017,0.24964393,0.25863139,0.16046412
134,2,0.34264695,0.21963711,0.1572001,0.1386815,0.13753458,0.24964632,0.22748241,0.17658484,0.19231317,0.21012789,0.11088526,0.27746544,0.16814252,0.15370482,0.11792241,0.19976361,0.41520296,0.28172994,0.21623362,0.19281013,0.3172552,0.40641781,0.27581522,0.32155508,0.17279027,0.22465885,0.17000153,0.27708976,0.24221847,0.22386498,0.34127762,0.20825937,0.15958271,0.1655112,0.26007566,0.30506251,0.27921579,0.26472034,0.084138325,0.35748603,0.24679948,0.36713253,0.12095478,0.22528547,0.15991914,0.22704277,0.19539247,0.33050375,0.26700711,0.23895094,0.16220296,0.13048932,0.10787125,0.2419509,0.20377489,0.14170235
135,0,0.29297434,0.19043225,0.11829284,0.077989858,0.13129322,0.16505982,0.17195321,0.13656451,0.20858644,0.20333877,0.093020246,0.239684,0.095783384,0.15704847,0.09830737,0.19030821,0.3575627,0.21486393,0.16123247,0.15647417,0.17630579,0.23225428,0.23993135,0.27836933,0.15203449,0.17899978,0.13062697,0.19909778,0.21008013,0.21131094,0.29322363,0.13407897,0.13204507,0.11385971,0.24316099,0.24696633,0.19097022,0.12200789,0.07068811,0.20476901,0.18422674,0.21070436,0.11798491,0.1582683,0.14188537,0.14039126,0.17692588,0.26203696,0.23795367,0.14891782,0.13458288,0.098847457,0.083582415,0.21747564,0.11216065,0.12059428
135,1,0.28909367,0.13474114,0.15092227,0.049652768,0.15001729,0.10029692,0.15344348,0.13858508,0.18734301,0.22127714,0.13320389,0.17260039,0.18477716,0.19435347,0.1645746,0.15975998,0.26322503,0.18125325,0.13478348,0.14587035,0.11084167,0.23491749,0.21895738,0.19227862,0.13063411,0.15529247,0.1246854,0.16041795,0.18521721,0.12675426,0.23279098,0.15362253,0.10573114,0.10714286,0.20765027,0.11845517,0.1141647,0.20012661,0.065788734,0.15515715,0.12771274,0.10929882,0.15767933,0.090068184,0.093541683,0.12522293,0.13634498,0.23970129,0.18788072,0.10249557,0.11092091,0.10829617,0.042053741,0.21166604,0.091243644,0.075600274
135,2,0.32163666,0.12158162,0.16353517,0.035439499,0.14267808,0.12564841,0.15429413,0.10858286,0.16409548,0.24845936,0.12724754,0.13398288,0.17004302,0.21373061,0.1692855,0.13474861,0.26152719,0.17480499,0.13782172,0.15662224,0.10568714,0.28839924,0.23204376,0.17177106,0.089831601,0.17735487,0.11614639,0.16832973,0.1934205,0.083855136,0.27429047,0.14923021,0.11504534,0.12722339,0.14104245,0.10569916,0.12860012,0.22907574,0.074258722,0.13712797,0.13758244,0.076258239,0.15723753,0.07415099,0.063989234,0.11590537,0.12119554,0.22371108,0.18312055,0.09954556,0.12611051,0.086824556,0.029662932,0.23165292,0.081558218,0.068668436
136,0,0.35358935,0.13820287,0.17172752,0.080222567,0.14595436,0.26016942,0.16785539,0.17788844,0.15521511,0.25893056,0.14326598,0.20053325,0.11407209,0.22808659,0.18146345,0.19526321,0.35389985,0.1890969,0.18911627,0.21116321,0.16062629,0.36602387,0.28043478,0.24721382,0.10686488,0.21521723,0.16697026,0.19116286,0.25776747,0.21264943,0.34761949,0.19114291,0.18105467,0.17399627,0.14694409,0.2743576,0.22813728,0.29449616,0.1126461,0.24000556,0.19487232,0.15468911,0.11845738,0.12867001,0.18593638,0.12475887,0.15087887,0.25748038,0.20901879,0.14482015,0.18073673,0.12502144,0.07279624,0.28514805,0.13766267,0.18562254
136,1,0.38496267,0.16312237,0.17408091,0.11338217,0.16096127,0.31262772,0.21899231,0.2588677,0.15204418,0.25675049,0.15947657,0.24536537,0.17290422,0.23704481,0.18929748,0.25259569,0.41549599,0.21629399,0.23148617,0.23933037,0.22655549,0.40154793,0.31854977,0.32029158,0.1473451,0.23612894,0.20388782,0.21026373,0.30007732,0.27591194,0.39551632,0.25703677,0.23800511,0.21212068,0.2018327,0.34812457,0.28915379,0.31307813,0.13413305,0.32084608,0.28667762,0.21564361,0.18904706,0.17436129,0.24136639,0.15010919,0.17495383,0.30945068,0.24389933,0.19167373,0.2261394,0.18287375,0.094608811,0.33009745,0.20913557,0.24044357
136,2,0.40799528,0.18209066,0.17764279,0.143323,0.18348029,0.34426688,0.23936692,0.31764675,0.15392358,0.26303322,0.17837712,0.2864582,0.21658452,0.24478198,0.20519772,0.30013638,0.43741274,0.23555209,0.272829,0.26395196,0.26390504,0.42940844,0.34839817,0.36193305,0.17909919,0.25014384,0.23963736,0.22549352,0.32647266,0.3176972,0.41580845,0.31599348,0.27309622,0.24369748,0.22825557,0.41341566,0.32925509,0.33618083,0.1525178,0.3998407,0.35314119,0.28518224,0.24487329,0.20991539,0.27712732,0.17969063,0.20124023,0.37391781,0.27362758,0.23228067,0.26257855,0.22279998,0.1077763,0.36975262,0.24102387,0.28342182
137,0,0.44725019,0.20614937,0.18754611,0.1703902,0.2159751,0.37298053,0.2577785,0.36912568,0.1619845,0.27708351,0.20787574,0.33631336,0.26579926,0.25433361,0.23120881,0.34567688,0.45258123,0.25962038,0.31553614,0.29274432,0.30629284,0.47544405,0.38693507,0.3925486,0.21413262,0.27550343,0.27794541,0.24567397,0.34891045,0.36655949,0.43419617,0.37155407,0.31637468,0.27456232,0.2718285,0.46187006,0.3659593,0.36286587,0.1748484,0.47255165,0.39664773,0.32751529,0.28880776,0.24026123,0.30770978,0.21823476,0.2290199,0.43662982,0.30872697,0.26349072,0.31162875,0.258695,0.12413597,0.41618253,0.26928381,0.32353143
