,,pid1263-07,pid52932-05,pid54293-08,pid5667249-03,pid5667249-21,pid9048-07,pid9049-07,pid9050-07,pid9051-11,pid9054-07,pid9055-07,pid9058-07,pid9059-07,pid9060-07,pid9061-07,pid9062-07,pid9063-07,pid9064-06,pid9065-04,pid9066-07,pid9067-07,pid9068-05,pid9070-15,pid9072-07,pid9074f-07,pid9075-07,pid9093-08,pid9094-07,pid9097-13,pid9098-15,pid9099-07,pid9100b-03,pid9101-07,pid9102-02,pid9104-07,pid9105-07,pid9111-07,pid9116-19,pid9118-07,pid9127-02,pid9137-04,pid9138-07,pid9139-07,pid9152-12,pid9153-07,pid915406-11,pid9165-03,pid9166c-10,pid9170-08,pid9173-12,pid9174-07,pid917509-06,pid917518-06,pid9176-03,pid9186c-07,pid918719b-03,pid918904-02,pid9192-07
11,0,0.32914818,0.51769657,0.29540094,0.87354072,0.56972135,0.44936544,0.42669433,0.33615015,0.92086213,0.34442396,0.59071931,0.52068641,0.51049045,0.44438575,0.36232821,0.41215151,0.51210049,0.65359689,0.73316195,0.70415258,0.51456398,0.56999726,0.75736032,0.60930942,0.31017521,0.52203933,0.4212454,0.60601469,0.58830157,0.76961097,0.45725671,0.76242508,0.52825411,0.80943433,0.68632726,0.58743703,0.64321389,0.64168841,0.57262165,0.75970171,0.59111354,0.81697819,0.63175775,0.65479081,0.39552064,0.50244708,0.44154924,0.68448338,0.59288903,0.68626431,0.47841969,0.4785503,0.45444444,0.56144619,0.38237372,0.48950368,0.67707555,0.71421446
11,1,0.37146406,0.54911272,0.35679674,0.84341139,0.55339721,0.55777121,0.49555424,0.38247343,0.83991445,0.42374764,0.62663944,0.57666039,0.59349334,0.49009214,0.39775162,0.44365507,0.57529794,0.75016202,0.74818509,0.62277221,0.48682635,0.61333379,0.83316327,0.60016813,0.3725686,0.61614515,0.45602154,0.6152087,0.60293347,0.78740434,0.43828713,0.77244715,0.56796979,0.88652378,0.70762137,0.61467559,0.73286031,0.68772833,0.60239306,0.81516073,0.62922125,0.82380781,0.63207055,0.58644675,0.47906388,0.5771154,0.51845813,0.73878376,0.69890014,0.72567638,0.52705181,0.51950922,0.48750335,0.63453737,0.40957218,0.42244914,0.71669374,0.70915568
11,2,0.38794144,0.57658694,0.40796527,0.8248864,0.53657573,0.58698713,0.50328657,0.38443606,0.76554788,0.49658243,0.64106346,0.61425026,0.63396968,0.49227887,0.40064167,0.46097866,0.60565412,0.81153597,0.74245758,0.56869299,0.49247711,0.63502608,0.85915022,0.59434585,0.41674711,0.62380487,0.47722443,0.57870224,0.61096861,0.75195312,0.42701201,0.76236477,0.59167989,0.91218438,0.69730203,0.64357567,0.80505787,0.66566048,0.60395832,0.8121199,0.65252547,0.80775222,0.61844643,0.57184026,0.52150091,0.60038917,0.54330505,0.79451501,0.74975498,0.73679761,0.52224661,0.54001044,0.46824632,0.65063684,0.43248137,0.37358506,0.72738424,0.73459209
12,0,0.39619343,0.5678614,0.43615995,0.80741,0.53945001,0.57333102,0.47323322,0.35741344,0.72134748,0.51960608,0.63850692,0.63125642,0.62365723,0.47688575,0.38362975,0.46230533,0.57780336,0.84303305,0.73770694,0.55131722,0.50158304,0.63573977,0.85078622,0.58782614,0.42764959,0.54965233,0.48116322,0.54179604,0.60276341,0.69827806,0.42150634,0.75567133,0.58271879,0.88525152,0.68529076,0.63604992,0.83724433,0.63282319,0.59121565,0.74927599,0.66245997,0.78169183,0.59211921,0.56884874,0.52768112,0.5629872,0.53620066,0.78859454,0.74049875,0.72723725,0.47362232,0.53970588,0.43441098,0.61160456,0.43454596,0.34594316,0.72323314,0.76914856
12,1,0.40283052,0.52987304,0.45234777,0.77008039,0.54809479,0.5386735,0.40927353,0.32106616,0.69240704,0.51569386,0.61499887,0.64180931,0.57943036,0.44608722,0.3621059,0.44554893,0.47160076,0.84309786,0.72373265,0.53937616,0.49751531,0.62003843,0.7965373,0.58615107,0.41302479,0.44318231,0.47661519,0.49931208,0.58698363,0.63669483,0.42483444,0.7500392,0.54071206,0.84334508,0.6809542,0.59536125,0.80711907,0.54890331,0.57361963,0.68031422,0.65956332,0.75922598,0.57978973,0.57467086,0.4994417,0.48951589,0.49290299,0.73070662,0.68866384,0.71227888,0.4175825,0.52357292,0.36604418,0.5382236,0.41629589,0.33045991,0.70632006,0.80178126
12,2,0.41543035,0.46999369,0.43993353,0.70877316,0.56329262,0.49203755,0.35747217,0.25979602,0.68854064,0.49590791,0.58049315,0.61402773,0.49989565,0.41051597,0.3486055,0.42449529,0.44020856,0.80926766,0.71052956,0.58050647,0.50081905,0.60825556,0.70703413,0.59680553,0.38079339,0.3680465,0.46715075,0.48805429,0.58809608,0.59366231,0.44755304,0.74856784,0.48874786,0.77861617,0.69507659,0.54392151,0.74255589,0.5063051,0.55359694,0.63162467,0.64300582,0.72945123,0.57161352,0.58632241,0.41900805,0.39298308,0.43437846,0.64856654,0.58907764,0.69426379,0.39187113,0.46930038,0.30781794,0.46874452,0.3850621,0.34358426,0.68109667,0.83391521
13,0,0.43375333,0.44613172,0.40733276,0.63026914,0.57299788,0.42812065,0.4370546,0.22882242,0.71704508,0.49959529,0.55396717,0.56793906,0.51508809,0.44460688,0.35309216,0.44785618,0.44769772,0.75469864,0.69798458,0.60006379,0.57254457,0.62202169,0.60889093,0.62457189,0.34446281,0.47888961,0.45251488,0.53401506,0.6122582,0.61500319,0.48458301,0.7538623,0.4875357,0.72445684,0.72050149,0.51285618,0.65513715,0.52371817,0.53330112,0.61727483,0.62039301,0.69728013,0.55757233,0.59823727,0.36448325,0.34900053,0.36737735,0.6132096,0.48114451,0.65550208,0.3977189,0.38188305,0.30866131,0.40631444,0.34075628,0.3982427,0.66497157,0.86490916
13,1,0.4563354,0.51916953,0.38924743,0.57842712,0.56051342,0.39158554,0.5849832,0.24641755,0.78982396,0.52189945,0.54660011,0.54809141,0.60184151,0.48466216,0.381154,0.5252163,0.48270585,0.69695399,0.70657069,0.62990368,0.68434166,0.66708757,0.54482268,0.67264462,0.33267438,0.65482399,0.42737319,0.6369062,0.61400836,0.67743144,0.54281625,0.77472653,0.57926001,0.71131337,0.7564896,0.52988497,0.67356905,0.58402567,0.54342802,0.65809441,0.6371179,0.66780494,0.54440003,0.6532914,0.35123345,0.38310632,0.34392475,0.60694696,0.42464881,0.62573491,0.42397115,0.33169161,0.43341365,0.40620662,0.31414298,0.48374891,0.68559708,0.89312433
13,2,0.46108252,0.57726029,0.3973199,0.56736106,0.54381628,0.39626217,0.63397879,0.30085704,0.80315071,0.55832359,0.54479238,0.56536289,0.65919833,0.49074939,0.42085186,0.56751586,0.52388272,0.67841866,0.74858612,0.65586528,0.76020373,0.71877573,0.54526598,0.7153621,0.3436562,0.70013038,0.40439926,0.7074928,0.61776376,0.73509247,0.59086317,0.82564492,0.64295234,0.73811901,0.78248609,0.54778588,0.71800381,0.66784682,0.5774855,0.72355922,0.66756186,0.67295711,0.54823182,0.68766091,0.36897559,0.44694852,0.35351531,0.66183835,0.43649134,0.6503642,0.4772517,0.32679255,0.57735609,0.43906597,0.32986475,0.53216971,0.70575955,0.89568935
14,0,0.4591748,0.61244301,0.42282376,0.56699056,0.52371828,0.41566412,0.64084832,0.35931608,0.78824449,0.59812033,0.53557976,0.60676138,0.69203855,0.51175061,0.45896322,0.59200154,0.5842091,0.67556708,0.77376864,0.72194935,0.79138275,0.77305792,0.55676648,0.75129211,0.35824132,0.6952412,0.39379428,0.73386632,0.62780415,0.75286193,0.62111348,0.84771519,0.68394999,0.78557448,0.80207301,0.56025111,0.77549548,0.7127442,0.62020968,0.76505937,0.71849345,0.68481908,0.55354071,0.69937829,0.41836536,0.52779055,0.37419402,0.72124009,0.48380159,0.68873569,0.52638551,0.3270536,0.68815261,0.47449289,0.36991444,0.54914905,0.71819659,0.88436053
14,1,0.44861579,0.62523673,0.45563894,0.58264942,0.51205295,0.44013387,0.623579,0.4293795,0.75423659,0.64488713,0.52113305,0.66961657,0.70370143,0.54359951,0.50440077,0.59776966,0.63337622,0.6786779,0.8154653,0.73923582,0.76908252,0.83001647,0.56278019,0.77240177,0.36290248,0.65726858,0.39705299,0.76323324,0.64077092,0.73818559,0.64176675,0.89424364,0.68870978,0.83075944,0.81655362,0.58023457,0.81235136,0.74934763,0.66522397,0.77164784,0.7650655,0.69793913,0.55809367,0.69832504,0.47688263,0.57621912,0.40497233,0.77386075,0.52797016,0.71962799,0.57814533,0.3204316,0.75876841,0.51805378,0.43785813,0.55005937,0.71595451,0.86939793
14,2,0.46258208,0.64319282,0.51858919,0.62434813,0.54709281,0.45996175,0.60403741,0.50347103,0.72594603,0.71413796,0.51340292,0.71967648,0.6997115,0.6082371,0.57366613,0.59748125,0.68357259,0.66610499,0.85440617,0.72488359,0.69791452,0.88100467,0.56124958,0.78143097,0.35041322,0.56969796,0.41737036,0.78876081,0.66759725,0.71603954,0.65349646,0.95087859,0.65869138,0.84999021,0.84025608,0.6239155,0.83407325,0.78023838,0.74026179,0.73450623,0.80327511,0.70488857,0.60793292,0.6266457,0.54813036,0.61182853,0.45070454,0.84323708,0.59011216,0.75351197,0.61849181,0.3122433,0.79223561,0.56838736,0.47934309,0.53442571,0.69366369,0.85329533
15,0,0.50661934,0.70961633,0.59649443,0.7403705,0.68753748,0.51075278,0.61769084,0.59459205,0.72659592,0.77790269,0.54005748,0.75098425,0.71340004,0.7031941,0.63000202,0.60557585,0.70151679,0.64469864,0.85202057,0.68354915,0.61782642,0.91970903,0.55226664,0.77009776,0.32926281,0.57692308,0.4432488,0.81921539,0.67792107,0.70084503,0.63879223,0.95560621,0.60041252,0.82494617,0.9099154,0.65886775,0.81552244,0.80273644,0.80838726,0.68001738,0.80742358,0.70237239,0.67636632,0.5576141,0.62415606,0.61955304,0.51064552,0.87726684,0.62065774,0.77952653,0.6458415,0.2872694,0.7898929,0.63322326,0.50703837,0.49936674,0.67743298,0.82586391
15,1,0.56221828,0.76629024,0.62398156,0.71639287,0.86096687,0.6202799,0.6546203,0.66953205,0.71532577,0.82781725,0.59030331,0.72783293,0.74519673,0.86283784,0.6898747,0.6463757,0.70774648,0.54128321,0.77737789,0.64438349,0.57973019,0.96685424,0.54003011,0.74892584,0.31364628,0.65455237,0.48539955,0.84370178,0.63943882,0.66985013,0.60085307,0.87644271,0.57018468,0.74184772,0.97027666,0.67629502,0.70979864,0.81557233,0.83844231,0.59761801,0.7775837,0.68086509,0.68408202,0.45079725,0.6900805,0.60834955,0.55047584,0.83658043,0.59887836,0.74746358,0.68628988,0.26623738,0.76097724,0.68380619,0.54574662,0.42465764,0.6445329,0.75504097
15,2,0.57039042,0.74496738,0.6014687,0.54887102,0.80099466,0.60615438,0.6194889,0.70389955,0.67713064,0.82601853,0.56343696,0.67133687,0.70855073,0.872543,0.70432498,0.66094982,0.61778846,0.44174336,0.64699229,0.65956497,0.54764953,0.99553939,0.53027768,0.71523756,0.32701488,0.59512169,0.52278974,0.8513712,0.58857082,0.62201849,0.55727354,0.7291026,0.57027353,0.68354864,0.95350964,0.69883467,0.63006184,0.82072078,0.83013278,0.50898494,0.74497817,0.6823029,0.65015205,0.45001463,0.62465593,0.58774692,0.50794541,0.71247861,0.5147882,0.68704475,0.68939406,0.28217891,0.73721553,0.67135252,0.54274358,0.35209372,0.59640942,0.72561454
16,0,0.55361136,0.68581048,0.54835978,0.37009437,0.64730491,0.56219576,0.48423237,0.71686664,0.62621751,0.78217466,0.51782013,0.56489216,0.63685471,0.86805897,0.68603476,0.64266487,0.50567443,0.32282566,0.44724936,0.71250877,0.47233808,0.99471589,0.51042155,0.63889408,0.33530579,0.3890917,0.56079626,0.87779121,0.51543967,0.56596779,0.49434841,0.48443624,0.56396522,0.61750832,0.90679064,0.72199083,0.49127953,0.81451442,0.79891167,0.4195989,0.68130277,0.6883537,0.60742897,0.50047542,0.54106076,0.54710183,0.42033936,0.6451138,0.38901775,0.54009495,0.63107314,0.33798294,0.70709505,0.62785228,0.52712669,0.28484129,0.54665313,0.69757748
16,1,0.50833185,0.56822613,0.44388937,0.36571828,0.58107219,0.5215838,0.37295001,0.69439493,0.54558243,0.74161345,0.45346797,0.51560253,0.57892701,0.88452088,0.63904608,0.56813113,0.46130823,0.25020091,0.44283805,0.76908847,0.38915961,0.93398298,0.49855303,0.53365714,0.33086281,0.27793894,0.55567441,0.92237613,0.41193935,0.48805804,0.45514648,0.4585067,0.51919782,0.54189665,0.81030409,0.69890986,0.38655462,0.78637422,0.71357887,0.37520272,0.62374818,0.6970405,0.57327309,0.53064658,0.44613088,0.49216935,0.31158244,0.61906786,0.32150169,0.4557167,0.53107314,0.4341977,0.63943775,0.54899926,0.51749379,0.25622576,0.49102356,0.65924475
16,2,0.4135315,0.36756681,0.27930961,0.35730863,0.43095882,0.42359179,0.27459,0.58902125,0.3229434,0.53862757,0.30794947,0.42891133,0.4624578,0.8713145,0.55699272,0.34046337,0.41591278,0.22613091,0.43456041,0.7928175,0.26893799,0.73030469,0.43464369,0.30427797,0.2972562,0.26235876,0.4937376,1,0.27532771,0.30139509,0.34737344,0.47705537,0.36152821,0.44917792,0.56603917,0.57435531,0.24741557,0.6453417,0.51040003,0.35403997,0.45884279,0.68068536,0.49289252,0.49221036,0.28485458,0.3839849,0.19896717,0.53285292,0.21759773,0.36388528,0.38249588,0.46621128,0.52466533,0.43897837,0.44566381,0.25899628,0.34668562,0.45333096
17,0,0.3481189,0.41232377,0.13350129,0.19319119,0.22112192,0.38602225,0.29160904,0.31585533,0.26822145,0.3436685,0.21776719,0.31751113,0.48439629,0.58921376,0.40568917,0.23313786,0.4286227,0.33929358,0.41503342,0.63121133,0.43455847,0.32607741,0.31339077,0.27218382,0.24210248,0.28642981,0.44227827,0.96588268,0.19263799,0.27916932,0.3031485,0.48329052,0.40036809,0.45039147,0.4743922,0.47227276,0.21682258,0.47366528,0.33343138,0.43945844,0.33048035,0.66816439,0.25786776,0.33219719,0.17792781,0.31439943,0.19227591,0.40374307,0.26564848,0.29754162,0.29949831,0.29855552,0.30416332,0.36175618,0.39602539,0.31167577,0.28666937,0.37796936
17,1,0.34239574,0.42339903,0.19268868,0.18894093,0.20707965,0.33142385,0.46393993,0.21457833,0.34420039,0.3153566,0.2472884,0.26466963,0.51157081,0.50611794,0.29556892,0.26755432,0.42234561,0.48619572,0.40282776,0.50949161,0.57097529,0.36410925,0.32956674,0.35251261,0.25836694,0.36045741,0.44110938,0.82276657,0.20279884,0.32264031,0.3530587,0.46717802,0.54448816,0.51560971,0.43790107,0.40212014,0.4455922,0.37347486,0.30924868,0.48427454,0.34534207,0.68038581,0.23862195,0.43338209,0.20832251,0.31570847,0.24292881,0.38887449,0.33721551,0.27598205,0.2831857,0.18260529,0.27227577,0.30287755,0.35327629,0.34253938,0.27199838,0.43313146
17,2,0.34071872,0.44551448,0.2182783,0.19472213,0.2078037,0.31054416,0.54144767,0.19883442,0.38488812,0.32608148,0.28270176,0.25518658,0.51183476,0.54321253,0.27085186,0.30593155,0.41688109,0.55346079,0.42579949,0.53480258,0.59873357,0.38077134,0.33681833,0.3940345,0.27606612,0.39249239,0.45338623,0.73306684,0.20689435,0.41039541,0.375912,0.48512368,0.61687504,0.5637796,0.46741864,0.36483723,0.51132868,0.34058114,0.3283049,0.52270489,0.36989083,0.70141385,0.27488053,0.50180661,0.22320177,0.33541482,0.27988196,0.38939292,0.39201241,0.28975026,0.28567061,0.15348938,0.2839826,0.26760563,0.33500966,0.34698805,0.26909017,0.48324902
18,0,0.33275954,0.43145122,0.2339301,0.20046138,0.20286696,0.29771384,0.55721531,0.2181265,0.42473676,0.33828582,0.33954315,0.26318898,0.49293475,0.52382678,0.2604234,0.32281292,0.41209372,0.60710953,0.46673522,0.6142119,0.60200977,0.38186934,0.34585146,0.42415468,0.2853157,0.3984409,0.47192547,0.70430417,0.2085028,0.47375638,0.38393759,0.49971658,0.65932601,0.59470542,0.50461855,0.38224194,0.5476534,0.35954581,0.35194134,0.5499276,0.39291849,0.72813324,0.32083587,0.54629169,0.23024539,0.38144348,0.30787901,0.39499196,0.44222476,0.29064126,0.30014894,0.15293247,0.29508701,0.2670126,0.32215843,0.35890921,0.26649878,0.53942287
18,1,0.31880213,0.38233149,0.25205832,0.2114785,0.19571418,0.29407163,0.55730093,0.24687179,0.47386476,0.32864916,0.39239089,0.29172372,0.45520226,0.46628378,0.24908044,0.32164007,0.41830309,0.6669475,0.53326478,0.69413791,0.57836052,0.381986,0.3620358,0.45837848,0.29842645,0.41109844,0.48860159,0.71707725,0.21150712,0.50031091,0.38892693,0.53970838,0.67347845,0.62218634,0.55303712,0.4205774,0.56551451,0.43744975,0.40097907,0.56241674,0.40461426,0.751318,0.35294987,0.6028818,0.24163854,0.41403974,0.3309111,0.40425113,0.48648045,0.28515869,0.31331034,0.18339715,0.28844712,0.28971629,0.31378416,0.39312911,0.26028432,0.5952761
18,2,0.30701863,0.33989619,0.29257075,0.23255505,0.19496819,0.32561718,0.56581045,0.29095818,0.55464791,0.28404083,0.54031465,0.34790312,0.36647842,0.30092138,0.24165319,0.31828495,0.45049431,0.77090084,0.58506941,0.76781272,0.53684355,0.40817321,0.4314821,0.49766486,0.35239008,0.48382768,0.50803344,0.73157014,0.21149295,0.52199458,0.40454596,0.62773617,0.64447547,0.65599922,0.63959302,0.45539433,0.5919851,0.55712674,0.46524918,0.59180423,0.41395197,0.77594057,0.39459553,0.62764775,0.27048169,0.4275429,0.37359646,0.42965421,0.56158118,0.29689776,0.34249432,0.32013575,0.26668005,0.36128445,0.326122,0.45746062,0.25502031,0.63132882
19,0,0.32579414,0.33917374,0.35690395,0.26423628,0.19478534,0.41662031,0.58933676,0.35604217,0.61395196,0.28401835,0.63388549,0.39682472,0.32053895,0.28253686,0.25025768,0.33562776,0.49199621,0.822035,0.63960925,0.80327869,0.49803152,0.45960747,0.52540984,0.53391867,0.43790413,0.60451977,0.52094786,0.73514921,0.20826897,0.53562659,0.42503087,0.68198319,0.60271625,0.68899002,0.68786678,0.48774528,0.63771999,0.68872276,0.5365682,0.64997828,0.43522562,0.79852624,0.41430185,0.61055442,0.32509738,0.45152426,0.46582811,0.47914355,0.6359033,0.37190427,0.38766951,0.49477027,0.25491968,0.4660961,0.36102677,0.52787936,0.28212835,0.64612754
19,1,0.37130435,0.32919969,0.41723842,0.30008389,0.18418782,0.51208275,0.60874004,0.38121358,0.62141329,0.3433762,0.69693669,0.44497604,0.30010435,0.36040541,0.26338925,0.36067102,0.54277492,0.83856124,0.69352185,0.78618358,0.52316746,0.51585918,0.58214286,0.56000996,0.49831405,0.74266623,0.52751488,0.71908525,0.21289591,0.52069515,0.42695028,0.72547246,0.5680396,0.73491877,0.71456444,0.51020224,0.73416838,0.75181607,0.62496848,0.7210614,0.47149927,0.81362329,0.42070553,0.54624781,0.38327707,0.47413173,0.54697897,0.57113381,0.72040727,0.45394771,0.40272008,0.69253394,0.29580991,0.57435137,0.39355783,0.6065226,0.32260764,0.66607054
19,2,0.39341615,0.3314442,0.46361492,0.3284446,0.1796899,0.53958623,0.59307778,0.37460576,0.61264396,0.39385736,0.7211633,0.46389935,0.27050519,0.42204545,0.27575283,0.37880215,0.57197319,0.82605314,0.72100771,0.74472157,0.55611536,0.53704365,0.58874205,0.56956224,0.5302281,0.77553238,0.53249504,0.69582597,0.21400836,0.47786193,0.41964867,0.75213768,0.55834232,0.74972597,0.72253639,0.51466807,0.77282385,0.74737288,0.66146315,0.74261512,0.48494905,0.80924994,0.41608307,0.52880339,0.42464295,0.4593844,0.5671339,0.65488102,0.76505499,0.49326223,0.3908364,0.77128437,0.36099732,0.61605903,0.40943417,0.65286947,0.3413485,0.68212326
20,0,0.39299024,0.32025672,0.48354417,0.34793429,0.2090836,0.52887691,0.54486597,0.35923037,0.60810299,0.41864376,0.72300885,0.47052379,0.2481677,0.46143735,0.29292138,0.38570467,0.55231582,0.79727803,0.74407198,0.61009122,0.56482896,0.53608976,0.57013215,0.56216452,0.53861818,0.74163407,0.53729102,0.67652691,0.2020761,0.41427774,0.41954765,0.77776572,0.54722346,0.74762184,0.72449508,0.49498534,0.77853972,0.69845546,0.69470124,0.69264408,0.48082242,0.78103283,0.40895821,0.51669836,0.43521163,0.4318474,0.54735522,0.66761367,0.7489927,0.50748569,0.36978914,0.77823703,0.41073628,0.60647618,0.41364615,0.6543418,0.35348497,0.70193801
20,1,0.36922804,0.29907414,0.48284734,0.35956659,0.23914284,0.48719576,0.47129026,0.33864415,0.61113031,0.44003508,0.70268512,0.46474666,0.24040881,0.46748157,0.31768897,0.37898481,0.50484832,0.7521711,0.76675578,0.51354851,0.56325969,0.51349849,0.52084309,0.54670278,0.51564298,0.63858105,0.54251204,0.67719624,0.19170269,0.39135045,0.43533505,0.80130733,0.51393666,0.73552554,0.72799329,0.45214646,0.75485175,0.60817406,0.71031179,0.61472632,0.46101164,0.75964534,0.40884525,0.52119661,0.41965723,0.39560116,0.49722612,0.62648141,0.68311009,0.49983741,0.36348671,0.742882,0.4435676,0.5717299,0.40179961,0.6158078,0.35704305,0.72084076
20,2,0.31362023,0.31826471,0.46798885,0.36115344,0.31253565,0.41646384,0.38241454,0.31170723,0.60685258,0.49991006,0.66566826,0.44293906,0.29763673,0.454914,0.36449576,0.36105557,0.47630688,0.68120544,0.77352185,0.54507878,0.57018377,0.50629289,0.4352459,0.52893704,0.45282645,0.40705128,0.54149901,0.70519662,0.20384752,0.44029018,0.49327646,0.81434446,0.47424002,0.72802897,0.73466961,0.40522517,0.71069447,0.55607589,0.71532272,0.54353461,0.41983261,0.73286604,0.42531063,0.53570802,0.40818619,0.34353441,0.41392106,0.52839442,0.54840466,0.46397633,0.38555303,0.63600766,0.46359438,0.53121504,0.38230748,0.55694609,0.36869212,0.74086213
21,0,0.31274179,0.35344743,0.45638937,0.35413492,0.33843341,0.36962796,0.45531845,0.28801851,0.60760941,0.55045418,0.6261478,0.4236734,0.43047081,0.4860688,0.396635,0.37847529,0.47156013,0.63835386,0.76375321,0.59684889,0.61545874,0.53572605,0.32684844,0.51784669,0.39420165,0.30874076,0.53532871,0.75500604,0.24466804,0.51050702,0.54246268,0.81248719,0.49390747,0.72550401,0.74332749,0.41037516,0.65626288,0.57532971,0.71232877,0.51656531,0.38912664,0.71693027,0.43286124,0.5563268,0.4219813,0.33021994,0.35519734,0.50480585,0.4557062,0.4128512,0.40640433,0.55135747,0.47093039,0.5031269,0.37281811,0.49778358,0.40014622,0.76658354
21,1,0.37156167,0.42177176,0.45767581,0.35150647,0.33152198,0.36941064,0.60455114,0.26732088,0.62876769,0.59731091,0.60423569,0.44556659,0.59281812,0.53872236,0.43027486,0.4368583,0.48944339,0.60600778,0.75592802,0.66696434,0.70190653,0.60195581,0.27346102,0.52273492,0.35763306,0.34850065,0.53073817,0.82109324,0.28415645,0.60998884,0.60444494,0.80954448,0.57502697,0.72278332,0.76161878,0.45846177,0.67058031,0.63691375,0.71733969,0.54813206,0.39604076,0.70692547,0.43755322,0.62415155,0.43635419,0.35340527,0.31799336,0.48452486,0.41236524,0.40556061,0.40820726,0.49141142,0.51222892,0.50506099,0.37668231,0.44284018,0.45861089,0.79173495
21,2,0.39015972,0.47603283,0.48094983,0.36230689,0.32180941,0.39973922,0.63256273,0.28154782,0.63169628,0.6461912,0.60639891,0.484329,0.65164815,0.60207002,0.45550728,0.4675447,0.52871073,0.59976669,0.7580874,0.71971678,0.7635763,0.66721795,0.27307628,0.55183386,0.35484959,0.37052912,0.5415911,0.83812401,0.33332389,0.68559471,0.64855764,0.80971333,0.61869645,0.73515365,0.77021568,0.50357868,0.71143174,0.71880951,0.73476763,0.62447147,0.41969432,0.71633118,0.45008254,0.64596987,0.45869904,0.39133204,0.32576909,0.49185546,0.42990853,0.4371423,0.39680959,0.47235468,0.57895582,0.53347261,0.39127243,0.40598433,0.50194151,0.79807624
22,0,0.42004437,0.51428772,0.52150515,0.39368752,0.32022234,0.44008171,0.61694,0.31616387,0.61044752,0.69021495,0.62517964,0.54572064,0.67933215,0.68968059,0.48910166,0.48416651,0.5875948,0.60336358,0.76298201,0.8099764,0.79585656,0.73407906,0.29122616,0.59876705,0.35625124,0.39136245,0.56678237,0.8286883,0.38374548,0.71374362,0.67605792,0.81212538,0.63206829,0.75864161,0.7819526,0.53147884,0.7464801,0.7456097,0.74735272,0.68557776,0.45161572,0.72861251,0.46610479,0.64868344,0.51504804,0.42728345,0.34093692,0.54418581,0.48925188,0.47779657,0.3819942,0.45503829,0.64350067,0.57894063,0.40759039,0.38570411,0.55515841,0.80007125
22,1,0.44602484,0.54014168,0.55481346,0.4341489,0.34686609,0.47017559,0.5726668,0.38884128,0.56367226,0.73158557,0.64940625,0.61693769,0.68338346,0.75399263,0.53183104,0.49276101,0.65349404,0.60219054,0.77123907,0.85660522,0.79179572,0.81361515,0.31602543,0.65632978,0.35461818,0.41056063,0.60083593,0.81842521,0.4338624,0.70692761,0.69570098,0.82016957,0.61934378,0.79604619,0.80039631,0.53066687,0.76473759,0.75541293,0.75031515,0.70475673,0.49697234,0.74119339,0.48336954,0.63448654,0.58721111,0.45735598,0.38109923,0.59114521,0.55101819,0.5150039,0.37453163,0.42301601,0.69692102,0.63826403,0.44481921,0.37855616,0.59186028,0.80228001
22,2,0.50289264,0.59015922,0.61238208,0.50039846,0.44568858,0.49162031,0.47441217,0.47807679,0.51117144,0.76832449,0.68854852,0.67218418,0.67454423,0.80509828,0.61095392,0.51920784,0.69298483,0.56767984,0.77005656,0.84754736,0.75008603,0.87448531,0.33885915,0.71573572,0.33796364,0.45562256,0.62104704,0.82287813,0.50802097,0.69453125,0.70108879,0.82258162,0.58240147,0.82092386,0.8276046,0.5277949,0.76543523,0.76218351,0.75047273,0.67360266,0.55991266,0.73586149,0.54529499,0.6001536,0.66541158,0.48909723,0.45434157,0.63154129,0.58232604,0.56452263,0.39174571,0.38550296,0.72603748,0.69303861,0.47787469,0.37398084,0.63679123,0.80470253
23,0,0.55380657,0.68226135,0.67091552,0.58633345,0.69855189,0.52349618,0.49645656,0.56838361,0.47376604,0.80731181,0.72874972,0.70787402,0.68786447,0.83151106,0.67749596,0.57530283,0.71140303,0.54137395,0.74240617,0.80857307,0.69571202,0.89472962,0.33892606,0.74873902,0.29586116,0.52150152,0.63946585,0.8414056,0.59968115,0.71293048,0.69115501,0.79577168,0.55152631,0.8252202,0.85123085,0.54586121,0.71902648,0.77805205,0.78061182,0.61812192,0.60655022,0.70650611,0.63167087,0.56564511,0.742859,0.51675806,0.51853191,0.65494323,0.59016661,0.63363684,0.43286823,0.34761573,0.69149933,0.73630299,0.48974331,0.36239215,0.67657189,0.79736373
23,1,0.62024845,0.74510767,0.68486278,0.55379238,0.80991736,0.62168811,0.57898307,0.62578848,0.44369036,0.83892436,0.74152485,0.71540568,0.71548708,0.88120393,0.73802546,0.6448183,0.7093039,0.42808166,0.67909512,0.70791606,0.6209099,0.86316223,0.3225828,0.75882683,0.26766281,0.64509996,0.64687589,0.85420656,0.7076596,0.75697545,0.67128746,0.74444324,0.56175668,0.79128988,0.85748037,0.56851365,0.6158554,0.78446999,0.78890033,0.52143788,0.62283115,0.66007668,0.70001738,0.49497513,0.81556739,0.52282564,0.57769089,0.68345689,0.56076446,0.67052549,0.49444227,0.31184302,0.57395582,0.76069816,0.49849848,0.33406158,0.6847766,0.77185607
