,,pid1263-10,pid5667267b-07,pid9048-10,pid9049-10,pid9054-10,pid9055-10,pid9058-10,pid9059-10,pid9060-10,pid9061-10,pid9062-10,pid9063-10,pid9066-10,pid9067-10,pid9070-18,pid9072-10,pid9074f-10,pid9075-10,pid9077-08,pid9087-04,pid9088-05,pid9094-10,pid9099-10,pid9100b-14,pid9101-10,pid9103-05,pid9104-10,pid9105-10,pid9111-10,pid9114-29,pid9118-10,pid9137-06,pid9138-10,pid9139-10,pid9153-10,pid9166d-17,pid9167-10,pid9170-10,pid9173-15,pid9174-10,pid917803b-05,pid917807-05,pid9186c-10,pid918805-03,pid9192-10
65,1,0.77441853,0.81233671,0.57861192,0.59681825,0.69099425,0.81591089,0.62989479,0.54543519,0.45305446,0.64331643,0.68486132,0.84170586,0.72071053,0.77106799,0.42843431,0.56512565,0.80507812,0.67297155,0.79206714,0.73671145,0.6717463,0.68102728,0.56000958,0.56676322,0.75854273,0.73917351,0.53683348,0.61050544,0.59098052,0.65253806,0.5346529,0.6197365,0.82233585,0.40020149,0.62490683,0.76265693,0.45680061,0.75029295,0.48310883,0.5749179,0.66810788,0.62422728,0.5608366,0.77433653,0.66228623
65,2,0.7915668,0.82539986,0.63563802,0.64027984,0.68886523,0.81824425,0.65909232,0.56372174,0.49955446,0.70019018,0.72323512,0.81981812,0.7441288,0.78497761,0.55288942,0.612748,0.81966146,0.72771338,0.80345944,0.69715975,0.71991861,0.66630386,0.61840503,0.55817736,0.77159098,0.74624965,0.54837388,0.68060535,0.5347683,0.68479015,0.50436849,0.61558281,0.85067726,0.50615672,0.60637845,0.75792238,0.43128783,0.76457787,0.53665066,0.64994527,0.6853444,0.67418757,0.61099271,0.8013866,0.65736574
66,0,0.85218751,0.83088001,0.70814659,0.65393646,0.6431765,0.79277978,0.69364378,0.57469695,0.55653465,0.72998551,0.73994643,0.78200063,0.69888896,0.75770118,0.67399853,0.68010329,0.82617188,0.74631191,0.787091,0.61076957,0.75878762,0.64119577,0.71636687,0.52198455,0.76190169,0.76804416,0.56541031,0.7369233,0.52579584,0.70838925,0.49791001,0.65225857,0.8722189,0.66846269,0.62283037,0.72649545,0.45763282,0.86697171,0.61007946,0.71743414,0.71381743,0.72973097,0.68637558,0.82798204,0.65910591
66,1,0.88799621,0.84311476,0.75125231,0.64588624,0.59374069,0.76728009,0.68903692,0.5773179,0.59292079,0.74515486,0.75896483,0.78908749,0.62876056,0.74759126,0.7091915,0.73074258,0.84160156,0.7581138,0.75204499,0.57121787,0.7879043,0.61608767,0.7657479,0.48391266,0.75505458,0.7822672,0.59715114,0.75940347,0.55431162,0.70741752,0.50568806,0.71313603,0.87200131,0.75022388,0.65104888,0.70960039,0.52041022,0.98208805,0.63638295,0.7175436,0.72780083,0.75590832,0.71720276,0.84957663,0.68436844
66,2,0.90369403,0.85910916,0.77339837,0.63606306,0.55469449,0.75716298,0.67776879,0.56219286,0.59772277,0.7433436,0.75666638,0.81480088,0.59837669,0.77262858,0.64517763,0.74957486,0.85976562,0.75621707,0.7150818,0.56150701,0.7964639,0.59622037,0.77012516,0.46059863,0.75240618,0.76804416,0.61502584,0.7452248,0.57967092,0.69992134,0.49395132,0.73435877,0.85383235,0.70682836,0.66207007,0.64278329,0.58001009,0.99743318,0.63136872,0.66355543,0.7226722,0.75848692,0.70808346,0.85446383,0.70753075
67,0,0.88938495,0.83852673,0.75599789,0.62413149,0.54830743,0.74087347,0.66569134,0.53446544,0.54623762,0.71581235,0.73132291,0.83762935,0.6261127,0.79454471,0.37226555,0.75329092,0.84140625,0.735353,0.70039196,0.55763727,0.78509787,0.5990085,0.75569386,0.44965092,0.74749693,0.72120011,0.61607841,0.71809433,0.58034923,0.6507797,0.4667978,0.69334112,0.82429418,0.6349403,0.66473219,0.5747764,0.60093309,0.94922158,0.60204819,0.61044297,0.7006556,0.73572851,0.67046637,0.83866568,0.70423042
67,1,0.86775159,0.78136749,0.71157395,0.60539556,0.57866723,0.71231839,0.64981635,0.49869499,0.49370297,0.6880547,0.69557591,0.8531201,0.68039385,0.77636043,0.18481637,0.73830069,0.78339844,0.71775553,0.68329073,0.56663259,0.74735143,0.59850902,0.72854114,0.44568479,0.73522382,0.6560501,0.59877726,0.69426242,0.57487576,0.59761233,0.45864273,0.62588266,0.79122015,0.54417164,0.66345437,0.55422992,0.60330363,0.88025222,0.544257,0.55722105,0.65840664,0.67746837,0.63364227,0.79701085,0.6770477
67,2,0.85033587,0.74434461,0.65067229,0.59480569,0.64564616,0.67715946,0.63095312,0.45358742,0.44294554,0.6673157,0.65998445,0.85412355,0.72057747,0.71794002,0.13556622,0.69276312,0.74375,0.67460485,0.65391104,0.59280812,0.68728689,0.58554495,0.6898297,0.43987671,0.7148117,0.64491933,0.5775936,0.6835072,0.58256548,0.57368932,0.47512499,0.54883827,0.76315074,0.43936567,0.66089873,0.55332732,0.60476631,0.81373807,0.43725832,0.5103335,0.60470539,0.59045229,0.5861129,0.72682844,0.64662466
68,0,0.86540618,0.7431976,0.61670841,0.6116249,0.68188205,0.65174782,0.62117288,0.4464781,0.4755099,0.66604782,0.6465912,0.85299467,0.73494777,0.6575112,0.14877691,0.64924104,0.74192708,0.63661749,0.65849523,0.61107623,0.64121238,0.58274191,0.65742425,0.44809863,0.71300304,0.71539768,0.55315139,0.68427858,0.59518469,0.57743742,0.50641751,0.54713785,0.76244356,0.38952985,0.66989671,0.55316321,0.60987727,0.79331511,0.3685038,0.48988543,0.56529461,0.52974018,0.57709273,0.66079445,0.62892289
68,1,0.85689891,0.73899191,0.6418666,0.66375964,0.68635299,0.66470899,0.60772583,0.49825816,0.50678218,0.67347401,0.66441718,0.85117592,0.71345885,0.65127561,0.18688929,0.62093595,0.73678385,0.65927292,0.69140252,0.61645736,0.65041044,0.59503504,0.67528213,0.49192662,0.72779536,0.77094537,0.49700618,0.66342933,0.60491605,0.5976586,0.52765347,0.61285047,0.77403035,0.4020597,0.70280055,0.55316321,0.59426698,0.77847218,0.37088769,0.503138,0.56458091,0.48946114,0.57991773,0.65664602,0.63072307
68,2,0.83377396,0.74517301,0.67512523,0.7132589,0.69078135,0.70648058,0.59568574,0.53443267,0.51173267,0.68642456,0.69115182,0.8386328,0.6610006,0.70470892,0.25304272,0.61585312,0.74238281,0.71127503,0.73041922,0.61915888,0.68130218,0.6147607,0.69489091,0.52951575,0.74710936,0.79592414,0.4624543,0.61738907,0.60819342,0.60714451,0.51492501,0.66653686,0.789697,0.40657463,0.73964434,0.55281858,0.56273537,0.75498019,0.39789232,0.54810625,0.5946971,0.45477673,0.58992913,0.67687674,0.64434443
69,0,0.78843958,0.76186835,0.67235697,0.73875126,0.68703428,0.73043938,0.56595281,0.55782462,0.4905495,0.69412244,0.71217489,0.81411101,0.63187413,0.7566834,0.35242285,0.61727027,0.7610026,0.7528451,0.75525733,0.61548627,0.71521785,0.62632324,0.69974694,0.57035056,0.76622957,0.79019247,0.44928779,0.57112107,0.60294829,0.59927815,0.50111466,0.68957684,0.80552685,0.39534328,0.74688532,0.55573972,0.53158204,0.72177892,0.41948753,0.59665037,0.63985062,0.43426309,0.60811815,0.68932204,0.65436544
69,1,0.71571118,0.78321545,0.64139204,0.7457952,0.6739621,0.75149247,0.55223184,0.57426013,0.47360396,0.67007788,0.73797632,0.76450298,0.62556051,0.75844755,0.49524762,0.61956289,0.78242188,0.77950474,0.74517723,0.60811186,0.73668701,0.62489936,0.67078175,0.58426173,0.7699115,0.76457685,0.44992437,0.54288863,0.57715917,0.58868169,0.48785345,0.65972222,0.81928956,0.402,0.70162922,0.55622385,0.48511264,0.67189331,0.44235754,0.63621105,0.68504564,0.43374506,0.62610894,0.71318975,0.64644464
69,2,0.63573052,0.78378895,0.58981018,0.71436101,0.66208218,0.74389363,0.58746187,0.58687343,0.47097525,0.6090835,0.79141104,0.73126372,0.64437496,0.73151038,0.6206692,0.63475468,0.78196615,0.74567966,0.70248807,0.58836887,0.72504034,0.59408827,0.63756241,0.56294563,0.75686325,0.74752335,0.47762511,0.55793418,0.54338482,0.59913933,0.49247603,0.57286475,0.82255345,0.43680597,0.63449047,0.55479609,0.47436954,0.64483009,0.44244253,0.65445523,0.70379253,0.4663689,0.64087823,0.71239416,0.61290129
70,0,0.62377714,0.77709807,0.49695492,0.62451483,0.63700234,0.70193713,0.62721783,0.56803538,0.48483168,0.5592284,0.84120798,0.71633741,0.65082164,0.72750712,0.68386323,0.64325754,0.77389323,0.66880927,0.65755794,0.57527015,0.65045955,0.54388698,0.60814582,0.53249406,0.71694335,0.7795075,0.52323207,0.62193653,0.52425118,0.62495951,0.50163921,0.47831646,0.80911712,0.46417164,0.5911511,0.53155001,0.50083221,0.65476257,0.36359155,0.60975699,0.6686971,0.51575361,0.65653962,0.68488947,0.55410741
70,1,0.68138379,0.8125916,0.4989652,0.54152092,0.60983607,0.66195298,0.6894727,0.56869062,0.53430693,0.54360623,0.89838417,0.7508937,0.70081831,0.73999186,0.60938479,0.65270517,0.80976563,0.67175975,0.67399455,0.6067903,0.62638041,0.60000745,0.6303194,0.53634135,0.66836768,0.83611661,0.55743729,0.7059139,0.55657488,0.71583916,0.46719941,0.52843328,0.8125442,0.47477612,0.60025556,0.48051202,0.56665266,0.6956643,0.290167,0.51484346,0.64254772,0.63950316,0.678644,0.67789964,0.50931893
70,2,0.73555462,0.85209966,0.55090957,0.53208108,0.62269534,0.69319363,0.78011579,0.58299661,0.56262376,0.57738634,0.94815519,0.79178426,0.75790034,0.74603067,0.5678531,0.67859167,0.85032552,0.71427819,0.74145365,0.65684871,0.68032695,0.69949307,0.70856987,0.58721777,0.65060397,0.87383244,0.57464389,0.7271819,0.58423103,0.80574707,0.42146545,0.60896288,0.82287983,0.48392537,0.61175594,0.48051202,0.62383154,0.71028402,0.29688098,0.51116544,0.65673859,0.71766683,0.70877732,0.67164858,0.51711971
71,0,0.73875384,0.86439814,0.59111521,0.53835833,0.62205663,0.74182443,0.82114175,0.58114011,0.55217822,0.60863068,0.99187765,0.80382565,0.78018761,0.73096757,0.5590082,0.70088808,0.86549479,0.7475764,0.79686435,0.68131571,0.73114432,0.80840912,0.77518638,0.64799465,0.64976423,0.89272573,0.59144712,0.6760285,0.60038952,0.8403128,0.40223752,0.65660696,0.82549094,0.52202239,0.6028112,0.47784524,0.71831708,0.71067463,0.32147198,0.55908925,0.69496266,0.72427448,0.72820538,0.6405069,0.55482148
71,1,0.7142093,0.85930032,0.60638017,0.54765442,0.60140515,0.77301224,0.79929029,0.5736595,0.53292079,0.6108042,1,0.78814675,0.76621649,0.66903922,0.57278544,0.70857215,0.86614583,0.75179136,0.78838616,0.67651139,0.71683154,0.83345758,0.79098557,0.65500594,0.65758026,0.89902349,0.58661919,0.60609756,0.61409671,0.81551062,0.42953037,0.61642653,0.83147473,0.5604403,0.5791183,0.47784524,0.71656859,0.71324145,0.33317469,0.5987375,0.72564315,0.64665186,0.75432423,0.62271978,0.58570057
71,2,0.70408699,0.83368381,0.60201687,0.5489482,0.58207366,0.79551818,0.76660649,0.56350333,0.52143564,0.59101612,0.98747084,0.76883035,0.74406227,0.59385941,0.58562954,0.70176986,0.84986979,0.71570074,0.74145365,0.64048627,0.68020066,0.83509766,0.76991998,0.62051396,0.66274788,0.88338523,0.57790874,0.54696591,0.61807925,0.77881634,0.46456028,0.56808801,0.83011478,0.58949254,0.54791822,0.47784524,0.69058507,0.70369957,0.32927804,0.6150332,0.74391701,0.5386962,0.76869703,0.61527533,0.58249625
72,0,0.70122723,0.78098515,0.58169655,0.54746274,0.58752395,0.7755129,0.72383739,0.537414,0.51356436,0.5730393,0.9752009,0.76230793,0.70860222,0.58143574,0.54795708,0.67638723,0.80729167,0.69199157,0.7064758,0.55829439,0.62513857,0.81124199,0.73510704,0.57159091,0.6598411,0.87715822,0.57724694,0.53456509,0.61521827,0.69668225,0.49395951,0.52180685,0.81559049,0.57448507,0.54552231,0.47514565,0.65643914,0.67875677,0.3101517,0.58931621,0.73321992,0.37670515,0.78807553,0.61499119,0.5690069
72,1,0.70082604,0.71152743,0.57049829,0.54511476,0.60745156,0.66640838,0.67073398,0.50453205,0.51346535,0.58399746,0.94452605,0.76989652,0.6759364,0.64068395,0.43169366,0.64174592,0.74641927,0.70516333,0.65691036,0.44578709,0.5512243,0.76360519,0.70918542,0.53112745,0.64957044,0.88671101,0.56684104,0.61375992,0.61601075,0.59312387,0.47723137,0.5380906,0.78556275,0.52949254,0.57991694,0.46970542,0.62614324,0.66860108,0.32584881,0.54054587,0.70678838,0.29702195,0.77395054,0.63993863,0.55274527
72,2,0.72431103,0.67201937,0.57944898,0.54559394,0.6661699,0.62896892,0.67235261,0.50808125,0.53386139,0.6468484,0.87807829,0.80112888,0.70274765,0.72574298,0.35975472,0.59691377,0.71204427,0.74214963,0.6344666,0.41182097,0.48859188,0.74958998,0.71226318,0.52424985,0.65124992,0.87871497,0.55608219,0.70256391,0.62174614,0.55518023,0.45899516,0.63285306,0.77245281,0.50327612,0.60967948,0.46695659,0.62246133,0.69281848,0.40041644,0.5366927,0.72232365,0.341779,0.72260495,0.70580213,0.54507651
73,0,0.72421845,0.66322564,0.57993673,0.55024199,0.70010645,0.69848552,0.68953496,0.50795566,0.53910891,0.69751857,0.82635445,0.82671684,0.73368372,0.75973673,0.41793641,0.54823329,0.70507813,0.77460485,0.64213531,0.40713347,0.45018593,0.7103474,0.72279598,0.52045455,0.66520251,0.83993773,0.54722047,0.72456656,0.64364003,0.52861968,0.46670765,0.68808411,0.76967851,0.50171642,0.60307741,0.44266021,0.59081204,0.72161152,0.48378872,0.55232431,0.74086307,0.3871807,0.69356198,0.73586407,0.54172217
73,1,0.7068233,0.66201491,0.57600185,0.55867555,0.68716202,0.75416043,0.7079624,0.5143879,0.54123762,0.72405361,0.81904433,0.85707118,0.73195396,0.75335866,0.55130974,0.5207344,0.70292969,0.78656481,0.63434731,0.41192319,0.43519259,0.62217832,0.73551741,0.49879679,0.68703572,0.79712709,0.54278331,0.65773582,0.6589859,0.50460414,0.50530284,0.67004154,0.76859055,0.52092537,0.575977,0.40310987,0.52996806,0.77093912,0.51336421,0.5755601,0.74231535,0.41551071,0.65430936,0.74399045,0.53937594
73,2,0.68283425,0.66883324,0.55879251,0.55623173,0.6600809,0.7907458,0.72091141,0.53313312,0.54782178,0.70340518,0.84971917,0.87438068,0.71093074,0.72893201,0.70099313,0.50653146,0.71002604,0.74093783,0.62890252,0.42900847,0.44373816,0.53377069,0.74550304,0.4515003,0.71519928,0.76535522,0.53840287,0.59044226,0.65342512,0.49039841,0.53919351,0.61248702,0.76826416,0.52879851,0.54855713,0.40133749,0.48587761,0.81892752,0.49861896,0.59244691,0.71833195,0.45568615,0.6392427,0.73762573,0.52678068
74,0,0.65982245,0.69986618,0.51152781,0.54305429,0.62597403,0.77895571,0.72601631,0.56525063,0.55178218,0.63493932,0.84104381,0.86955158,0.68990752,0.7304926,0.77751116,0.52926875,0.74127604,0.66759747,0.6568848,0.46258032,0.48494352,0.52895482,0.75603584,0.425765,0.72211097,0.76231248,0.53429346,0.55202762,0.63542646,0.51052705,0.54578313,0.52132658,0.77571669,0.50120149,0.5272282,0.4232789,0.47871553,0.8296412,0.43198912,0.59019193,0.66472199,0.51339373,0.6649155,0.69921009,0.50240624
74,1,0.654679,0.76607405,0.49812813,0.52197039,0.57734724,0.70723783,0.72707464,0.61237305,0.55569307,0.54858721,0.76241251,0.84603324,0.67460581,0.7641471,0.67419849,0.58429174,0.80572917,0.64225501,0.70995228,0.5172094,0.59151056,0.65512151,0.78188906,0.49616013,0.69666042,0.79358902,0.54986764,0.56991625,0.60889859,0.58590533,0.49777067,0.44768302,0.80650601,0.45201493,0.50647428,0.42903914,0.54345999,0.79733274,0.33406705,0.56435087,0.5886556,0.60497991,0.75189572,0.62823209,0.49794779
74,2,0.68412011,0.83132607,0.53996836,0.49920935,0.55060677,0.70640134,0.728382,0.66151578,0.55475248,0.51535048,0.67312711,0.82772029,0.67500499,0.78993079,0.55646204,0.6625307,0.87324219,0.7012118,0.73919564,0.56701957,0.68135831,0.81228567,0.81718077,0.59065657,0.66998256,0.80455703,0.58192991,0.61679401,0.571182,0.66924252,0.4388001,0.50636682,0.83006038,0.46591791,0.51179321,0.4639616,0.6255464,0.77015792,0.33342965,0.55214916,0.57788382,0.68409905,0.81335184,0.61192249,0.52455446
75,0,0.70247194,0.85687886,0.57989718,0.48914658,0.55673834,0.77731795,0.72800847,0.67429289,0.54326733,0.50516211,0.64027478,0.83599875,0.69855632,0.79115212,0.52156235,0.7223027,0.90260417,0.73461538,0.72682345,0.5890406,0.69693398,0.88728194,0.82299432,0.63527926,0.66468574,0.79571186,0.61048784,0.62521305,0.54081263,0.67627597,0.39146791,0.59572949,0.8352826,0.51251493,0.53945267,0.4639616,0.70273201,0.75698901,0.36950665,0.55552799,0.60944398,0.68384579,0.81939832,0.63260783,0.54640864
75,1,0.72591579,0.85331039,0.60646586,0.48411519,0.57185438,0.87642863,0.72614082,0.64884788,0.52648515,0.51195436,0.6844552,0.84314832,0.72204112,0.76468992,0.55066987,0.74655162,0.90182292,0.78614331,0.66802999,0.5906177,0.66461096,0.88996571,0.808905,0.63553179,0.66487953,0.77519106,0.60989537,0.56711725,0.52024849,0.63240942,0.38772232,0.63899273,0.83452102,0.57192537,0.56421041,0.46630836,0.7221503,0.75442219,0.41235287,0.58762315,0.66033195,0.6078463,0.79313079,0.65982838,0.56290429
75,2,0.75390645,0.829733,0.61824413,0.48804447,0.58356398,0.94998679,0.72116043,0.59937753,0.49087624,0.51571273,0.73628273,0.84791471,0.73574612,0.69364907,0.56274745,0.72274359,0.87682292,0.80321391,0.60221541,0.56682243,0.60741598,0.84859102,0.78154709,0.5958779,0.65913055,0.75247665,0.58636707,0.48167793,0.50916723,0.55814169,0.42208835,0.63735722,0.81928956,0.62045522,0.57943776,0.46867974,0.71202925,0.75933263,0.43521863,0.62999343,0.69419087,0.48632999,0.73846459,0.66079445,0.56787279
76,0,0.78173252,0.798254,0.59211047,0.48612775,0.58360656,0.92480409,0.72682562,0.48720105,0.43470792,0.50620359,0.7614361,0.8502979,0.74998337,0.6167119,0.52843431,0.66139699,0.84309896,0.82249737,0.54023517,0.52909609,0.52937627,0.78283883,0.73483346,0.51612448,0.63993928,0.73648457,0.53680197,0.42021011,0.50230356,0.45703114,0.48125563,0.60018172,0.78278845,0.61849254,0.57906506,0.48351522,0.68943342,0.75230177,0.43611099,0.63711596,0.69739419,0.3878829,0.67591812,0.60652384,0.55378338
76,1,0.78327556,0.75708915,0.51135645,0.44629355,0.54192037,0.74831382,0.72358837,0.39865131,0.37770792,0.47450643,0.72743455,0.84973346,0.74951766,0.49805265,0.43556622,0.54686654,0.79824219,0.82523709,0.47603954,0.47746057,0.46155897,0.67985687,0.68798304,0.43887403,0.59343066,0.68523917,0.43419892,0.404665,0.51082606,0.37309703,0.52541595,0.54396417,0.69770984,0.5393209,0.51388564,0.48611635,0.62657196,0.71519446,0.41027068,0.60154711,0.63138589,0.34669445,0.62125192,0.53090868,0.49317132
76,2,0.76477971,0.71777226,0.46838914,0.3916479,0.47936981,0.5436559,0.70055407,0.36228022,0.36098515,0.4159482,0.66926467,0.8374412,0.69902202,0.40130954,0.33109378,0.44603515,0.75546875,0.82507903,0.42946489,0.41255841,0.4347155,0.60641867,0.66261542,0.3801025,0.54355662,0.60953864,0.37437287,0.40913165,0.52251847,0.35941881,0.52243259,0.52218328,0.61970299,0.48220149,0.39818443,0.48611635,0.59455279,0.63316779,0.3750563,0.55008392,0.57962656,0.34517492,0.60588789,0.50039211,0.45616562
77,0,0.72392013,0.62265341,0.43402979,0.34743399,0.41263785,0.45241701,0.68262467,0.32182483,0.36643069,0.3637294,0.58887065,0.80645971,0.61608675,0.29199349,0.24840365,0.35599924,0.65611979,0.82492097,0.38496933,0.35066443,0.41002596,0.53596988,0.62548389,0.35132204,0.47392287,0.50571044,0.32256397,0.40293124,0.50623909,0.33319143,0.49062372,0.51273364,0.54740793,0.41884328,0.28526781,0.49977845,0.57331036,0.54786005,0.33170866,0.47998249,0.53017427,0.33712832,0.59463746,0.46478377,0.42151215
77,1,0.64381603,0.47106353,0.39454258,0.24405098,0.36136257,0.44528485,0.64558302,0.26362892,0.40241089,0.2880864,0.46379504,0.74863594,0.51776994,0.25711766,0.22552823,0.27923411,0.49529948,0.82476291,0.31866053,0.27145152,0.34314881,0.4430744,0.51475959,0.33342989,0.41029649,0.44507501,0.29500819,0.36504555,0.45676293,0.28686317,0.39517253,0.50919003,0.48440951,0.38287313,0.23119476,0.56505293,0.52376429,0.42425088,0.26257171,0.42066701,0.44114523,0.2942822,0.54339099,0.43085753,0.37857186
77,2,0.58128195,0.38711527,0.34636831,0.20897024,0.36107728,0.41481905,0.55032684,0.21554548,0.4539901,0.32545734,0.36933379,0.61755409,0.44722241,0.36863211,0.21127774,0.21585942,0.4006901,0.82460485,0.28118609,0.21306951,0.24055988,0.37714328,0.42701594,0.29891563,0.37792132,0.38043447,0.30393294,0.34603291,0.38665547,0.26083476,0.26666667,0.49999351,0.44231083,0.35846269,0.23262698,0.57930582,0.43670982,0.36313822,0.21071262,0.40758958,0.3466805,0.23910716,0.45601427,0.36007274,0.37631563
78,0,0.55392908,0.45354617,0.30324282,0.21240596,0.40377688,0.27848904,0.44073959,0.22564705,0.50366337,0.44474733,0.30635963,0.43015992,0.43885304,0.51471706,0.20128641,0.23600176,0.46651042,0.8231823,0.29357532,0.15146028,0.22909563,0.48881765,0.38336639,0.25714498,0.39951554,0.41489527,0.30329636,0.4426315,0.31257891,0.27980658,0.25558561,0.55044133,0.4295436,0.44309701,0.28167927,0.64553212,0.38544048,0.40400089,0.17485658,0.38860833,0.29773444,0.2483855,0.3296724,0.2870262,0.42307231
78,1,0.60883028,0.53313579,0.35729634,0.28533231,0.48081754,0.38563881,0.43066675,0.33174074,0.58039604,0.52780293,0.42574959,0.44476638,0.43718315,0.60260551,0.28730254,0.34745859,0.55850911,0.82244468,0.34571404,0.20132155,0.36494773,0.60021619,0.47894809,0.291429,0.48437439,0.50118172,0.37821127,0.56303262,0.37937542,0.38024617,0.31054012,0.66205867,0.50835011,0.59391045,0.36152167,0.69878559,0.40539677,0.5052285,0.28369099,0.45384952,0.35099585,0.33137253,0.39892947,0.37616071,0.50381638
78,2,0.63862114,0.56680686,0.43940812,0.31017778,0.51573345,0.47853306,0.4508062,0.41463907,0.57871287,0.54740989,0.53455457,0.54886798,0.4446943,0.63212105,0.36118776,0.41584682,0.59690755,0.82223393,0.38542093,0.23003067,0.50237845,0.64107649,0.53510704,0.33750743,0.53809185,0.55411124,0.44120761,0.65392301,0.49386165,0.44232104,0.36889599,0.68821391,0.58477942,0.63926866,0.40554254,0.69878559,0.50694351,0.55660956,0.33908554,0.49694228,0.39525311,0.42138162,0.51484363,0.45565721,0.55763576
79,0,0.67380235,0.56748232,0.52665436,0.3169965,0.58986587,0.53550233,0.54081429,0.46220924,0.52118812,0.55198334,0.58606239,0.63399185,0.47767946,0.64489754,0.27691128,0.47320653,0.59961589,0.82218124,0.41980232,0.24441443,0.5953273,0.64476666,0.57643116,0.38989156,0.59129901,0.55384234,0.49880247,0.67178225,0.52303559,0.4420943,0.41746578,0.6584891,0.6335745,0.61527612,0.42271856,0.70035283,0.51258406,0.59639529,0.39279735,0.51088083,0.42818257,0.47794956,0.55013134,0.53328977,0.60036004
79,1,0.69729763,0.5337539,0.5401661,0.29353587,0.62720886,0.54093511,0.55856316,0.47282407,0.48197525,0.55777939,0.5831418,0.70830981,0.52135586,0.57746641,0.16136106,0.5107766,0.56104167,0.81406744,0.42506817,0.23098715,0.59438715,0.58205606,0.58498735,0.40632799,0.59829468,0.52204925,0.51847347,0.61803556,0.51131632,0.42291426,0.44367675,0.58613058,0.67100038,0.54574627,0.41049409,0.70035283,0.50874243,0.60225434,0.41309225,0.49176093,0.41843154,0.48928847,0.55285721,0.57083594,0.61188119
79,2,0.69701988,0.48491684,0.5264039,0.26285879,0.62444113,0.50637492,0.54866463,0.43620181,0.44490594,0.58195979,0.54406809,0.70241455,0.54478744,0.48411589,0.13194694,0.51284248,0.50840495,0.77866175,0.37659339,0.22532856,0.55219954,0.55501715,0.53221394,0.3858363,0.59440605,0.4653906,0.49786336,0.52104761,0.43813969,0.34192772,0.46526514,0.4773689,0.67872491,0.4269403,0.35487701,0.70035283,0.48718056,0.58261258,0.39055794,0.41541998,0.38355187,0.47542852,0.5288695,0.54768426,0.58163816
80,0,0.69423213,0.4522972,0.51460585,0.27041066,0.58739621,0.50726424,0.49398618,0.3853227,0.45817327,0.59712914,0.51039488,0.64490436,0.53988424,0.43096078,0.13615943,0.47834604,0.47101562,0.77687039,0.31624063,0.26012704,0.46364976,0.56767556,0.4497914,0.35324569,0.59647956,0.49171384,0.45601286,0.46281222,0.46331095,0.27744667,0.47103516,0.46939901,0.67524343,0.35324627,0.32710574,0.70035283,0.45455615,0.5483511,0.37701526,0.33383201,0.35833195,0.45813812,0.51935372,0.50888788,0.57054305
80,1,0.70558887,0.42424648,0.53892038,0.30021563,0.54481584,0.55214405,0.46922742,0.36751119,0.48885149,0.61709835,0.50132204,0.62065851,0.54460781,0.45722622,0.14580417,0.45671726,0.43940104,0.77123288,0.29961656,0.30185456,0.44053182,0.59726405,0.42573011,0.35027481,0.61553517,0.53296773,0.41735157,0.42214957,0.52234385,0.282694,0.45973281,0.55007788,0.69656748,0.36135821,0.35793313,0.70187905,0.42666443,0.5443502,0.3941104,0.31435452,0.35702075,0.44372561,0.52183179,0.49349889,0.57428143
80,2,0.70977564,0.41586695,0.58929607,0.33441468,0.52199276,0.60317866,0.47403349,0.39500382,0.47940594,0.63552798,0.48640802,0.65305738,0.59311423,0.51183336,0.18099713,0.45388298,0.43037109,0.76327713,0.30589639,0.33116968,0.47321967,0.6107276,0.43986047,0.37203654,0.65183128,0.54200396,0.41686625,0.36548634,0.59977166,0.32655592,0.43551348,0.6298676,0.73442855,0.3834403,0.38601853,0.70187905,0.40722091,0.55151498,0.4144053,0.32928556,0.357361,0.42582509,0.52485503,0.50126158,0.58517252
81,0,0.71086605,0.44359268,0.63917743,0.38837031,0.53472429,0.64009862,0.51296769,0.43506607,0.44010396,0.65441043,0.45346928,0.68623393,0.65611736,0.57396526,0.24040525,0.45381999,0.4589974,0.73234984,0.34784424,0.34804322,0.54556935,0.59982854,0.49666917,0.40287433,0.6928493,0.52862298,0.4232951,0.32706435,0.62934184,0.39006062,0.42502254,0.73189252,0.76766578,0.40441791,0.42122245,0.70753262,0.38449059,0.56492383,0.42464624,0.39124279,0.364639,0.40153565,0.52812608,0.53302267,0.60432043
81,1,0.71920873,0.48708979,0.67136831,0.43691121,0.59442197,0.65381703,0.57367241,0.47899421,0.42443069,0.66283282,0.42146375,0.70009407,0.72357129,0.61046275,0.33082717,0.46475405,0.50622396,0.72955743,0.38581288,0.34833528,0.62694871,0.55767854,0.57685521,0.42391563,0.71578063,0.4846377,0.44918694,0.3708566,0.61419745,0.43355698,0.43740677,0.83502077,0.78267965,0.43944776,0.4489671,0.72294248,0.35750672,0.58930863,0.43666341,0.47056119,0.38926141,0.37184726,0.52520196,0.56014093,0.60234023
81,2,0.74425734,0.51414006,0.67057738,0.43725143,0.66846924,0.65272519,0.59070535,0.50417167,0.47028218,0.66631951,0.36808088,0.67626215,0.77067394,0.61196227,0.42680797,0.44924734,0.53841797,0.72955743,0.39808282,0.33672605,0.67860801,0.48731176,0.65816292,0.41501783,0.69517473,0.39848571,0.45172696,0.40393036,0.55981867,0.44787377,0.46332268,0.86188993,0.76315074,0.4566194,0.46325737,0.72486256,0.35779254,0.6225099,0.43453873,0.54806247,0.40395851,0.33058974,0.52064232,0.53657442,0.56424842
