,measure_number,beat_number,pid1263-12,pid9048-12,pid9054-12,pid9055-12,pid9058-12,pid9059-12,pid9060-12,pid9062-12,pid9063-12,pid9066-12,pid9067-12,pid9068-07,pid9072-12,pid9075-12,pid9087-06,pid9088-07,pid9090-05,pid9093-12,pid9097-14,pid9100b-16,pid9101-12,pid9104-12,pid9105-12,pid9111-12,pid9118-12,pid9137-08,pid9138-12,pid9139-12,pid9166d-19,pid9170-12,pid9173-17,pid9174-12,pid917803b-07,pid917807-07,pid9186c-12,pid9192-12
60,21,2,0.78639401,0.91680455,0.92696379,0.94239883,0.87908562,0.76272696,0.81470845,0.9287491,0.97505167,0.99383878,0.97833371,0.98989815,0.8688381,0.96612569,0.87256379,0.94210891,0.99985287,0.97046661,0.89476838,0.99814229,0.96510836,0.99206716,0.74988308,0.99172505,0.93682471,0.78468243,0.90718135,0.81413101,0.81824881,0.94686403,0.9797836,0.84337656,0.90662692,0.96018273,0.7631929000000001,0.95914821
61,22,0,0.81195528,0.95163243,0.96388646,0.94244172,0.8539184000000001,0.81572915,0.85262452,0.96268956,0.98926344,0.97850908,0.99354534,1.0,0.8980615,0.98640571,0.90880123,0.94010361,0.99160117,0.99392792,0.92512056,1.0,0.98770339,0.97594502,0.7788468000000001,1.0,0.97414516,0.79859874,0.91462317,0.85506328,0.86472616,0.9240176,0.99775559,0.83374247,0.93823652,0.98673623,0.78305001,0.97722317
62,22,1,0.85845832,0.98692441,0.99146287,0.93759516,0.81937659,0.86688435,0.87777539,0.99398219,0.99764052,0.95442654,1.0,0.99937385,0.91244999,0.99902992,0.92806857,0.92012223,0.97151755,1.0,0.95637878,0.9858034,0.99888013,0.94860748,0.78419189,0.99459326,0.99534765,0.80774787,0.91420307,0.89056833,0.90999289,0.89625319,1.0,0.83149606,0.96760479,1.0,0.79669869,0.97582624
63,22,2,0.89033291,1.0,1.0,0.93191225,0.78259929,0.91239961,0.88238048,1.0,1.0,0.93210435,0.99697823,0.99325152,0.9162273999999999,1.0,0.92764864,0.89665545,0.94585515,0.98874815,0.97439719,0.96236411,0.99642081,0.92313347,0.76882475,0.97875216,1.0,0.80753118,0.90842966,0.89982501,0.93049451,0.86316195,0.98996717,0.82684113,0.98183835,0.99831283,0.80169171,0.96388416
64,23,0,0.90751748,0.99211025,0.98664113,0.92303403,0.73462655,0.94363364,0.87026049,0.99588114,0.99731129,0.89205643,0.98040989,0.98128513,0.91104205,0.98784772,0.91668108,0.86433192,0.8991405000000001,0.96422042,0.98008184,0.9276868,0.9790738000000001,0.89023952,0.73217746,0.94199291,0.99364434,0.79510762,0.89504639,0.89252111,0.92957339,0.80996585,0.96668565,0.81333951,0.98650585,0.98556819,0.79738852,0.94132879
65,23,1,0.91361523,0.95518383,0.94666358,0.90705754,0.68694226,0.94963637,0.83669648,0.97627644,0.98423353,0.84655632,0.94725266,0.96293204,0.89869679,0.96567998,0.8854828000000001,0.83088639,0.81433073,0.92434926,0.97221979,0.88156507,0.9420083,0.85373818,0.6810316,0.89171681,0.97447566,0.76859922,0.87441336,0.86475108,0.90907177,0.74858112,0.93506298,0.78666049,0.97968945,0.95797643,0.78697545,0.91054514
66,23,2,0.90603924,0.90138827,0.88282501,0.89172439,0.64264724,0.93332674,0.7925180000000001,0.94878173,0.96019973,0.81235178,0.91023085,0.94789058,0.87778369,0.92721743,0.86898204,0.78750985,0.73711056,0.88332463,0.94594476,0.82915921,0.92215806,0.81983553,0.62958509,0.83440204,0.94900216,0.73491597,0.85406839,0.8211813,0.86641051,0.68022221,0.89920273,0.75643817,0.96034937,0.91982038,0.76092634,0.87378194
67,24,0,0.88063195,0.79444288,0.78901567,0.86337415,0.58785989,0.88833919,0.72356818,0.89777742,0.91440016,0.76169287,0.82385348,0.91488562,0.8331415999999999,0.8547756999999999,0.82743374,0.69412017,0.63215586,0.80273352,0.90339033,0.74306224,0.86609868,0.76531432,0.56931917,0.7057116999999999,0.8884453999999999,0.66884962,0.79512201,0.7447946999999999,0.81214306,0.58711702,0.83917325,0.70507179,0.91062434,0.84651923,0.72641866,0.80008518
68,24,1,0.83338979,0.6313006999999999,0.63780776,0.81797517,0.50265914,0.80456472,0.58496009,0.78121908,0.84582884,0.70880908,0.68365984,0.86388935,0.74092134,0.76040219,0.72148803,0.5521736,0.46897338,0.56217898,0.83431244,0.56857484,0.78972794,0.66228992,0.52077905,0.41867634,0.81258421,0.52956614,0.76615894,0.52631179,0.66315762,0.48561878,0.71348653,0.6393005999999999,0.84125884,0.74157712,0.65976842,0.65352641
69,24,2,0.77364417,0.52195407,0.50725739,0.76794407,0.43265608,0.69117235,0.46186253,0.66816443,0.79146928,0.65514291,0.57082657,0.79687761,0.64825467,0.64665321,0.61998864,0.47480245,0.37364362,0.40841821,0.74820985,0.48736297,0.72152566,0.56832675,0.49792878,0.36162532,0.72983348,0.36986565,0.70843686,0.41406508,0.49896044,0.42008561,0.59511925,0.56125521,0.74243264,0.64719929,0.52988421,0.53277683
70,25,0,0.6516584,0.42447234,0.34203009,0.71902811,0.37941914,0.54915154,0.33496957,0.53991816,0.73548186,0.60064546,0.45398483,0.70530695,0.55809481,0.51213917,0.42887138,0.40435437,0.28625903,0.33394272,0.67080228,0.36569423,0.62572188,0.43864868,0.49458809,0.37215858,0.62402441,0.31246689,0.62936156,0.33937765,0.35644919,0.34012313,0.42096007,0.45937934,0.61509312,0.53665057,0.37427938,0.40308348
71,25,1,0.52265098,0.36313007,0.23758649,0.65904656,0.33041879,0.40182061,0.28284605,0.43852470000000005,0.65796646,0.53284761,0.36849138,0.59202983,0.47626243,0.38452059,0.32976805,0.31690897,0.23531431,0.32758771,0.55404063,0.27897803,0.55723414,0.35318254,0.49842988,0.38035111,0.49879242,0.28010786,0.54685343,0.31198803,0.30970866,0.28281468,0.35372839,0.36572487,0.47922732,0.41452526,0.23191262,0.31909709999999997
72,25,2,0.37140833,0.31920174,0.19331561,0.61409792,0.29676035,0.28328304,0.25665777,0.31840916,0.58249959,0.45280067,0.32452155,0.46421217,0.42832369,0.29600692,0.26971815,0.26985605,0.21003200000000002,0.34384522,0.40477861,0.22299665,0.50161393,0.2896685,0.4950892,0.33269595,0.36867929,0.26505995,0.49011559,0.30420228,0.30099745,0.23275696,0.30483720000000003,0.29407133,0.35826517,0.31059544,0.15132956,0.26916525
73,26,0,0.22850544,0.281448,0.22601100000000002,0.56957818,0.25118535,0.21914939,0.22219551,0.18901549,0.41958554,0.33221682,0.34906572,0.33860689,0.42949125,0.23529797,0.25331621,0.24049273,0.19220442,0.33790372,0.14403039999999998,0.20503417,0.4666125,0.23521567,0.46736153,0.17848842,0.22918775,0.25704242,0.40096984,0.29976414,0.32489407,0.17944062,0.23196101,0.22577582,0.25541846,0.18723719,0.11747393,0.25235094
74,26,1,0.18299714,0.229186,0.28180782,0.539062,0.20948638,0.22871419,0.1801045,0.14607505,0.26281711,0.36116476,0.41320123,0.24841376,0.4861352,0.23157495,0.28817034,0.23093414,0.17192462,0.28247149,0.11960397,0.23498922,0.48125865,0.21305842,0.41558094,0.13634056,0.13880514,0.24560601,0.33668215,0.27927265,0.34036898,0.16641816,0.12004388,0.19455303,0.22520679999999998,0.17936199,0.14034984,0.25703578
75,26,2,0.20534015,0.22246660000000001,0.31866444,0.53059124,0.20032811,0.24583189,0.16768088,0.17045388,0.22802846,0.50409525,0.43836208,0.23878499,0.51554747,0.24717496,0.29244374,0.24715319,0.15164482,0.29291808,0.14122169,0.27182239,0.5223425,0.20336462,0.41481259,0.18162037,0.16859031,0.24076660000000003,0.31013167,0.30311176,0.35989683,0.22182675,0.2012428,0.18816582,0.22545404,0.21079789999999998,0.17897676,0.27957411
76,27,0,0.22468048,0.25937286,0.34161727,0.53219961,0.20624132,0.26205907,0.16770619,0.20860681,0.24117938,0.65025305,0.42335601,0.24927645,0.53366185,0.256299,0.29224613,0.25608155,0.15235596,0.31583529,0.15282771,0.29159213,0.53795481,0.20052658,0.46361996,0.20288469,0.19354010000000002,0.24546155,0.3078031,0.32870077,0.39082033,0.26849358,0.23251373,0.18692682,0.23691021,0.22705446,0.21225261,0.29965928
77,27,1,0.25275169,0.31799104,0.3708945,0.54208574,0.23002037,0.28733983,0.17326012,0.23298831,0.27701059,0.74472507,0.40029190000000003,0.26465186,0.55593139,0.26634068,0.29933552,0.27360405,0.16632131,0.34669627,0.17337425,0.31503142,0.54324674,0.20493751,0.50497762,0.23979229999999999,0.2219728,0.26113546,0.31235221,0.36030027,0.44085059,0.31555721,0.24917928,0.19346457,0.25472526,0.24303068,0.24533136,0.32286201
78,27,2,0.27075852,0.37154445,0.40035337,0.55984217,0.26614866,0.33081020000000005,0.18555723,0.26908984,0.31388437,0.81531014,0.37916007,0.29078309999999996,0.58134304,0.2830812,0.31316849,0.28265177,0.19092927,0.37137634,0.20340494,0.34335581,0.54102896,0.22302576,0.58451928,0.25576527,0.24682852,0.28167285,0.32789601,0.3833532,0.48640682,0.34552209999999994,0.2548573,0.21575729999999999,0.27304866,0.25528734,0.28011826,0.34827939
79,28,0,0.27646515,0.42713588,0.42680692,0.58435376,0.29540825,0.36552384,0.19865137,0.31233785,0.33173596,0.84645852,0.36551072,0.32224356,0.59097543,0.30923416,0.34162488,0.27768627,0.22781054,0.38641508,0.22577817,0.36642815,0.53387058,0.25275683,0.63720184,0.25632572,0.25722639,0.31745076,0.34737676,0.39689584,0.52327815,0.37227647,0.25242865,0.24599352,0.28531818,0.26179723,0.29363554,0.35517888
80,28,1,0.27552277,0.45320634,0.4437821,0.58231648,0.32585769,0.3900625,0.21719823,0.32397229,0.33607082,0.8657978999999999,0.35679487,0.36258140000000005,0.5903058000000001,0.33575418,0.37393474,0.26364917,0.25133952,0.40084443,0.24177992,0.37624421,0.52065172,0.28375306,0.66309214,0.25670485,0.25776026,0.35472143,0.35286209999999996,0.39874718,0.53275259,0.38283392,0.22748895,0.28084761,0.28987014,0.25992836,0.31263858,0.34286201
81,28,2,0.26674879,0.45496186,0.43527799,0.5488409000000001,0.3386396,0.40084764,0.22031046,0.30837947,0.32268213,0.84738759,0.35204637,0.39004842,0.54837657,0.35915419,0.40024208,0.24612667,0.26179821,0.39929921,0.25103025,0.3771616,0.48332272,0.29792618,0.65965123,0.2746559,0.25133088,0.37475321,0.34869708,0.39144328,0.51125089,0.3721442,0.19874715,0.29786938,0.28333102,0.2465971,0.31194876,0.31969336
82,29,0,0.25872317,0.43827435,0.41924404,0.51774571,0.33418666,0.40394795,0.22114545,0.28053706,0.31445137,0.79496834,0.35636319,0.39697779,0.50644735,0.35868226,0.41296347,0.23922748,0.26307336,0.38315052,0.25475669,0.36931792,0.4510002,0.29144655,0.64084319,0.29064535,0.24383628,0.37720903,0.34526424,0.37830641,0.4812222,0.35197922,0.18849658,0.29377026,0.27385739,0.22500389,0.30687361,0.29441227
83,29,1,0.25135352,0.35665281,0.39548209,0.43975038,0.31433774,0.42228599,0.25290032,0.21433309,0.29692901,0.41500208,0.37539828,0.38491401,0.43404131,0.33955586,0.41553245,0.17096851,0.26672715,0.30791329,0.25633494,0.30074309,0.39645594,0.25330393,0.56537716,0.29377729999999996,0.23828397,0.36892666,0.34921321,0.33410261,0.4392452,0.27786061,0.15797936,0.24124595,0.24758538,0.19181851,0.28688511,0.23190801
84,29,2,0.25909889,0.28340529999999997,0.38111594,0.42235852,0.31132705,0.45046917,0.26729755,0.19546391,0.29749602,0.34859783,0.38316854,0.36578171,0.41082742,0.31278676,0.40515772,0.13110841,0.26892188,0.2552233,0.25722636,0.27962020000000004,0.33661975,0.22711186,0.53193693,0.29377729999999996,0.2519156,0.36261858,0.3631006,0.30663691,0.42624418,0.25079361,0.15418397,0.21797591,0.23344424,0.18832736,0.27276012,0.21063032
85,30,0,0.27572603,0.23915412,0.38240394,0.4258326,0.31671745,0.48351721,0.26799337,0.19223034,0.31179924,0.34092076,0.39217218,0.33811989,0.41918923,0.29621667,0.39700615,0.14182244,0.27690384,0.24205624,0.25949145,0.28698225,0.31457368,0.20403139,0.49442106,0.29377729999999996,0.27807296,0.36442433,0.37833231,0.30278208,0.41600653,0.25177962,0.16970387,0.20421491,0.2336522,0.2022089,0.27497742,0.20846678
86,30,1,0.29753626,0.22456516,0.41301871,0.44676288,0.33326723,0.51778558,0.27170021,0.20661424,0.33614398,0.44094276,0.40175139,0.31921022,0.44685016,0.28892793,0.403478,0.25216644,0.2939835,0.28083921,0.26511764,0.3316591,0.31272919,0.21076747,0.47618093,0.29377729999999996,0.3068514,0.37484952,0.39733295,0.32707768,0.41434849999999995,0.27763215,0.24613091,0.21502084,0.25229909,0.22817578,0.28903671,0.24277683
87,30,2,0.32518247,0.24470318,0.45243482,0.47153181,0.36160738,0.57655964,0.27239604,0.26046163,0.3797304,0.52815335,0.43704648,0.3224801,0.49811988,0.31932828,0.44401354,0.37200697,0.33005554,0.35714286,0.27701301,0.43128756,0.34472234,0.24733720000000003,0.48389791,0.29376082,0.33796873,0.38002600000000003,0.42139882,0.39291420000000005,0.42619154,0.30801789,0.33145183,0.24025012,0.29747216,0.26376992,0.30881169,0.29064736
88,31,0,0.33352838,0.28257799,0.48879605,0.47938067,0.390885,0.62146473,0.27286414,0.30765733,0.41398862,0.56343366,0.46282402,0.3447014,0.54520012,0.36822579,0.47276635,0.42705722,0.35772876,0.40432663,0.28575186,0.49426632,0.38523528,0.27763246,0.51332932,0.29372785,0.35899326,0.38200029,0.42971685,0.43478481,0.44571940000000004,0.34875667,0.3821687,0.26648912,0.33622164,0.28752012,0.32452985,0.32647359
89,31,1,0.33460626,0.33015859999999997,0.53559339,0.48118205,0.42910454,0.65797589,0.27750718,0.34943433,0.45250855,0.58541356,0.48775875,0.38072578,0.61054927,0.43626281,0.50757108,0.48275204,0.38796454,0.4441325,0.29656583,0.54144305,0.43811071,0.30633773,0.55051112,0.28980466,0.3842888,0.38407088,0.43427796,0.48215871,0.47632708,0.3923212,0.43420876,0.30067161,0.38751791,0.3030421,0.33824423,0.35873935
90,31,2,0.32552123,0.38199685,0.57581862,0.46584890000000007,0.46362833,0.70901565,0.31987652,0.38693199,0.47857259999999996,0.59558446,0.50181923,0.41136528,0.64904449,0.50711832,0.52706074,0.54661128,0.41133413,0.46994428,0.30131521,0.57825329,0.48209306,0.33386333,0.5822142,0.27787027,0.41187238,0.38431165,0.42784439,0.54028556,0.51014554,0.43198980000000003,0.49236232,0.33517832,0.43218263,0.31147796,0.34727765,0.39511073
91,32,0,0.30498907,0.44719319,0.60111627,0.42774120000000004,0.50267717,0.73536833,0.34715282,0.41073578,0.48949207,0.56812792,0.50280593,0.42657372,0.66800021,0.56372408,0.54153595,0.61185514,0.417293,0.48180552,0.2971796,0.58639512,0.49702466,0.34106102,0.60442975,0.27396357,0.43526122,0.38118168,0.40794354,0.58550379,0.53077875,0.47198307,0.53016548,0.36755442,0.46113499,0.30306806,0.35092387,0.41156729
92,32,1,0.26614518,0.47899431,0.58321637,0.36031824,0.50574195,0.73170732,0.3488987,0.42124689,0.48517550000000004,0.51172343,0.49353506,0.42135582,0.66130389,0.59803099,0.54232641,0.62882857,0.40646648,0.47255593,0.28196697,0.5783221,0.49023956,0.3192115,0.60229171,0.27238111,0.45158256,0.36343718,0.36671348,0.62179503,0.50827697,0.48433216,0.55783532,0.39050486,0.47220297,0.26691066,0.33681531,0.40710392
93,32,2,0.20575283,0.48886154,0.5071418,0.33186078,0.48427049,0.69636702,0.34916438,0.41806414,0.47182339,0.4294516,0.47267046,0.3928313,0.62648306,0.61507302,0.52251562,0.59268543,0.37445285,0.43629755,0.25471285,0.54598413,0.45642388,0.29445556,0.56581145,0.26461716,0.45201475,0.32438484,0.28702603,0.63024017,0.46940548,0.47982299999999994,0.57172049,0.39330709,0.46095014,0.22695323,0.31495442,0.38018739
94,33,0,0.16717071,0.46323500000000006,0.41394343,0.31268898,0.44560025,0.62344366,0.35106208,0.39720239,0.46421451,0.36248502,0.43192797,0.35259086,0.56734946,0.60773184,0.47432256,0.5231445,0.32049191,0.38434752,0.21348824,0.50908215,0.39261325,0.25494521,0.5288635,0.26453474,0.43452396,0.31001108,0.22162208,0.56863889,0.42658631,0.45873214,0.57240721,0.37735063,0.42726096,0.19666719,0.27642276,0.32061329
95,33,1,0.15241908,0.42534001,0.36724517,0.30762797,0.39223711,0.57047445,0.35603406,0.36414453,0.46163554,0.32744921,0.38269575,0.31578728,0.474099,0.58367636,0.42020107,0.45408102,0.28260523,0.34858971,0.1802572,0.47307463,0.33725654,0.22984733,0.50163693,0.2644688,0.41042329,0.31068522,0.20264545,0.5005199,0.399321,0.43045068,0.57160324,0.34133858,0.38617773,0.17769039,0.2491254,0.26698467
96,33,2,0.14619507,0.3734614,0.35330834,0.30805687,0.3482666,0.47993865,0.3564389,0.30928883,0.45817863,0.30573825,0.32554937,0.26608504,0.38599955,0.53708608,0.35350641,0.37744993,0.2469991,0.31104727,0.13659652,0.44007156,0.24808414,0.19637209,0.47567983,0.26440287,0.35606966,0.32067704,0.20059294,0.42489412,0.37971419,0.38404839,0.57321118,0.31116258,0.34590323,0.16498988,0.22304344,0.20253833
97,34,0,0.16845801,0.33506195,0.3792665,0.31667775,0.30427807,0.40602582,0.36437129,0.24486614,0.45120992,0.33365932,0.32143812,0.23625257,0.29702443,0.47868436,0.33278166,0.31912913,0.22232985,0.29672673,0.13506065,0.44874088,0.19491886,0.17903609,0.48820739,0.26432045,0.28923351,0.34229788,0.21803320000000004,0.36068068,0.37692449,0.33194652,0.58140158,0.26433534,0.32120246,0.17554119,0.21627659,0.18229983
98,34,1,0.24100274,0.3313693,0.41803861,0.32349724,0.2910815,0.32609377,0.36882456,0.18009842,0.44316207,0.45632136,0.34908627,0.25595536,0.24778077,0.37387588,0.36225082,0.28568359,0.22109148,0.31792461,0.17815286,0.49894499999999997,0.23785161,0.19707305,0.52498831,0.26425451,0.22715139,0.35517889,0.24960090000000001,0.30217342,0.37326631,0.31461931,0.59004422,0.21311255,0.31554138,0.20703421,0.22442309,0.24609881
99,34,2,0.31529673,0.35193107,0.44660579,0.31832901,0.31271521,0.26720427,0.36883722,0.18326513,0.45305727,0.58644043,0.40917220000000004,0.29679412,0.26287323,0.29438137,0.41113554,0.33815559999999995,0.22378891,0.35154958,0.22076575,0.5394936,0.31237786,0.24877332,0.56103428,0.26364461,0.20926401,0.34460924,0.29784067,0.29382973,0.36876596,0.32991439,0.60408013,0.20419639,0.31778271,0.23310492,0.23480332,0.31194208
100,35,0,0.34954267,0.38003955,0.46287092,0.31729965,0.33615172,0.24060423,0.36884987,0.20463238,0.46699468,0.66196426,0.44444673,0.32956253,0.26881407,0.27788993,0.42889608,0.37828547,0.22765115,0.37742666,0.24271518,0.55318563,0.36053227,0.26756253,0.60058796,0.25904558,0.21606203,0.33842153,0.3245832,0.31563998,0.36937127,0.35268866,0.61064585,0.21685271,0.32751051,0.24915122,0.24797569,0.35226576
101,35,1,0.3932432,0.42517858,0.47170528,0.32248933,0.37484,0.23092399,0.36887517,0.22787986,0.49058950000000007,0.72132711,0.48500421,0.38417655,0.27307223,0.28707952,0.43704765,0.46506243,0.23593963,0.40469661,0.27762677,0.55543324,0.4163501,0.29266041,0.6585154000000001,0.25858403,0.23696962,0.33772331,0.35606688,0.35969161,0.37781929999999997,0.39097446,0.60942315,0.23814266,0.34465548,0.2642631,0.27307219,0.39647359
102,35,2,0.43500354,0.48036644,0.46770918,0.34571422,0.41870234,0.2415772,0.36888782,0.25543609,0.51698279,0.76335542,0.52290994,0.44605388,0.2786525,0.33688157,0.43106983,0.51572012,0.2428426,0.42252111,0.30805202,0.53855328,0.46764454,0.32764015,0.72098617,0.25846864,0.26070929,0.34624645,0.3840097,0.40526489,0.40021581,0.42901977,0.59451628,0.26243631,0.35731781,0.27682604,0.30101009999999995,0.44172061
103,36,0,0.44547442,0.52792687,0.45510989,0.35553602,0.45883286,0.25973383,0.36890047,0.28898874,0.53006054,0.79240116,0.54879026,0.48437413,0.27357017,0.36973336,0.41731097,0.5303779000000001,0.24229086,0.43187952,0.32194944,0.50873813,0.49950594,0.34665162,0.74817933,0.25836974,0.26630228,0.35727356,0.39748899,0.42433618,0.41471695,0.45565389,0.57203872,0.28839741,0.35475299,0.28053782,0.31608771,0.45621806
104,36,1,0.43919189,0.56991808,0.41410856,0.36685896,0.48933639,0.28875806,0.36901433,0.31782075,0.52867046,0.79611745,0.56246017,0.52885846,0.2596281,0.44744501,0.37667663,0.51657953,0.2225015,0.42097589,0.33200351,0.43472776,0.50921148,0.35973056,0.75482729,0.25813896,0.24681836,0.36314826,0.39616867,0.42428546,0.42037529,0.46001876,0.52189133,0.32836962,0.32510744,0.26711831,0.32633654,0.4283816
105,36,2,0.41803455,0.56412688,0.38020773,0.36263429999999997,0.47981756,0.29372186,0.3644472,0.31190992,0.50156384,0.77814723,0.54852303,0.52535203,0.25760203,0.46860334,0.35108564,0.49072549,0.19832269,0.39379298,0.33901797,0.38257419,0.48444259,0.35434511,0.73291241,0.25807302,0.23243930000000002,0.3527953,0.38624224,0.40848571,0.41132195,0.44164542,0.4630008,0.34265864,0.30895605,0.24750039,0.32369221,0.39827939
106,37,0,0.38418897,0.5306105999999999,0.35725491,0.35171881,0.43422452,0.28714194,0.34797515,0.2950333,0.47573757,0.70655974,0.5091167000000001,0.50313074,0.25126629,0.46807897,0.31148877,0.44314737,0.17454849,0.34978672,0.34673389,0.31390762,0.43121583,0.34104392,0.6976348000000001,0.25800709,0.21462057,0.33993836,0.35695509999999997,0.37995486,0.39921573,0.39815305,0.37898633,0.33830477,0.2886455,0.21600997,0.31667898,0.34752981
107,37,1,0.31917711,0.42947657,0.37175317,0.33531342,0.34384972,0.2699253,0.28307377,0.21726979,0.41797597,0.36857290000000004,0.45256645,0.43734346,0.19640803,0.44968669,0.24738779,0.25763327,0.16563469,0.25781318,0.36370013,0.18050548,0.3352803,0.26580158,0.59036547,0.25813896,0.20091013,0.32233833,0.30160959,0.30460805,0.39426797,0.26828916,0.18209835,0.2869384,0.23164194,0.18252349,0.29964688,0.24301533
