,measure_number,beat_number,pid1263-06,pid9048-06,pid9054-06,pid9055-06,pid9058-06,pid9059-06,pid9060-06,pid9062-06,pid9063-06,pid9064-05,pid9065-03,pid9066-06,pid9067-06,pid9068-04,pid9072-06,pid9074f-06,pid9075-06,pid9090-02,pid9093-07,pid9097-12,pid9099-06,pid9100b-02,pid9101-06,pid9103-03,pid9104-06,pid9105-06,pid9118-06,pid9139-06,pid9166c-09,pid9170-07,pid9173-11,pid9174-06,pid9186c-06,pid918719b-02,pid9192-06
186,63,2,0.098455276,0.19979056,0.057636732999999996,0.21081749,0.057143438,0.10337461,0.16229872,0.08875187300000001,0.15010361,0.13307245,0.13877155,0.12214149,0.21768486,0.16390264,0.10639636,0.12235011,0.15940031,0.13067346,0.23651052,0.054069719,0.14570946,0.14564257,0.13246108,0.17137909,0.12619242,0.20376784,0.08981452699999999,0.12476136,0.067354434,0.14718509,0.076392563,0.19386068,0.23068442,0.16054479,0.17915421
187,64,0,0.12883681,0.12244859,0.16026404,0.21908618,0.065316899,0.11831182,0.19035952,0.1360345,0.095292061,0.19004357,0.17273098,0.19847351,0.18770032,0.12620056,0.16165077,0.13410065,0.20363707,0.15610632,0.22758995,0.13310970000000003,0.20800257,0.14250512,0.17290377,0.18610831,0.16749932,0.21133501,0.22160225,0.23131211,0.14103189,0.15632391,0.15484953,0.24994021,0.23130851,0.15008037,0.18645023
188,64,1,0.16010777,0.17260091,0.23997534,0.24272441,0.10273371,0.17040460000000002,0.25681566,0.17592285,0.11787981,0.22237373,0.24880056,0.24773962,0.27177255,0.18101772,0.20220439,0.15648838,0.28662773,0.22425734,0.22205703,0.17149675,0.26455889,0.18983626,0.24105234,0.21279597,0.2535071,0.30209908,0.32641878,0.29627675,0.22436027,0.17485219,0.23452176,0.30669564,0.23609320000000003,0.15194146,0.20862025
189,64,2,0.19724938,0.24032749,0.3203975,0.26397579,0.1161663,0.21490234,0.32352859999999994,0.21303149,0.15622329,0.23891399,0.29527833,0.27093791,0.32576263,0.21166856,0.24314831,0.18718122,0.32863707,0.24727546,0.23205703,0.19952967,0.32110718,0.24425024,0.28805102,0.23765743,0.30506833,0.37277498,0.36827217,0.35824047,0.27975801,0.1926671,0.2746981,0.34749966,0.23528188,0.16615346,0.23712943
190,65,0,0.21232014,0.26229056,0.31840998,0.24276703,0.10243267,0.22806069,0.34178928,0.23235223,0.17631136,0.23851057,0.28442542,0.26754734,0.32778004,0.20371652,0.26472246,0.18883623,0.29727414,0.23178528,0.23630007,0.21698714,0.34118592,0.26319617,0.30443632,0.26688917,0.31433614,0.40280227,0.36309179999999996,0.4017915,0.30710627,0.17602185,0.25113092,0.32858465,0.22198183,0.20098129999999997,0.26014524
191,65,1,0.19793174,0.23605293,0.24841869,0.22253857,0.079947929,0.22588943,0.32428512,0.18730482,0.16359927,0.22703728,0.24319764,0.25882137,0.29542016,0.14839826,0.23455478,0.18943805,0.22620717,0.19965835,0.22699253,0.21375017,0.3077776,0.22600452,0.24362221,0.31442695,0.27073038,0.30090259999999996,0.3072503,0.33562047,0.30901981,0.12901671,0.16811386,0.26118107,0.19510436,0.24014889,0.25304571
192,65,2,0.16482547,0.19911462,0.24576382,0.23602421,0.11488894,0.27193931,0.28365491,0.15392535,0.16431809,0.23747781,0.25087408,0.26430354,0.23647604,0.12478077,0.18069529,0.20684571,0.16037383,0.20801436,0.22848608,0.2058376,0.27609674,0.19710762,0.20113487,0.35232368,0.24185899,0.24318850000000003,0.22306651,0.25008671,0.34175214,0.16874036,0.10523289,0.23014132,0.21379239,0.29733525,0.25671081
193,66,0,0.18704926,0.16303313,0.41446395,0.27044583,0.15859572,0.36255668,0.2660397,0.18079594,0.17843544,0.28334678,0.28842909,0.29375459,0.20992435,0.17814829999999998,0.18141081,0.24673136,0.19626168,0.27196132,0.28236931,0.21834279,0.27108308,0.24835721,0.2476646,0.3627267,0.2702869,0.36219563,0.20463016,0.25382655,0.41074676,0.24715938,0.22520606,0.27554151,0.29140143,0.31137806,0.35650577
194,66,1,0.21923787,0.16186215,0.54409546,0.30173046,0.18078269,0.42846181,0.2731538,0.22159942,0.19274705,0.32035662,0.31725986,0.32954646,0.23301879,0.24051781,0.20510986,0.27816896,0.2571729,0.31427992,0.35446029,0.23941762,0.27428089,0.29636163,0.33705684,0.38980479,0.33669109999999997,0.45235097,0.24831388,0.32411443,0.46174691,0.29891388,0.28747364,0.30619651,0.36568893,0.34291515,0.48063221
195,66,2,0.24786174,0.18963252,0.64294937,0.34263064,0.18152307,0.47016045,0.33416158,0.26392432,0.22083927,0.35378409,0.35448399,0.37623661,0.28477996,0.29281155,0.24388552,0.31739261,0.32917445,0.31363136,0.40828921,0.26201411,0.29744496,0.34331574,0.42075596,0.41933249,0.34921712,0.53645046,0.28269069,0.40764254,0.48400822,0.32921594,0.32429557,0.32170079,0.42155884,0.37441841,0.57888936
196,67,0,0.26854434,0.22176314,0.70855941,0.37680505,0.18643723,0.51286188,0.38472376,0.2968691,0.26093123,0.38896240000000004,0.39530369,0.42229561,0.32336289,0.34174074,0.28267563,0.34499361,0.40030374,0.31465053,0.45101833,0.27018951,0.32567090000000004,0.39121243,0.47670231,0.44614609999999993,0.35470178,0.60657011,0.31765541,0.47836774,0.49239929999999993,0.35224936,0.37075906,0.35760708,0.46286665,0.41054902,0.6394276
197,67,1,0.27453264,0.25038081,0.75163209,0.40073309999999995,0.20477585,0.55707185,0.41223626,0.32629062,0.30102318,0.42054220000000003,0.43472267,0.46423015,0.35650370000000003,0.38487741,0.31782307,0.36610998,0.47179128,0.33451271,0.49623218,0.26881311,0.36447051,0.41850695,0.52907522,0.45960957,0.37141823,0.63641898,0.35494964,0.54909294,0.49453867,0.37391388,0.42088365,0.40668837,0.48863463,0.44634126,0.69210594
198,67,2,0.26932082,0.26319497,0.77992166,0.42622112,0.23353673,0.57998779,0.42189062,0.33802719999999997,0.33509908,0.46203808,0.46778872,0.49515632,0.37369235,0.42575315,0.34607546,0.39046867,0.50477414,0.36215762,0.53272234,0.26354268,0.39081633,0.43723742,0.56564434,0.45914987,0.40552991,0.63390008,0.37605937,0.62251746,0.48778777,0.38482005,0.47409431,0.48221323,0.50119964,0.47371627,0.71695002
199,68,0,0.26333251,0.26661272,0.79892645,0.44723382,0.25162314,0.59291943,0.42302887,0.33819879,0.35556275,0.48831693,0.48597615,0.50708205,0.39467176,0.4474915,0.36392021,0.40778605,0.5067757,0.39694829,0.58039375,0.26301009999999997,0.40710268,0.44038834,0.57717126,0.46100126,0.42615621,0.61011755,0.38789546,0.66448509,0.47551018,0.38894602,0.50460035,0.53397735,0.51884058,0.50071906,0.72987612
200,68,1,0.26395605,0.27428599,0.82279124,0.47718012,0.26238711,0.59656435,0.42670738,0.33745524,0.37326124,0.51485396,0.50196874,0.51875826,0.42179289,0.45686930000000003,0.38107112,0.42098849,0.49177570000000004,0.43993862,0.6108554,0.26969844,0.40907119,0.43738554,0.57113112,0.48075567,0.44104444,0.59833123,0.39084616,0.69063381,0.4728954000000001,0.39661311,0.52468852,0.56573461,0.53463005,0.53272989,0.72803076
201,68,2,0.27306204,0.29025133,0.83889453,0.50155997,0.2773981,0.57417161,0.44228207,0.34203091,0.38667919,0.5449411,0.51695766,0.5342140000000001,0.4482063,0.45993557,0.39890142,0.42350861,0.4711838,0.47031675,0.63670061,0.28517084,0.41030853,0.4378299,0.56059839,0.51080605,0.45243008,0.62412888,0.38710787,0.69140289,0.47904014,0.40870823,0.5456105,0.61203947,0.5416892,0.56869977,0.70121316
202,69,0,0.29327404,0.32295316,0.84128826,0.52402182,0.3043121,0.51634984,0.45759994,0.34384974,0.39503303,0.56718574,0.53306054,0.54337296,0.45499878,0.46230388,0.41957936,0.4176183,0.44451713,0.49728415,0.65919212,0.30378337,0.41308051,0.44391629999999993,0.54715813,0.53615869,0.45621323,0.64987406,0.3814616,0.67695625,0.48995091,0.4187982,0.56597661,0.64716587,0.53909576,0.60809576,0.65110636
203,69,1,0.31121543,0.34178408,0.83149572,0.53189839,0.32370027,0.44500349,0.4695794,0.34360951,0.39156197,0.57661772,0.54502741,0.5431161,0.45272106,0.46183261,0.43423677,0.41257805,0.4266433,0.51024958,0.67219959,0.31617789,0.41061385,0.45107993,0.54126805,0.54049748,0.44833017,0.66722292,0.37987532,0.64851537,0.49474072,0.42158098,0.57409431,0.66414674,0.53160668,0.6191439000000001,0.58358821
204,69,2,0.33114507,0.36488005,0.8040765999999999,0.53237576,0.33788138,0.36340251,0.48471682,0.34287741,0.3798666,0.57135711,0.55870383,0.52997211,0.44965427,0.46565054,0.44812084,0.40636425,0.41030374,0.52638254,0.68275628,0.33421635,0.40897477,0.46490897,0.53731945,0.53388539,0.43793103,0.67792821,0.37983094,0.60102846,0.49206651,0.41541774,0.5744585,0.68059729,0.52554608,0.61902546,0.5153694999999999
205,70,0,0.34572171,0.38722391,0.75670971,0.53499275,0.34336506,0.3351151,0.50292199,0.3422025,0.37406424,0.55865741,0.57519274,0.52012329,0.44462702,0.47495675,0.47098873,0.39938313,0.41192368,0.55973131,0.69375424,0.34620279,0.4085409,0.48432619,0.53083849,0.52035264,0.44755181,0.70160579,0.38014155,0.55506462,0.48478077,0.40970437,0.56202799,0.70963012,0.52239789,0.61043059,0.44850918
206,70,1,0.34519229999999995,0.41944973,0.74307268,0.54476174,0.35175332,0.33826299,0.51781649,0.34577151,0.3827354,0.54724867,0.59150518,0.51704095,0.43920117,0.48595119999999997,0.49714513,0.40229444,0.4372352,0.57248827,0.69409369,0.35845898,0.40879801,0.49128784,0.53945789,0.52528338,0.45831297,0.72400294,0.38214935,0.5403766999999999,0.49188823,0.40931234,0.5559516999999999,0.75383448,0.53273698,0.60734286,0.39869287
207,70,2,0.34596878,0.45804455,0.73843029,0.56102634,0.37295582,0.36086502,0.53781233,0.35560919,0.40200104,0.54195579,0.60388013,0.52641274,0.42293988,0.50212969,0.52690807,0.41245016,0.48268692,0.56743297,0.6826205,0.36468391,0.41722642,0.4943849,0.56333708,0.54853904,0.46308263,0.74148825,0.38675290000000007,0.5445991,0.51009663,0.42017352,0.57030861,0.80036811,0.55270786,0.61384824,0.35156771
208,71,0,0.34909822,0.48635758,0.74735239,0.56480266,0.39558213,0.39377398,0.54924348,0.36163763,0.41969304,0.53751009,0.60896467,0.54122266,0.41161637,0.51568932,0.55084562,0.41861882,0.51978193,0.56402224,0.66346911,0.35456495,0.43660614,0.49870731,0.59925905,0.57049118,0.47368088,0.74668346,0.39238807,0.57382414,0.53065833,0.43793059,0.59558175,0.82011501,0.57265793,0.63114796,0.3603161
209,71,1,0.35146296,0.49184120000000003,0.77085449,0.55582644,0.4171589,0.43281304,0.55596197,0.36783766,0.42800803,0.52702921,0.60300881,0.54787172,0.4068901,0.52480463,0.56413703,0.41991274,0.53958723,0.55903642,0.63067889,0.33855997,0.45446729999999996,0.50072714,0.62708685,0.58188917,0.49031587,0.74891898,0.40288193,0.59167886,0.54720278,0.44974293,0.62360552,0.82334897,0.59767006,0.65074021,0.38961982
210,71,2,0.35543948,0.50019992,0.78173509,0.5388116999999999,0.42797169,0.46452738,0.55823848,0.37638271,0.42394768,0.51123931,0.58638755,0.53632027,0.40878549,0.52707749,0.56913125,0.41545174,0.54341121,0.53990966,0.59919891,0.32169733,0.47643420000000003,0.49921899999999997,0.64561996,0.58464736,0.50831749,0.7515848,0.41399698,0.59083438,0.55416761,0.44680591,0.63909335,0.81390706,0.61273143,0.66102699,0.41113199
211,72,0,0.35713361,0.51534653,0.78347599,0.5209786,0.42826458,0.47599407,0.5549069999999999,0.38129011,0.40712343,0.49392448,0.57766332,0.51156612,0.40614984,0.52906401,0.5727667,0.40309938,0.53126947,0.52389252,0.53166327,0.30980772,0.49833682,0.498438,0.63767586,0.58906801,0.51545841,0.75255038,0.41925500000000004,0.59537346,0.54805852,0.42917095,0.64894575,0.7901878999999999,0.63248041,0.65377718,0.43131141
212,72,1,0.34268638,0.53215918,0.78768316,0.51865996,0.43238955,0.47568887,0.53198917,0.36627049,0.37841601,0.45954494,0.57175157,0.4904007000000001,0.38825348,0.52673746,0.58584128,0.38107275,0.50394081,0.48647866,0.45177189,0.29667312,0.50419412,0.48613056,0.60725943,0.60913728,0.48349172,0.73788833,0.41796823,0.59130186,0.53386738,0.38517352,0.64008051,0.74527645,0.62640594,0.60774892,0.44234942
213,72,2,0.30860363,0.54284082,0.7951545,0.54315063,0.45365715,0.4524067,0.51835092,0.31519464,0.35483746,0.39932225,0.56572954,0.47550272,0.34919873,0.47691941,0.60914282,0.32997066,0.43977414,0.42928948,0.37461643,0.26785171,0.46610156,0.43827426,0.5464547,0.64729219,0.43880894,0.68724811,0.42349248,0.54900246,0.52454925,0.31399743,0.58792409,0.66033047,0.58122876,0.53708654,0.41602734
214,73,0,0.30440358,0.54727723,0.80255331,0.59430569,0.474103,0.41061214,0.5464256,0.28497237,0.35746665,0.32736808,0.58311183,0.47651549,0.31461808,0.40479031,0.63738797,0.2582487,0.38136293,0.41672939999999997,0.33358452,0.26800387,0.39764583,0.36445653,0.45472707,0.69256927,0.34773283,0.57861041,0.44189555,0.48320842,0.52175618,0.25271851,0.49273529,0.60147452,0.5122391,0.50389138,0.34140111
215,73,1,0.33830986,0.56094821,0.82612796,0.65152161,0.49736392,0.36790199,0.59418379,0.29706357,0.38533221,0.25730999,0.61711538,0.5006605,0.30353046,0.34987174,0.66812663,0.22717972,0.36714174,0.46145116,0.32062458,0.31724997,0.36818255,0.33665033,0.36752954,0.72884131,0.21334057,0.47897775,0.48046546,0.4323285,0.5277583,0.22549486,0.3472973,0.56281261,0.49262187,0.53344049,0.28142674
216,73,2,0.47528794,0.61599391,0.8468011000000001,0.73218822,0.51012123,0.37649111,0.65740561,0.41129503,0.43716488,0.26113442,0.6705968000000001,0.55186408,0.30675181,0.37391278,0.6990026,0.34044986,0.43198598,0.55709653,0.37221996,0.41986443,0.39448015,0.42778466,0.34559182,0.80327456,0.26605123,0.42848447,0.53601855,0.44004946,0.56564888,0.30203085,0.29937704,0.58709329,0.51646904,0.60138736,0.39330201
217,74,0,0.58254803,0.70579779,0.87160888,0.85943227,0.52346432,0.50432508,0.73813159,0.57958796,0.52767129,0.37189769,0.74514432,0.63927785,0.42565688,0.53984967,0.73807459,0.52648763,0.55493769,0.67485089,0.47135098,0.52178033,0.53013016,0.58372832,0.46831739,0.82877834,0.51559417,0.49312552,0.62374096,0.53704402,0.57833058,0.5073329000000001,0.46671459,0.69421943,0.63071909,0.73546231,0.56627937
218,74,1,0.70860834,0.75190404,0.90809517,0.93726025,0.55645594,0.60974887,0.81059134,0.72914355,0.63425074,0.47890108,0.76528395,0.7304418,0.52072724,0.6703454000000001,0.76561145,0.68796359,0.65079439,0.81411778,0.56070604,0.63233504,0.64588623,0.71932565,0.59304071,0.90686398,0.69208073,0.53509656,0.69764166,0.64842489,0.62231836,0.67390746,0.72322216,0.78253455,0.74384578,0.85305812,0.75768475
219,74,2,0.82000965,0.78915651,0.94167997,0.98312164,0.60400293,0.69401814,0.87472238,0.87851611,0.7356560000000001,0.61610457,0.77394201,0.85527668,0.60881803,0.80880511,0.79748482,0.84367712,0.75437695,0.91447102,0.64934148,0.7283165,0.75584927,0.85748142,0.72235978,0.96083123,0.85369717,0.55839631,0.74572925,0.74653537,0.67613535,0.80218509,0.8484378,0.89560868,0.84293738,0.92420269,0.90781717
220,75,0,0.88830457,0.82629474,0.95176266,0.99880658,0.64198194,0.77126788,0.90165186,0.9541404,0.82521694,0.70986768,0.77797876,0.89542052,0.6741967,0.9242379000000001,0.81049436,0.91732491,0.83738318,0.97174127,0.71357773,0.78385669,0.85384863,0.94216579,0.83413994,0.98343829,0.94687302,0.56592149,0.77574655,0.82654985,0.72204856,0.87872751,0.94246694,0.94175757,0.89459816,0.95601049,0.98436566
221,75,1,0.93337569,0.85547411,0.95074713,0.99028216,0.6654544,0.83461807,0.90630205,0.98508333,0.8846652,0.80491367,0.77425083,0.95435197,0.72100382,0.97387103,0.8153368000000001,0.95546528,0.89143302,0.97793734,0.77508486,0.79900401,0.90085168,0.99107239,0.91320578,0.97487406,0.97990768,0.54804786,0.78922439,0.85238189,0.755185,0.92037275,0.98801993,0.95820812,0.93571874,0.94805854,1.0
222,75,2,0.95992894,0.87399086,0.93783549,0.97059074,0.68626637,0.89675619,0.90005552,0.97086446,0.92209558,0.87582701,0.76940894,0.95589315,0.74361018,0.97303585,0.82140792,0.95162868,0.92928349,0.93873415,0.81765105,0.79478489,0.92021533,1.0,0.96773588,0.95881612,0.97031406,0.51698153,0.79004526,0.85435737,0.78153488,0.931491,1.0,0.94705044,0.93169683,0.91954995,0.99094404
223,76,0,0.97795268,0.87496192,0.9279704,0.95993521,0.70830689,0.94114057,0.90630205,0.93009529,0.92254889,0.92415685,0.77996404,0.9360046999999999,0.74147889,0.93539343,0.83514021,0.91439103,0.9402648000000001,0.89906769,0.84521385,0.80986305,0.91997429,0.96912367,0.97795911,0.94552897,0.94732555,0.53180101,0.79386121,0.86358633,0.8105352,0.93508997,0.98677401,0.9276155,0.92330629,0.91109043,0.98795387
224,76,1,0.99079989,0.86425171,0.92833309,0.95320092,0.75591083,0.96965469,0.92858134,0.89270067,0.90577645,0.95401,0.82555946,0.90987817,0.76013178,0.89739307,0.85711188,0.87858271,0.94587227,0.87445712,0.86917855,0.8541291999999999,0.91941186,0.93331897,0.96117051,0.93979849,0.92424654,0.59438497,0.81568088,0.88958424,0.86842887,0.94376607,0.96128043,0.91193445,0.93655086,0.92826326,0.99085861
225,76,2,0.98642337,0.8397658000000001,0.92818802,0.93708976,0.83329265,0.99276247,0.95731538,0.87104634,0.87935501,0.97410037,0.89039011,0.89233818,0.81696901,0.85724512,0.88638335,0.84397803,0.95771028,0.87300944,0.89232858,0.91471849,0.92479511,0.88625714,0.92983493,0.94937028,0.90212689,0.66212217,0.8444335999999999,0.92167448,0.9439960999999999,0.96086118,0.94319532,0.89849949,0.96539768,0.95254209,0.9755659999999999
226,77,0,0.9621525,0.81538462,0.92884085,0.92302447,0.89301115,1.0,0.98375902,0.87145815,0.84976039,0.981604,0.95197812,0.88617349,0.88107053,0.82634373,0.90625903,0.81178064,0.96549844,0.87312525,0.92124915,0.96092129,0.93732926,0.85095066,0.90471769,0.96297229,0.88372703,0.71329765,0.87069042,0.94881848,0.98571378,0.97551414,0.93799118,0.88920316,0.98280286,0.98164284,0.9519009
227,77,1,0.9270461999999999,0.79531607,0.93645728,0.90742477,0.95728582,0.98796652,1.0,0.88115856,0.81330139,0.98765532,1.0,0.88221048,0.95127308,0.81089304,0.91970223,0.76754683,0.96409657,0.87787365,0.9610998,0.98997095,0.94672987,0.81350318,0.8826299000000001,0.97984887,0.87231424,0.74012385,0.884257,0.96331036,1.0,0.98881748,0.94515047,0.89233313,1.0,1.0,0.92353695
228,77,2,0.8870222,0.7908035,0.95393878,0.89088739,0.98836547,0.95422044,0.98174625,0.90379666,0.7969175000000001,0.99427142,0.99698898,0.89431968,0.97055235,0.81113166,0.92548424,0.73794478,0.94587227,0.89582489,0.98458927,1.0,0.96207617,0.7903291,0.86739824,1.0,0.87457688,0.72371956,0.87947597,0.96974952,0.97460095,1.0,0.95379528,0.91385818,0.99895985,0.99382455,0.87945323
229,78,0,0.86092778,0.81507045,0.9632961,0.90196914,0.98250753,0.91149285,0.95148529,0.91217012,0.81168242,1.0,0.95707369,0.90694261,0.96599691,0.82186959,0.91934085,0.73667344,0.91004673,0.92639991,0.99606246,0.98761931,0.9832878,0.79036949,0.8709623,0.99439547,0.87607928,0.68794081,0.86704087,0.96423024,0.91625563,0.99363753,0.96166379,0.92661724,0.96865682,0.97267575,0.8580094000000001
230,78,1,0.8571042,0.85199924,0.96206296,0.92447362,0.96037751,0.89501221,0.9185869000000001,0.90640479,0.85014894,0.99927384,0.89065481,0.92022604,0.94712438,0.83833443,0.90242845,0.74588129,0.88652648,0.94869419,1.0,0.96361876,0.99292946,0.80966552,0.8847402,0.95661209,0.87399765,0.65793451,0.8517438,0.95314644,0.84534747,0.97101542,0.96846847,0.94112325,0.91491575,0.92284917,0.87466894
231,78,2,0.89995176,0.90549315,0.94414624,0.93154889,0.91164267,0.90190094,0.88430039,0.87286517,0.91769201,0.97773116,0.78979121,0.93116102,0.89937363,0.86756547,0.86506216,0.74557286,0.87211838,0.94209277,0.99260014,0.92391755,0.99172425,0.85152968,0.91278372,0.90724181,0.87066703,0.62156801,0.8365021999999999,0.93815692,0.74869558,0.93643959,0.95149511,0.96548712,0.86013453,0.85788004,0.8946603999999999
232,79,0,0.94781115,0.95220868,0.93195996,0.92975876,0.84582215,0.91096965,0.86736535,0.82190371,0.96179251,0.94924964,0.67985044,0.92066637,0.84177987,0.89512617,0.81837236,0.74060032,0.86479751,0.91638196,0.96965377,0.88974962,0.98441266,0.87789508,0.93610017,0.85516373,0.86849489,0.59617968,0.82103874,0.9193974,0.66419055,0.88926735,0.92641365,0.96550792,0.8375286,0.79627781,0.90217856
233,79,1,0.97691738,0.97191546,0.92833309,0.91347711,0.74941014,0.91114405,0.86021655,0.78200391,0.96930449,0.88671938,0.59758236,0.86430354,0.7970715,0.89781065,0.7567216,0.73513127,0.85630841,0.87631015,0.92437203,0.85329921,0.96906637,0.87816439,0.94072407,0.82802267,0.86123631,0.59161419,0.79647912,0.90526744,0.59880909,0.82512853,0.88809661,0.94088409,0.81402122,0.72509094,0.89184109
234,79,2,0.96048189,0.91382331,0.9104889000000002,0.85934703,0.64507363,0.88158354,0.83058023,0.69370503,0.92449165,0.82039697,0.51947235,0.79795978,0.75605629,0.85629064,0.66555363,0.70122621,0.80724299,0.79998842,0.85152749,0.78683082,0.92857143,0.84652052,0.90672482,0.79760705,0.82662684,0.5840995,0.7489129,0.85585029,0.54733352,0.73213368,0.82201457,0.8786798000000001,0.79675473,0.62761188,0.84029902
235,80,0,0.91899905,0.79007045,0.86471783,0.76404399,0.57610447,0.78822811,0.73188506,0.57693408,0.82074861,0.75233177,0.45035129,0.73726699,0.70479134,0.78888027,0.56752674,0.59150681,0.67926791,0.68388442,0.76021724,0.68341403,0.8408324,0.77464182,0.82606453,0.68041562,0.7710199999999999,0.5131927,0.68320983,0.73489361,0.49343333,0.6264653,0.74181522,0.79633346,0.77782401,0.51328145,0.72404955
236,80,1,0.85525712,0.67470487,0.70599159,0.60931719,0.52308193,0.6419864000000001,0.51669906,0.47180819,0.67225748,0.66569308,0.40391763,0.60119624,0.56245017,0.70971783,0.44975426,0.50538629,0.53054517,0.51873878,0.6167074,0.56230461,0.69811988,0.67079608,0.68002251,0.50378463,0.56814191,0.38718514,0.53335626,0.5158717,0.45208409999999993,0.44809769,0.65220433,0.70165441,0.76333125,0.35839607,0.51494233
237,80,2,0.80512712,0.59986672,0.51075729,0.48445998,0.46567407,0.54848273,0.36252082,0.43856599,0.57435565,0.52705341,0.3674435,0.53143256,0.42289921,0.62739366,0.40557242,0.46626796,0.40944704,0.40795645,0.50437882,0.4057961,0.59984734,0.5583459,0.49085537,0.34088161,0.44187709,0.33484467,0.41576075,0.42162170000000004,0.45009924,0.29398458,0.56656124,0.6089303,0.73212676,0.3,0.45636053
238,81,0,0.67876093,0.4489623,0.37236327,0.36888586,0.42116996,0.48373736,0.28139922,0.41135222,0.45422873,0.36821042,0.32757233,0.46646852,0.35140324,0.50604904,0.38418618,0.44218762,0.33766355,0.34701488,0.34216565,0.26568682,0.5822915,0.42321986,0.38837929,0.15543451,0.34313513,0.35717884,0.29995119,0.39016482,0.46329201,0.21332262,0.49431666,0.45153743,0.64495527,0.28370696,0.42390431
239,81,1,0.51731197,0.42180122,0.27732482,0.24103657,0.33408998,0.49444541,0.25762771,0.34002906,0.31864396,0.25215427,0.26393285,0.36792162,0.21644025,0.40858438,0.33099162,0.37331678,0.29718847,0.3410736,0.21297352,0.17084659,0.50753656,0.35531348,0.33468392,0.12287154,0.30862521,0.35638119,0.18139059999999999,0.41755010000000004,0.39706669,0.18183805,0.37821545,0.34605426,0.50689966,0.26794687,0.39053396
240,81,2,0.37168673,0.39821973,0.26628464,0.18507374,0.26568221,0.52321242,0.19494031,0.26305494,0.22453698,0.29786187,0.27121224,0.34942756,0.19893435,0.32421404,0.26285776,0.34949974,0.25167445,0.39550640000000004,0.1980516,0.15376262,0.37112325,0.36609932,0.27772463,0.13588791,0.31554892,0.32215575,0.12328615,0.39093390000000006,0.29505449,0.21257069,0.32195706,0.27302505,0.37296997,0.21037983,0.33861598
241,82,0,0.26150896,0.3164128,0.31233135,0.17274742,0.18198682,0.46422218,0.15765547,0.20429197,0.17669991,0.37861869,0.29511289,0.33714957,0.2039128,0.2509515,0.18521972,0.25763936,0.24965732,0.41877352,0.24875764,0.16792087,0.23481439999999998,0.37790854,0.23965485,0.2390806,0.28720246,0.27564022,0.13617607,0.33878727,0.28338305,0.26419666,0.29181522,0.24714299,0.26959989,0.17642331,0.27393422
242,82,1,0.26729726,0.26229056,0.37487306,0.19673515,0.16072736,0.41929717,0.18664631,0.21718391,0.21369641,0.45795546,0.33020834,0.35375018,0.23651672,0.26016823,0.25683724,0.2450237,0.29257788,0.40202675,0.30050916,0.20538802,0.25885425,0.39230313,0.29243106,0.29811083,0.28341931,0.33148615,0.22653858,0.35603879,0.34893091,0.30580977,0.33141652,0.25559703,0.26034256,0.2222147,0.31475438
243,82,2,0.26569724,0.28705255,0.47210939,0.23050038,0.18743796,0.3998692,0.26637979,0.26176232,0.24264344,0.54348878,0.37703906,0.38623954,0.3023672,0.30233848,0.32369905,0.29015271,0.33249221,0.40119868,0.35880516,0.24952967,0.28859071,0.42528008,0.3795348,0.35023929,0.29607204,0.38098237,0.27460398,0.39907709999999996,0.39541462,0.33897815,0.33055396,0.30777709999999997,0.26789404,0.27958718,0.36796241
244,83,0,0.2588854,0.32675171,0.55303206,0.28767369,0.21582459,0.39560516,0.32771377,0.29749826,0.26598239,0.61441827,0.42282197,0.4284603,0.36000163,0.34586888,0.37581671,0.33396524,0.37386293,0.41725636,0.39581806,0.27557062,0.29959023,0.47624690000000003,0.44465391,0.39343829,0.31646303,0.42267003,0.3145605,0.44843394,0.43271094,0.35989075,0.33782825,0.35696237,0.29923029,0.34911598,0.41812046
245,83,1,0.26159131,0.36142422,0.63152474,0.34689285,0.25191604,0.42425009,0.36698362,0.3280065,0.28210076,0.66595127,0.45651670000000005,0.46212388,0.39699829,0.38899362,0.41525007,0.36946513,0.42757788,0.43442006,0.43509844,0.28432009999999996,0.31935562,0.51790908,0.51790471,0.41498741,0.34751561,0.45828086,0.35382926,0.49721774,0.45901328,0.37793059,0.38207782,0.39421007,0.35874073,0.4275442,0.47400256
246,83,2,0.27212085,0.3866527,0.66032932,0.38512488,0.28327231,0.47152075,0.38027485,0.34686967,0.28976169,0.70116185,0.47087695,0.48174079,0.41504922,0.41401897,0.43824082,0.40097796,0.48178349,0.45333835,0.46101154,0.28434085,0.34042263,0.54282021,0.57388858,0.41789043,0.38546475,0.47168346,0.38167236,0.55883462,0.46831953,0.38428021,0.42442975,0.43946468,0.39769087,0.48705693,0.49915421
247,84,0,0.28545042,0.41164318,0.67009285,0.41484954,0.30313237,0.51900942,0.3790186,0.36299889,0.29527263,0.72132483,0.47507914,0.48370762,0.43517449,0.42739963,0.45569529,0.42523132,0.52667445,0.47410968,0.48953836,0.28582792,0.36391612,0.55687816,0.60663103,0.42021411,0.41957643,0.47827456,0.40150641,0.60336586,0.46139035,0.38847044,0.47950929999999997,0.46281989,0.43034464,0.52926148,0.50909013
