,measure_number,beat_number,pid1263-13,pid50534-05,pid52932-06,pid54293-09,pid5667267b-10,pid7992-03,pid9048-13,pid9050-13,pid9052b-09,pid9054-13,pid9055-13,pid9056-15,pid9058-13,pid9059-13,pid9062-13,pid9063-13,pid9064-04,pid9065-08,pid9066-13,pid9067-13,pid9068-08,pid9070-21,pid9072-13,pid9074f-13,pid9085-15,pid9087-07,pid9088-08,pid9089-15,pid9090-06,pid9093-13,pid9094-13,pid9098-20,pid9099-13,pid9100b-17,pid9101-13,pid9103-07,pid9104-13,pid9105-13,pid9111-13,pid9118-13,pid9130-01,pid9138-13,pid9139-13,pid9152-13,pid9153-13,pid915406-13,pid9156-10,pid9159-04,pid9160-02,pid9161-12,pid9165-04,pid9166d-20,pid9167-13,pid9170-13,pid9173-18,pid9174-13,pid9176-06,pid917803b-08,pid917807-08,pid917811-09,pid917812-05,pid917813-02,pid9181-07,pid9186c-13,pid918818-11,pid9192-13,pid9193-03
32,12,0,0.30016487,0.17829281,0.36969088,0.13214393,0.15033326,0.11915249,0.29832757,0.1752281,0.12201612,0.15364522,0.21295269,0.27604268,0.13235588,0.20233874,0.24850210000000003,0.20773698,0.27717112,0.23908646,0.27126576,0.24376455,0.3758268,0.46824117,0.20346021,0.15564396,0.14956184,0.4122471,0.24285243,0.19399428,0.23595143,0.18505197,0.27281654,0.23036631,0.22943786,0.39201394,0.26875408,0.19412620000000003,0.23754108,0.2877989,0.383248,0.24707072,0.24977465,0.30735543,0.35304,0.21270839,0.18462436,0.12233238,0.17165027,0.18065535,0.36840974,0.32990011,0.40660422,0.30412214,0.19069646,0.28914368,0.25124539,0.18900964,0.22604908,0.14006547,0.24537147,0.32652384,0.31855726,0.2458437,0.11729941,0.14811333,0.16151895,0.35468308,0.31172665
33,12,1,0.24900592,0.1706363,0.3793562,0.11783288,0.17832168,0.10377235,0.37288379,0.13770073,0.12749344,0.12254280000000001,0.19976636,0.21889231,0.12049639999999999,0.16419276,0.25387957,0.20775667,0.25397127,0.20121533,0.24461469,0.34545228,0.42280089,0.46855607,0.24921184,0.14002082,0.17665706,0.49189096,0.20115416,0.1613632,0.28300133,0.21218672,0.28074074,0.19807709,0.20472526,0.43576307,0.24582361,0.18597398,0.24641492,0.24616799999999997,0.359888,0.16019557,0.25761561,0.31907037,0.33048667,0.20012754,0.20343359,0.13392857,0.19120181,0.15861999,0.36955587,0.33798856,0.38216573,0.27807252,0.20654626,0.26400446,0.18457565,0.20598954,0.20434817,0.096309329,0.19916316,0.29340274,0.30233162,0.21282452,0.11393594,0.13538974,0.16405488,0.40025996,0.39021443
34,12,2,0.20545049,0.21839102,0.44385105,0.16287476,0.21444493,0.13174153,0.45617691,0.18342153,0.18159658,0.14377952,0.22318925,0.20202901,0.13135508,0.20400792,0.27056621,0.25234767,0.27238657,0.22242251,0.27969658,0.43604922,0.43907262,0.54854839,0.38554402,0.18511303,0.21459742,0.53853833,0.20663644,0.20009533,0.43450009,0.29191378,0.32574505,0.20438528,0.20987598,0.50567247,0.28597294,0.20895209,0.33312764,0.28342822,0.37888,0.22099806,0.3107736,0.38824525,0.3408,0.22240138,0.26184589999999996,0.15872042,0.26523492,0.16915864,0.40961932,0.39780817,0.40461627,0.29980916,0.25745156,0.29668479,0.18770295,0.22217683,0.2505715,0.12342881,0.17898375,0.32742601,0.30413675,0.22822759999999997,0.15655705,0.17134743,0.2120554,0.4271351,0.47439174
35,13,0,0.18609252,0.36926769,0.56629597,0.20629075,0.21769559,0.18461259,0.49875261,0.26008212,0.25473439,0.20717975,0.27640917,0.25534681,0.16356085,0.28460958,0.28866836,0.31021754,0.34048321,0.29393148,0.36595215,0.50581144,0.46061199999999997,0.62025346,0.50579585,0.25635039,0.21867318,0.58622481,0.24297609,0.26770257,0.50813887,0.36667304,0.36267011,0.23804925,0.24352313,0.52314286,0.37734951,0.24979397,0.41546046,0.36190768,0.38268,0.33988029999999997,0.38063839,0.4449786,0.39595333,0.26997358,0.31097377,0.2006135,0.34154702,0.22428783,0.48804748,0.41409175,0.45791838,0.35989504,0.32668957,0.40739697,0.27685424,0.285496,0.32725601,0.16789689,0.20761556,0.36135595,0.31693675,0.28190166,0.22122591,0.1918005,0.29688536,0.46666412,0.5243356
36,13,1,0.28429832,0.57981715,0.68876183,0.27379491,0.2529174,0.23999855,0.63633564,0.32911496,0.30998349,0.32349469,0.34564106,0.36812204,0.20686549,0.35491324,0.29665219,0.35611773,0.43489965,0.38306688,0.46138576,0.5486864,0.45775656,0.66380184,0.61089965,0.34851279,0.25495501,0.61376093,0.28227535,0.34021926,0.65800607,0.41937376,0.40625323,0.28057078,0.28339821,0.55834146,0.47348577,0.29952331,0.49843048,0.47494964,0.42046400000000006,0.514482,0.43221584,0.50054743,0.44731333,0.31818347,0.34338003,0.23579097,0.44243294,0.30631402,0.53767908,0.45514499,0.48034979999999994,0.45424618,0.37793499,0.51702156,0.43857934,0.35317045,0.41987851,0.22012275,0.29660365,0.41403447,0.33513162,0.33767864,0.29164776,0.20936154,0.38093504,0.49266764,0.66616758
37,13,2,0.33759092,0.64300764,0.73501508,0.30100663,0.27221919,0.26810583,0.67647814,0.34855839,0.33297077,0.33619392,0.40135076,0.42673029,0.22656125,0.40400792,0.29889155,0.36992814,0.45945020000000003,0.39907015,0.46288777,0.5739274999999999,0.45212240000000004,0.70510753,0.60357555,0.38540303,0.27536317,0.60832094,0.30685903,0.36878932,0.69717321,0.42927747,0.4229888,0.29571913,0.31627591,0.54878746,0.47796547,0.33014462,0.54954725,0.49075939,0.427496,0.57121302,0.45162684,0.52439534,0.46875333,0.34763597,0.36223733,0.24767748,0.47754628,0.34228202,0.53585755,0.46131316,0.4628596,0.49494275,0.40995204,0.57628251,0.50904982,0.40627554,0.45493566,0.25561375,0.32099526,0.44292469,0.33647863,0.36960782,0.30503048,0.2264199,0.40637883,0.47738359,0.70603711
38,14,0,0.37860537,0.64199996,0.70665787,0.310691,0.29063046,0.28434365,0.70261696,0.33815693,0.36896183,0.32657909999999996,0.43882886,0.44387916,0.22665132,0.37500943,0.31781756,0.30365193,0.47365167,0.4138907,0.44404106,0.60906219,0.45971701,0.76015361,0.58767782,0.40016359,0.29485385,0.57946048,0.33291014,0.39701621,0.67762284,0.43393278,0.42806202,0.30335857,0.35300081,0.53842509,0.45656556,0.35150683,0.58023342,0.38216694,0.42205600000000004,0.58210402,0.38162623,0.52870509,0.52374,0.33676779,0.35163439,0.23184706,0.50575548,0.34035571,0.47672943,0.4820192,0.43324094,0.47706107,0.44556308,0.59418201,0.55468635,0.49717274,0.45129886,0.25347791,0.314544,0.47109940000000006,0.32728205,0.39418228,0.26812065,0.26515211,0.36972495,0.44561511,0.73387519
39,14,1,0.39978664,0.59231234,0.62075898,0.29926071,0.29570039,0.29037651,0.68054372,0.34489964,0.41648053,0.31297963,0.45224153,0.44834298,0.21155925,0.32625424,0.35108598,0.24525052,0.47107391,0.4371615,0.44216167,0.61909711,0.47504262,0.80353303,0.60084583,0.41499851,0.30022349,0.5203643,0.34572135,0.41485224,0.6154335,0.42318092,0.42372093,0.31754111,0.37440029,0.53183275,0.45275782,0.37332956,0.58035415,0.33474643,0.446776,0.56081092,0.31463851,0.49147009,0.56347333,0.31322766,0.35174427,0.21232472,0.51458422,0.30980992,0.43366762,0.49532538,0.45715378,0.45789122,0.47880458,0.57700976,0.57103321,0.54913385,0.43022141,0.23928805,0.30344673,0.48800216,0.29604103,0.41011384,0.23882831,0.32465074,0.32843488,0.43619543,0.72562965
40,14,2,0.40932984,0.55347099,0.5216029999999999,0.27907357,0.2955802,0.29590057,0.67219695,0.36854015,0.4518015,0.33397285,0.45583382,0.44902683,0.19515612,0.31831384,0.37756141,0.22904813,0.45835632,0.46625612,0.46107631,0.61332724,0.48040402,0.8327957,0.64397347,0.44318114,0.30001764,0.48560543,0.35859852,0.42411821,0.57754696,0.40728908,0.42198966,0.33465588,0.38949941,0.52765854,0.47456836,0.39627535,0.57768462,0.3842428,0.44844799999999996,0.53561494,0.29463481,0.4687668,0.57323333,0.3173818,0.35519159,0.20480389999999998,0.50009776,0.29997452,0.44727794,0.50739986,0.49965593,0.44531489,0.49142319,0.55057328,0.57198339,0.57859127,0.44259452,0.25316694,0.28566031,0.51246448,0.27959658,0.41670887,0.23317346,0.35880663,0.32469601,0.43098861,0.70147051
41,15,0,0.40465522,0.47304007,0.42621679999999995,0.25645852,0.2930507,0.29849542,0.63981602,0.41898723,0.49851413,0.38529368,0.45971086,0.44856091,0.17858287,0.35653527,0.40513032,0.27683827,0.4422144,0.50369494,0.50579666,0.59336548,0.47597170000000005,0.85360983,0.69797193,0.50265467,0.29773569,0.47148591,0.36582852,0.43132507,0.56971163,0.39759582,0.42266149999999997,0.36221178,0.39790893,0.53759582,0.52671022,0.42843177,0.57636998,0.46225804,0.483968,0.49669561,0.31250232,0.44170399,0.56958,0.36375148,0.36693449,0.21660276,0.47471742,0.32366101,0.50441056,0.50966929,0.61844595,0.45115458,0.51382606,0.5354714,0.56086716,0.58891976,0.53469747,0.31203764,0.27428316,0.54464193,0.27487179,0.41120384,0.24526821,0.36993733,0.39275636,0.42864898,0.66808192
42,15,1,0.38631559,0.38841355,0.3747801,0.24152277,0.28669143,0.28577555,0.60824615,0.48849453,0.55162669,0.42127361,0.46393838,0.44272939,0.16988591,0.42237835,0.42273068,0.32036618,0.42468372,0.53003263,0.55178504,0.56417526,0.46689397,0.86336406,0.75341215,0.55304878,0.29171323,0.47815855,0.36065952,0.43460439,0.5891291999999999,0.39547859999999996,0.41645995,0.38479944,0.40195528,0.5492892,0.58043864,0.44927688,0.57762425,0.52351756,0.53352,0.46563264,0.33703772,0.44705882,0.55357333,0.42743008,0.3833196,0.23654141,0.44807845,0.37443816,0.55301883,0.50697314,0.67332505,0.45366412,0.52755575,0.53395794,0.54897601,0.57669554,0.60325314,0.37218494,0.27992275,0.56418898,0.29276581,0.3932134,0.26282154,0.3621948,0.45064048,0.42921477,0.63260788
43,15,2,0.36774319,0.33170884,0.35270587,0.22460922,0.27180398,0.263752,0.53282753,0.4862135,0.56911722,0.41161452,0.45552716,0.42562561,0.15701561,0.41965296,0.42346465,0.32391968,0.40057072,0.50260196,0.54465243,0.52633854,0.45101432,0.84247312,0.74311803,0.59022159,0.27635123,0.46406959999999997,0.34378401,0.42327931,0.59063745,0.38294114,0.38654608,0.37736883,0.39473159999999996,0.52941463,0.57904806,0.42410923,0.55966195,0.51087851,0.536496,0.44487904,0.34421189,0.44301782,0.50574667,0.45081534,0.39270018,0.2388475,0.41890389,0.39440453,0.58357552,0.48480264,0.69172322,0.42679389,0.51104838,0.51706087,0.51331181,0.53548782,0.59800975,0.39792962,0.28805329,0.55515689,0.28248889,0.3747275,0.25391607,0.34446403,0.48575329999999994,0.4219818,0.55311481
44,16,0,0.31860149,0.26595335,0.36279006,0.19724746,0.24043925,0.23252653,0.40769791,0.32969891,0.49782461,0.33957349,0.42724153,0.38856241,0.1316253,0.35934553,0.40357999,0.30372084,0.36052506,0.24196574,0.40729866,0.40971068,0.39704228,0.68928571,0.63942714,0.60673706,0.24348644,0.3759194,0.26116241,0.3106387,0.50811042,0.30021682,0.31258398,0.30922301,0.31815878,0.46307317,0.44287448,0.3400097,0.47739620000000005,0.4441009,0.486112,0.41827531,0.3550781,0.40854982,0.30128,0.42680149,0.38701415,0.19940294,0.39197776,0.37051419,0.57841793,0.44504898,0.56408296,0.37016221,0.40191377,0.45841578,0.32445572,0.41513319,0.50172648,0.40129296,0.26072293,0.45684095,0.24384274,0.3464977,0.19096451,0.3273208,0.48347097,0.3684456,0.42765628
45,16,1,0.26045,0.20129715,0.3775865,0.17457784,0.23297094,0.19920047,0.32041108,0.20668796,0.34888803,0.27730962,0.37438668,0.36361314,0.12353883,0.30870426,0.37306771,0.27534206,0.29859222,0.19594617,0.32043173,0.32443465,0.33783669,0.49446237,0.47375048,0.56696163,0.23492325,0.33484444,0.21692498,0.24393708,0.41057674,0.22972387,0.25898363,0.23871922,0.24027338,0.39103136,0.35437238,0.30875009999999997,0.41632571,0.37751598,0.383432,0.41166653,0.37623017,0.30755449,0.22878,0.35223649,0.35198462,0.16744632,0.31864117,0.30829129,0.48645108,0.38061294,0.45276689,0.29103053,0.32277814,0.41663500000000003,0.23028598,0.30266383,0.43970106,0.36297872,0.23588351,0.38326731,0.23885128,0.30939379,0.1510494,0.30052879,0.39929124,0.33636364,0.33435645
46,16,2,0.22006595,0.17078287,0.38646645,0.16980386,0.24076158,0.18576101,0.26427317,0.15023723,0.24548898,0.25354191,0.32131279,0.33806267,0.1243695,0.28924934,0.3524266,0.25437543,0.24495387,0.19247961,0.28401389,0.28444463,0.28980566,0.33969278,0.36915609,0.51571237,0.243657,0.31645647,0.19877164,0.21116301,0.35180231,0.19331675,0.24167959,0.17620291,0.19347334,0.35556098,0.31647224,0.31136786,0.40112013,0.32741526,0.331808,0.40654978,0.41744768,0.28551807,0.22662667,0.28984240000000006,0.31109051,0.16984553,0.23954298,0.22936350000000003,0.36103152,0.34651343,0.3810475,0.2373187,0.29153203,0.41252047,0.22647601,0.25665141,0.40290145,0.31626023,0.23454009,0.37701433,0.27857778,0.2857772,0.13004919,0.2604844,0.31676962,0.34907103,0.27560024
47,17,0,0.21034817,0.17195361,0.4108549,0.18405762,0.27113746,0.18477249999999998,0.26255865,0.13407847,0.17462368,0.26393890000000003,0.27479556,0.33758924,0.13053443,0.29019238,0.34774566,0.25122551,0.21812993,0.20919250000000003,0.29689033,0.30103924,0.27572451,0.25927035,0.33591888,0.48691999,0.27149327,0.32896640000000005,0.20384996,0.24959962,0.35259913,0.18509024,0.2428596,0.1449317,0.19543768,0.34096167,0.32570229,0.32327705,0.38883896,0.3007445,0.297112,0.40069122,0.48031117,0.27854086,0.27886667,0.27325317,0.2881335,0.17957932,0.20851103,0.18725985,0.30679492,0.32847444,0.39283188,0.2238645,0.30819813,0.42610889,0.28364391,0.25342376,0.38072896,0.28716039,0.2671462,0.39798204,0.30901197,0.28097681,0.12975479,0.20792532,0.26380779,0.39186482,0.27464841
48,17,1,0.26444574,0.18658508,0.45687777,0.20318084,0.30169362,0.19392354,0.32405573,0.18301095,0.15646305,0.29405254,0.23033002,0.39977455,0.13809047,0.31462656,0.34331935,0.26501624,0.23689717,0.27057912,0.3682844,0.36829066,0.28354074,0.26995392,0.33667820000000004,0.47241969,0.30414045,0.39647725,0.26471558,0.33734032,0.43523999,0.20554812,0.29500431,0.18044027,0.24278085,0.35073171,0.3915539,0.35536075,0.38214501,0.31526671,0.34882399999999997,0.40438338,0.55744891,0.29013636,0.35494667,0.31046734,0.27840956,0.19619851,0.22818476,0.19149977,0.22007777,0.35121715,0.44014145,0.25657443,0.36334365,0.46598965,0.43095018,0.28153293,0.43162817,0.27058101,0.33254034,0.4541448,0.39275214,0.30156563,0.15986899,0.17067502,0.24545159,0.47051762,0.33800332
49,17,2,0.30102803,0.23433063,0.50876477,0.20787298,0.33135927,0.19355284,0.35317187,0.26534672,0.19061863,0.33375885,0.19713055,0.47850004,0.13605885,0.36897397,0.33563511,0.29185943,0.28697803,0.33676998,0.43576874,0.45998503,0.31734572,0.3675576,0.34589581,0.49447501,0.33376463,0.4709358,0.31620775,0.4248999,0.5051034000000001,0.2379185,0.34151593,0.23863221,0.29513895,0.35312892,0.46867009,0.38817161,0.40928298,0.33555225,0.394608,0.42204333,0.61133543,0.33445805,0.43896,0.38320124,0.28135558,0.20952564,0.27004338,0.22231055,0.28666598,0.40501406,0.52452451,0.32248092,0.44073331,0.48554675,0.56154059,0.33613336,0.50640237,0.29170213,0.42804965,0.51114752,0.44797949,0.33715016,0.19711002,0.18809897,0.29312049,0.53862681,0.36992674
50,18,0,0.32506061,0.24015683,0.51944584,0.19911613,0.33241914,0.18107283,0.36197037,0.33940693,0.22580363,0.28944805,0.22653329,0.5312918000000001,0.13259608,0.41090155,0.31689635,0.30888867,0.31611338,0.37115824,0.44586761,0.51977054,0.33152915,0.48089862,0.41851211,0.5113028000000001,0.33684644,0.48664453,0.32936521,0.52566254,0.5535572,0.27797334,0.34248062,0.28520839,0.32392505,0.34485714,0.47382175,0.39556435,0.52978738,0.29201191,0.438008,0.43751159,0.63168488,0.37053847,0.52974667,0.43004464,0.29144348,0.19716805,0.28196982,0.23937217,0.44144494,0.42569101,0.57121285,0.37784351,0.48864551,0.46593068,0.64567343,0.39668246,0.54587963,0.32937807,0.54121944,0.5486343000000001,0.48240684,0.36807742,0.22020779,0.21622274,0.33586709,0.53936845,0.37764825
51,18,1,0.33798856,0.22104762,0.50309961,0.21425649,0.31363636,0.1629452,0.38757533,0.41938869,0.26471788,0.25817591,0.30603826,0.59385286,0.13882106,0.43117691,0.29886159,0.31386948,0.31751165,0.41855628,0.37830779999999997,0.56634519,0.34984657,0.60736559,0.51697424,0.47906008,0.31909075,0.49118804,0.32638087,0.55432793,0.61579397,0.35784708,0.31681309,0.40634299,0.3253553,0.33204878,0.40385441,0.38648299,0.65403448,0.27649120000000005,0.467184,0.44718874,0.64611965,0.39239574,0.60428,0.463132,0.30053564,0.16148663,0.28276409999999996,0.24691434,0.56853254,0.41777713,0.60438689,0.44992366,0.50058388,0.43233964,0.71285055,0.4693414000000001,0.58612421,0.36882159999999997,0.6624498000000001,0.58996827,0.48979145,0.39407218,0.22566638,0.20867607,0.37253397,0.49918954,0.40460938
52,18,2,0.33598099,0.19682673,0.48403074,0.25776796,0.29465691,0.1541067,0.39175385,0.44916971,0.28617073,0.25397727,0.36527453,0.63700308,0.15669536,0.42349114,0.29691432,0.31205827,0.30987349,0.45088907,0.365454,0.57958929,0.40500341,0.78840246,0.53738947,0.41426234,0.30066459,0.48878385,0.35206925,0.55550048,0.61687536,0.42052165,0.31322136,0.48399025,0.31326152,0.33549129,0.40309846,0.37826614,0.70963847,0.33309976,0.46503999999999995,0.42774172,0.65691177,0.40100528,0.63914667,0.48495035,0.31893284,0.13128834,0.26720841,0.26315038,0.6270876,0.41476093,0.59818408,0.48954198,0.47184336,0.41117736,0.74107011,0.49437,0.62036608,0.38964812,0.70247275,0.61355953,0.44933333,0.424504,0.22604664,0.19701005,0.38556473,0.42725744,0.40910112
53,19,0,0.29482106,0.19873216,0.4872246,0.34734157,0.27866587,0.17219799,0.39711303,0.44398723,0.28437409,0.25740112,0.4375146,0.64498384,0.18163531,0.38966428,0.30156531,0.30589625,0.29863027,0.46438009999999996,0.37102423,0.57379448,0.4900358,0.92357911,0.5847846999999999,0.33705384,0.28503793,0.46499664,0.41280297,0.50716873,0.55450579,0.53052739,0.32398794,0.51332985,0.2878338,0.34705923,0.42563696,0.39844066,0.76906567,0.53329246,0.443576,0.36446936,0.67781688,0.39324176,0.62210667,0.48749203,0.36988051,0.11882121,0.24884829,0.29446058,0.67953336,0.43464261,0.56019306,0.51581107,0.40474814,0.39686169,0.69956642,0.5038977,0.5452241999999999,0.38567103,0.70222085,0.62244644,0.39913846,0.44361747,0.23574942,0.1732341,0.36428246,0.38051074,0.41455537
54,19,1,0.26351469,0.19600227,0.48839742,0.39235344,0.27905376,0.18316616,0.4039506,0.3892792,0.25348160000000003,0.24550619999999998,0.47107915,0.58630044,0.19468575,0.35854395,0.29951318,0.28834531,0.27845525,0.41443719,0.37221677,0.53390422,0.52714797,0.94961598,0.60188389,0.28082243,0.28368523,0.43098144,0.436892,0.41403241,0.45244735,0.54745871,0.32640827,0.48495606,0.26724903,0.33761672,0.42923938,0.43668094,0.7661815,0.56825786,0.41282399999999997,0.34975976,0.68457122,0.37383298,0.55127333,0.44518539,0.39458866,0.12228309,0.25840411,0.31102278,0.63978715,0.44068471,0.50674759,0.48408397,0.31147467,0.38648365,0.55843173,0.47837065,0.45939573,0.34619476,0.63598707,0.60420599,0.37019487,0.43575628,0.23662034,0.16086957,0.30752975,0.31610979,0.42181702
55,19,2,0.23874503,0.16805115,0.47930803,0.39517691,0.27355769,0.18504143,0.35376734,0.32923358,0.21749053,0.22286747,0.47353972,0.53005185,0.18098479,0.30631837,0.28218244,0.26507529999999996,0.2581851,0.33119086,0.36331044,0.42785168,0.53597,0.86459293,0.58338139,0.25094438,0.2747868,0.40161162,0.44467436,0.31784557,0.34911781,0.51283081,0.32387597,0.39326547,0.25280167,0.32031359,0.41312179,0.42186313,0.66385405,0.55733555,0.39973600000000004,0.33161932,0.66206088,0.33166119,0.44379333,0.36969117,0.3754292,0.13209904,0.27644651,0.31577231,0.54168031,0.42314034,0.50454936,0.42118321,0.26816548,0.35964096,0.48376384,0.40595686,0.39109584,0.29975450000000003,0.51647798,0.55515689,0.34032821,0.40779072,0.22919912,0.16586369,0.24227843,0.28178759999999997,0.37069675
56,20,0,0.21709824,0.17783111,0.488921,0.36430968,0.25300481,0.19111063,0.28784534,0.24642336,0.16949597,0.19845041,0.43344042,0.498482,0.14739792,0.25340438,0.24968544,0.24709125,0.23618377,0.23893148,0.30705714,0.37887429,0.51983464,0.69317204,0.49407920000000005,0.22282867,0.25046168,0.37089709,0.40779885,0.24727359,0.28066779999999997,0.44509916,0.30352283,0.27933525,0.2298271,0.30535192,0.33909473,0.35740486,0.43315447,0.49273014,0.381048,0.28942089,0.6015435,0.28412461,0.3349,0.30276943,0.33956187,0.12827016,0.25448769,0.30622229,0.36281212,0.39294928,0.53964446,0.37352099,0.21365486,0.3083994,0.40577491,0.35069456,0.32919031,0.23464812,0.34113268,0.46198436,0.28047179,0.36220906,0.22132404,0.15974017,0.18752845,0.28875296,0.30181274
57,20,1,0.17734458,0.20871732,0.51978093,0.32353984,0.22967111,0.19774677,0.28010431,0.17257299,0.15606487,0.16503837,0.39155228,0.50362215,0.11804444,0.24101283,0.21405033,0.2304656,0.22827927,0.17398858,0.2569175,0.34883605,0.47502557,0.46825653,0.36646482,0.16445568,0.22646004,0.40782584,0.35727123,0.16969495,0.20472396,0.33877941,0.24204996,0.19470112,0.21068163,0.28088502,0.27971069,0.2568797,0.30916896,0.36412368,0.359088,0.24612661,0.54491573,0.24393351,0.28844667,0.23250433,0.33688367,0.11303681,0.23525997,0.27803088,0.23670692,0.34383668,0.57870592,0.34417939,0.18298697,0.25481884,0.34799815,0.29046413,0.28779474,0.16180033,0.23437216,0.35795466,0.21552137,0.33500319,0.21407456,0.13789006,0.15976982,0.31121645,0.29337469
58,20,2,0.15051886,0.26490903,0.55485046,0.29312273,0.21664117,0.21815671,0.33010277,0.15015511,0.16897155,0.14205283,0.33607623,0.53525964,0.11214972,0.28051679,0.1850734,0.21656659,0.24644726,0.13582382,0.24499962,0.35819754,0.39885782,0.29927035,0.29019608,0.14678019,0.21164499999999997,0.47621279,0.31117890000000004,0.15141087,0.23021248,0.24075633,0.18950904,0.15312799,0.21241061,0.2451777,0.2565749,0.17056637,0.23777584,0.29461329999999997,0.346992,0.24251876,0.48637402,0.23218871,0.31922,0.23874465,0.36895344,0.11770377,0.27036720000000003,0.25108291,0.17654523,0.3083988,0.60883112,0.32357824,0.18088954,0.24061456,0.32158672,0.23001307,0.30105507,0.12039280000000001,0.20676192,0.26328888,0.18075214,0.32469777,0.21283564,0.12474213,0.14394304,0.35143359999999996,0.344388
