,,pid1263b-19,pid5667285b-10,pid9048b-22,pid9049b-19,pid9050b-21,pid9054b-21,pid9055b-19,pid9058b-19,pid9059b-23,pid9060b-17,pid9061b-16,pid9062b-22,pid9063b-25,pid9064-02,pid9066b-19,pid9067-27,pid9069-19,pid9070b-31,pid9072b-23,pid9074g-19,pid9075b-19,pid9088-25,pid9090-26,pid9094b-27,pid9097-15,pid9098-07,pid9099b-25,pid9100b-08,pid9104b-19,pid9111b-21,pid9112-11,pid9114-34,pid9118b-25,pid9137-22,pid9139b-21,pid9153b-21,pid9166b-09,pid9170b-21,pid9172-12,pid9174b-19,pid9190-11,pid9192b-21
51,1,0.63241494,0.66523248,0.48490028,0.76294427,0.55997858,0.50784547,0.38657259,0.36972396,0.65681446,0.37100313,0.63444953,0.43256427,0.38167892,0.38573903,0.56119755,0.61579938,0.42180551,0.55085195,0.75115012,0.67412554,0.51138476,0.36494695,0.64386897,0.5902283,0.46009341,0.85559721,0.69455989,0.82103001,0.49787313,0.44884479,0.60406095,0.37409139,0.76802005,0.76777536,0.46369293,0.56140319,0.34299446,0.44603489,0.59823299,0.71541636,0.34156432,0.56129166
51,2,0.6214682,0.72193693,0.49341013,0.6727183,0.46902259,0.5248737,0.38679808,0.3317222,0.70948158,0.33448549,0.60520357,0.4032766,0.35541215,0.28793303,0.44403846,0.59051834,0.40231581,0.53853327,0.728077,0.72893422,0.51969227,0.27095311,0.58803247,0.55796666,0.451659,0.78805589,0.68273712,0.7138149,0.51449356,0.41414534,0.54642413,0.33547707,0.71741185,0.79905094,0.46402926,0.53786053,0.28327631,0.40630363,0.52248517,0.73331805,0.31460332,0.53364031
52,0,0.57304919,0.69495721,0.5162579,0.62099605,0.4307535,0.45970282,0.36281641,0.28251402,0.68091405,0.36125598,0.54006264,0.42659559,0.3608215,0.16981091,0.24207168,0.51533649,0.38617686,0.5037359,0.51814707,0.81080156,0.50791751,0.19172656,0.5673874,0.51768702,0.43785724,0.76991821,0.65003711,0.53301585,0.53655755,0.38171316,0.41658582,0.27583971,0.68620038,0.76157597,0.48483141,0.51380674,0.28016455,0.3276662,0.44978543,0.72586207,0.28147468,0.47136831
52,1,0.48588203,0.45556327,0.43069491,0.50255595,0.3774338,0.29196731,0.25525895,0.2017211,0.45284447,0.44099558,0.50990123,0.37605738,0.37138769,0.21806438,0.18977273,0.351437,0.27270212,0.48003684,0.39291528,0.8276405,0.40075863,0.19775838,0.61660082,0.38217079,0.35518611,0.70001704,0.49090842,0.54586143,0.37045805,0.33872591,0.27716418,0.22612479,0.57660064,0.64356987,0.47108383,0.47744311,0.27255621,0.20371051,0.33914553,0.69041636,0.21191394,0.30964886
52,2,0.29050481,0.28848793,0.23303605,0.29528302,0.20621106,0.12281129,0.12449811,0.13010558,0.28662347,0.3154192,0.31698386,0.23294297,0.16917681,0.13265733,0.14241259,0.15561321,0.20475971,0.30040295,0.20323448,0.30298446,0.32430281,0.1186345,0.40783708,0.20887116,0.16399693,0.43989606,0.13814754,0.31065408,0.19304605,0.21444732,0.19828358,0.14816927,0.23416824,0.28786243,0.31611032,0.32461969,0.18400945,0.097487034,0.24062224,0.4179292,0.15639623,0.1338839
53,0,0.25118343,0.1771455,0.095515917,0.18853115,0.11702687,0.19325409,0.08625982,0.14463873,0.17637108,0.13473726,0.21354372,0.2470311,0.12073397,0.24833285,0.19920455,0.16868101,0.15160365,0.30520378,0.22575554,0.22576494,0.16568544,0.10092402,0.22696645,0.19407536,0.10088178,0.41791617,0.16615704,0.20799899,0.17950805,0.184014,0.18626244,0.12876753,0.22228158,0.13333914,0.20520474,0.18622368,0.18115836,0.14851485,0.25298498,0.27783382,0.25054684,0.11856693
53,1,0.35873706,0.19709307,0.14565217,0.26684401,0.22895249,0.32469539,0.15189118,0.19704718,0.20053206,0.1567205,0.32390749,0.3712207,0.15090623,0.57491339,0.33590909,0.22321074,0.18843119,0.37797605,0.29438743,0.27043603,0.22685116,0.20687029,0.33769126,0.29739316,0.12723407,0.60075822,0.22425412,0.25881659,0.26662968,0.28629086,0.2905908,0.16737644,0.3787499,0.22151502,0.27779366,0.25210539,0.27051157,0.30668553,0.29876941,0.52191856,0.45961452,0.23434734
53,2,0.3355122,0.25564037,0.17838474,0.26080518,0.28979751,0.32627043,0.18545243,0.14456175,0.26227831,0.14627558,0.28309323,0.35256344,0.135475,0.54440676,0.34902972,0.22129813,0.21591352,0.31839166,0.30109703,0.31692108,0.22286035,0.21881417,0.41993391,0.36364642,0.11109368,0.6015846,0.27926377,0.35589177,0.30810678,0.28897517,0.31772388,0.15744859,0.4126428,0.2960296,0.36987303,0.27218571,0.27838058,0.31039132,0.30232235,0.49996332,0.42171672,0.2646248
54,0,0.30607433,0.28063845,0.16988728,0.2005814,0.2807243,0.26691828,0.22158859,0.20028593,0.28917462,0.18264216,0.19854011,0.35807932,0.14662477,0.30107535,0.33138112,0.23764688,0.25741879,0.25482385,0.28034539,0.35907317,0.22022118,0.1414271,0.47755908,0.4032151,0.10053673,0.4762992,0.30166246,0.42771409,0.30730534,0.22077941,0.32710199,0.18560272,0.38528396,0.36377013,0.38116539,0.24362906,0.32614858,0.31170203,0.33708191,0.51469186,0.28960556,0.22118115
54,1,0.31200074,0.278225,0.17300879,0.17875165,0.22255646,0.25214859,0.20885947,0.36441219,0.27630969,0.20042441,0.16709227,0.34874555,0.15901465,0.28947748,0.28097902,0.30424742,0.26839328,0.26821897,0.25481634,0.37919775,0.19405385,0.16924196,0.41623447,0.36355162,0.10830894,0.44457318,0.2826258,0.38202967,0.23087356,0.19050427,0.33383085,0.16699273,0.37982863,0.3319286,0.34877659,0.23478764,0.35716031,0.31750589,0.38022214,0.56112436,0.20967279,0.23602282
54,2,0.21736317,0.22201403,0.10520872,0.14678039,0.11945093,0.1980416,0.08900931,0.30838007,0.21496589,0.16177031,0.14409058,0.21597341,0.12636216,0.21951501,0.17687063,0.27524798,0.17736961,0.2132397,0.22838134,0.31664727,0.15373437,0.066211499,0.28661734,0.29944703,0.080266276,0.39835577,0.22878878,0.26798719,0.17328771,0.13148787,0.2701306,0.099200151,0.21572697,0.13038746,0.3189271,0.17786297,0.15756761,0.2297454,0.29314654,0.51408657,0.18829225,0.15628305
55,0,0.21079882,0.23063459,0.10178992,0.21187473,0.093614681,0.17542348,0.099047134,0.22080721,0.22640518,0.18253066,0.15102867,0.22061457,0.096375063,0.24714203,0.34451923,0.25578107,0.19077774,0.15422519,0.29326916,0.25936067,0.13906935,0.091161875,0.24266217,0.31902204,0.078126307,0.4535696,0.24158379,0.2970499,0.18119105,0.20038827,0.22505597,0.19945416,0.23585313,0.17670004,0.28319179,0.19114032,0.13703161,0.24414427,0.26450839,0.49974321,0.19989242,0.15870121
55,1,0.30246857,0.33524559,0.18110368,0.42791795,0.21961643,0.22810996,0.18818737,0.3091279,0.33592769,0.24384779,0.21477234,0.35453928,0.14622636,0.43701645,0.47805944,0.3181291,0.30115791,0.19152659,0.43414254,0.32592238,0.17622609,0.29118754,0.37548308,0.4639071,0.11261676,0.60310104,0.30879472,0.42151045,0.25605696,0.3041415,0.27568408,0.31548085,0.37942796,0.27799739,0.28553771,0.23751978,0.29386608,0.36218293,0.25966174,0.53837124,0.25787987,0.27119007
55,2,0.33296967,0.38693808,0.25562988,0.45787626,0.27813474,0.29046954,0.25034187,0.42710327,0.38603683,0.18963062,0.21580342,0.34264309,0.16657314,0.47515156,0.3398514,0.34542957,0.32157496,0.23171771,0.49193857,0.40794716,0.2614649,0.34788672,0.44102435,0.47996682,0.11367629,0.69395979,0.35766662,0.45311025,0.28016768,0.34010641,0.32550995,0.24718837,0.40989973,0.32016543,0.3225679,0.26562614,0.36107038,0.42965111,0.3062287,0.57330337,0.30002241,0.36118472
56,0,0.35202478,0.39542756,0.27751146,0.3646391,0.1927278,0.28917385,0.21555863,0.44934015,0.39178035,0.20183793,0.19599133,0.31255274,0.16389092,0.47211316,0.28132867,0.33750445,0.27482324,0.26155307,0.41297332,0.39637894,0.27313281,0.29807495,0.42805115,0.39062327,0.11391329,0.74289487,0.3423408,0.44173129,0.27776956,0.3052296,0.35550995,0.20638258,0.40055067,0.29209404,0.36506348,0.26931362,0.3666911,0.38346063,0.37078758,0.56056493,0.3412147,0.38871131
56,1,0.38898854,0.33026448,0.2576056,0.23138986,0.12648949,0.22132838,0.16356561,0.408699,0.33080491,0.22836385,0.1679788,0.32138226,0.14943606,0.39808747,0.32006993,0.35467725,0.27290706,0.28339857,0.29178994,0.33801766,0.22926595,0.18256331,0.38185475,0.27673592,0.11544681,0.79870506,0.34111622,0.40585806,0.23294495,0.29880165,0.30288557,0.22955927,0.4419331,0.26058337,0.34983604,0.24068395,0.3248941,0.25607261,0.43166099,0.53531731,0.29353653,0.32619571
56,2,0.32185651,0.22620094,0.18636195,0.17763822,0.10689252,0.12874889,0.14038406,0.3078302,0.2246794,0.18610582,0.11178029,0.26132505,0.11631222,0.27372979,0.29108392,0.31244723,0.20770571,0.2315335,0.2174747,0.29662537,0.18639278,0.14466119,0.3127577,0.22153409,0.10059598,0.73555972,0.30411162,0.30597606,0.20480242,0.23628128,0.24497512,0.2435296,0.37069532,0.21480192,0.26418061,0.16331386,0.216406,0.16440358,0.40424713,0.45232025,0.1776961,0.2902026
57,0,0.2032267,0.30100239,0.11477146,0.22089732,0.083375195,0.15276969,0.10458248,0.23711096,0.29499318,0.13830522,0.13143821,0.22796221,0.12481903,0.25946161,0.19048951,0.25345135,0.15939645,0.21111559,0.25448369,0.31302622,0.20710546,0.089921287,0.25184254,0.22587092,0.061044891,0.5835236,0.24506457,0.2767532,0.25144566,0.15470233,0.25063433,0.21449185,0.19772746,0.1946626,0.2387623,0.13841426,0.21267514,0.24978312,0.30330683,0.45617205,0.1849619,0.30908443
57,1,0.26327663,0.59501889,0.20542549,0.42408403,0.12039525,0.26631204,0.16933372,0.28666557,0.59233288,0.15465957,0.22786317,0.29891741,0.19349644,0.40954821,0.23569056,0.26721095,0.26356696,0.20814529,0.33538113,0.31368335,0.29019126,0.13520705,0.36424107,0.34283909,0.087142758,0.5741864,0.22140419,0.47115644,0.3268849,0.22747579,0.32298507,0.18287891,0.34635695,0.28797562,0.33676953,0.19490082,0.27079668,0.37794908,0.25821027,0.57238628,0.25647243,0.38645357
57,2,0.28425481,0.61673221,0.24295181,0.47100154,0.2355919,0.27548291,0.18963486,0.37777961,0.62044338,0.18910909,0.25445917,0.2466915,0.21554346,0.42966224,0.31222028,0.30870339,0.38603341,0.19458899,0.3188336,0.29457184,0.2967785,0.29365161,0.38709144,0.39973932,0.12422627,0.82648662,0.28649993,0.61772589,0.32878368,0.29101237,0.33047886,0.19583592,0.43284088,0.24851545,0.34896998,0.24295363,0.30133594,0.42330504,0.34110186,0.57573368,0.27551322,0.44507159
58,0,0.3297892,0.58123217,0.25406293,0.44014919,0.31239291,0.22089153,0.19591941,0.39167491,0.57873806,0.23275905,0.25758612,0.25354519,0.1868582,0.42341224,0.35141608,0.3278651,0.47102674,0.22980659,0.32463727,0.29106715,0.25970723,0.22108145,0.37418289,0.42240303,0.12585041,0.9342307,0.41031616,0.60317768,0.31599778,0.30803854,0.34616294,0.2128219,0.48717843,0.23463648,0.32124779,0.25522697,0.30889541,0.43650165,0.42880853,0.52820983,0.26903631,0.44941477
58,1,0.3915588,0.59564346,0.27403691,0.43805946,0.21747469,0.23001486,0.1913442,0.37278676,0.59127558,0.20210049,0.25675259,0.3456583,0.17486673,0.39434902,0.46961538,0.32833817,0.4226099,0.29339742,0.41821077,0.30228626,0.25937066,0.21789014,0.3512535,0.44223082,0.123104,0.80047708,0.42593142,0.5366824,0.29009309,0.30649986,0.35736318,0.19412273,0.49714391,0.29373095,0.34659884,0.27039674,0.32058488,0.46297501,0.44095671,0.50907007,0.25170327,0.47564613
58,2,0.37611871,0.60718637,0.29272885,0.4375713,0.21028037,0.23762853,0.2054117,0.41288354,0.60296044,0.1539618,0.24436521,0.33246547,0.17736378,0.32763424,0.50926573,0.3177832,0.25818219,0.29111789,0.43302428,0.27330413,0.29214125,0.2953371,0.31304504,0.41934592,0.1133417,0.78192196,0.3778388,0.52475556,0.28736823,0.304362,0.33776741,0.16505256,0.48012041,0.27344362,0.37124359,0.3073141,0.30230531,0.45719,0.37339392,0.4392058,0.25053339,0.46442873
59,0,0.38331176,0.62211427,0.29150254,0.43149956,0.19187111,0.20472214,0.24381001,0.38465853,0.61657572,0.21190519,0.2214888,0.31343775,0.17518097,0.26153291,0.45703671,0.32881123,0.34240189,0.35095556,0.39036733,0.26927921,0.33655305,0.22571869,0.28077724,0.3836006,0.099797853,0.93337877,0.32279947,0.44254889,0.30342149,0.3178027,0.30096393,0.15974545,0.41280718,0.25433174,0.36987303,0.32629914,0.28240469,0.43963225,0.35492238,0.42375275,0.26701031,0.45116155
59,1,0.42647929,0.64573213,0.27495974,0.46964677,0.15366044,0.18394948,0.23270294,0.29411635,0.63889495,0.19399345,0.20599374,0.34900282,0.16899725,0.25850173,0.43091783,0.32686301,0.34860641,0.46072991,0.4461533,0.28616606,0.35864409,0.191641,0.27296171,0.36143455,0.089118918,0.93729767,0.35816387,0.34973028,0.30986992,0.31069408,0.29241294,0.15068501,0.37896564,0.29670875,0.36507189,0.31183522,0.28037634,0.39062706,0.33967563,0.43734409,0.24581802,0.42042659
59,2,0.41632766,0.64673452,0.27113217,0.41369022,0.1517426,0.20469837,0.18650713,0.21097548,0.63739427,0.11170737,0.18986268,0.34423817,0.16054655,0.17730225,0.38198427,0.24843583,0.32130341,0.52856321,0.46565928,0.25327538,0.33834811,0.19265058,0.24865311,0.2721937,0.096054649,0.82637587,0.35641235,0.30818442,0.28976019,0.23798773,0.2938495,0.10454779,0.34707611,0.27546365,0.30583537,0.26647803,0.24973118,0.31633663,0.29217468,0.34238811,0.15258628,0.37841483
60,0,0.31600407,0.4870923,0.2455283,0.23011738,0.15315421,0.17040119,0.171865,0.14444628,0.48652797,0.14049203,0.1524741,0.33365921,0.15413276,0.16095554,0.32516608,0.16913373,0.3789835,0.60804743,0.25288414,0.19501677,0.25236136,0.1259668,0.23968824,0.18013271,0.084473024,0.78153007,0.26916283,0.26466622,0.23061464,0.2335059,0.24643657,0.095871051,0.23526753,0.22737484,0.23670226,0.22429719,0.23009938,0.22136728,0.26885649,0.28180484,0.10233976,0.3192086
60,1,0.21888868,0.50611458,0.15923449,0.27167069,0.089558995,0.16848737,0.081466395,0.085615308,0.50438608,0.12574542,0.13223801,0.33190977,0.13582852,0.18839492,0.30019231,0.16746528,0.23887693,0.61271011,0.27553259,0.1649052,0.14782028,0.11787303,0.27934775,0.19036259,0.055757702,0.84840688,0.28252189,0.3288267,0.18469268,0.18716326,0.12468905,0.065701084,0.21190515,0.17840662,0.23616413,0.13288913,0.19860704,0.17586516,0.28106147,0.31364637,0.077763335,0.17597291
60,2,0.085897744,0.13465957,0.095590239,0.23319438,0.071122469,0.11361961,0.070648822,0.055504234,0.12607776,0.063327698,0.074974705,0.15538107,0.072016161,0.12373701,0.25841783,0.096830968,0.14094682,0.25925052,0.15295492,0.07057978,0.06011326,0.091221766,0.14687882,0.13019196,0.031053604,0.35668768,0.076272822,0.11722859,0.080741015,0.094329403,0.071162935,0.04826114,0.12823621,0.12058337,0.10244682,0.054318486,0.088025415,0.14398868,0.13539063,0.10874908,0.036702824,0.1269265
