,,pid1263b-05,pid52932-20,pid5667269b-32,pid5667271-07,pid610003b-09,pid9048b-09,pid9050b-05,pid9054b-05,pid9055b-05,pid9056-06,pid9058b-05,pid9059b-09,pid9060b-03,pid9061b-02,pid9062b-08,pid9063b-09,pid9064-16,pid9066b-05,pid9069-05,pid9072b-09,pid9073b-09,pid9074g-05,pid9075b-05,pid9076-15,pid9077-03,pid9089-12,pid9093b-11,pid9094b-05,pid9099b-09,pid9101b-16,pid9103-16,pid9104b-05,pid9111b-07,pid9116-16,pid9118b-09,pid9124-14,pid9137-17,pid9138b-05,pid9139b-05,pid9153b-05,pid9166k-06,pid9170b-05,pid9174b-05,pid917518-07,pid9176-01,pid9185-03,pid918812-14,pid9192b-05
71,1,68.306077,74.026077,78.366077,78.906077,78.006077,86.206077,76.286077,66.006077,75.046077,73.166077,67.486077,76.086077,62.466077,66.566077,61.966077,73.906077,71.806077,68.306077,68.586077,78.386077,76.49268,82.626077,63.726077,61.626077,61.618039,72.642154,74.426077,70.386077,87.886077,78.546077,91.306077,75.666077,73.202154,64.406077,79.286077,69.026077,61.626077,64.886077,79.142154,68.026077,65.206077,74.942154,68.326077,89.666077,70.226077,87.746077,68.986077,82.726077
71,2,68.584717,74.384717,78.744717,79.284717,78.364717,86.724717,76.664717,66.327358,75.304717,73.444717,67.804717,76.464717,62.744717,66.864717,62.264717,74.264717,72.084717,68.584717,68.884717,78.744717,76.884717,83.004717,64.007358,61.892943,61.881572,73.044717,74.864717,70.644717,88.244717,78.924717,91.704717,76.024717,73.579433,64.684717,79.604717,69.324717,61.904717,65.164717,79.504717,68.304717,65.444717,75.264717,68.604717,90.007358,70.524717,88.164717,69.284717,83.039433
72,0,68.915601,74.715601,79.095601,79.595601,78.695601,87.115601,76.995601,66.655601,75.575601,73.775601,68.095601,76.795601,63.075601,67.175601,62.595601,74.555601,72.495601,68.835601,69.175601,79.075601,77.235601,83.335601,64.295601,62.095601,62.095601,73.375601,75.215601,70.975601,88.601202,79.315601,92.315601,76.355601,73.955601,64.975601,79.875601,69.655601,62.195601,65.455601,79.855601,68.595601,65.715601,75.595601,68.915601,90.355601,70.875601,88.535601,69.615601,83.415601
72,1,69.254875,75.034875,79.434875,79.974875,79.014875,87.434875,77.314875,67.014875,75.854875,74.094875,68.494875,77.154875,63.334875,67.494875,62.914875,74.874875,73.034875,69.154875,69.494875,79.494875,77.554875,83.694875,64.534875,62.374875,62.354875,73.694875,75.539751,71.294875,88.999751,79.634875,92.654875,76.714875,74.354875,65.294875,80.194875,69.994875,62.514875,65.754875,80.194875,68.914875,66.014875,75.934875,69.232438,90.714875,71.194875,88.954875,69.974875,83.879751
72,2,69.521905,75.301905,79.761905,80.261905,79.281905,87.901905,77.601905,67.281905,76.121905,74.361905,68.761905,77.441905,63.601905,67.761905,63.201905,75.181905,73.301905,69.361905,69.761905,79.801905,77.821905,83.981905,64.785952,62.595952,62.587302,74.021905,76.03381,71.561905,89.361905,80.001905,92.921905,77.03381,74.701905,65.57381,80.461905,70.261905,62.725952,65.937976,80.521905,69.181905,66.281905,76.201905,69.460635,90.981905,71.51381,89.221905,70.241905,84.241905
73,0,69.887619,75.667619,80.147619,80.647619,79.687619,88.545238,77.987619,67.647619,76.487619,74.727619,69.147619,77.807619,63.947619,68.127619,63.567619,75.567619,73.807619,69.727619,70.127619,80.287619,78.227619,84.347619,65.087619,62.867619,62.867619,74.427619,76.527619,71.947619,89.787619,80.507619,93.387619,77.447619,75.207619,65.947619,80.827619,70.727619,63.027619,66.247619,80.947619,69.547619,66.627619,76.567619,69.807619,91.367619,71.998095,89.687619,70.687619,84.827619
73,1,70.154649,75.974649,80.499297,81.019297,80.034649,88.974649,78.334649,67.954649,76.794649,74.994649,69.494649,78.194649,64.259297,68.434649,63.874649,75.894649,74.234649,70.014649,70.399297,80.883946,78.574649,84.754649,65.354649,63.094649,63.094649,74.699297,76.879297,72.414649,90.279297,80.914649,94.034649,77.794649,75.574649,66.294649,81.179297,71.114649,63.294649,66.514649,81.274649,69.879297,66.874649,76.874649,70.074649,91.654649,72.274649,90.159297,71.074649,85.299297
73,2,70.484898,76.324898,80.864898,81.404898,80.344898,89.424898,78.644898,68.264898,77.044898,75.284898,69.764898,78.684898,64.564898,68.724898,64.164898,76.184898,74.564898,70.304898,70.704898,81.284898,78.864898,85.084898,65.624898,63.384898,63.364898,75.044898,77.204898,72.764898,90.664898,81.224898,94.324898,78.104898,75.904898,66.584898,81.444898,71.404898,63.564898,66.784898,81.644898,70.164898,67.184898,77.184898,70.344898,92.004898,72.564898,90.564898,71.364898,85.664898
74,0,70.766757,76.626757,81.186757,81.706757,80.646757,89.846757,78.946757,68.586757,77.326757,75.586757,70.046757,78.906757,64.866757,68.986757,64.466757,76.506757,74.906757,70.546757,70.986757,81.586757,79.166757,85.386757,65.866757,63.586757,63.586757,75.366757,77.546757,73.058379,91.046757,81.546757,94.726757,78.386757,76.226757,66.826757,81.726757,71.706757,63.846757,67.046757,81.966757,70.446757,67.406757,77.486757,70.626757,92.326757,72.866757,91.006757,71.686757,85.986757
74,1,71.080227,76.940227,81.520227,82.060227,80.960227,90.360227,79.280227,68.940227,77.600227,75.900227,70.340227,79.220227,65.180227,69.300227,64.760227,76.820227,75.220227,70.840227,71.300227,81.920227,79.500227,85.720227,66.140227,63.820227,63.800227,75.680227,77.880227,73.360227,91.420227,81.880227,95.120227,78.700227,76.540227,67.080227,81.980227,72.060227,64.100227,67.300227,82.280227,70.780227,67.680227,77.800227,70.940227,92.680227,73.200227,91.400227,72.020227,86.340227
74,2,71.376281,77.256281,81.856281,82.416281,81.225427,90.656281,79.545427,69.256281,77.876281,76.196281,70.663141,79.596281,65.496281,69.573141,65.036281,77.096281,75.576281,71.115256,71.536281,82.236281,79.765427,86.096281,66.416281,64.027714,64.027256,76.056281,78.216281,73.65876,91.756281,82.296281,95.496281,78.996281,76.836281,67.356281,82.276281,72.476281,64.31657,67.572094,82.636281,71.013141,67.936281,78.116281,71.236281,93.036281,73.576281,91.696281,72.436281,86.636281
75,0,71.711837,77.563946,82.203946,82.857891,81.623946,91.143946,79.943946,69.563946,78.123946,76.503946,70.943946,79.923946,65.863946,69.863946,65.343946,77.423946,75.883946,71.323946,71.834649,82.563946,80.163946,86.443946,66.683946,64.283946,64.263946,76.383946,78.523946,73.943946,92.143946,82.663946,95.843946,79.303946,77.163946,67.643946,82.563946,72.817891,64.583946,67.803946,82.983946,71.383946,68.243946,78.423946,71.523946,93.363946,73.923946,92.043946,72.783946,87.003946
75,1,71.965805,77.865805,82.525805,83.205805,81.925805,91.565805,80.245805,69.905805,78.385805,76.805805,71.225805,80.285805,66.165805,70.125805,65.665805,77.725805,76.225805,71.595268,72.105805,82.845805,80.465805,86.765805,66.925805,64.545805,64.545805,76.705805,78.885805,74.225805,92.525805,83.005805,96.165805,79.585805,77.525805,67.885805,82.865805,73.125805,64.825805,68.065805,83.285805,71.685805,68.545805,78.685805,71.785805,93.745805,74.325805,92.345805,73.085805,87.305805
75,2,72.299274,78.179274,82.839274,83.599274,82.279274,91.948549,80.579274,70.239274,78.674637,77.119274,71.539274,80.619274,66.519274,70.413091,66.019274,78.054637,76.639274,71.819274,72.364637,83.159274,80.819274,87.119274,67.179274,64.779758,64.777319,77.039274,79.308549,74.504637,92.899274,83.419274,96.604195,79.899274,77.899274,68.159274,83.199274,73.519274,65.079274,68.339274,83.639274,72.019274,68.859274,78.999274,72.139274,94.208549,74.639274,92.739274,73.499274,87.639274
76,0,72.642404,78.562404,83.222404,84.142404,82.694807,92.362404,80.974807,70.602404,78.962404,77.502404,71.802404,81.002404,66.886202,70.742404,66.362404,78.342404,77.102404,72.102404,72.682404,83.502404,81.262404,87.522404,67.462404,65.047468,65.040801,77.422404,79.834807,74.862404,93.322404,83.822404,97.062404,80.302404,78.322404,68.382404,83.582404,73.902404,65.362404,68.562404,84.022404,72.402404,69.082404,79.302404,72.522404,94.702404,75.022404,93.162404,73.882404,88.002404
76,1,73.031338,78.951338,83.611338,84.531338,83.151338,92.791338,81.431338,71.132676,79.311338,77.891338,72.191338,81.511338,67.271338,71.051338,66.720669,78.640669,77.791338,72.306485,73.071338,83.871338,81.651338,87.951338,67.791338,65.351338,65.351338,77.811338,80.591338,75.251338,93.792676,84.371338,97.591338,80.691338,78.771338,68.751338,83.992676,74.291338,65.675576,68.850089,84.411338,72.831338,69.451338,79.691338,72.951338,95.231338,75.411338,93.571338,74.271338,88.391338
76,2,73.469297,79.428594,84.048594,85.009297,83.589297,93.409297,81.889297,71.589297,79.729297,78.309297,72.549297,81.929297,67.669297,71.409297,67.129297,78.949297,78.349297,72.629297,73.489297,84.279649,82.129297,88.369297,68.209297,65.729297,65.709297,78.229297,81.129297,75.649297,94.269297,84.829297,98.089297,81.129297,79.349297,69.169297,84.509297,74.729297,65.949297,68.989297,84.889297,73.328594,69.869297,79.949297,73.389297,95.829297,75.909297,94.069297,74.689297,88.849297
77,0,74.060136,80.020136,84.680136,85.840136,84.330544,94.360408,82.610272,72.300136,80.340136,78.820136,73.160136,82.570272,68.280136,71.860136,67.640136,79.340136,79.660136,73.140136,74.080408,84.700136,82.640136,88.900408,68.700136,66.180136,66.160136,78.720136,81.920136,76.240136,95.211088,85.600136,98.890272,81.770272,80.160136,69.680136,85.290816,75.390272,66.240136,69.332027,85.700136,74.160136,70.551088,80.460136,73.900136,96.800136,76.940136,94.92068,75.563129,89.450544
77,1,74.743265,80.583265,85.063265,86.403265,84.823265,94.883265,83.143265,72.703265,80.783265,79.203265,73.583265,83.263265,68.723265,72.183265,68.003265,79.683265,80.523265,73.443265,74.543265,85.043265,83.363265,89.303265,69.083265,66.563265,66.543265,79.063265,82.323265,76.663265,96.083265,86.103265,99.283265,82.463265,80.443265,70.063265,85.883265,76.523265,66.543265,69.643265,86.183265,74.623265,71.003265,80.843265,74.283265,97.223265,77.483265,95.563265,76.503265,89.963265
77,2,75.098005,80.998005,85.438005,86.778005,85.438005,95.378005,83.758005,72.979335,81.218005,79.598005,74.098005,83.658005,69.158005,72.494002,68.338005,80.018005,81.058005,73.998005,74.918005,85.438005,84.058005,89.818005,69.538005,66.787601,66.767601,79.398005,82.898005,77.058005,96.518005,86.618005,99.678005,82.958005,80.878005,70.458005,86.438005,76.918005,66.847001,69.944667,86.718005,75.118005,71.418005,81.214002,74.838005,97.578005,78.058005,95.958005,76.898005,90.398005
78,0,75.369524,81.509524,85.809524,87.149524,86.049524,95.989524,84.369524,73.329524,81.649524,79.969524,74.489524,84.149524,69.569524,72.829524,68.629524,80.389524,81.709524,74.24744,75.189524,85.777905,84.589524,90.269524,69.929524,67.049524,67.049524,79.719762,83.269524,77.336508,97.089524,87.149524,100.26952,83.329524,81.239762,70.829524,87.189524,77.269762,67.189524,70.217905,87.209524,75.609524,71.909524,81.569524,75.249524,97.939762,78.629524,96.489524,77.239881,90.809524
78,1,75.726848,81.886848,86.186848,87.506848,86.426848,96.406848,84.726848,73.646848,82.046848,80.346848,74.828949,84.506848,69.846848,73.126848,68.909475,80.726848,82.283696,74.566848,75.546848,86.106848,84.966848,90.56937,70.266848,67.286693,67.286693,80.063696,83.586848,77.686848,97.646848,87.526848,100.64685,83.806848,81.506848,71.186848,87.746848,77.526848,67.526848,70.546848,87.606848,76.006848,72.326848,81.888424,75.546848,98.306848,79.066848,96.946848,77.486848,91.226848
78,2,76.051927,82.291927,86.551927,87.811927,86.751927,96.811927,85.051927,73.871927,82.331927,80.671927,75.111927,84.811927,70.071927,73.371927,69.171927,81.011927,82.611927,74.891927,75.891927,86.451927,85.291927,90.851927,70.491927,67.471927,67.471927,80.371927,83.931927,77.911927,98.031927,87.871927,100.97193,84.191927,81.891927,71.451927,88.071927,77.791927,67.811927,70.791927,87.931927,76.291927,72.631927,82.191927,75.871927,98.631927,79.511927,97.291927,77.751927,91.631927
79,0,76.360227,82.640227,86.920227,88.260227,87.120227,97.270454,85.440227,74.220227,82.760227,81.020227,75.440227,85.220227,70.420227,73.720227,69.520227,81.400227,82.960227,75.160227,76.250454,86.820227,85.720227,91.260227,70.840227,67.800227,67.800227,80.640227,84.280227,78.280227,98.460227,88.230454,101.48023,84.520227,82.240227,71.800227,88.52068,78.140227,68.135113,71.120227,88.360227,76.720227,72.940227,82.560227,76.280227,98.980227,79.860227,97.620227,78.120227,91.980227
79,1,76.662086,83.022086,87.322086,88.602086,87.442086,97.642086,85.802086,74.562086,83.082086,81.322086,75.742086,85.602086,70.662086,73.982086,69.802086,81.702086,83.282086,75.462086,76.582086,87.122086,86.042086,91.602086,71.142086,67.982086,67.962086,81.002086,84.582086,78.582086,98.802086,88.562086,101.84209,84.862086,82.542086,72.122086,88.862086,78.442086,68.382086,71.362086,88.662086,77.082086,73.242086,82.942086,76.622086,99.322086,80.162086,98.062086,78.422086,92.382086
79,2,77.059161,83.40458,87.664581,88.944581,87.76458,97.984581,86.06458,74.86458,83.468322,81.664581,76.06458,85.944581,70.964581,74.28458,70.16458,82.044581,83.68458,75.94458,76.92458,87.46458,86.30458,91.964581,71.44458,68.22458,68.22458,81.34458,84.92458,78.86458,99.18458,88.944581,102.38458,85.20458,82.88458,72.41729,89.224581,78.76458,68.68458,71.70458,89.004581,77.42458,73.584581,83.30458,77.04458,99.664581,80.54458,98.404581,78.72458,92.784581
80,0,77.317245,83.82449,88.02449,89.34449,88.12449,98.36449,86.42449,75.16449,83.76449,82.02449,76.42449,86.26449,71.26449,74.58449,70.42449,82.38449,84.20449,76.34449,77.28449,87.80449,86.65483,92.32449,71.747245,68.47483,68.457245,81.68449,85.16449,79.16449,99.60449,89.277245,102.90449,85.50449,83.24449,72.74449,89.62449,79.113622,69.013622,71.92449,89.38449,77.80449,73.88449,83.66449,77.377245,100.02449,80.90449,98.82449,79.08449,93.16449
80,1,77.678594,84.178594,88.458594,89.707188,88.498594,98.758594,86.795782,75.478594,84.118594,82.378594,76.698594,86.638594,71.538594,74.898594,70.698594,82.747188,84.698594,76.658594,77.598594,88.158594,86.978594,92.678594,72.058594,68.758594,68.751719,82.038594,85.498594,79.458594,100.05578,89.618594,103.25859,85.858594,83.594297,73.014297,90.178594,79.364297,69.218594,72.238594,89.758594,78.167188,74.238594,84.038594,77.698594,100.35859,81.284376,99.178594,79.319531,93.518594
80,2,78.032698,84.832698,88.812698,90.072698,88.912698,99.132698,87.232698,75.772698,84.492698,82.732698,77.012698,87.032698,71.892698,75.212698,71.052698,83.112698,85.052698,76.997566,77.952698,88.472698,87.432698,93.032698,72.412698,68.972698,68.972698,82.352698,85.832698,79.792698,100.5927,89.972698,103.6927,86.212698,83.832698,73.352698,90.692698,79.692698,69.572698,72.592698,90.112698,78.652698,74.592698,84.412698,78.052698,100.7127,81.672698,99.772698,79.652698,93.915397
81,0,78.560385,85.315193,89.155193,90.485578,89.255193,99.535193,87.575193,76.135193,84.875964,83.075193,77.415193,87.415193,72.115193,75.555193,71.415193,83.455193,85.615193,77.255193,78.295193,88.855193,87.815193,93.415193,72.735193,69.315193,69.315193,82.675193,86.175193,80.035193,101.19519,90.355193,104.47077,86.555193,84.215193,73.695193,91.095193,80.035193,69.895193,72.795193,90.525578,79.035193,74.935193,84.755193,78.375193,101.03519,82.015193,100.18558,79.995193,94.560385
81,1,78.926077,85.666077,89.486077,90.859019,89.558039,99.866077,87.858039,76.448039,85.226077,83.406077,77.766077,87.766077,72.386077,75.862026,71.746077,83.786077,85.926077,77.566077,78.626077,89.206077,88.078039,93.746077,72.986077,69.566077,69.566077,82.946077,86.426077,80.366077,101.56608,90.666077,104.90608,86.886077,84.506077,73.986077,91.446077,80.346077,70.226077,73.046077,90.886077,79.386077,75.246077,85.106077,78.646077,101.36608,82.346077,100.58608,80.306077,95.006077
81,2,79.194376,86.014376,89.834376,91.174376,89.854376,100.23438,88.154376,76.734376,85.607506,83.754376,78.114376,88.194376,72.594376,76.134376,72.034376,84.074376,86.274376,77.834376,78.974376,89.514376,88.394376,94.074376,73.294376,69.764792,69.764792,83.294376,86.774376,80.654376,101.89438,91.034376,105.25438,87.254376,84.854376,74.234376,91.714376,80.654376,70.474376,73.334376,91.234376,79.694376,75.514376,85.414376,78.974376,101.67438,82.674376,100.89438,80.614376,95.374376
82,0,79.447846,86.387846,90.207846,91.587846,90.207846,100.62785,88.507846,77.067846,86.027846,84.067846,78.387846,88.567846,72.887846,76.427846,72.327846,84.447846,86.707846,78.147846,79.347846,89.827846,88.727846,94.427846,73.567846,70.027846,70.007846,83.607846,87.027846,80.947846,102.38785,91.387846,105.82785,87.587846,85.207846,74.547846,92.147846,80.967846,70.787846,73.647846,91.607846,80.047846,75.867846,85.767846,79.307846,101.98785,83.027846,101.32785,80.927846,95.707846
82,1,79.77034,86.73034,90.57034,91.93034,90.57034,100.97034,88.83034,77.39034,86.41034,84.41034,78.67034,88.91034,73.13034,76.73034,72.61034,84.81034,87.17034,78.39034,79.65034,90.15034,89.13034,94.73034,73.85034,70.25034,70.23034,83.95034,87.33034,81.21034,102.71034,91.75034,106.23136,88.03034,85.44017,74.85034,92.57034,81.23034,71.09034,73.97034,91.99034,80.39034,76.19034,86.11034,79.63034,102.31034,83.33034,101.71034,81.21034,96.11034
82,2,80.06381,87.04381,90.88381,92.18381,90.84381,101.34381,89.14381,77.60381,86.66381,84.72381,78.914603,89.22381,73.36381,77.04381,72.88381,85.10381,87.46381,78.66381,79.94381,90.48381,89.34381,95.00381,74.10381,70.48381,70.48381,84.226905,87.64381,81.466905,103.04381,92.06381,106.60381,88.34381,85.74381,75.066905,92.82381,81.48381,71.38127,74.12381,92.30381,80.66381,76.42381,86.40381,79.92381,102.62381,83.62381,102.02381,81.46381,96.42381
83,0,80.400499,87.420499,91.220499,92.520499,91.180499,101.7005,89.460499,77.920499,87.000499,85.060499,79.220499,89.560499,73.680166,77.340499,73.200499,85.420499,88.030998,78.940499,80.260499,90.760499,89.680499,95.380499,74.440499,70.760499,70.760499,84.480499,87.880499,81.720499,103.5005,92.360499,106.9405,88.620499,86.060499,75.400499,93.130998,81.820499,71.640499,74.380499,92.640499,81.040499,76.760499,86.740499,80.120499,102.9205,83.960499,102.4005,81.800499,96.740499
83,1,80.748163,87.788163,91.608163,92.968163,91.508163,102.04816,89.808163,78.228163,87.348163,85.368163,79.508163,89.888163,73.928163,77.608163,73.468163,85.748163,88.628163,79.248163,80.608163,91.068163,90.028163,95.748163,74.708163,70.928163,70.908163,84.788163,88.188163,82.028163,103.84816,92.688163,107.30816,88.928163,86.388163,75.648163,93.448163,82.148163,71.908163,74.608163,92.948163,81.468163,77.068163,87.108163,80.428163,103.20816,84.268163,102.80816,82.128163,97.148163
83,2,81.202268,88.202268,92.002268,93.342268,91.882268,102.40227,90.182268,78.582268,87.722268,85.722268,79.862268,90.422268,74.282268,77.926134,73.822268,86.102268,89.102268,79.682268,81.102268,91.462268,90.402268,96.102268,75.082268,71.222268,71.222268,85.142268,88.542268,82.382268,104.28227,93.122268,107.91454,89.282268,86.742268,76.022268,93.782268,82.476134,72.262268,74.922268,93.322268,81.822268,77.382268,87.462268,80.782268,103.56227,84.642268,103.34227,82.456134,97.602268
84,0,81.384762,88.544762,92.344762,93.684762,92.244762,102.72476,90.524762,78.924762,88.064762,86.064762,80.204762,90.764762,74.504762,78.264762,74.084762,86.404762,89.504762,80.024762,81.344762,91.804762,90.744762,96.444762,75.424762,71.464762,71.464762,85.484762,88.784762,82.664762,104.64476,93.404762,108.41429,89.564762,87.064762,76.307381,94.124762,82.744762,72.604762,75.184762,93.664762,82.184762,77.664762,87.764762,81.064762,103.88476,84.964762,103.68476,82.724762,98.044762
84,1,81.709841,89.028889,92.669841,94.049524,92.629841,103.04984,90.869841,79.191653,88.389841,86.389841,80.529841,91.089841,74.789841,78.589841,74.409841,86.809683,90.009841,80.369841,81.649841,92.129841,91.169841,96.769841,75.769841,71.623984,71.629841,85.809841,89.109841,82.989841,104.96984,93.729841,109.00984,89.849841,87.389841,76.609841,94.409841,83.069841,72.929841,75.416656,94.089365,82.549841,77.989841,88.089841,81.209841,104.10984,85.289841,104.22984,83.049841,98.329841
84,2,82.050385,89.470385,93.050385,94.450385,93.033084,103.45039,91.27424,79.390385,88.790385,86.790385,80.850385,91.510385,75.170385,78.950385,74.650385,87.250385,90.600023,80.810385,82.050385,92.470385,91.573084,97.150385,76.170385,71.810385,71.790385,86.110385,89.350385,83.390385,105.37578,94.090385,109.61038,90.230385,87.630385,77.010385,94.670385,83.490385,73.190385,75.630385,94.490385,82.950771,78.210385,88.310385,81.570385,104.51039,85.550385,104.69039,83.450385,98.730385
85,0,82.46254,90.10254,93.46254,94.86254,93.58254,103.90254,91.88254,79.84254,89.20254,87.20254,81.30254,91.92254,75.40254,79.36254,75.06254,87.48254,91.56254,81.22254,82.46254,92.88254,92.12254,97.56254,76.58254,72.18254,72.18254,86.408934,89.76254,83.80254,106.26254,94.50254,110.02254,90.755079,88.04254,77.42254,95.08254,83.689171,73.50254,76.04254,94.90254,83.42254,78.62254,88.84254,81.98254,104.92254,85.96254,105.16254,83.66254,99.20254
85,1,82.791846,90.439229,93.747307,95.219229,93.919229,104.23923,92.219229,80.179229,89.559229,87.539229,81.639229,92.339229,75.619229,79.659229,75.399229,87.819229,91.939229,81.499229,82.779229,93.199229,92.42641,97.899229,76.899229,72.467307,72.447846,86.739229,90.099229,84.139229,106.65923,94.839229,110.41923,91.099229,88.379229,77.659229,95.419229,84.019229,73.767307,76.379229,95.199229,83.759229,78.959229,89.179229,82.319229,105.20385,86.188461,105.51923,83.999229,99.579229
85,2,83.119773,90.859773,94.134887,95.619773,94.299773,104.53977,92.579773,80.459773,89.959773,87.939773,82.024887,92.779773,75.827955,80.004887,75.639773,88.124887,92.339773,81.819773,83.119773,93.579773,92.819773,98.299773,77.299773,72.706977,72.688864,87.059773,90.499773,84.499773,107.01992,95.239773,110.81977,91.459773,88.779773,77.919773,95.819773,84.458866,74.054887,76.779773,95.599773,84.059773,79.279773,89.559773,82.626591,105.57977,86.559773,105.85977,84.438866,99.979773
86,0,83.367438,91.227438,94.487438,95.927438,94.627438,104.94744,92.927438,80.807438,90.387438,88.247438,82.267438,93.227438,76.127438,80.307438,75.947438,88.507438,92.647438,82.127438,83.427438,93.867438,93.167438,98.607438,77.627438,72.987438,72.967438,87.367438,90.807438,84.718719,107.52744,95.587438,111.34744,91.787438,89.087438,78.247438,96.127438,84.755957,74.347438,77.015163,95.927438,84.427438,79.587438,89.867438,82.927438,105.85936,86.927438,106.36744,84.715957,100.34488
86,1,83.638322,91.578322,94.818322,96.298322,94.978322,105.29832,93.278322,81.098322,90.698322,88.578322,82.538322,93.558322,76.358322,80.572081,76.218322,88.838322,93.118322,82.378322,83.763288,94.198322,93.498322,98.938322,77.938322,73.179664,73.16208,87.698322,90.958322,84.98708,107.83832,95.918322,111.71832,92.218322,89.338322,78.518322,96.658322,84.878322,74.658322,77.118322,96.258322,84.778322,79.918322,90.158322,83.238322,106.13832,87.258322,106.73832,84.838322,100.69832
86,2,84.054376,91.914376,95.174376,96.514376,95.274376,105.63438,93.574376,81.314376,91.034376,88.874376,82.772188,93.774376,76.614376,80.811094,76.414376,89.114376,93.414376,82.674376,84.154376,94.474376,93.794376,99.154376,78.174376,73.394376,73.394376,88.034376,91.274376,85.254376,108.15219,96.214376,112.05438,92.511094,89.634376,78.734376,96.934376,85.111459,74.914376,77.354376,96.574376,85.034376,80.194376,90.434376,83.434376,106.43055,87.451459,107.01438,85.071459,101.05438
87,0,84.288639,92.268639,95.508639,96.908639,95.588639,105.96966,93.888639,81.608639,91.408639,89.268639,83.028639,94.168639,76.948639,81.148639,76.708639,89.468639,93.808639,82.888639,84.429806,94.808639,94.188639,99.368639,78.45932,73.678474,73.659243,88.249864,91.508639,85.528639,108.52864,96.568639,112.46864,92.808639,89.968639,79.04932,97.248639,85.468639,75.18733,77.568639,96.889728,85.448639,80.488639,90.789546,83.688639,106.68864,87.788639,107.34864,85.428639,101.40864
87,1,84.66644,92.64644,95.91932,97.38644,96.02644,106.34644,94.36644,81.98644,91.78644,89.64644,83.40644,94.58644,77.32644,81.44644,77.08644,89.78644,94.34288,83.26644,84.80644,95.18644,94.62644,99.88644,78.82644,73.89822,73.88644,88.64288,91.84644,85.90644,108.92644,96.94644,112.90644,93.18644,90.32644,79.36644,97.62644,85.81911,75.54644,77.86644,97.24644,85.88644,80.86644,91.16644,84.06644,107.06644,88.12644,107.86288,85.77911,101.78644
87,2,84.919909,93.069819,96.269819,97.759909,96.379909,106.67991,94.679909,82.299909,92.179909,89.959909,83.699909,94.959909,77.679909,81.722477,77.399909,90.099909,94.709819,83.579909,85.099909,95.499909,94.939909,100.21991,79.119909,74.119909,74.119909,88.979909,92.139909,86.199909,109.31973,97.299909,113.41991,93.459909,90.639909,79.639909,97.919909,86.099909,75.799909,78.179909,97.639909,86.199909,81.099909,91.519909,84.399909,107.41991,88.439909,108.21973,86.059909,102.15991
88,0,85.262404,93.482404,96.622404,98.102404,96.722404,107.0224,95.022404,82.626202,92.462404,90.302404,84.002404,95.302404,78.022404,81.782404,77.686202,90.462404,95.142404,83.922404,85.442404,95.882404,95.242404,100.5824,79.462404,74.382404,74.382404,89.302404,92.422404,86.502404,109.7424,97.602404,114.0024,93.802404,90.982404,79.982404,98.322404,86.442404,76.122404,78.442404,98.022404,86.542404,81.402404,91.862404,84.702404,107.7624,88.782404,108.7424,86.402404,102.5024
88,1,85.547483,93.807483,96.947483,98.427483,97.047483,107.28874,95.347483,82.901497,92.787483,90.627483,84.20964,95.627483,78.287483,82.107483,77.926247,90.717044,95.467483,84.107483,85.687483,96.164371,95.567483,100.90748,79.762494,74.563124,74.562114,89.627483,92.655828,86.787483,110.06748,97.889161,114.40497,94.127483,91.287483,80.183748,98.844966,86.707483,76.327483,78.767483,98.327483,86.847483,81.661069,92.187483,84.902494,108.08748,89.027483,109.06748,86.667483,102.79937
88,2,85.953832,94.34449,97.393832,98.953832,97.693832,107.69766,96.073832,83.273832,93.253832,91.033832,84.633832,96.077664,78.693832,82.633832,78.313832,91.073832,96.201497,84.513832,86.069161,96.553832,96.373832,101.31383,80.153832,74.893832,74.873832,89.953832,93.033832,87.073832,110.72533,98.293832,115.37383,94.513832,91.613832,80.533832,99.485329,87.113832,76.693832,79.151254,98.753832,87.333832,82.013832,92.593832,85.293832,108.49383,89.433832,109.73383,87.073832,103.21383
89,0,86.348571,94.888571,97.748571,99.348571,98.308571,108.10857,96.608571,83.628571,93.648571,91.428571,85.028571,96.488571,78.888571,83.028571,78.628571,91.488571,96.688571,84.768571,86.548571,96.948571,96.828571,101.68857,80.419762,75.288571,75.268571,90.228571,93.328571,87.368571,111.24429,98.648571,115.76857,94.908571,92.008571,80.868571,100.22857,87.409286,77.048571,79.208571,99.148571,87.688571,82.388571,92.948571,85.628571,108.88857,89.768571,110.12857,87.368571,103.70857
89,1,86.679456,95.239456,98.079456,99.699456,98.639456,108.43946,96.939456,83.919456,93.959456,91.759456,85.359456,96.819456,79.119456,83.333682,78.919456,91.819456,97.079456,85.019456,86.879456,97.279456,97.159456,101.99946,80.699456,75.499456,75.479456,90.559456,93.659456,87.699456,111.63946,98.959456,116.11946,95.159456,92.239456,81.099456,100.87946,87.699456,77.339456,79.499456,99.479456,88.019456,82.719456,93.279456,85.879456,109.19946,90.019456,110.45946,87.659456,104.11946
