,measure_number,beat_number,pid1263-27,pid52932-13,pid610003b-03,pid9048b-03,pid9049-28,pid9050-28,pid9054-28,pid9055-27,pid9058-28,pid9059b-03,pid9060-28,pid9061-28,pid9062b-02,pid9063b-03,pid9066-28,pid9070b-11,pid9071b-06,pid9072b-03,pid9073b-03,pid9074f-28,pid9075-28,pid9093b-02,pid9094-27,pid9099b-03,pid9101b-10,pid9104-28,pid9105b-10,pid9111b-01,pid9118b-03,pid9137-15,pid9138-28,pid9139-27,pid9153-27,pid9166h-04,pid9170-27,pid9174-28,pid917520g-11,pid9176-10,pid9192-28
92,31,2,26.08233,27.759320000000002,32.499320000000004,26.419320000000003,24.419320000000003,30.31932,27.13932,28.49932,24.21932,25.89932,25.119320000000002,29.119320000000002,25.619320000000002,28.29932,31.53932,26.344659999999998,26.079320000000003,25.45932,30.19932,30.69932,23.412329999999997,23.29932,24.47932,28.97932,27.419320000000003,31.51932,36.39932,29.779320000000002,26.39932,26.51932,25.53932,29.03932,24.919320000000003,24.71932,29.29932,23.39932,33.65932,24.88466,30.13932
93,32,0,26.195373999999997,28.042687,32.795374,26.715374,24.655374,30.615374,27.435374,28.935374,24.515373999999998,26.195373999999997,25.355373999999998,29.415374,25.915374,28.595374,31.835373999999998,26.635374,26.375374,25.755374,30.515373999999998,31.055374,23.622687,23.435374,24.655374,29.295374,27.715374,31.935374,36.815374,30.075374,26.695373999999997,26.815374,25.815374,29.355373999999998,25.215374,24.955374,29.635374,23.655374,34.735374,25.175373999999998,30.435374
94,32,1,26.444989,28.384989,33.284989,27.004989000000002,24.904989,31.104989,27.684989,29.184989,24.724989,26.504989000000002,25.604989,29.664989000000002,26.284989000000003,28.844989,32.084989,26.864989,26.664989000000002,26.004989000000002,30.944989,31.464989000000003,23.864989,23.684989,24.904989,29.624989000000003,27.964989000000003,32.184989,37.064989000000004,30.424989,26.964989000000003,27.064989,26.064989,29.724989,25.484989000000002,25.204989,29.944989,23.904989,35.004989,25.484989000000002,30.864989
95,32,2,26.784263,28.704263,33.704263,27.324263000000002,25.212853,31.544263,28.064263,29.684263,25.044263,26.824263000000002,25.924263,29.984263000000002,26.604263,29.164263000000002,32.764263,27.184263,26.984263000000002,26.324263000000002,31.344263,31.824263000000002,24.184263,24.004263,25.207132,29.944263,28.304263,32.544263,37.604263,30.744263,27.524263,27.404263,26.384263,30.044263,25.804263,25.524263,30.284263,24.183566,35.324263,25.804263,31.184263
96,33,0,27.103537,29.023537,34.057075,27.643537,25.463537,31.863537,28.397075,30.131224,25.283537,27.143537,26.243537,30.203537,26.823536999999998,29.483537,33.123537,27.503536999999998,27.403537,26.783537,31.663536999999998,32.143537,24.463537,24.303537,25.483537,30.317687,28.643537,32.943537,37.923536999999996,31.083537,27.96415,27.823536999999998,26.703537,30.431224,26.083537,25.883537,30.623537,24.483537,35.843537,26.123537,31.503536999999998
97,33,1,27.370566999999998,29.350566999999998,34.470566999999996,28.030566999999998,25.730567,32.270567,28.670567,30.450567,25.530567,27.410566999999997,26.510566999999998,30.470567,27.070566999999997,29.750566999999997,33.390567,27.771134000000004,27.670567,27.070566999999997,32.050567,32.430566999999996,24.650567000000002,24.490567000000002,25.690567,30.610567,28.910566999999997,33.490567,38.350567,31.350566999999998,28.390566999999997,28.090567,26.970567,30.730566999999997,26.350566999999998,26.150567000000002,30.890566999999997,24.730567,36.150566999999995,26.330567,31.770567
98,33,2,27.591155999999998,29.611156,34.751156,28.251155999999998,25.951156,32.551156,28.911156,30.671156,25.771156,27.671156,26.771156,30.751155999999998,27.291156,29.971156,33.791156,28.031156,27.931156,27.277052,32.331156,32.711156,24.871156,24.711156,25.931156,30.911156,29.131156,33.791156,38.611156,31.611156,28.611156,28.311156,27.211156,31.031156,26.591155999999998,26.371156,31.191156,24.931156,36.371156,26.551156,32.091156
99,34,0,27.866576000000002,29.866576000000002,35.026576,28.506576000000003,26.186576000000002,32.806576,29.166576,30.943152,26.026576000000002,27.959728000000002,27.043152000000003,31.006576000000003,27.546576,30.226576,34.046576,28.286576,28.186576000000002,27.506576000000003,32.586576,32.946576,25.106576,24.946576,26.146576,31.183152000000003,29.386576,34.086576,38.866576,31.906576,28.846576000000002,28.566576,27.466576,31.286576,26.846576000000002,26.606576,31.446576,25.146576,36.626576,26.806576,32.346576
100,34,1,28.101360999999997,30.141361,35.321360999999996,28.761360999999997,26.401360999999998,33.112721,29.421360999999997,31.201361,26.301361,28.192721000000002,27.321361,31.315441999999997,27.781360999999997,30.441360999999997,34.301361,28.561360999999998,28.461361,27.721360999999998,32.901361,33.181360999999995,25.321361,25.201361,26.361361,31.441360999999997,29.641361,34.341361,39.141360999999996,32.201361,29.141361,28.901360999999998,27.701361,31.581360999999998,27.101360999999997,26.861361,31.781360999999997,25.381361,36.901361,27.041361,32.681360999999995
101,34,2,28.310340000000004,30.350340000000003,35.55068,28.990340000000003,26.630340000000004,33.35068,29.630340000000004,31.530340000000002,26.510340000000003,28.45034,27.530340000000002,31.55068,28.050340000000002,30.650340000000003,34.590340000000005,28.790340000000004,28.73034,27.93034,33.130340000000004,33.410340000000005,25.53034,25.43034,26.57034,31.690340000000003,29.890340000000002,34.630340000000004,39.43034,32.43034,29.370340000000002,29.150340000000003,27.990340000000003,31.890340000000002,27.350340000000003,27.09034,32.03034,25.65034,37.17068,27.25034,32.910340000000005
102,35,0,28.51932,30.619320000000002,35.83932,29.239320000000003,26.739320000000003,33.61932,29.834659999999996,31.759320000000002,26.71932,28.69932,27.779320000000002,31.79932,28.21932,30.85932,34.75932,29.01932,28.939320000000002,28.17932,33.37932,33.63932,25.739320000000003,25.69932,26.81932,31.919320000000003,30.099320000000002,34.89932,39.71932,32.65932,29.65932,29.37932,28.21932,32.09932,27.55932,27.33932,32.27932,25.87932,37.45932,27.51932,33.23932
103,35,1,29.028844,31.148844,36.259710999999996,29.659421999999996,27.068844,34.059711,30.148844,32.428844,27.108844,29.128844,28.268844,32.188844,28.648844,31.468844,35.208844,29.368844,29.408844000000002,28.768844,33.823141,34.028844,26.028844,26.119422,27.448844,32.608844,30.708844,35.544218,40.428844,33.108844,30.428844,29.728844,28.788844,32.508844,27.888844,27.908844000000002,32.728844,26.348844,37.989422,28.128844,33.748844
104,35,2,29.243628,31.343628000000002,36.457256,29.890884000000003,27.283628000000004,34.257256,30.363628000000002,32.643628,27.303628000000003,29.363628000000002,28.463628000000003,32.403628000000005,28.843628000000002,31.683628000000002,35.423628,29.563628,29.643628000000003,28.963628000000003,34.003628000000006,34.223628000000005,26.243628,26.323628000000003,27.663628000000003,32.823628,30.903628,35.763628000000004,40.657256,33.383628,30.623628000000004,29.943628000000004,29.017256,32.723628000000005,28.103628000000004,28.123628000000004,32.990884,26.543628000000002,38.243628,28.343628000000002,34.023628
105,36,0,29.499048,31.579047999999997,36.799048,30.159048,27.539047999999998,34.579048,30.639048,32.919048,27.559047999999997,29.659048,28.759047999999996,32.739048,29.099048,31.939048,35.699048,29.879047999999997,29.919047999999997,29.199047999999998,34.279047999999996,34.479048,26.499048,26.579047999999997,27.959048,33.159048,31.159048,36.048095,40.959047999999996,33.699048,30.879047999999997,30.208095,29.319048,33.059048,28.359047999999998,28.528095,33.299048,26.794524,38.539048,28.699047999999998,34.339048
106,36,1,29.771247,31.811246999999998,37.051247,30.371246999999997,27.671246999999997,34.851247,30.871246999999997,33.151247,27.791247,29.911246999999996,29.051246999999996,32.971247,29.351246999999997,32.171246999999994,36.052494,30.091246999999996,30.131247,29.371246999999997,34.571247,34.711247,26.671246999999997,26.811246999999998,28.151246999999998,33.431247,31.411246999999996,36.331247,41.171246999999994,33.931247,31.071246999999996,30.551246999999996,29.551246999999996,33.291247,28.591246999999996,28.811246999999998,33.571247,27.011246999999997,38.771246999999995,28.971246999999998,34.611247
107,36,2,29.997642,32.037642,37.317642,30.617642,27.917641999999997,35.097642,31.097641999999997,33.457642,27.977642,30.197642,29.317642,33.217642,29.577641999999997,32.397642,36.352925,30.377641999999998,30.377641999999998,29.577641999999997,34.837641999999995,34.977641999999996,26.897641999999998,27.017642,28.377641999999998,33.717642,31.677642,36.597642,41.397642,34.217642,31.337642,30.777641999999997,29.777641999999997,33.557642,28.837642,29.137642,33.877642,27.237641999999997,39.057642,29.277641999999997,34.877642
108,37,0,30.229840999999997,32.269841,37.589841,30.869840999999997,28.149841,35.389841,31.329841,33.689840999999994,28.209840999999997,30.449840999999996,29.549840999999997,33.469840999999995,29.789841,32.629841,36.689840999999994,30.629841,30.609840999999996,29.809841,35.109840999999996,35.249840999999996,27.129841,27.269840999999996,28.629841,33.989841,31.949840999999996,36.929840999999996,41.629841,34.449841,31.569840999999997,31.029840999999998,29.989841,33.809841,29.069840999999997,29.369840999999997,34.129841,27.469841,39.369841,29.509840999999998,35.169841
109,37,1,30.682676,32.575351,37.895351,31.142676,28.382676,35.675351,31.602676000000002,34.048027000000005,28.502676,30.762676000000003,29.862676,33.862676,30.142676,32.902676,37.055351,30.915351,30.915351,30.074225,35.402676,35.702676000000004,27.382676,27.542676,29.062676,34.382676000000004,32.235351,37.302676,41.955351,34.788027,31.882676,31.375351000000002,30.302676,34.175351,29.322676,29.642676,34.435351000000004,27.702676,39.702676000000004,29.862676,35.495351
110,37,2,30.920679999999997,32.820679999999996,38.180679999999995,31.400679999999998,28.60068,35.98068,31.84068,34.30068,28.740679999999998,31.02068,30.14068,34.140679999999996,30.380679999999998,33.140679999999996,37.28068,31.18068,31.16068,30.30068,35.66068,35.94068,27.64068,27.80068,29.32068,34.640679999999996,32.460679999999996,37.56068,42.20068,35.06068,32.140679999999996,31.62068,30.54068,34.42068,29.580679999999997,29.880679999999998,34.74068,27.920679999999997,39.960679999999996,30.10068,35.820679999999996
111,38,0,31.16449,33.04449,38.44449,31.64449,28.844490000000004,36.22449,32.08449,34.55898,29.044490000000003,31.28449,30.404490000000003,34.40449,30.62449,33.38449,37.52449,31.48449,31.404490000000003,30.544490000000003,35.91898,36.184490000000004,27.904490000000003,28.044490000000003,29.544490000000003,34.94449,32.70449,37.84449,42.44449,35.30449,32.38449,31.893469,30.78449,34.707959,29.82449,30.204490000000003,35.02449,28.14449,40.22449,30.344490000000004,36.06449
112,38,1,31.399909,33.279909,38.759909,31.859909000000002,29.079909000000004,36.539909,32.319909,34.959909,29.259909000000004,31.539909,30.659909000000003,34.654955,30.826635999999997,33.639909,37.859909,31.719909,31.659909000000003,30.779909000000004,36.239909000000004,36.439909,28.139909000000003,28.319909000000003,29.779909000000004,35.219909,32.959909,38.099909000000004,42.679909,35.599909000000004,32.679909,32.179909,30.999909000000002,34.979909,30.059909,30.499728,35.299909,28.379909,40.519909000000006,30.579909000000004,36.339909000000006
113,38,2,31.667574,33.587574,39.027574,32.147574,29.367573999999998,36.808787,32.549515,35.347574,29.547573999999997,31.827574,30.907574,34.907574,31.127574,33.947573999999996,38.407574,32.027574,31.927574,31.087574,36.507574,36.787574,28.409190999999996,28.645146999999998,30.125147,35.507574,33.267573999999996,38.407574,42.947573999999996,35.887574,33.007574,32.427574,31.209393,35.247574,30.347573999999998,30.727574,35.607574,28.687573999999998,40.865147,30.847573999999998,36.608787
114,39,0,31.956508000000003,33.996508,39.376508,32.476508,29.716508,37.176508,32.856508000000005,35.676508,29.876508,32.116508,31.256508,35.303016,31.316508000000002,34.336508,39.076508000000004,32.316508,32.276508,31.516508,36.856508000000005,37.196508,28.716508,29.096508,30.576508,35.876508,33.576508000000004,38.796508,43.316508,36.323015999999996,33.476508,32.836032,31.516508,35.596508,30.676508000000002,31.016508,35.976508,29.156508000000002,41.276508,31.116508000000003,36.956508
115,39,1,32.339636999999996,34.359637,39.719637,32.859637,29.979637,37.519637,33.179637,36.039637,30.239637,32.499637,31.699637,35.679637,31.639637,34.719637,39.639637,32.639637,32.659637,31.839637,37.179637,37.579637,29.079636999999998,29.479637,31.119637,36.259637,33.899637,39.259637,43.879637,36.719637,33.999637,33.259637,31.819637,35.979637,30.979637,31.399637,36.279637,29.499637,41.719637,31.459637,37.339636999999996
116,39,2,32.652228,34.758912,40.078912,33.158912,30.298911999999998,37.858912,33.498912,36.458912,30.558912,32.838912,32.118912,35.998912,31.944456,35.038911999999996,39.958912,32.978912,33.044456,32.118912,37.518912,37.918912,29.394455999999998,29.958911999999998,31.498912,36.618912,34.318912,39.678912,44.298912,37.158912,34.318912,33.578912,32.258912,36.498912,31.298911999999998,31.738912,36.638912,29.918912,42.238912,31.798911999999998,37.718911999999996
117,40,0,32.900771,35.060771,40.380771,33.440771000000005,30.600771,38.160771000000004,33.780771,36.780771,30.880771000000003,33.140771,32.500771,36.300771000000005,32.240771,35.340771000000004,40.260771000000005,33.280771,33.340771000000004,32.360771,37.820771,38.240771,29.680771000000004,30.260771000000002,31.800771,37.000771,34.605385,40.020771,44.620771000000005,37.500771,34.640771,33.800771000000005,32.571542,36.820771,31.566924,31.987693,36.940771000000005,30.380771000000003,42.680771,32.100771,38.020771
118,40,1,33.266825,35.406825,40.726825,33.746825,30.926825,38.526825,34.126825,37.146825,31.226825,33.486825,32.866825,36.706825,32.546825,35.706825,40.646825,33.606825,33.726825,32.646825,38.146825,38.646825,30.046825,30.566825,32.126825,37.366825,34.946825,40.386825,45.026825,37.926825,35.026825,34.126825,32.906825,37.186825,31.886825,32.326825,37.306825,30.646825,43.146825,32.466825,38.386825
119,40,2,33.614785,35.754785,41.074785,34.094784999999995,31.274784999999998,38.874784999999996,34.474785,37.514784999999996,31.584353999999998,33.814785,33.234784999999995,37.054784999999995,32.894785,36.054784999999995,41.014784999999996,33.894785,34.074785,32.874784999999996,38.494785,38.994785,30.394785,31.034785,32.494785,37.714785,35.354785,40.834785,45.514784999999996,38.274784999999994,35.494785,34.474785,33.254785,37.674785,32.214785,32.674785,37.654785,31.014784999999996,43.674785,32.814785,38.754785
120,41,0,33.959864,36.099864000000004,41.399864,34.419864000000004,31.579864,39.179864,34.739864000000004,37.939864,31.939864,34.139864,33.639864,37.379864000000005,33.139864,36.379864000000005,41.379864000000005,34.219864,34.619864,33.139864,38.819864,39.279864,30.659864000000002,31.359864,32.839864,38.119864,35.779864,41.199864,46.039864,38.619864,35.819864,34.799864,33.579864,38.159864,32.499864,32.959864,37.979864,31.419864,44.239864000000004,33.099864000000004,39.079864
121,41,1,34.308163,36.428163,41.729082,34.748163,31.848163,39.528163,35.048163,38.248163,32.288163,34.468163,33.988163,37.728163,33.408163,36.728163,41.728163,34.488163,34.948163,33.468163,39.168163,39.628163,30.908163000000002,31.668163,33.168163,38.448163,36.088163,41.588163,46.388163,38.968163,36.168163,35.148163000000004,33.908163,38.468163,32.788163,33.248163,38.328163,31.728163000000002,44.608163,33.408163,39.428163
122,41,2,34.593243,36.713243,42.073243,35.053243,32.173243,39.833242999999996,35.353243,38.613243,32.613243,34.793243,34.433243,38.033243,33.736484999999995,37.053243,42.116485,34.773243,35.273243,33.713243,39.493243,39.973243,31.213243,31.993243,33.493243,38.833242999999996,36.473243,41.993243,46.693243,39.453243,36.533243,35.393243,34.293243,38.913243,33.073243,33.553243,38.673243,32.073243,45.133243,33.733243,39.813243
123,42,0,34.904127,37.044127,42.417063,35.384127,32.484127,40.164127,35.644127000000005,39.064127,32.964127000000005,35.104127000000005,34.784127000000005,38.364127,34.084127,37.384127,42.524127,35.064127,35.624127,33.964127000000005,39.824127000000004,40.304127,31.544127000000003,32.324127000000004,33.824127000000004,39.204127,36.864127,42.404127,46.984127,39.824127000000004,36.984127,35.724127,34.644127000000005,39.464127000000005,33.344127,33.884127,39.044127,32.404127,45.644127000000005,34.064127,40.144127000000005
124,42,1,35.169206,37.349206,42.729206,35.689206,32.749206,40.489206,35.929206,39.389206,33.289206,35.429206,35.109206,38.709206,34.369603000000005,37.709206,42.849206,35.349206,35.949206,34.269206,40.149206,40.629205999999996,31.809206,32.629205999999996,34.109206,39.509206,37.189206,42.729206,47.309206,40.149206,37.329206,36.049206,35.009206,39.769206,33.649206,34.169206,39.369206,32.729206,46.049206,34.369206,40.469206
125,42,2,35.500091,37.680091,43.060091,36.040091,33.080090999999996,40.840272,36.260090999999996,39.800090999999995,33.670181,35.760090999999996,35.590181,39.100091,34.700091,38.040091,43.300090999999995,35.660090999999994,36.330181,34.540091,40.480090999999994,40.960091,32.100091,32.960091,34.420091,39.900090999999996,37.520091,43.160272,47.860454,40.560091,37.760090999999996,36.380091,35.380091,40.270363,33.920091,34.500091,39.740091,33.140091,46.580090999999996,34.700091,40.810181
126,43,0,35.842585,38.022585,43.462585,36.382585,33.402584999999995,41.242585,36.694195,40.242585,34.022585,36.102585,35.982585,39.442585,35.042584999999995,38.382585,43.662585,35.962585,36.822585,34.842585,40.842585,41.402584999999995,32.422585,33.442585,34.742585,40.382585,37.856293,43.522585,48.462585,40.962585,38.302585,36.722584999999995,35.722584999999995,40.802585,34.242585,34.842585,40.122585,33.562585,47.122585,35.022585,41.162585
127,43,1,36.214104,38.334103999999996,43.834103999999996,36.694103999999996,33.694103999999996,41.634104,36.974104,40.614104,34.374103999999996,36.454104,36.334103999999996,39.814104,35.354104,38.754104,44.194103999999996,36.254104,37.198209000000006,35.114104,41.214104,41.774104,32.734103999999995,33.814104,35.054103999999995,40.754104,38.214104,43.894104,48.874103999999996,41.234103999999995,38.794104,37.074104,36.054103999999995,41.194103999999996,34.554103999999995,35.174104,40.494104,33.874103999999996,47.510521999999995,35.374103999999996,41.534104
128,43,2,36.557392,38.677392,44.237392,37.037392,34.037392,42.017392,37.337392,41.097392,34.724785,36.817392,36.797391999999995,40.157392,35.697392,39.097392,44.617391999999995,36.577391999999996,37.557392,35.397391999999996,41.617391999999995,42.137392,33.077391999999996,34.137392,35.377392,41.157392,38.557392,44.324785,49.257391999999996,41.677392,39.217392,37.417392,36.417392,41.617391999999995,34.897391999999996,35.517392,40.877392,34.257391999999996,48.184785,35.717392,41.937391999999996
129,44,0,36.881678,39.001678000000005,44.601678,37.341678,34.341678,42.381678,37.661678,41.421678,35.061678,37.135839000000004,37.121678,40.481678,36.01292,39.421678,44.961678000000006,36.901678000000004,37.861678000000005,35.655839,41.961678000000006,42.481678,33.360559,34.441678,35.701678,41.521678,38.861678000000005,44.681678000000005,49.581678000000004,41.973893,39.601678,37.741678,36.741678,41.961678000000006,35.201678,35.781678,41.221678000000004,34.561678,48.641678000000006,36.041678000000005,42.261678
130,44,1,37.208696,39.307392,44.967392,37.667392,34.647391999999996,42.747392,37.967392,41.787392,35.407392,37.487392,37.487392,40.847392,36.307392,39.787392,45.387392,37.189347999999995,38.227392,35.907392,42.327391999999996,42.847392,33.667392,34.787392,35.947392,41.867391999999995,39.187391999999996,45.047391999999995,49.967392,42.287392,39.987392,38.067392,37.087392,42.307392,35.488696000000004,36.127392,41.567392,34.867391999999995,49.127392,36.387392,42.647391999999996
131,44,2,37.518277000000005,39.646553000000004,45.338277000000005,38.038277,34.978277,43.118277,38.298277,42.238277000000004,35.718277,37.838277000000005,37.826553000000004,41.178277,36.658277000000005,40.118277,45.726553,37.498277,38.566553000000006,36.218277,42.658277000000005,43.198277000000004,33.998277,35.118277,36.278277,42.278277,39.598277,45.498277,50.458277,42.738277000000004,40.398277,38.398277,37.418277,42.718277,35.818277,36.498277,41.898277,35.238277000000004,49.598277,36.718277,43.038277
132,45,0,37.843356,39.983356,45.663356,38.383356,35.303356,43.443356,38.528339,42.603356,36.083356,38.163356,38.163356,41.583356,36.963356,40.443356,46.063356,37.823356,38.983356,36.423356,42.983356,43.523356,34.283356,35.423356,36.583356,42.623356,40.043356,45.943356,51.043356,43.163356,40.743356,38.683355999999996,37.743356,43.143356,36.066678,36.823356,42.243356,35.643356,50.163356,37.023356,43.363356
133,45,1,38.14585,40.32585,46.00585,38.68585,35.52585,43.78585,38.80585,42.94585,36.42585,38.44585,38.52585,41.92585,37.28585,40.78585,46.40585,38.08585,39.307925,36.727925,43.32585,43.881701,34.54585,35.74585,36.88585,42.96585,40.40585,46.32585,51.42585,43.52585,41.12585,38.98585,38.08585,43.46585,36.36585,37.128617,42.60585,35.96585,50.561701,37.32585,43.74585
134,45,2,38.43932,40.65932,46.33932,39.01932,35.83932,44.11932,39.11932,43.37932,36.75932,38.75932,39.01932,42.29932,37.57932,41.09932,46.75932,38.37932,39.63932,37.01932,43.63932,44.27932,34.83932,36.09932,37.19932,43.33932,40.79932,46.69932,51.73932,43.95932,41.47932,39.29932,38.41932,43.91932,36.679320000000004,37.43932,42.997959,36.27932,51.09932,37.63932,44.11932
135,46,0,38.746984000000005,40.966984000000004,46.666984,39.346984,36.106984000000004,44.446984,39.396164,43.877937,37.126984,39.106984000000004,39.451905,42.606984000000004,37.906984,41.406984,47.146984,38.686984,39.966984000000004,37.306984,44.046984,44.626984,35.108492,36.466984000000004,37.506984,43.706984000000006,41.166984,47.086984,52.166984,44.366984,41.966984000000004,39.606984000000004,38.726984,44.406984,36.966984000000004,37.726984,43.346984,36.586984,51.606984000000004,37.928492,44.506984
136,46,1,39.029478000000005,41.249739,47.049478,39.629478000000006,36.449478000000006,44.809478000000006,39.669478000000005,44.269478,37.489478000000005,39.409478,39.809478000000006,43.009478,38.209478000000004,41.749478,47.669478000000005,38.98487,40.349478000000005,37.569739,44.389478000000004,44.989478000000005,35.449478000000006,36.789478,37.809478000000006,44.089478,41.529478000000005,47.489478000000005,52.609478,44.749478,42.389478000000004,39.929478,39.109478,44.769478,37.289478,38.009478,43.709478000000004,36.869478,52.049478,38.269478,44.849478000000005
137,46,2,39.300986,41.591972999999996,47.391973,39.971973,36.751973,45.171973,39.951972999999995,44.631972999999995,37.811972999999995,39.751973,40.231972999999996,43.331973,38.511973,42.091972999999996,48.051973,39.231972999999996,40.691973,37.891973,44.671973,45.411972999999996,35.731972999999996,37.131972999999995,38.051973,44.431973,41.871973,47.831973,52.991973,45.171973,42.791973,40.211973,39.451972999999995,45.171973,37.551973,38.331973,44.051973,37.191973,52.571973,38.600986,45.171973
138,47,0,39.675102,41.955102000000004,47.875102000000005,40.435102,37.135102,45.655102,40.335102,45.135102,38.215102,40.175102,40.675102,43.815102,38.895102,42.475102,48.435102,39.595102000000004,41.175102,38.275102000000004,45.115102,45.935102,36.115102,37.475102,38.475102,45.035102,42.315102,48.335102,53.595102000000004,45.705306,43.380204,40.595102000000004,39.855102,45.695102,37.895102,38.735102000000005,44.435102,37.675102,53.170407999999995,38.955102000000004,45.595102000000004
139,47,1,40.035011,42.295010999999995,48.255010999999996,40.795010999999995,37.435010999999996,46.035011,40.735011,45.515011,38.575010999999996,40.495011,41.055011,44.255010999999996,39.255010999999996,42.835011,49.055011,39.875011,41.535011,38.572506,45.475011,46.375011,36.422506,37.835011,38.915011,45.415011,42.615010999999996,48.775011,54.015011,46.095011,43.855011,40.955011,40.215011,46.095011,38.195011,39.175011,44.795010999999995,37.999002000000004,53.655011,39.315011,45.955011
140,47,2,40.302676,42.602676,48.562676,41.142676,37.722676,46.342676000000004,41.022676000000004,45.875351,38.882676000000004,40.802676,41.362676,44.622676,39.542676,43.142676,49.362676,40.122676,41.862676,38.842676000000004,45.822676,46.742676,36.722676,38.142676,39.242676,45.782676,42.922676,49.082676,54.342676000000004,46.402676,44.262676,41.242676,40.562676,46.522676000000004,38.502676,39.482676,45.122676,38.262676,54.062676,39.622676,46.362676
141,48,0,40.590340000000005,42.93034,48.87034,41.450340000000004,38.03034,46.65034,41.29017,46.33034,39.33017,41.11034,41.71034,44.93034,39.85034,43.450340000000004,49.730340000000005,40.39034,42.230340000000005,39.135085,46.130340000000004,47.050340000000006,37.01034,38.47034,39.590340000000005,46.17034,43.33034,49.450340000000004,54.75034,46.79034,44.630340000000004,41.53034,40.87034,46.93034,38.79034,39.75034,45.450340000000004,38.57034,54.630340000000004,39.93034,46.67034
142,48,1,40.912834000000004,43.372834000000005,49.232834000000004,41.812834,38.332834000000005,47.012834000000005,41.552834000000004,46.672834,39.692834000000005,41.452834,42.112834,45.292834,40.132834,43.792834,50.152834000000006,40.712834,42.592834,39.432834,46.472834000000006,47.412834000000004,37.332834000000005,38.812834,39.892834,46.492834,43.672834,49.852834,55.132833999999995,47.172834,45.012834000000005,41.852834,41.232834000000004,47.252834,39.112834,40.092834,45.832834000000005,38.912834000000004,55.092833999999996,40.252834,47.092834
143,48,2,41.217914,43.697914000000004,49.577914,42.177914,38.657914,47.357914,41.877914000000004,47.117914,40.017914000000005,41.797914,42.557914000000004,45.637914,40.457914,44.117914,50.477914,40.997914,42.917914,39.697914000000004,46.797914,47.797914,37.637914,39.137914,40.157914,46.897914,44.037914,50.257914,55.617914,47.657914,45.417914,42.177914,41.557914000000004,47.717914,39.397914,40.417914,46.177914,39.237914,55.577914,40.577914,47.497914
144,49,0,41.465578,44.005578,49.945578000000005,42.525578,38.905578000000006,47.705578,42.165578000000004,47.565578,40.365578,42.105578,42.905578000000006,45.945578000000005,40.785578,44.425578,50.861156,41.245578,43.245578,39.985578000000004,47.145578,48.105578,37.945578000000005,39.465578,40.445578000000005,47.285578,44.405578000000006,50.645578,56.005578,48.061156,45.825578,42.465578,41.865578,48.185578,39.685578,40.725578000000006,46.541156,39.525578,56.085578000000005,40.905578000000006,47.825578
145,49,1,41.753878,44.293878,50.293878,42.833878000000006,39.173878,48.073878,42.413878000000004,47.933878,40.753878,42.433878,43.273878,46.333878000000006,41.033878,44.773878,51.233265,41.513878000000005,43.613878,40.253878,47.493878,48.453878,38.233878000000004,39.753878,40.733878000000004,47.633878,44.753878,51.037755,56.353878,48.421633,46.173878,42.753878,42.213878,48.497755,39.973878000000006,41.073878,46.893878,39.833878000000006,56.453265,41.233878000000004,48.233878000000004
146,49,2,42.041542,44.561541999999996,50.621542,43.161542,39.481542,48.401542,42.721542,48.281542,41.061541999999996,42.735771,43.713084,46.641542,41.361542,45.081542,51.761542,41.801542,43.961542,40.555771,47.821542,48.821542,38.541542,40.061541999999996,41.021542,48.001542,45.081542,51.401542,56.761542000000006,48.881541999999996,46.561541999999996,43.061541999999996,42.521542,48.901542,40.241541999999995,41.341542,47.201541999999996,40.133084000000004,57.021542000000004,41.521542,48.521542
147,50,0,42.436281,44.936281,51.016281,43.556281,39.796281,48.796281,42.996281,48.736281,41.456281,43.096281,44.116281,47.076281,41.696281,45.476281,52.256281,42.12438,44.456281,40.936281,48.216281,49.216281,38.876281,40.456281,41.476281,48.436281,45.596281,51.822562,57.33628100000001,49.436281,47.056281,43.416281,42.916281,49.336281,40.563140999999995,41.636281,47.576281,40.576281,57.496281,41.876281,48.996281
148,50,1,42.690385,45.195096,51.370385,43.910385,40.110385,49.150385,43.310385,49.070384999999995,41.810385,43.430193,44.530384999999995,47.490384999999996,42.030384999999995,45.830385,52.750384999999994,42.390193,44.850384999999996,41.280193,48.530384999999995,49.590385,39.200193,40.765096,41.750192999999996,48.770385,45.930385,52.210384999999995,57.690385,49.870385,47.430385,43.710384999999995,43.270385,49.690385,40.790385,41.950385,47.950385,40.903462,57.930385,42.230193,49.530384999999995
149,50,2,43.012879999999996,45.472879999999996,51.71288,44.25288,40.43288,49.49288,43.61288,49.43288,42.11288,43.75288,44.99288,47.85288,42.332879999999996,46.17288,53.19288,42.63288,45.19288,41.55288,48.89288,50.05288,39.512879999999996,41.09288,42.07288,49.152879999999996,46.27288,52.59288000000001,58.19288,50.41288,47.89288,44.05288,43.59288,50.05288,41.13288,42.29288,48.29288,41.23288,58.41288,42.55288,49.87288
